127.2900759,134.4070926,222.4852293,2
36.15059334,145.3652089,191.2730582,12
10.2463676,147.0422344,183.5085735,9
263.1820342,152.2246221,61.10981132,10
91.55538388,155.7580119,256.5469018,13
128.4530792,157.4792354,257.6054503,50
248.0128471,154.8430228,14.26013686,6
355.2434514,136.5522163,130.7697434,52
68.91473621,133.0993736,169.56651,39
316.4309542,140.7458753,64.55441271,43
331.1230366,158.9821304,96.24600498,91
30.35698404,150.3115551,142.6197884,35
42.03166734,136.5629191,141.1146648,127
35.95131237,165.0678841,190.8674314,37
235.5053557,160.454453,42.92417456,41
126.7803487,155.42678,256.0730789,30
61.10970716,135.8609804,214.667795,48
49.34940746,117.2945429,149.0062775,96
141.7434068,141.5651736,263.5583061,156
184.1129684,153.0062619,321.4970961,154
87.88474483,123.2731782,217.6393838,20
27.93097404,157.7022816,130.6443547,27
58.52998487,128.9319425,226.3698167,25
28.32994166,158.0312586,131.2450562,23
16.07768259,120.5343489,159.4068822,86
67.37739713,152.6060348,181.4706495,68
38.21941004,116.6030241,144.8556211,57
357.0821262,158.3092409,118.4487606,34
167.5805356,164.1502096,259.285123,81
29.03012362,164.3443098,186.3084827,342
325.4428981,146.8445519,108.4533892,22
292.7421572,150.4113433,31.11311313,24
68.61724221,135.4423409,221.1794181,80
50.09672462,170.0858588,162.2284469,54
106.7767953,126.2945964,240.0266796,113
49.5144911,117.6229581,149.4929044,287
42.73333481,137.4018809,142.4340543,42
24.87309356,147.9358478,178.4751048,53
24.35911258,140.7639658,164.7498819,35
167.6496157,165.4080039,259.1898726,29
123.0150515,129.5784295,284.3115489,171
107.2479363,126.0154965,240.6171204,26
10.82997943,148.53395,187.8299099,59
42.5437519,137.0288689,141.7957297,215
243.9892927,158.5266536,9.031408259,91
195.8624654,153.3403522,357.724766,165
341.1558823,167.1774372,100.639538,65
170.3925693,152.2568546,329.8557767,109
74.61495792,125.9508785,159.2763347,29
67.69165464,152.7351124,181.9280614,29
106.6798835,123.6890438,240.7797513,21
167.875741,163.7347298,259.5799689,254
271.3454134,155.4369794,16.92903292,131
312.6111029,155.2477797,52.15988167,59
86.93423319,152.4487543,218.909272,400
103.4471661,167.1926513,202.115527,43
61.02909043,122.8015447,216.8723518,21
352.2000369,141.1705201,85.53357146,38
75.05250327,140.5495387,193.1059529,36
272.7862545,164.9834012,73.38250694,23
167.4260259,151.8273059,328.0910491,62
168.1497432,164.1839936,259.6982603,67
288.7584791,152.316066,30.3575569,35
3.17419735,158.0525733,132.5340947,45
322.9976245,144.1025692,109.8693653,81
