time,strain,stress,temperature,type,medium,strain_rate,youngs,poissons
0.0021194444444444446,9.783239666531426e-05,57.473066962948,25,tensile,air,36.0,211000,0.3
0.0021369444444444444,0.0001893438643835275,83.99357704316,,,,,,
0.0021719444444444442,0.0004384512117754515,136.012297443,,,,,,
0.0021894444444444444,0.000540202842525509,159.63006559392,,,,,,
0.0022241666666666664,0.0009017061977862375,208.301188992108,,,,,,
0.002241388888888889,0.00104422458662372,229.879838526488,,,,,,
0.0022791666666666668,0.001530842809597121,279.32553439947,,,,,,
0.002296666666666667,0.001754164837450356,299.076270761172,,,,,,
0.002332777777777778,0.00225907068515247,340.35653239368,,,,,,
0.0023516666666666664,0.002567977431236894,360.4804873677199,,,,,,
0.002386388888888889,0.003128104931426299,394.0816260325,,,,,,
0.002403888888888889,0.003390508102652826,409.37279587806,,,,,,
0.002438611111111111,0.004093206003332808,440.307849750612,,,,,,
0.0024741666666666666,0.004882840144460572,466.6056681288239,,,,,,
0.0024916666666666668,0.005235202293644635,477.1020437683679,,,,,,
0.002526388888888889,0.006152426169375429,496.542603367183,,,,,,
0.002543611111111111,0.006608443774027146,503.934234192,,,,,,
0.0025783333333333335,0.007590765361618511,517.341117438551,,,,,,
0.0025958333333333337,0.008161086657371261,523.462560520563,,,,,,
0.0026308333333333335,0.009166630276008648,533.117429473668,,,,,,
0.0026483333333333337,0.009683357736212294,537.171476484762,,,,,,
0.0026830555555555557,0.01081406313300268,544.902792714735,,,,,,
0.002700277777777778,0.01134256309367216,548.224962006015,,,,,,
0.002735,0.01250112354515075,554.3519042884741,,,,,,
0.002769722222222222,0.01358149213171929,559.7327738880001,,,,,,
0.0027872222222222226,0.01413109742197679,561.885019973212,,,,,,
0.0028219444444444446,0.01530691076882735,566.913978259496,,,,,,
0.0028391666666666665,0.01581427636417805,568.8276349734109,,,,,,
0.002873888888888889,0.01695788022213666,573.016427940212,,,,,,
0.002891388888888889,0.01750929649912452,574.978764905395,,,,,,
0.002926111111111111,0.01857802136784985,578.2745391692639,,,,,,
0.002943611111111111,0.01921262194167522,580.52702722325,,,,,,
0.0029783333333333333,0.02032858394055463,583.581699413129,,,,,,
0.0029958333333333334,0.02088323537806594,585.270757991298,,,,,,
0.0030305555555555554,0.02217140525202436,588.65862153465,,,,,,
0.003065277777777778,0.02341408618317097,591.9652407505,,,,,,
0.003085,0.02409984414188517,593.7378377032389,,,,,,
0.003119722222222222,0.02526127282966981,596.50230004239,,,,,,
0.0031372222222222222,0.02586040752234439,598.040604517455,,,,,,
0.0031719444444444447,0.0271087137700093,600.789990900429,,,,,,
0.0031891666666666665,0.02770804490063266,602.258819874285,,,,,,
0.003223888888888889,0.02899679146683137,605.15278161237,,,,,,
0.003241388888888889,0.02955639407972981,606.3105481619999,,,,,,
0.003276111111111111,0.0307107912437534,609.082335380133,,,,,,
0.0032933333333333334,0.03140183243788725,610.3447950921451,,,,,,
0.003330555555555556,0.03259516179556136,613.292944573869,,,,,,
0.003348055555555556,0.03320009278305801,614.3217818768641,,,,,,
0.003385833333333333,0.03448049966178134,617.256585648794,,,,,,
0.0034205555555555556,0.0355975878831931,619.344284092061,,,,,,
0.0034377777777777774,0.03627844935254471,620.9517782566879,,,,,,
0.0034727777777777778,0.03739266350405526,623.094988526456,,,,,,
0.0034930555555555552,0.03816147140053636,624.669890045488,,,,,,
0.0035277777777777777,0.03931259989611263,627.148183950124,,,,,,
0.003545,0.03986995324909372,628.120924036165,,,,,,
0.0035797222222222224,0.04114546034874163,630.873128483472,,,,,,
0.003597222222222222,0.04174726036172358,631.79769233952,,,,,,
0.003631944444444444,0.04298286407306637,634.2035541552619,,,,,,
0.003649166666666667,0.04353552843714702,635.335813301048,,,,,,
0.003683888888888889,0.0446435188641041,637.33708642307,,,,,,
0.0037186111111111113,0.04587632074050318,639.7637760831601,,,,,,
0.003736111111111111,0.04643000465930265,640.746771984045,,,,,,
0.003770833333333333,0.04765841148173318,643.251753632371,,,,,,
0.003788055555555556,0.04821397619368579,644.0682624983041,,,,,,
0.003822777777777778,0.04931298030402503,646.3074847499998,,,,,,
0.0038402777777777775,0.04999117204315809,647.610389219343,,,,,,
0.003875,0.05109461384908224,649.5332910712449,,,,,,
0.0038922222222222223,0.05164007560342561,650.7831147740301,,,,,,
0.003926944444444445,0.05282857498394253,652.7331612569819,,,,,,
0.003944444444444444,0.05337637924544205,653.8470078527109,,,,,,
0.0039791666666666664,0.05455880519032497,656.040916162632,,,,,,
0.004014166666666667,0.05565291169247384,658.2331728,,,,,,
0.004031666666666667,0.05620126523707089,659.22578738547,,,,,,
0.0040663888888888885,0.05742430429546623,661.368240564031,,,,,,
0.004086388888888889,0.05805414353068961,662.62458505089,,,,,,
0.004121111111111111,0.05919384766695681,664.4329976007879,,,,,,
0.004138333333333333,0.05973700174700877,665.6266960812609,,,,,,
0.004173055555555556,0.0607877424920018,667.468260282614,,,,,,
0.004190555555555556,0.06141703508936924,668.6350245914019,,,,,,
0.0042252777777777775,0.06250653369195422,670.6724692855771,,,,,,
0.0042425,0.06305501509464194,671.438668772352,,,,,,
0.004277222222222222,0.06426666216814461,673.784904706704,,,,,,
0.004294722222222222,0.06485409621567677,674.7185933147401,,,,,,
0.004329444444444445,0.06606462582693721,677.005418079976,,,,,,
0.004364166666666666,0.06723926701983299,678.79927219237,,,,,,
0.0043816666666666665,0.06782201981886415,679.916428815485,,,,,,
0.004416388888888889,0.06907490253792922,682.055646303104,,,,,,
0.004433611111111111,0.06961888952220167,682.8839147240001,,,,,,
