time,strain,stress,temperature,type,medium,strain_rate,youngs,poisson
101.327,0.662727278,244.6210444,,,,,,
101.389,0.66303122,244.7200241,,,,,,
101.514,0.663663804,244.8723476,,,,,,
101.577,0.664038117,244.9626088,,,,,,
101.702,0.664716481,245.1028445,,,,,,
101.765,0.66502048,245.1725838,,,,,,
101.89,0.665698378,245.2724025,,,,,,
102.015,0.666328943,245.4918972,,,,,,
102.077,0.666702231,245.5881393,,,,,,
102.203,0.667332031,245.7309168,,,,,,
102.266,0.667705072,245.8013245,,,,,,
102.391,0.668357738,245.966315,,,,,,
102.454,0.668637539,246.0374159,,,,,,
102.589,0.66935927,246.2124816,,,,,,
102.652,0.669638163,246.3069925,,,,,,
102.792,0.670359377,246.4407284,,,,,,
102.855,0.670661614,246.5208978,,,,,,
102.98,0.671335362,246.6892045,,,,,,
103.104,0.671962698,246.8451354,,,,,,
103.168,0.67231062,246.8918158,,,,,,
103.293,0.67296041,247.0318755,,,,,,
103.355,0.673261814,247.1217559,,,,,,
103.481,0.673957061,247.3360119,,,,,,
103.543,0.674281332,247.3829912,,,,,,
103.668,0.674929843,247.5230143,,,,,,
103.731,0.675230788,247.5855793,,,,,,
104.404,0.676733256,247.978755,,,,,,
104.466,0.67673343,247.9429398,,,,,,
104.592,0.676733313,247.9669046,,,,,,
104.716,0.676733587,247.9108121,,,,,,
104.779,0.67673347,247.9347769,,,,,,
104.904,0.676733442,247.9405701,,,,,,
104.966,0.676733419,247.9453115,,,,,,
105.091,0.676733412,247.9466273,,,,,,
105.154,0.676733598,247.9084424,,,,,,
105.284,0.676733523,247.9239803,,,,,,
105.325,0.676733424,247.9442576,,,,,,
105.444,0.676733442,247.9405701,,,,,,
