time,strain,stress,temperature,type,medium,strain_rate,youngs,poissons
0.012494,0,4.7794,25,tensile,air,0.36,211000,0.3
0.014422,0,30.153,,,,,,
0.016362,0,67.338,,,,,,
0.018304,0,99.423,,,,,,
0.02028,0,129.71,,,,,,
0.022203,0,157.09,,,,,,
0.024152,0.00022661,180.45,,,,,,
0.026085,0.00052611,199.77,,,,,,
0.02803,0.00088429,216.17,,,,,,
0.029945,0.0013231,228.52,,,,,,
0.031883,0.0018507,238.67,,,,,,
0.033823,0.0023479,248.09,,,,,,
0.035768,0.0028887,255.3,,,,,,
0.037709,0.0034668,262.9,,,,,,
0.039642,0.0040364,268.64,,,,,,
0.041578,0.0046577,274.04,,,,,,
0.043518,0.0052787,279.44,,,,,,
0.045453,0.0058837,283.34,,,,,,
0.04738,0.0064884,287.26,,,,,,
0.04932,0.0070928,291.17,,,,,,
0.051272,0.0077041,294.72,,,,,,
0.053262,0.0083669,297.92,,,,,,
0.055187,0.0089993,300.35,,,,,,
0.057121,0.0096539,303.93,,,,,,
0.059086,0.010285,306.38,,,,,,
0.061048,0.010961,308.84,,,,,,
0.062971,0.011592,311.29,,,,,,
0.064903,0.012319,313.4,,,,,,
0.066847,0.013001,315.5,,,,,,
0.068837,0.013713,318.36,,,,,,
0.070839,0.014415,319.34,,,,,,
0.072774,0.015095,321.44,,,,,,
0.074728,0.01582,323.57,,,,,,
0.076677,0.016507,325.3,,,,,,
0.078629,0.0172,326.66,,,,,,
0.080561,0.017923,328.79,,,,,,
0.08251,0.018653,330.55,,,,,,
0.084456,0.019338,332.29,,,,,,
0.086433,0.020074,333.67,,,,,,
0.088253,0.020721,335.03,,,,,,
0.090092,0.021373,336,,,,,,
0.092017,0.02205,338.13,,,,,,
0.093974,0.022732,339.89,,,,,,
0.095893,0.023391,340.49,,,,,,
0.097853,0.02411,342.64,,,,,,
0.099794,0.02476,343.63,,,,,,
0.10168,0.025411,344.61,,,,,,
0.10365,0.026098,345.99,,,,,,
0.10557,0.026778,347.76,,,,,,
0.10753,0.027471,348.76,,,,,,
0.10945,0.02812,349.75,,,,,,
0.11139,0.02885,351.16,,,,,,
0.11331,0.02949,352.53,,,,,,
0.11524,0.030183,353.54,,,,,,
0.11716,0.030903,355.33,,,,,,
0.1191,0.031594,356.35,,,,,,
0.12103,0.03224,357.34,,,,,,
0.12298,0.032966,358.76,,,,,,
0.12495,0.033612,359.76,,,,,,
0.12688,0.0343,360.77,,,,,,
0.12882,0.034989,361.79,,,,,,
0.13074,0.035625,363.18,,,,,,
0.13269,0.036321,363.82,,,,,,
0.13464,0.037,365.22,,,,,,
0.1366,0.037686,366.25,,,,,,
0.13854,0.038322,367.64,,,,,,
0.14048,0.039014,368.28,,,,,,
0.14244,0.039693,369.69,,,,,,
0.14435,0.040333,370.7,,,,,,
0.14628,0.040974,371.71,,,,,,
0.14823,0.041657,372.74,,,,,,
0.15018,0.042341,373.77,,,,,,
0.15211,0.04298,374.79,,,,,,
