time,strain,stress,temperature,type,title,medium,strain_rate,youngs,poissons
35.865,0.238516531,975.9961857,,,,,,,
36.053,0.239896287,978.7308921,,,,,,,
36.249,0.241451877,981.6932755,,,,,,,
36.437,0.242901673,984.2701402,,,,,,,
36.624,0.244277957,986.7237601,,,,,,,
36.812,0.245724184,989.2616816,,,,,,,
36.999,0.247202253,991.9439195,,,,,,,
37.276,0.249273227,995.8872148,,,,,,,
37.464,0.250641741,998.339404,,,,,,,
37.652,0.252040484,1001.084029,,,,,,,
37.85,0.253577772,1004.039011,,,,,,,
38.038,0.255079102,1006.780514,,,,,,,
38.225,0.256577862,1009.624349,,,,,,,
38.413,0.258043596,1012.010126,,,,,,,
38.6,0.25953934,1014.733677,,,,,,,
38.788,0.261068074,1017.444988,,,,,,,
38.977,0.262556751,1020.336511,,,,,,,
39.165,0.263905358,1022.987103,,,,,,,
39.414,0.265806661,1026.475443,,,,,,,
39.602,0.267222226,1028.981908,,,,,,,
39.79,0.268670178,1031.668962,,,,,,,
39.977,0.270151776,1034.195802,,,,,,,
40.165,0.271526933,1036.67397,,,,,,,
40.352,0.272965744,1039.570101,,,,,,,
40.54,0.274370648,1042.216225,,,,,,,
40.727,0.275808801,1044.801749,,,,,,,
40.915,0.277210827,1047.351148,,,,,,,
41.106,0.278644957,1049.938054,,,,,,,
41.362,0.280484115,1053.397902,,,,,,,
41.55,0.28187809,1056.100201,,,,,,,
41.739,0.283235893,1058.729814,,,,,,,
41.926,0.284623702,1061.659923,,,,,,,
42.114,0.285911073,1064.067378,,,,,,,
42.332,0.287534375,1067.196234,,,,,,,
42.519,0.288953905,1069.795769,,,,,,,
42.708,0.290439616,1072.458275,,,,,,,
42.895,0.291889481,1075.091496,,,,,,,
43.083,0.293301306,1077.848618,,,,,,,
43.27,0.29474397,1080.710945,,,,,,,
43.52,0.296657031,1084.193048,,,,,,,
43.708,0.298028667,1086.933223,,,,,,,
43.895,0.29943503,1089.396169,,,,,,,
44.083,0.300737581,1091.866816,,,,,,,
44.27,0.302139469,1094.401105,,,,,,,
44.458,0.303537572,1097.11712,,,,,,,
44.645,0.304965287,1100.030977,,,,,,,
44.833,0.306293248,1102.602782,,,,,,,
45.021,0.307687227,1105.237303,,,,,,,
45.208,0.309046716,1107.643002,,,,,,,
45.406,0.310470675,1110.237872,,,,,,,
45.656,0.312283836,1114.040997,,,,,,,
45.844,0.313569873,1116.454412,,,,,,,
46.031,0.314886803,1119.085,,,,,,,
46.226,0.316298434,1122.02589,,,,,,,
46.413,0.317577753,1124.680499,,,,,,,
46.601,0.318925743,1126.99135,,,,,,,
46.788,0.320300566,1129.749198,,,,,,,
46.976,0.321708828,1132.271296,,,,,,,
47.163,0.323047197,1135.004852,,,,,,,
47.371,0.324645446,1138.11234,,,,,,,
47.559,0.326044916,1140.994739,,,,,,,
47.809,0.327932196,1144.534549,,,,,,,
48.008,0.329425717,1147.452709,,,,,,,
48.195,0.330691465,1149.815071,,,,,,,
48.383,0.33205179,1152.436575,,,,,,,
48.57,0.333411419,1154.94078,,,,,,,
48.758,0.334767381,1157.637962,,,,,,,
48.945,0.33611888,1160.613646,,,,,,,
49.133,0.337406118,1163.2555,,,,,,,
49.331,0.338823855,1165.791726,,,,,,,
49.519,0.340173666,1168.378344,,,,,,,
49.706,0.341490698,1170.822252,,,,,,,
49.956,0.343218744,1174.38549,,,,,,,
50.144,0.344498854,1176.908711,,,,,,,
50.331,0.345840311,1179.584102,,,,,,,
50.519,0.347145623,1182.42161,,,,,,,
50.716,0.348482109,1185.256516,,,,,,,
50.904,0.349725213,1187.52307,,,,,,,
51.092,0.351029805,1189.978357,,,,,,,
51.288,0.352394575,1192.661758,,,,,,,
51.476,0.353724446,1195.467603,,,,,,,
51.671,0.355116321,1198.355782,,,,,,,
51.858,0.356475378,1201.141979,,,,,,,
52.119,0.358369658,1204.854747,,,,,,,
52.33,0.359882231,1207.889767,,,,,,,
52.517,0.361236249,1210.530318,,,,,,,
52.705,0.362525384,1212.989562,,,,,,,
52.892,0.363813331,1215.476658,,,,,,,
53.08,0.365131214,1217.964049,,,,,,,
53.267,0.366443687,1220.863225,,,,,,,
53.454,0.367691718,1223.658318,,,,,,,
53.642,0.369034381,1226.408084,,,,,,,
53.83,0.370346975,1228.729955,,,,,,,
54.017,0.37165558,1231.309079,,,,,,,
54.278,0.373395605,1234.965261,,,,,,,
54.465,0.374609317,1237.142666,,,,,,,
54.653,0.375910343,1239.958981,,,,,,,
54.84,0.377178663,1242.758037,,,,,,,
55.028,0.378476259,1245.591269,,,,,,,
55.226,0.37980556,1248.246611,,,,,,,
55.414,0.381010387,1250.485833,,,,,,,
55.601,0.382274393,1253.051231,,,,,,,
55.789,0.383537132,1255.58124,,,,,,,
55.976,0.384826641,1258.413289,,,,,,,
56.235,0.386577545,1261.871775,,,,,,,
56.423,0.387923387,1264.961836,,,,,,,
56.61,0.389239359,1267.654534,,,,,,,
56.798,0.390555405,1270.219179,,,,,,,
56.985,0.391900163,1272.820679,,,,,,,
57.173,0.39315225,1275.120517,,,,,,,
57.364,0.394430074,1277.897576,,,,,,,
57.552,0.395705685,1280.74642,,,,,,,
57.74,0.396950757,1283.40097,,,,,,,
57.927,0.398225388,1285.991155,,,,,,,
58.115,0.39946949,1288.393779,,,,,,,
58.365,0.401164066,1291.863101,,,,,,,
58.552,0.402433458,1294.447252,,,,,,,
58.74,0.403702988,1296.824174,,,,,,,
58.927,0.404937805,1299.535746,,,,,,,
59.115,0.406110048,1302.223273,,,,,,,
59.316,0.40749252,1305.185701,,,,,,,
59.516,0.408753362,1307.84863,,,,,,,
59.704,0.409924335,1310.156855,,,,,,,
59.891,0.411153958,1312.500751,,,,,,,
60.079,0.412379085,1315.292671,,,,,,,
60.266,0.413602952,1317.976279,,,,,,,
60.516,0.415214885,1321.339374,,,,,,,
60.704,0.416435248,1324.115999,,,,,,,
60.891,0.417744145,1326.956616,,,,,,,
61.079,0.419055305,1329.308462,,,,,,,
61.266,0.420362708,1331.914978,,,,,,,
61.454,0.421578986,1334.34909,,,,,,,
61.652,0.422910724,1337.312555,,,,,,,
61.839,0.424120289,1340.203425,,,,,,,
62.027,0.425363145,1342.549926,,,,,,,
62.215,0.426514766,1344.895304,,,,,,,
62.417,0.427901123,1347.716219,,,,,,,
62.667,0.429517589,1351.392029,,,,,,,
62.854,0.430723308,1353.776707,,,,,,,
63.052,0.432016949,1356.228036,,,,,,,
63.24,0.433246606,1359.023021,,,,,,,
63.427,0.434415758,1361.749092,,,,,,,
63.615,0.435585021,1364.372796,,,,,,,
63.802,0.436783465,1366.765927,,,,,,,
63.992,0.437981665,1369.091827,,,,,,,
64.18,0.439206398,1371.592278,,,,,,,
64.377,0.440427657,1374.34997,,,,,,,
64.565,0.441530358,1376.955894,,,,,,,
64.815,0.443069315,1380.228715,,,,,,,
65.002,0.444286287,1383.024398,,,,,,,
65.19,0.445503,1385.579333,,,,,,,
65.377,0.446776688,1388.184888,,,,,,,
65.565,0.447962677,1390.482038,,,,,,,
65.763,0.449262868,1393.095624,,,,,,,
65.95,0.450528321,1396.162885,,,,,,,
66.139,0.45176544,1398.856898,,,,,,,
66.335,0.453060423,1401.514121,,,,,,,
66.523,0.45418068,1403.810565,,,,,,,
66.71,0.455387538,1406.186332,,,,,,,
66.96,0.456963013,1409.563245,,,,,,,
67.148,0.458192051,1412.289012,,,,,,,
67.335,0.45939493,1414.471599,,,,,,,
67.54,0.460705559,1417.572106,,,,,,,
67.728,0.461872632,1420.31552,,,,,,,
67.915,0.463011909,1422.680914,,,,,,,
68.103,0.464179137,1425.044316,,,,,,,
68.29,0.465401101,1427.545353,,,,,,,
68.493,0.466650678,1430.054181,,,,,,,
68.698,0.467925023,1432.944114,,,,,,,
68.892,0.469083344,1435.664404,,,,,,,
69.142,0.470581935,1438.804231,,,,,,,
69.329,0.471738648,1441.415204,,,,,,,
69.517,0.472893301,1444.128086,,,,,,,
69.704,0.474048756,1446.461845,,,,,,,
69.892,0.475260157,1448.868302,,,,,,,
70.079,0.476498362,1451.271242,,,,,,,
70.267,0.477703403,1454.066148,,,,,,,
70.454,0.47888006,1456.69211,,,,,,,
70.642,0.480083576,1459.392123,,,,,,,
70.829,0.481259555,1461.725847,,,,,,,
71.017,0.482407051,1463.925817,,,,,,,
71.274,0.483913039,1467.206047,,,,,,,
71.461,0.485111726,1469.743954,,,,,,,
71.649,0.486308918,1472.204196,,,,,,,
71.836,0.487503777,1474.882129,,,,,,,
72.024,0.488586094,1477.323039,,,,,,,
72.211,0.48972345,1479.696225,,,,,,,
72.41,0.490916121,1482.111448,,,,,,,
72.604,0.49208024,1484.34507,,,,,,,
72.792,0.493242127,1486.705978,,,,,,,
72.979,0.494373418,1489.28658,,,,,,,
73.23,0.495863446,1492.311511,,,,,,,
73.417,0.49701896,1494.964896,,,,,,,
73.605,0.498064163,1497.222014,,,,,,,
73.792,0.499190903,1499.681907,,,,,,,
73.98,0.50031849,1501.835914,,,,,,,
74.167,0.501498802,1504.146838,,,,,,,
74.355,0.502620672,1506.758779,,,,,,,
74.542,0.503852227,1509.305498,,,,,,,
74.73,0.505026305,1512.014819,,,,,,,
74.917,0.506228192,1514.463617,,,,,,,
75.105,0.507321429,1516.399716,,,,,,,
75.355,0.508845711,1519.811365,,,,,,,
75.542,0.509962452,1521.888962,,,,,,,
75.73,0.511103011,1524.38485,,,,,,,
75.918,0.512269618,1526.955923,,,,,,,
76.105,0.51335229,1529.492286,,,,,,,
76.303,0.514570433,1532.095382,,,,,,,
76.49,0.515708019,1534.348713,,,,,,,
76.678,0.516816323,1536.554472,,,,,,,
76.865,0.517896767,1538.69378,,,,,,,
77.053,0.519002605,1540.999123,,,,,,,
77.241,0.52013171,1543.688836,,,,,,,
77.511,0.521692829,1546.782316,,,,,,,
77.709,0.522874306,1549.337762,,,,,,,
77.896,0.523947305,1551.715698,,,,,,,
78.095,0.525046203,1553.979288,,,,,,,
78.282,0.526145732,1556.053957,,,,,,,
78.47,0.527243752,1558.175901,,,,,,,
78.657,0.528365467,1560.590571,,,,,,,
78.847,0.52951166,1563.165854,,,,,,,
79.035,0.5306305,1565.635572,,,,,,,
79.223,0.531749123,1567.946952,,,,,,,
79.42,0.532948544,1570.12941,,,,,,,
79.67,0.534462284,1573.379106,,,,,,,
79.858,0.535578993,1575.325957,,,,,,,
80.045,0.536612611,1577.51283,,,,,,,
80.233,0.537725935,1579.615874,,,,,,,
80.42,0.538835614,1582.097677,,,,,,,
80.608,0.539944595,1584.497228,,,,,,,
80.806,0.54113192,1586.958813,,,,,,,
80.993,0.542189845,1588.582458,,,,,,,
81.181,0.543270643,1590.680491,,,,,,,
81.368,0.54437653,1592.797269,,,,,,,
81.556,0.545401152,1594.984456,,,,,,,
81.806,0.546819918,1597.643056,,,,,,,
81.993,0.547921316,1599.94757,,,,,,,
82.181,0.548970398,1601.844037,,,,,,,
82.368,0.550045249,1603.636406,,,,,,,
82.565,0.551199597,1605.280785,,,,,,,
82.763,0.552275243,1606.652882,,,,,,,
82.951,0.553322003,1608.189012,,,,,,,
83.149,0.554472614,1609.82593,,,,,,,
83.336,0.555571124,1611.146833,,,,,,,
83.524,0.5566719,1611.901892,,,,,,,
83.711,0.557829071,1611.838942,,,,,,,
83.961,0.559361162,1610.374145,,,,,,,
84.149,0.56051223,1606.442277,,,,,,,
84.336,0.561698421,1596.601945,,,,,,,
84.524,0.562866595,1580.758001,,,,,,,
84.712,0.564111309,1556.470321,,,,,,,
84.9,0.565334702,1535.304518,,,,,,,
85.097,0.566745493,1495.669549,,,,,,,
85.284,0.567904795,1480.229168,,,,,,,
85.472,0.569065482,1472.863129,,,,,,,
85.659,0.570204001,1464.668799,,,,,,,
85.847,0.571440306,1444.252285,,,,,,,
86.097,0.573029478,1416.320412,,,,,,,
86.299,0.574235868,1404.541016,,,,,,,
86.486,0.57542161,1387.264637,,,,,,,
86.674,0.576504641,1369.649087,,,,,,,
86.861,0.577671618,1355.018685,,,,,,,
87.056,0.57880839,1345.251597,,,,,,,
87.243,0.579923382,1334.626267,,,,,,,
87.442,0.581156413,1316.705253,,,,,,,
87.637,0.582399239,1296.807029,,,,,,,
87.825,0.583506759,1282.253985,,,,,,,
88.013,0.584671885,1270.77338,,,,,,,
88.263,0.586253352,1248.730671,,,,,,,
88.451,0.587659764,1199.31963,,,,,,,
88.638,0.588773661,1195.630651,,,,,,,
88.826,0.589848007,1189.863249,,,,,,,
89.013,0.590939661,1180.873329,,,,,,,
89.201,0.592095384,1160.401352,,,,,,,
89.388,0.593299914,1135.598367,,,,,,,
89.576,0.59444097,1117.218881,,,,,,,
89.763,0.595624669,1099.847177,,,,,,,
89.951,0.596793451,1084.908325,,,,,,,
90.201,0.598294631,1068.631291,,,,,,,
90.388,0.599406234,1058.774474,,,,,,,
90.576,0.600457732,1050.329279,,,,,,,
90.763,0.601562517,1041.114409,,,,,,,
90.951,0.602660015,1028.456004,,,,,,,
91.138,0.603779925,1016.166585,,,,,,,
91.32,0.604812258,1005.729142,,,,,,,
91.518,0.60599094,991.2754056,,,,,,,
91.706,0.607067169,977.0305058,,,,,,,
91.893,0.608234666,955.1977184,,,,,,,
92.081,0.609460656,917.919353,,,,,,,
92.331,0.611177184,863.4256266,,,,,,,
92.529,0.612620173,808.4979381,,,,,,,
92.721,0.613866204,784.2758628,,,,,,,
92.908,0.615024579,766.7732676,,,,,,,
93.096,0.616095673,751.3561212,,,,,,,
93.296,0.617246781,739.0880696,,,,,,,
93.484,0.618354322,725.5136907,,,,,,,
93.671,0.619452618,713.380858,,,,,,,
93.859,0.62058313,695.078139,,,,,,,
94.046,0.621785157,667.8933962,,,,,,,
94.234,0.623041684,621.2769175,,,,,,,
94.494,0.624787277,564.9765121,,,,,,,
94.681,0.62598959,532.0871441,,,,,,,
94.869,0.627272056,488.3303956,,,,,,,
95.056,0.628668401,418.4462321,,,,,,,
95.244,0.629863456,376.609966,,,,,,,
95.431,0.63099396,355.6052449,,,,,,,
95.619,0.632088722,341.1279668,,,,,,,
95.817,0.63323467,325.7699155,,,,,,,
96.005,0.63425065,311.8020625,,,,,,,
96.203,0.63539577,296.0699014,,,,,,,
96.396,0.636759602,243.251948,,,,,,,
96.646,0.638081174,238.9645613,,,,,,,
96.834,0.639065486,239.1927401,,,,,,,
97.021,0.640144129,239.4688628,,,,,,,
97.212,0.641198362,239.653189,,,,,,,
97.399,0.642227592,239.8731716,,,,,,,
97.597,0.643326893,240.1769727,,,,,,,
97.79,0.644329882,240.372759,,,,,,,
97.978,0.645331758,240.5891262,,,,,,,
98.175,0.646309095,240.7915995,,,,,,,
98.363,0.647332371,241.0472894,,,,,,,
98.551,0.648331234,241.265842,,,,,,,
98.801,0.649661805,241.5656325,,,,,,,
98.988,0.650705573,241.84328,,,,,,,
99.178,0.651677075,242.0605674,,,,,,,
99.366,0.652624684,242.2805038,,,,,,,
99.553,0.65359423,242.5162601,,,,,,,
99.742,0.654586813,242.7439052,,,,,,,
99.929,0.655578541,242.9459973,,,,,,,
100.117,0.656568878,243.2285383,,,,,,,
100.305,0.657464879,243.4041421,,,,,,,
100.493,0.658429864,243.6165814,,,,,,,
100.68,0.659394453,243.8257409,,,,,,,
100.93,0.66063955,244.1244739,,,,,,,
101.13,0.661671894,244.4090414,,,,,,,
101.327,0.662727278,244.6210444,,,,,,,
101.514,0.663663804,244.8723476,,,,,,,
101.702,0.664716481,245.1028445,,,,,,,
101.89,0.665698378,245.2724025,,,,,,,
102.077,0.666702231,245.5881393,,,,,,,
102.266,0.667705072,245.8013245,,,,,,,
102.454,0.668637539,246.0374159,,,,,,,
102.652,0.669638163,246.3069925,,,,,,,
102.855,0.670661614,246.5208978,,,,,,,
103.104,0.671962698,246.8451354,,,,,,,
103.293,0.67296041,247.0318755,,,,,,,
103.481,0.673957061,247.3360119,,,,,,,
103.668,0.674929843,247.5230143,,,,,,,
104.404,0.676733256,247.978755,,,,,,,
104.592,0.676733313,247.9669046,,,,,,,
104.779,0.67673347,247.9347769,,,,,,,
104.966,0.676733419,247.9453115,,,,,,,
105.154,0.676733598,247.9084424,,,,,,,
105.444,0.676733442,247.9405701,,,,,,,
