time,strain,stress,temperature,type,medium,strain_rate,youngs,poissons
0.0005897222222222223,7.335358002925831e-05,3.865091580976,25,tensile,air,3.6,211000,0.3
0.0009955555555555555,2.218909239238915e-05,70.037864238101,,,,,,
0.0012419444444444444,0.000112192264684946,104.12966226575,,,,,,
0.0015086111111111112,0.000187236064478014,138.894060447412,,,,,,
0.0017552777777777777,0.0003323984144027166,170.67282627219,,,,,,
0.0020061111111111113,0.0004931111100528529,201.775030223325,,,,,,
0.002273333333333333,0.0007562855253752417,232.48575496,,,,,,
0.0025266666666666666,0.00101303088210915,261.492010816931,,,,,,
0.002793333333333333,0.001310950338654342,290.771587027064,,,,,,
0.0030377777777777777,0.00159380213110723,316.670344974544,,,,,,
0.0032911111111111114,0.001950729813358021,341.375465948412,,,,,,
0.0035575,0.002364187403971079,365.662962129892,,,,,,
0.003806666666666667,0.002766293028371818,386.42099978649,,,,,,
0.004050833333333333,0.003246658037205074,403.675981025908,,,,,,
0.00432,0.003814962778834109,421.153440852735,,,,,,
0.004566666666666667,0.004409613386413306,433.3396029048,,,,,,
0.004832777777777778,0.005081122252757847,446.2273212559469,,,,,,
0.00508,0.005744648824061285,455.379915616605,,,,,,
0.005326111111111111,0.006440626555492161,463.026020087246,,,,,,
0.005592499999999999,0.007212206867486239,471.412924571676,,,,,,
0.005841388888888889,0.007949336203432354,477.185740598872,,,,,,
0.006089722222222222,0.00868380851346389,483.1082088465001,,,,,,
0.006359444444444444,0.009604325352781114,488.797031750335,,,,,,
0.006610277777777778,0.01033285711885754,492.915130135368,,,,,,
0.006879722222222222,0.01118962500053362,497.31976366743,,,,,,
0.007125833333333333,0.01197367334587257,500.918237670736,,,,,,
0.0073730555555555554,0.01279315021078418,504.925772562069,,,,,,
0.0076325,0.0136262916330481,508.2863029,,,,,,
0.007888888888888888,0.01442689566582535,511.0584327750161,,,,,,
0.0081575,0.01531285375435442,514.00035475438,,,,,,
0.008406388888888889,0.01610867167307048,516.93815093545,,,,,,
0.008656111111111111,0.01690889536236183,519.6033592515851,,,,,,
0.008922777777777778,0.01776235757638977,521.942047262965,,,,,,
0.00916861111111111,0.01855989922192357,524.6771755642101,,,,,,
0.009414722222222222,0.01936967182622305,526.86857865801,,,,,,
0.009682222222222222,0.02031220437250961,529.1261281774019,,,,,,
0.009925277777777778,0.02107155877862078,531.483274526,,,,,,
0.010194166666666666,0.02202512132538395,533.1618253280001,,,,,,
0.010442777777777778,0.02286520674984134,535.8931290283031,,,,,,
0.010690833333333333,0.02377572932560203,537.4323573314399,,,,,,
0.010956944444444445,0.0247140359763606,539.709639599872,,,,,,
0.011206111111111111,0.02556122918426888,542.014448139582,,,,,,
0.01145611111111111,0.02642569619157748,543.480900339072,,,,,,
0.011716666666666667,0.02731756300826504,545.7056641452,,,,,,
0.011975,0.02826194708571348,547.554388079244,,,,,,
0.01225,0.02920524165300423,549.4149934963921,,,,,,
0.01249861111111111,0.03010542970742237,551.1861752743281,,,,,,
0.012743333333333332,0.03091851428826679,552.820266701045,,,,,,
0.013016666666666666,0.03184758472181729,555.24251783682,,,,,,
0.013264166666666665,0.03270177241286359,556.954273375096,,,,,,
0.01352777777777778,0.03358049827917291,557.469054977858,,,,,,
0.013773611111111111,0.03441923824991612,559.848136345278,,,,,,
0.014019722222222222,0.0352358768391284,561.1102291190749,,,,,,
0.01428611111111111,0.03608014526445138,563.211559534105,,,,,,
0.014534444444444444,0.03697980253507108,564.684880251933,,,,,,
0.014783333333333332,0.03779094730069488,566.161496181026,,,,,,
0.015051666666666666,0.03871982906069317,568.310073176262,,,,,,
0.015297777777777778,0.0395680985830168,570.04175106045,,,,,,
0.015564166666666667,0.04047024264152363,571.252515838164,,,,,,
0.015807777777777778,0.04137146380029634,572.5166278369321,,,,,,
0.016056944444444443,0.0421695440604406,574.4613913911049,,,,,,
0.016320277777777777,0.04309923849118635,576.38705129127,,,,,,
0.016566944444444443,0.04387767018782726,577.063750024706,,,,,,
0.016813333333333333,0.04472084779293104,578.842300788332,,,,,,
0.017080833333333333,0.04565333310017582,580.52341349801,,,,,,
0.017323611111111113,0.04645405499994339,582.137370429825,,,,,,
0.017589166666666666,0.04734570217804189,583.6176122249999,,,,,,
0.0178325,0.04816237699655329,584.4365608042799,,,,,,
0.01808,0.04899386335389883,586.620777877277,,,,,,
0.018343333333333333,0.04988595291597973,587.9263826808541,,,,,,
0.018596388888888888,0.05068544978808017,589.49057695363,,,,,,
0.018845833333333332,0.05152334884987696,591.2635595185001,,,,,,
0.019109444444444443,0.05242147966086047,592.21246911372,,,,,,
0.019355277777777777,0.05317735239625483,593.656555600955,,,,,,
0.019621944444444442,0.05410137496733539,595.3869943183621,,,,,,
0.01986777777777778,0.05485893264637583,596.688136680601,,,,,,
0.020113611111111113,0.05565648870352449,598.162088662455,,,,,,
0.0203775,0.056550110510142,599.109241003644,,,,,,
0.020623611111111113,0.0573441665499859,600.693191138811,,,,,,
0.02088416666666667,0.05822543399605079,602.183414484301,,,,,,
0.021128333333333332,0.0589425150387587,603.2131814674999,,,,,,
0.021374166666666666,0.05973285153558458,604.89311425068,,,,,,
0.021638055555555556,0.06057450182665773,606.1202459706279,,,,,,
0.02188111111111111,0.06136248646150729,607.809299639448,,,,,,
0.022124166666666667,0.0621620551868113,608.93459376,,,,,,
0.02238472222222222,0.06303428040894239,610.724161478465,,,,,,
0.022627777777777774,0.06386975778120371,612.1283948869919,,,,,,
0.022888055555555557,0.06475781822473532,612.9987651450699,,,,,,
