time,strain,stress,temperature,type,medium,strain_rate,youngs,poissons
0.0006083333333333333,1.337484144234376e-05,8.909182925547,25,tensile,air,36.0,211000,0.3
0.0006269444444444445,7.061639966861285e-05,36.897165212544,,,,,,
0.0006444444444444444,0.0001775155267098116,62.312739115176,,,,,,
0.0006794444444444445,0.0003865917899530475,113.480096073939,,,,,,
0.0007,0.0005429506479096999,145.97406537942,,,,,,
0.0007347222222222222,0.0008221559865279407,193.589438107475,,,,,,
0.0007522222222222223,0.001041944668587308,220.481050362696,,,,,,
0.0007869444444444445,0.001330547283509205,263.001906785908,,,,,,
0.0008044444444444444,0.001528745082962409,283.86074339024,,,,,,
0.0008422222222222222,0.002014985307589776,328.117434613416,,,,,,
0.0008597222222222222,0.002269955734390587,346.039190797536,,,,,,
0.0008944444444444445,0.002872761562388975,379.405163289894,,,,,,
0.0009119444444444444,0.003217724029922085,392.597355044628,,,,,,
0.0009452777777777777,0.003942306895070209,414.7069339548781,,,,,,
0.0009627777777777778,0.004372554021889272,423.3793460326339,,,,,,
0.0009802777777777778,0.004883480772542305,432.617451572658,,,,,,
0.001015,0.005871201405097064,445.572127562958,,,,,,
0.0010322222222222224,0.006362705045989793,450.961057058505,,,,,,
0.0010669444444444446,0.007444084905818229,461.328046095948,,,,,,
0.0010872222222222223,0.008040405122918728,465.95465198304,,,,,,
0.0011219444444444443,0.009160160613010919,474.1413780232639,,,,,,
0.001139722222222222,0.009692822157453979,477.260572019124,,,,,,
0.0011744444444444443,0.01084455449514709,483.7012176,,,,,,
0.0011919444444444445,0.01138386461988598,486.4226762949841,,,,,,
0.0012294444444444445,0.01255375059078316,491.7949182944561,,,,,,
0.0012466666666666668,0.01318106420346391,494.563172936055,,,,,,
0.001281388888888889,0.0142405382195769,498.486007775448,,,,,,
0.001298888888888889,0.01474433670713235,500.567370592914,,,,,,
0.0013163888888888889,0.01537990737560601,502.875532400924,,,,,,
0.0013538888888888889,0.01652722440136638,506.768942053816,,,,,,
0.0013711111111111111,0.0170796208152764,508.6335976711209,,,,,,
0.0014061111111111112,0.01832425414543746,512.040424099775,,,,,,
0.0014236111111111112,0.01887856485577566,513.750934574556,,,,,,
0.0014583333333333334,0.02012428972726075,517.03951728793,,,,,,
0.0014786111111111113,0.02076644906433337,518.7621958749761,,,,,,
0.0015133333333333335,0.02209898739575441,522.0443896909501,,,,,,
0.0015308333333333333,0.02265975868416518,523.2919908695161,,,,,,
0.0015655555555555555,0.02381694566988584,526.2759098201279,,,,,,
0.0015827777777777778,0.02450691713787587,527.7382539251461,,,,,,
0.0016180555555555555,0.02566457843674038,530.530746860492,,,,,,
0.0016355555555555555,0.02639670264105811,532.0978024581901,,,,,,
0.0016702777777777777,0.02755852986014939,534.543555892212,,,,,,
0.0016899999999999999,0.02820213505380434,535.993621265,,,,,,
0.0017080555555555555,0.02889084829055575,537.3674046535199,,,,,,
0.0017430555555555556,0.03000469988729925,539.8784750074229,,,,,,
0.0017602777777777777,0.03069376885895614,541.1663833026721,,,,,,
0.001795,0.03176669595692208,543.397291690344,,,,,,
0.0018127777777777777,0.03232175442095737,544.681466100768,,,,,,
0.0018475,0.0335685959862294,546.97778318432,,,,,,
0.0018650000000000001,0.03412163154712014,548.323190321416,,,,,,
0.0018997222222222224,0.03536817164803682,550.5156896080771,,,,,,
0.0019169444444444444,0.03592301566371182,551.7051454196101,,,,,,
0.0019547222222222223,0.03729222605534971,554.323879490048,,,,,,
0.0019725,0.03789260022734787,555.4093930703671,,,,,,
0.0020072222222222223,0.03904309685276428,557.7853774499999,,,,,,
0.0020275000000000002,0.03981637103496007,558.9700042676401,,,,,,
0.002045,0.04036986449962558,560.1030529232161,,,,,,
0.0020805555555555555,0.04160987441576956,562.244797607961,,,,,,
0.0020980555555555557,0.04216544927921444,563.20374687843,,,,,,
0.0021327777777777777,0.0433995871902129,565.56123172472,,,,,,
0.00215,0.04400181311699364,566.338030493025,,,,,,
0.0021847222222222224,0.0450598598461775,568.595257552135,,,,,,
0.002202222222222222,0.04574265640260802,569.67815319496,,,,,,
0.0022397222222222224,0.04693260791602963,571.839569480025,,,,,,
0.0022575000000000004,0.04752710123815271,572.89079942328,,,,,,
0.0022922222222222224,0.04872096849722064,574.705508184472,,,,,,
0.0023130555555555556,0.04943672763905987,576.3048456455281,,,,,,
0.0023508333333333332,0.05062679621833237,578.2136149326241,,,,,,
0.0023680555555555555,0.05117452789076007,579.351933433865,,,,,,
0.002402777777777778,0.05240545487849997,581.2769239320261,,,,,,
0.0024202777777777777,0.05291103692870953,582.2484741308859,,,,,,
0.0024375,0.05350146165711329,583.3954714305651,,,,,,
0.0024722222222222224,0.05468967873723243,585.082980951017,,,,,,
0.002489722222222222,0.05523434469951687,586.2770953837979,,,,,,
0.002524444444444444,0.05641813303614913,588.1656044231161,,,,,,
0.0025419444444444443,0.05696799264080915,588.998691100584,,,,,,
0.0025766666666666668,0.05801932697748615,590.8831490583781,,,,,,
0.0025938888888888886,0.05861142922433873,591.75892475289,,,,,,
0.002628888888888889,0.05969934208408746,593.916043503952,,,,,,
0.0026461111111111112,0.06024779625309534,594.729314543048,,,,,,
0.0026769444444444445,0.06125724723026373,596.364737033356,,,,,,
0.0026941666666666668,0.06192830834525739,597.517511226545,,,,,,
0.0027288888888888888,0.06306650649409447,599.124396078696,,,,,,
0.002746388888888889,0.06360992426614843,600.132941598456,,,,,,
0.002763611111111111,0.06432150349757516,601.320400901248,,,,,,
0.0027983333333333332,0.06545718830402483,602.9197933676401,,,,,,
