time,stress,temp,type,title,max_strain,strain_rate,youngs,poissons
0.2366,4.66602,25,cyclic-time-stress,cyclic-time-stress,0.015,4.30E-04,195600,0.29
259.83759,119.25523,,,,,,,,
259.93759,121.82764,,,,,,,,
260.03738,123.93234,,,,,,,,
260.13757,126.42679,,,,,,,,
260.23758,128.60946,,,,,,,,
260.33759,130.948,,,,,,,,
260.43759,133.0527,,,,,,,,
260.53757,135.70307,,,,,,,,
260.63757,137.80778,,,,,,,,
260.73758,139.91247,,,,,,,,
260.83759,142.09512,,,,,,,,
260.93759,144.35572,,,,,,,,
261.03757,146.22658,,,,,,,,
261.13757,148.40922,,,,,,,,
261.23758,150.28007,,,,,,,,
261.33759,152.22886,,,,,,,,
261.43759,154.72332,,,,,,,,
261.53757,156.51621,,,,,,,,
261.63757,158.54296,,,,,,,,
261.73758,160.7256,,,,,,,,
261.83759,162.44055,,,,,,,,
261.93759,164.3114,,,,,,,,
262.03757,166.18223,,,,,,,,
262.13757,168.05309,,,,,,,,
262.23758,169.92392,,,,,,,,
262.33759,171.95067,,,,,,,,
262.43759,173.43176,,,,,,,,
262.53757,175.45851,,,,,,,,
262.63757,176.86164,,,,,,,,
262.73737,178.88839,,,,,,,,
262.83759,180.60333,,,,,,,,
262.93759,181.92851,,,,,,,,
263.03738,183.48754,,,,,,,,
263.13757,185.2025,,,,,,,,
263.23758,186.76154,,,,,,,,
263.33737,188.16467,,,,,,,,
263.43759,189.80164,,,,,,,,
263.53757,191.28273,,,,,,,,
263.63757,192.91971,,,,,,,,
263.73758,194.08901,,,,,,,,
263.83737,195.49212,,,,,,,,
263.93759,197.28502,,,,,,,,
264.03757,198.61021,,,,,,,,
264.13739,200.16924,,,,,,,,
264.23758,201.41646,,,,,,,,
264.33759,202.6637,,,,,,,,
264.43759,203.98887,,,,,,,,
264.53757,205.46996,,,,,,,,
264.63757,206.79515,,,,,,,,
264.73737,208.3542,,,,,,,,
264.83759,209.75731,,,,,,,,
264.93759,211.08249,,,,,,,,
265.03757,212.25177,,,,,,,,
265.13757,213.65492,,,,,,,,
265.23758,214.74624,,,,,,,,
265.33759,215.91552,,,,,,,,
265.43759,217.0848,,,,,,,,
265.53757,219.03359,,,,,,,,
265.63757,219.96902,,,,,,,,
265.73758,220.98239,,,,,,,,
265.83759,222.46348,,,,,,,,
265.93759,223.71071,,,,,,,,
266.03757,224.33433,,,,,,,,
266.13757,225.58153,,,,,,,,
266.23758,226.98468,,,,,,,,
266.33759,227.60831,,,,,,,,
266.43759,229.01141,,,,,,,,
266.53757,229.86888,,,,,,,,
266.63757,231.27202,,,,,,,,
266.73758,232.05156,,,,,,,,
266.83759,233.22082,,,,,,,,
266.93759,234.2342,,,,,,,,
267.03757,235.16963,,,,,,,,
267.13757,236.33891,,,,,,,,
267.23758,237.43022,,,,,,,,
267.33759,238.13179,,,,,,,,
267.43759,239.61286,,,,,,,,
267.53757,240.54829,,,,,,,,
267.63757,241.32781,,,,,,,,
267.73758,242.80891,,,,,,,,
267.83759,243.66638,,,,,,,,
267.93759,244.4459,,,,,,,,
268.03757,245.53722,,,,,,,,
268.13757,246.39469,,,,,,,,
268.23758,247.48603,,,,,,,,
268.33759,248.34348,,,,,,,,
268.43759,249.35687,,,,,,,,
268.53757,250.21434,,,,,,,,
268.63757,251.14975,,,,,,,,
268.73758,251.53951,,,,,,,,
268.83759,253.1765,,,,,,,,
268.93759,253.72217,,,,,,,,
269.03757,254.42373,,,,,,,,
269.13757,255.593,,,,,,,,
269.23758,256.29456,,,,,,,,
269.33759,256.84024,,,,,,,,
269.43759,257.77566,,,,,,,,
269.53757,258.39927,,,,,,,,
269.63757,259.41265,,,,,,,,
269.73758,260.27013,,,,,,,,
269.83759,261.1276,,,,,,,,
269.93759,261.90709,,,,,,,,
270.03757,262.45277,,,,,,,,
270.13757,263.31022,,,,,,,,
270.23758,263.93384,,,,,,,,
270.33759,265.02516,,,,,,,,
270.43759,266.1165,,,,,,,,
270.53757,266.89602,,,,,,,,
270.63757,267.75349,,,,,,,,
270.73758,268.0653,,,,,,,,
270.83759,268.92277,,,,,,,,
270.93759,269.70229,,,,,,,,
271.03757,270.40385,,,,,,,,
271.13757,271.41723,,,,,,,,
271.23758,271.80699,,,,,,,,
271.33759,272.27471,,,,,,,,
271.43759,273.59987,,,,,,,,
271.53757,273.98963,,,,,,,,
271.63757,274.8471,,,,,,,,
271.73758,275.62664,,,,,,,,
271.83759,276.25025,,,,,,,,
271.93759,276.56205,,,,,,,,
272.03757,277.41952,,,,,,,,
272.13757,277.80928,,,,,,,,
272.23758,278.58882,,,,,,,,
272.33759,279.05651,,,,,,,,
272.43759,279.75807,,,,,,,,
272.53757,280.45963,,,,,,,,
272.63757,281.39506,,,,,,,,
272.73758,281.70686,,,,,,,,
272.83759,282.09662,,,,,,,,
272.93759,282.9541,,,,,,,,
273.03757,283.8895,,,,,,,,
273.13757,284.27928,,,,,,,,
273.23758,284.98082,,,,,,,,
273.33759,285.83832,,,,,,,,
273.43759,286.22808,,,,,,,,
273.53757,286.77375,,,,,,,,
273.63757,287.39735,,,,,,,,
273.73758,288.02098,,,,,,,,
273.83759,288.48869,,,,,,,,
273.93759,289.1123,,,,,,,,
274.03757,289.58001,,,,,,,,
274.13757,290.51542,,,,,,,,
274.23758,291.5288,,,,,,,,
274.33759,291.99652,,,,,,,,
274.43759,292.15241,,,,,,,,
274.53757,292.54217,,,,,,,,
274.63757,293.39964,,,,,,,,
274.73758,293.86735,,,,,,,,
274.83759,293.71144,,,,,,,,
274.93759,294.64689,,,,,,,,
275.03757,294.95867,,,,,,,,
275.13757,296.05001,,,,,,,,
275.23758,296.36182,,,,,,,,
275.33759,296.59566,,,,,,,,
275.43759,296.98544,,,,,,,,
275.53757,297.3752,,,,,,,,
275.63757,298.1547,,,,,,,,
275.73758,298.85626,,,,,,,,
275.83759,299.16808,,,,,,,,
275.93759,299.55786,,,,,,,,
276.03757,300.10349,,,,,,,,
276.13757,301.03894,,,,,,,,
276.23758,301.35074,,,,,,,,
276.33759,301.58459,,,,,,,,
276.43759,302.59795,,,,,,,,
276.53757,302.83182,,,,,,,,
276.63757,303.37749,,,,,,,,
276.73758,303.92314,,,,,,,,
276.83759,304.3129,,,,,,,,
276.93759,304.6247,,,,,,,,
277.03757,305.17039,,,,,,,,
277.13757,305.63809,,,,,,,,
277.23758,306.02784,,,,,,,,
277.33759,306.49556,,,,,,,,
277.43759,306.80736,,,,,,,,
277.53757,307.35301,,,,,,,,
277.63757,307.74279,,,,,,,,
277.73758,308.21048,,,,,,,,
277.83759,308.21048,,,,,,,,
277.93759,308.6782,,,,,,,,
278.03757,309.14591,,,,,,,,
278.13757,309.45774,,,,,,,,
278.23758,310.00338,,,,,,,,
278.33759,310.4711,,,,,,,,
278.43759,310.86086,,,,,,,,
278.53757,311.25062,,,,,,,,
278.63757,311.48448,,,,,,,,
278.73758,312.26398,,,,,,,,
278.83759,312.5758,,,,,,,,
278.93759,312.88761,,,,,,,,
279.03757,313.27736,,,,,,,,
279.13757,313.58917,,,,,,,,
279.23758,314.05688,,,,,,,,
279.33759,314.36871,,,,,,,,
279.43759,314.99231,,,,,,,,
279.53757,315.69387,,,,,,,,
279.63757,316.23954,,,,,,,,
279.73758,315.92772,,,,,,,,
279.83759,316.55134,,,,,,,,
279.93759,316.86317,,,,,,,,
280.03757,317.01906,,,,,,,,
280.13757,317.87653,,,,,,,,
280.23758,317.87653,,,,,,,,
280.33759,318.34425,,,,,,,,
280.43759,318.50011,,,,,,,,
280.53757,319.04581,,,,,,,,
280.63757,318.88989,,,,,,,,
280.73758,319.43557,,,,,,,,
280.83759,319.82532,,,,,,,,
280.93759,319.74737,,,,,,,,
281.03757,320.371,,,,,,,,
281.13757,320.6828,,,,,,,,
281.23758,320.83869,,,,,,,,
281.33759,321.46231,,,,,,,,
281.43759,322.00798,,,,,,,,
281.53757,321.93003,,,,,,,,
281.63757,322.00798,,,,,,,,
281.73758,322.55361,,,,,,,,
281.83759,322.94339,,,,,,,,
281.93759,323.25522,,,,,,,,
282.03757,323.95678,,,,,,,,
282.13757,324.11267,,,,,,,,
282.23758,324.26856,,,,,,,,
282.33759,324.58038,,,,,,,,
282.43759,325.0481,,,,,,,,
282.53757,325.20399,,,,,,,,
282.63757,325.82761,,,,,,,,
282.73758,325.9835,,,,,,,,
282.83759,326.06148,,,,,,,,
282.93759,326.52917,,,,,,,,
283.03757,326.76302,,,,,,,,
283.13757,326.76302,,,,,,,,
283.23758,326.841,,,,,,,,
283.33759,327.1528,,,,,,,,
283.43759,327.77643,,,,,,,,
283.53757,328.24412,,,,,,,,
283.63757,328.16619,,,,,,,,
283.73758,328.47797,,,,,,,,
283.83759,328.47797,,,,,,,,
283.93759,328.71183,,,,,,,,
284.03757,328.94568,,,,,,,,
284.13757,329.25748,,,,,,,,
284.23758,329.56931,,,,,,,,
284.33759,329.88111,,,,,,,,
284.43759,330.42678,,,,,,,,
284.53757,330.27089,,,,,,,,
284.63757,330.73858,,,,,,,,
284.73758,331.2063,,,,,,,,
284.83759,331.2063,,,,,,,,
284.93759,331.59606,,,,,,,,
285.03757,331.75195,,,,,,,,
285.13757,331.90786,,,,,,,,
285.23758,332.37555,,,,,,,,
285.33759,332.68738,,,,,,,,
285.43759,332.92124,,,,,,,,
285.53757,332.76533,,,,,,,,
285.63757,333.15509,,,,,,,,
285.73758,333.54485,,,,,,,,
285.83759,334.16845,,,,,,,,
285.93759,334.0905,,,,,,,,
286.03757,334.16845,,,,,,,,
286.13757,334.24641,,,,,,,,
286.23758,334.24641,,,,,,,,
286.33759,334.63617,,,,,,,,
286.43759,334.32436,,,,,,,,
286.53757,334.87001,,,,,,,,
286.63757,335.41571,,,,,,,,
286.73758,335.41571,,,,,,,,
286.83759,335.72749,,,,,,,,
286.93759,335.64955,,,,,,,,
287.03757,336.27318,,,,,,,,
287.13757,336.03931,,,,,,,,
287.23758,336.42905,,,,,,,,
287.33759,336.66292,,,,,,,,
287.43759,337.05267,,,,,,,,
287.53757,336.97474,,,,,,,,
287.63757,337.20859,,,,,,,,
287.73758,337.83221,,,,,,,,
287.83759,337.67628,,,,,,,,
287.93759,338.06606,,,,,,,,
288.03757,338.29991,,,,,,,,
288.13757,338.45582,,,,,,,,
288.23758,338.76762,,,,,,,,
288.33759,338.68969,,,,,,,,
288.43759,338.92353,,,,,,,,
288.53757,339.39122,,,,,,,,
288.63757,339.07942,,,,,,,,
288.73758,339.70305,,,,,,,,
288.83759,339.78098,,,,,,,,
288.93759,339.39122,,,,,,,,
289.03757,339.78098,,,,,,,,
289.13757,339.85894,,,,,,,,
289.23758,340.40461,,,,,,,,
289.33759,340.40461,,,,,,,,
289.43759,340.40461,,,,,,,,
289.53757,340.32668,,,,,,,,
289.63757,340.8723,,,,,,,,
289.73758,340.8723,,,,,,,,
289.83759,340.95028,,,,,,,,
289.93759,341.418,,,,,,,,
290.03757,341.34002,,,,,,,,
290.13757,341.34002,,,,,,,,
290.23758,342.19749,,,,,,,,
290.33759,342.3534,,,,,,,,
290.43759,342.19749,,,,,,,,
290.53757,342.74316,,,,,,,,
290.63757,342.3534,,,,,,,,
290.73758,342.97703,,,,,,,,
290.83759,342.89907,,,,,,,,
290.93759,343.05496,,,,,,,,
291.03757,343.21088,,,,,,,,
291.13757,343.28883,,,,,,,,
291.23758,343.67859,,,,,,,,
291.33759,344.06835,,,,,,,,
291.43759,343.91244,,,,,,,,
291.53757,343.8345,,,,,,,,
291.63757,343.99039,,,,,,,,
291.73758,343.8345,,,,,,,,
291.83759,343.99039,,,,,,,,
291.93759,344.53606,,,,,,,,
292.03757,344.69195,,,,,,,,
292.13757,344.84787,,,,,,,,
292.23758,344.53606,,,,,,,,
292.33759,344.9258,,,,,,,,
292.43759,345.08171,,,,,,,,
292.53757,345.23762,,,,,,,,
292.63757,345.39354,,,,,,,,
292.73758,345.54943,,,,,,,,
292.83759,345.54943,,,,,,,,
292.93759,345.62738,,,,,,,,
293.03757,345.78327,,,,,,,,
293.13757,345.93918,,,,,,,,
293.23758,346.17305,,,,,,,,
293.33759,346.4069,,,,,,,,
293.43759,346.79666,,,,,,,,
293.53757,346.64074,,,,,,,,
293.63757,347.03053,,,,,,,,
293.73758,346.7187,,,,,,,,
293.83759,347.03053,,,,,,,,
293.93759,347.34231,,,,,,,,
294.03757,347.26437,,,,,,,,
294.13757,347.49822,,,,,,,,
294.23758,347.65413,,,,,,,,
294.33759,347.65413,,,,,,,,
294.43759,347.81004,,,,,,,,
294.53757,347.81004,,,,,,,,
294.63757,347.888,,,,,,,,
294.73758,347.96593,,,,,,,,
294.83759,348.04389,,,,,,,,
294.93759,348.27773,,,,,,,,
295.03757,348.90136,,,,,,,,
295.13757,348.35569,,,,,,,,
295.23758,348.5116,,,,,,,,
295.33759,348.58954,,,,,,,,
295.43759,348.82341,,,,,,,,
295.53757,348.97932,,,,,,,,
295.63757,349.21316,,,,,,,,
295.73758,348.97932,,,,,,,,
295.83759,349.13521,,,,,,,,
295.93759,349.68088,,,,,,,,
296.03757,349.83677,,,,,,,,
296.13757,349.83677,,,,,,,,
296.23758,349.83677,,,,,,,,
296.33759,349.68088,,,,,,,,
296.43759,350.22653,,,,,,,,
296.53757,350.30451,,,,,,,,
296.63757,350.30451,,,,,,,,
296.73758,350.53835,,,,,,,,
296.83759,350.77222,,,,,,,,
296.93759,350.30451,,,,,,,,
297.03757,350.38246,,,,,,,,
297.13757,350.77222,,,,,,,,
297.23758,350.69424,,,,,,,,
297.33759,350.4604,,,,,,,,
297.43759,350.85015,,,,,,,,
297.53757,351.00607,,,,,,,,
297.63757,351.23994,,,,,,,,
297.73758,350.85015,,,,,,,,
297.83759,351.084,,,,,,,,
297.93759,350.77222,,,,,,,,
298.03757,351.16196,,,,,,,,
298.13757,351.78556,,,,,,,,
298.23758,351.3958,,,,,,,,
298.33759,351.31787,,,,,,,,
298.43759,351.47378,,,,,,,,
298.53757,351.70763,,,,,,,,
298.63757,352.33125,,,,,,,,
298.73758,352.01943,,,,,,,,
298.83759,352.01943,,,,,,,,
298.93759,352.01943,,,,,,,,
299.03757,352.17534,,,,,,,,
299.13757,352.72099,,,,,,,,
299.23758,352.72099,,,,,,,,
299.33759,352.5651,,,,,,,,
299.43759,352.72099,,,,,,,,
299.53757,353.03281,,,,,,,,
299.63757,353.34462,,,,,,,,
299.73758,353.26666,,,,,,,,
299.83759,352.95486,,,,,,,,
299.93759,352.72099,,,,,,,,
300.03757,352.95486,,,,,,,,
300.13757,353.34462,,,,,,,,
300.23758,353.34462,,,,,,,,
300.33759,353.26666,,,,,,,,
300.43759,353.11075,,,,,,,,
300.53757,353.81233,,,,,,,,
300.63757,353.42255,,,,,,,,
300.73758,353.89029,,,,,,,,
300.83759,353.73438,,,,,,,,
300.93759,353.65644,,,,,,,,
301.03757,353.57846,,,,,,,,
301.13757,353.65644,,,,,,,,
301.23758,354.20209,,,,,,,,
301.33759,354.20209,,,,,,,,
301.43759,354.35798,,,,,,,,
301.53757,354.35798,,,,,,,,
301.63757,354.20209,,,,,,,,
301.73758,354.59185,,,,,,,,
301.83759,354.51389,,,,,,,,
301.93759,354.82572,,,,,,,,
302.03757,354.90365,,,,,,,,
302.13757,354.82572,,,,,,,,
302.23758,355.1375,,,,,,,,
302.33759,355.21545,,,,,,,,
302.43759,355.29341,,,,,,,,
302.53757,355.05956,,,,,,,,
302.63757,355.29341,,,,,,,,
302.73758,355.37137,,,,,,,,
302.83759,355.91704,,,,,,,,
302.93759,355.29341,,,,,,,,
303.03757,355.21545,,,,,,,,
303.13757,355.29341,,,,,,,,
303.23758,355.60521,,,,,,,,
303.33759,355.91704,,,,,,,,
303.43759,355.83906,,,,,,,,
303.53757,355.76112,,,,,,,,
303.63757,355.60521,,,,,,,,
303.73758,355.60521,,,,,,,,
303.83759,355.91704,,,,,,,,
303.93759,356.1509,,,,,,,,
304.03757,356.1509,,,,,,,,
304.13757,356.46268,,,,,,,,
304.23758,356.22884,,,,,,,,
304.33759,356.38475,,,,,,,,
304.43759,356.38475,,,,,,,,
304.53757,356.6186,,,,,,,,
304.63757,356.6186,,,,,,,,
304.73758,356.85244,,,,,,,,
304.83759,357.08631,,,,,,,,
304.93759,357.00836,,,,,,,,
305.03757,357.32016,,,,,,,,
305.13757,357.08631,,,,,,,,
305.23758,357.32016,,,,,,,,
305.33759,357.24222,,,,,,,,
305.43759,357.39811,,,,,,,,
305.53757,357.16425,,,,,,,,
305.63757,357.24222,,,,,,,,
305.73758,357.47607,,,,,,,,
305.83759,357.47607,,,,,,,,
305.93759,357.554,,,,,,,,
306.03757,357.63196,,,,,,,,
306.13757,357.554,,,,,,,,
306.23758,357.63196,,,,,,,,
306.33759,357.47607,,,,,,,,
306.43759,357.86583,,,,,,,,
306.53757,357.94378,,,,,,,,
306.63757,357.554,,,,,,,,
306.73758,358.02172,,,,,,,,
306.83759,358.02172,,,,,,,,
306.93759,358.48943,,,,,,,,
307.03757,358.09967,,,,,,,,
307.13757,358.41148,,,,,,,,
307.23758,358.09967,,,,,,,,
307.33759,358.17763,,,,,,,,
307.43759,358.56737,,,,,,,,
307.53757,358.64532,,,,,,,,
307.63757,358.64532,,,,,,,,
307.73758,358.64532,,,,,,,,
307.83759,358.80126,,,,,,,,
307.93759,359.19099,,,,,,,,
308.03757,358.95715,,,,,,,,
308.13757,358.80126,,,,,,,,
308.23758,359.19099,,,,,,,,
308.33759,359.19099,,,,,,,,
308.43759,359.11306,,,,,,,,
308.53757,359.11306,,,,,,,,
308.63757,359.34691,,,,,,,,
308.73758,359.26895,,,,,,,,
308.83759,359.19099,,,,,,,,
308.93759,359.19099,,,,,,,,
309.03757,359.42484,,,,,,,,
309.13757,359.42484,,,,,,,,
309.23758,359.26895,,,,,,,,
309.33759,359.26895,,,,,,,,
309.43759,359.19099,,,,,,,,
309.53757,359.65871,,,,,,,,
309.63757,359.89255,,,,,,,,
309.73758,360.28231,,,,,,,,
309.83759,360.04847,,,,,,,,
309.93759,359.89255,,,,,,,,
310.03757,359.81462,,,,,,,,
310.13757,360.1264,,,,,,,,
310.23758,360.04847,,,,,,,,
310.33759,360.1264,,,,,,,,
310.43759,360.36027,,,,,,,,
310.53757,360.90594,,,,,,,,
310.63757,360.51618,,,,,,,,
310.73758,360.59416,,,,,,,,
310.83759,360.43825,,,,,,,,
310.93759,360.51618,,,,,,,,
311.03757,360.90594,,,,,,,,
311.13757,360.90594,,,,,,,,
311.23758,361.06185,,,,,,,,
311.33759,360.90594,,,,,,,,
311.43759,360.75003,,,,,,,,
311.53757,360.75003,,,,,,,,
311.63757,361.21772,,,,,,,,
311.73758,360.90594,,,,,,,,
311.83759,360.90594,,,,,,,,
311.93759,361.21772,,,,,,,,
312.03757,361.06185,,,,,,,,
312.13757,361.29572,,,,,,,,
312.23758,361.21772,,,,,,,,
312.33759,361.06185,,,,,,,,
312.43759,361.21772,,,,,,,,
312.53757,361.21772,,,,,,,,
312.63757,361.6075,,,,,,,,
312.73758,361.52954,,,,,,,,
312.83759,361.6075,,,,,,,,
312.93759,361.45161,,,,,,,,
313.03757,362.15319,,,,,,,,
313.13757,361.99728,,,,,,,,
313.23758,361.99728,,,,,,,,
313.33759,362.30908,,,,,,,,
313.43759,362.38702,,,,,,,,
313.53757,362.07519,,,,,,,,
313.63757,361.99728,,,,,,,,
313.73758,362.2311,,,,,,,,
313.83759,362.38702,,,,,,,,
313.93759,362.30908,,,,,,,,
314.03757,362.07519,,,,,,,,
314.13757,362.07519,,,,,,,,
314.23758,362.15319,,,,,,,,
314.33759,362.30908,,,,,,,,
314.43759,362.54295,,,,,,,,
314.53757,362.2311,,,,,,,,
314.63757,362.77678,,,,,,,,
314.73758,362.69884,,,,,,,,
314.83759,362.85475,,,,,,,,
314.93759,362.93269,,,,,,,,
315.03757,362.69884,,,,,,,,
315.13757,362.54295,,,,,,,,
315.23758,362.77678,,,,,,,,
315.33759,363.08858,,,,,,,,
315.43759,363.24447,,,,,,,,
315.53757,362.93269,,,,,,,,
315.63757,363.24447,,,,,,,,
315.73758,363.55632,,,,,,,,
315.83759,363.55632,,,,,,,,
315.93759,363.63425,,,,,,,,
316.03757,363.63425,,,,,,,,
316.13757,363.55632,,,,,,,,
316.23758,363.79016,,,,,,,,
316.33759,363.86812,,,,,,,,
316.43759,364.02403,,,,,,,,
316.53757,364.02403,,,,,,,,
316.63757,364.02403,,,,,,,,
316.73758,364.02403,,,,,,,,
316.83759,364.33581,,,,,,,,
316.93759,364.33581,,,,,,,,
317.03757,363.86812,,,,,,,,
317.13757,364.02403,,,,,,,,
317.23758,364.17992,,,,,,,,
317.33759,364.2579,,,,,,,,
317.43759,364.33581,,,,,,,,
317.53757,364.33581,,,,,,,,
317.63757,364.33581,,,,,,,,
317.73758,364.49172,,,,,,,,
317.83759,364.17992,,,,,,,,
317.93759,364.2579,,,,,,,,
318.03757,364.41379,,,,,,,,
318.13757,364.56968,,,,,,,,
318.23758,364.56968,,,,,,,,
318.33759,364.49172,,,,,,,,
318.43759,365.03737,,,,,,,,
318.53757,365.11537,,,,,,,,
318.63757,365.34919,,,,,,,,
318.73758,365.11537,,,,,,,,
318.83759,365.03737,,,,,,,,
318.93759,365.11537,,,,,,,,
319.03757,365.42715,,,,,,,,
319.13757,365.03737,,,,,,,,
319.23758,365.11537,,,,,,,,
319.33759,365.50511,,,,,,,,
319.43759,365.66097,,,,,,,,
319.53757,365.58306,,,,,,,,
319.63757,365.66097,,,,,,,,
319.73758,365.58306,,,,,,,,
319.83759,365.27124,,,,,,,,
319.93759,365.58306,,,,,,,,
320.03757,365.73898,,,,,,,,
320.13757,365.73898,,,,,,,,
320.23758,365.66097,,,,,,,,
320.33759,365.66097,,,,,,,,
320.43759,366.05076,,,,,,,,
320.53757,365.73898,,,,,,,,
320.63757,365.73898,,,,,,,,
320.73758,365.73898,,,,,,,,
320.83759,365.97284,,,,,,,,
320.93759,366.12871,,,,,,,,
321.03757,366.20667,,,,,,,,
321.13757,366.36256,,,,,,,,
321.23758,366.20667,,,,,,,,
321.33759,366.59643,,,,,,,,
321.43759,366.44054,,,,,,,,
321.53757,366.67441,,,,,,,,
321.63779,364.56968,,,,,,,,
321.73758,359.97053,,,,,,,,
321.83759,354.04618,,,,,,,,
321.93759,347.96593,,,,,,,,
322.03757,342.11956,,,,,,,,
322.13779,335.18184,,,,,,,,
322.23758,328.94568,,,,,,,,
322.33777,322.63159,,,,,,,,
322.43777,315.84976,,,,,,,,
322.53757,309.61365,,,,,,,,
322.63757,303.29951,,,,,,,,
322.73776,296.75158,,,,,,,,
322.83777,290.0477,,,,,,,,
322.93759,283.8895,,,,,,,,
323.03778,277.49745,,,,,,,,
323.13779,271.41723,,,,,,,,
323.23758,264.94723,,,,,,,,
323.33777,258.78903,,,,,,,,
323.43777,252.31902,,,,,,,,
323.53757,246.16084,,,,,,,,
323.63779,239.53493,,,,,,,,
323.73776,233.53264,,,,,,,,
323.83777,227.37444,,,,,,,,
323.93759,221.06034,,,,,,,,
324.03778,214.74624,,,,,,,,
324.13779,208.74395,,,,,,,,
324.23776,202.6637,,,,,,,,
324.33777,196.58348,,,,,,,,
324.43777,190.50321,,,,,,,,
324.53778,184.26707,,,,,,,,
324.63779,178.18682,,,,,,,,
324.73776,172.7302,,,,,,,,
324.83777,167.42946,,,,,,,,
324.93777,161.58307,,,,,,,,
325.03757,155.65874,,,,,,,,
325.13779,149.96827,,,,,,,,
325.23776,144.35572,,,,,,,,
325.33777,138.74319,,,,,,,,
325.43777,133.20862,,,,,,,,
325.53778,127.90789,,,,,,,,
325.63779,122.2174,,,,,,,,
325.73776,116.68282,,,,,,,,
325.83777,111.38209,,,,,,,,
325.93777,106.23727,,,,,,,,
326.03778,101.09246,,,,,,,,
326.13779,95.55787,,,,,,,,
326.23776,90.3351,,,,,,,,
326.33777,85.19028,,,,,,,,
326.43777,80.43522,,,,,,,,
326.53778,75.44629,,,,,,,,
326.63779,70.45738,,,,,,,,
326.73776,65.23461,,,,,,,,
326.83777,60.63545,,,,,,,,
326.93777,55.95833,,,,,,,,
327.03778,50.96942,,,,,,,,
327.13779,46.44821,,,,,,,,
327.23776,42.16086,,,,,,,,
327.33777,37.48375,,,,,,,,
327.43777,33.11845,,,,,,,,
327.53778,28.44134,,,,,,,,
327.63779,23.92013,,,,,,,,
327.73776,19.78868,,,,,,,,
327.83777,15.89109,,,,,,,,
327.93777,11.60374,,,,,,,,
328.03778,8.25181,,,,,,,,
328.13779,4.51012,,,,,,,,
328.23776,0.92433,,,,,,,,
328.33777,-3.20711,,,,,,,,
328.43777,-7.02675,,,,,,,,
328.53778,-11.1582,,,,,,,,
328.63779,-15.05579,,,,,,,,
328.73776,-19.577,,,,,,,,
328.83777,-23.9423,,,,,,,,
328.93777,-27.45013,,,,,,,,
329.03778,-31.26978,,,,,,,,
329.13779,-35.01147,,,,,,,,
329.23776,-38.59725,,,,,,,,
329.33777,-42.10508,,,,,,,,
329.43777,-45.45701,,,,,,,,
329.53778,-48.96485,,,,,,,,
329.63779,-52.39472,,,,,,,,
329.73776,-55.82461,,,,,,,,
329.83777,-59.09858,,,,,,,,
329.93777,-62.06075,,,,,,,,
330.03778,-65.56859,,,,,,,,
330.13779,-68.45281,,,,,,,,
330.23776,-71.64883,,,,,,,,
330.33777,-74.7669,,,,,,,,
330.43777,-77.57318,,,,,,,,
330.53778,-80.53534,,,,,,,,
330.63779,-83.57546,,,,,,,,
330.73776,-86.53763,,,,,,,,
330.83777,-89.42185,,,,,,,,
330.93777,-92.30606,,,,,,,,
331.03778,-94.80053,,,,,,,,
331.13779,-97.68475,,,,,,,,
331.23776,-100.25716,,,,,,,,
331.33777,-103.14138,,,,,,,,
331.43777,-105.63583,,,,,,,,
331.53778,-108.52005,,,,,,,,
331.63779,-111.09246,,,,,,,,
331.73776,-113.89873,,,,,,,,
331.83777,-116.39319,,,,,,,,
331.93777,-118.73174,,,,,,,,
332.03778,-121.14824,,,,,,,,
332.13779,-123.56476,,,,,,,,
332.23776,-125.98127,,,,,,,,
332.33777,-128.31982,,,,,,,,
332.43777,-130.58043,,,,,,,,
332.53778,-132.99692,,,,,,,,
332.63779,-135.33548,,,,,,,,
332.73776,-137.36223,,,,,,,,
332.83777,-139.23308,,,,,,,,
332.93777,-141.80548,,,,,,,,
333.03778,-143.75428,,,,,,,,
333.13779,-145.78103,,,,,,,,
333.23776,-147.96368,,,,,,,,
333.33777,-149.83453,,,,,,,,
333.43777,-152.09513,,,,,,,,
333.53778,-154.12188,,,,,,,,
333.63779,-155.83682,,,,,,,,
333.73776,-157.86357,,,,,,,,
333.83777,-160.04622,,,,,,,,
333.93777,-161.99502,,,,,,,,
334.03778,-163.632,,,,,,,,
334.13779,-165.81466,,,,,,,,
334.23776,-167.76346,,,,,,,,
334.33777,-169.55635,,,,,,,,
334.43777,-171.42718,,,,,,,,
334.53778,-172.83032,,,,,,,,
334.63779,-175.01298,,,,,,,,
334.73776,-176.88381,,,,,,,,
334.83777,-178.67671,,,,,,,,
334.93777,-180.07984,,,,,,,,
335.03778,-181.71684,,,,,,,,
335.13779,-183.58767,,,,,,,,
335.23776,-184.99081,,,,,,,,
335.33777,-186.62781,,,,,,,,
335.43777,-188.34274,,,,,,,,
335.53778,-189.512,,,,,,,,
335.63779,-191.3049,,,,,,,,
335.73776,-192.70803,,,,,,,,
335.83777,-193.87734,,,,,,,,
335.93777,-195.82612,,,,,,,,
336.03778,-197.22925,,,,,,,,
336.13779,-198.39853,,,,,,,,
336.23776,-200.11347,,,,,,,,
336.33777,-201.43865,,,,,,,,
336.43777,-202.68588,,,,,,,,
336.53778,-204.40082,,,,,,,,
336.63779,-205.88191,,,,,,,,
