time,strain,temp,type,title,max_strain,strain_rate,youngs,poissons
0.2366,1.71E-06,25,cyclic-time-strain,cyclic-time-strain,0.015,4.30E-04,157000,0.3
691.93878,-0.00974,,,,,,,,
692.03876,-0.0097,,,,,,,,
692.13873,-0.00966,,,,,,,,
692.23877,-0.00962,,,,,,,,
692.33875,-0.00958,,,,,,,,
692.43878,-0.00953,,,,,,,,
692.53876,-0.00949,,,,,,,,
692.63873,-0.00946,,,,,,,,
692.73877,-0.00938,,,,,,,,
692.83875,-0.00935,,,,,,,,
692.93878,-0.00932,,,,,,,,
693.03876,-0.00928,,,,,,,,
693.13873,-0.00925,,,,,,,,
693.23877,-0.00922,,,,,,,,
693.33875,-0.00917,,,,,,,,
693.43878,-0.00913,,,,,,,,
693.53876,-0.00909,,,,,,,,
693.63873,-0.00904,,,,,,,,
693.73877,-0.00901,,,,,,,,
693.83875,-0.00896,,,,,,,,
693.93878,-0.00891,,,,,,,,
694.03876,-0.00888,,,,,,,,
694.13873,-0.00884,,,,,,,,
694.23877,-0.00881,,,,,,,,
694.33875,-0.00874,,,,,,,,
694.43878,-0.0087,,,,,,,,
694.53876,-0.00868,,,,,,,,
694.63873,-0.00861,,,,,,,,
694.73877,-0.00857,,,,,,,,
694.83875,-0.00854,,,,,,,,
694.93878,-0.0085,,,,,,,,
695.03876,-0.00846,,,,,,,,
695.13873,-0.00841,,,,,,,,
695.23877,-0.00837,,,,,,,,
695.33875,-0.00835,,,,,,,,
695.43878,-0.00828,,,,,,,,
695.53876,-0.00825,,,,,,,,
695.63873,-0.00819,,,,,,,,
695.73877,-0.00816,,,,,,,,
695.83875,-0.00812,,,,,,,,
695.93878,-0.00808,,,,,,,,
696.03876,-0.00805,,,,,,,,
696.13873,-0.00799,,,,,,,,
696.23877,-0.00796,,,,,,,,
696.33875,-0.00789,,,,,,,,
696.43878,-0.00788,,,,,,,,
696.53876,-0.00782,,,,,,,,
696.63873,-0.00779,,,,,,,,
696.73877,-0.00773,,,,,,,,
696.83875,-0.00771,,,,,,,,
696.93878,-0.00767,,,,,,,,
697.03876,-0.00762,,,,,,,,
697.13873,-0.00759,,,,,,,,
697.23877,-0.00755,,,,,,,,
697.33875,-0.00748,,,,,,,,
697.43878,-0.00744,,,,,,,,
697.53876,-0.00738,,,,,,,,
697.63873,-0.00736,,,,,,,,
697.73877,-0.00734,,,,,,,,
697.83875,-0.00728,,,,,,,,
697.93878,-0.00724,,,,,,,,
698.03876,-0.0072,,,,,,,,
698.13873,-0.00716,,,,,,,,
698.23877,-0.00713,,,,,,,,
698.33875,-0.0071,,,,,,,,
698.43878,-0.00704,,,,,,,,
698.53876,-0.007,,,,,,,,
698.63873,-0.00695,,,,,,,,
698.73877,-0.0069,,,,,,,,
698.83875,-0.00687,,,,,,,,
698.93878,-0.00682,,,,,,,,
699.03876,-0.00681,,,,,,,,
699.13873,-0.00676,,,,,,,,
699.23877,-0.0067,,,,,,,,
699.33875,-0.00664,,,,,,,,
699.43878,-0.0066,,,,,,,,
699.53876,-0.00658,,,,,,,,
699.63873,-0.00651,,,,,,,,
699.73877,-0.00649,,,,,,,,
699.83875,-0.00646,,,,,,,,
699.93878,-0.00642,,,,,,,,
700.03876,-0.00635,,,,,,,,
700.13873,-0.00631,,,,,,,,
700.23877,-0.00629,,,,,,,,
700.33875,-0.00624,,,,,,,,
700.43878,-0.00618,,,,,,,,
700.53876,-0.00614,,,,,,,,
700.63873,-0.00609,,,,,,,,
700.73877,-0.00608,,,,,,,,
700.83875,-0.00602,,,,,,,,
700.93878,-0.00599,,,,,,,,
701.03876,-0.00595,,,,,,,,
701.13873,-0.0059,,,,,,,,
701.23877,-0.00585,,,,,,,,
701.33875,-0.0058,,,,,,,,
701.43878,-0.00577,,,,,,,,
701.53876,-0.00573,,,,,,,,
701.63873,-0.00569,,,,,,,,
701.73877,-0.00565,,,,,,,,
701.83875,-0.00561,,,,,,,,
701.93878,-0.00557,,,,,,,,
702.03876,-0.00551,,,,,,,,
702.13873,-0.00547,,,,,,,,
702.23877,-0.00545,,,,,,,,
702.33875,-0.00538,,,,,,,,
702.43878,-0.00534,,,,,,,,
702.53876,-0.00531,,,,,,,,
702.63873,-0.00527,,,,,,,,
702.73877,-0.00522,,,,,,,,
702.83875,-0.0052,,,,,,,,
702.93878,-0.00516,,,,,,,,
703.03876,-0.00509,,,,,,,,
703.13873,-0.00505,,,,,,,,
703.23877,-0.00502,,,,,,,,
703.33875,-0.00499,,,,,,,,
703.43878,-0.00493,,,,,,,,
703.53876,-0.00488,,,,,,,,
703.63873,-0.00485,,,,,,,,
703.73877,-0.00482,,,,,,,,
703.83875,-0.00476,,,,,,,,
703.93878,-0.0047,,,,,,,,
704.03876,-0.00468,,,,,,,,
704.13873,-0.00465,,,,,,,,
704.23877,-0.00459,,,,,,,,
704.33875,-0.00456,,,,,,,,
704.43878,-0.0045,,,,,,,,
704.53876,-0.00448,,,,,,,,
704.63873,-0.00442,,,,,,,,
704.73877,-0.0044,,,,,,,,
704.83875,-0.00435,,,,,,,,
704.93878,-0.00431,,,,,,,,
705.03876,-0.00423,,,,,,,,
705.13873,-0.00419,,,,,,,,
705.23877,-0.00417,,,,,,,,
705.33875,-0.00413,,,,,,,,
705.43878,-0.00409,,,,,,,,
705.53876,-0.00403,,,,,,,,
705.63873,-0.00399,,,,,,,,
705.73877,-0.00396,,,,,,,,
705.83875,-0.0039,,,,,,,,
705.93878,-0.00389,,,,,,,,
706.03876,-0.00385,,,,,,,,
706.13873,-0.00378,,,,,,,,
706.23895,-0.00376,,,,,,,,
706.33875,-0.00371,,,,,,,,
706.43878,-0.00369,,,,,,,,
706.53894,-0.00361,,,,,,,,
706.63873,-0.00357,,,,,,,,
706.73877,-0.00354,,,,,,,,
706.83893,-0.0035,,,,,,,,
706.93896,-0.00345,,,,,,,,
707.03876,-0.00339,,,,,,,,
707.13873,-0.00337,,,,,,,,
707.23895,-0.00332,,,,,,,,
707.33875,-0.00328,,,,,,,,
707.43896,-0.00324,,,,,,,,
707.53894,-0.00321,,,,,,,,
707.63873,-0.00317,,,,,,,,
707.73895,-0.00311,,,,,,,,
707.83893,-0.00308,,,,,,,,
707.93896,-0.00306,,,,,,,,
708.03876,-0.00298,,,,,,,,
708.13898,-0.00293,,,,,,,,
708.23895,-0.00288,,,,,,,,
708.33893,-0.00286,,,,,,,,
708.43896,-0.00283,,,,,,,,
708.53894,-0.00277,,,,,,,,
708.63873,-0.00274,,,,,,,,
708.73895,-0.00269,,,,,,,,
708.83893,-0.00266,,,,,,,,
708.93896,-0.0026,,,,,,,,
709.03876,-0.00256,,,,,,,,
709.13898,-0.00253,,,,,,,,
709.23895,-0.00248,,,,,,,,
709.33875,-0.00246,,,,,,,,
709.43896,-0.0024,,,,,,,,
709.53894,-0.00238,,,,,,,,
709.63898,-0.00233,,,,,,,,
709.73895,-0.00229,,,,,,,,
709.83893,-0.00222,,,,,,,,
709.93878,-0.00219,,,,,,,,
710.03894,-0.00215,,,,,,,,
710.13898,-0.00208,,,,,,,,
710.23895,-0.00206,,,,,,,,
710.33875,-0.00203,,,,,,,,
710.43896,-0.00199,,,,,,,,
710.53894,-0.00195,,,,,,,,
710.63873,-0.0019,,,,,,,,
710.73895,-0.00185,,,,,,,,
710.83893,-0.0018,,,,,,,,
710.93878,-0.00177,,,,,,,,
711.03876,-0.00175,,,,,,,,
711.13898,-0.0017,,,,,,,,
711.23895,-0.00164,,,,,,,,
711.33875,-0.0016,,,,,,,,
711.43896,-0.00155,,,,,,,,
711.53894,-0.00151,,,,,,,,
711.63873,-0.00148,,,,,,,,
711.73895,-0.00145,,,,,,,,
711.83893,-0.00139,,,,,,,,
711.93878,-0.00134,,,,,,,,
712.03894,-0.00129,,,,,,,,
712.13898,-0.00127,,,,,,,,
712.23895,-0.00122,,,,,,,,
712.33893,-0.00118,,,,,,,,
712.43896,-0.00114,,,,,,,,
712.53894,-0.00109,,,,,,,,
712.63898,-0.00105,,,,,,,,
712.73895,-0.001,,,,,,,,
712.83893,-9.56E-04,,,,,,,,
712.93896,-9.28E-04,,,,,,,,
713.03894,-8.80E-04,,,,,,,,
713.13898,-8.45E-04,,,,,,,,
713.23895,-7.70E-04,,,,,,,,
713.33893,-7.56E-04,,,,,,,,
713.43896,-7.21E-04,,,,,,,,
713.53894,-6.59E-04,,,,,,,,
713.63898,-6.39E-04,,,,,,,,
713.73895,-6.04E-04,,,,,,,,
713.83893,-5.42E-04,,,,,,,,
713.93896,-4.80E-04,,,,,,,,
714.03894,-4.53E-04,,,,,,,,
714.13898,-4.11E-04,,,,,,,,
714.23895,-3.77E-04,,,,,,,,
714.33893,-3.36E-04,,,,,,,,
714.43896,-2.81E-04,,,,,,,,
714.53894,-2.60E-04,,,,,,,,
714.63898,-1.91E-04,,,,,,,,
714.73895,-1.57E-04,,,,,,,,
714.83893,-1.22E-04,,,,,,,,
714.93896,-8.78E-05,,,,,,,,
715.03894,-1.90E-05,,,,,,,,
715.13898,1.55E-05,,,,,,,,
715.23895,3.61E-05,,,,,,,,
715.33893,7.75E-05,,,,,,,,
715.43896,1.33E-04,,,,,,,,
715.53894,1.67E-04,,,,,,,,
715.63898,2.29E-04,,,,,,,,
715.73895,2.77E-04,,,,,,,,
715.83893,3.12E-04,,,,,,,,
715.93896,3.39E-04,,,,,,,,
716.03894,3.67E-04,,,,,,,,
716.13898,4.22E-04,,,,,,,,
716.23895,4.63E-04,,,,,,,,
716.33893,5.11E-04,,,,,,,,
716.43896,5.53E-04,,,,,,,,
716.53894,6.22E-04,,,,,,,,
716.63898,6.56E-04,,,,,,,,
716.73895,6.83E-04,,,,,,,,
716.83893,7.18E-04,,,,,,,,
716.93896,7.80E-04,,,,,,,,
717.03894,8.42E-04,,,,,,,,
717.13898,8.49E-04,,,,,,,,
717.23895,8.83E-04,,,,,,,,
717.33893,9.59E-04,,,,,,,,
717.43896,9.93E-04,,,,,,,,
717.53894,0.00102,,,,,,,,
717.63898,0.00106,,,,,,,,
717.73895,0.00112,,,,,,,,
717.83893,0.00117,,,,,,,,
717.93896,0.00121,,,,,,,,
718.03894,0.00123,,,,,,,,
718.13898,0.00128,,,,,,,,
718.23895,0.00133,,,,,,,,
718.33893,0.00134,,,,,,,,
718.43896,0.00142,,,,,,,,
718.53894,0.00146,,,,,,,,
718.63898,0.0015,,,,,,,,
718.73895,0.00154,,,,,,,,
718.83893,0.00159,,,,,,,,
718.93896,0.00163,,,,,,,,
719.03894,0.00165,,,,,,,,
719.13898,0.00169,,,,,,,,
719.23895,0.00174,,,,,,,,
719.33893,0.00179,,,,,,,,
719.43896,0.00182,,,,,,,,
719.53894,0.00187,,,,,,,,
719.63898,0.00192,,,,,,,,
719.73895,0.00196,,,,,,,,
719.83893,0.00199,,,,,,,,
719.93896,0.00203,,,,,,,,
720.03894,0.00209,,,,,,,,
720.13898,0.00213,,,,,,,,
720.23895,0.00218,,,,,,,,
720.33893,0.00221,,,,,,,,
720.43896,0.00227,,,,,,,,
720.53894,0.00231,,,,,,,,
720.63898,0.00234,,,,,,,,
720.73895,0.00239,,,,,,,,
720.83893,0.00243,,,,,,,,
720.93896,0.00245,,,,,,,,
721.03894,0.00249,,,,,,,,
721.13898,0.00254,,,,,,,,
721.23895,0.0026,,,,,,,,
721.33893,0.00263,,,,,,,,
721.43896,0.00267,,,,,,,,
721.53894,0.00272,,,,,,,,
721.63898,0.00275,,,,,,,,
721.73895,0.00278,,,,,,,,
721.83893,0.00283,,,,,,,,
721.93896,0.00287,,,,,,,,
722.03894,0.00293,,,,,,,,
722.13898,0.00298,,,,,,,,
722.23895,0.00302,,,,,,,,
722.33893,0.00307,,,,,,,,
722.43896,0.00309,,,,,,,,
722.53894,0.00315,,,,,,,,
722.63898,0.0032,,,,,,,,
722.73895,0.00322,,,,,,,,
722.83893,0.00327,,,,,,,,
722.93896,0.00329,,,,,,,,
723.03894,0.00336,,,,,,,,
723.13898,0.00339,,,,,,,,
723.23895,0.00346,,,,,,,,
723.33893,0.00348,,,,,,,,
723.43896,0.00352,,,,,,,,
723.53894,0.00356,,,,,,,,
723.63898,0.00359,,,,,,,,
723.73895,0.00363,,,,,,,,
723.83893,0.00368,,,,,,,,
723.93896,0.00374,,,,,,,,
724.03894,0.00378,,,,,,,,
724.13898,0.00381,,,,,,,,
724.23895,0.00387,,,,,,,,
724.33893,0.00391,,,,,,,,
724.43896,0.00396,,,,,,,,
724.53894,0.00398,,,,,,,,
724.63898,0.00404,,,,,,,,
724.73895,0.00408,,,,,,,,
724.83893,0.0041,,,,,,,,
724.93896,0.00416,,,,,,,,
725.03894,0.00421,,,,,,,,
725.13898,0.00424,,,,,,,,
725.23895,0.0043,,,,,,,,
725.33893,0.00433,,,,,,,,
725.43896,0.00437,,,,,,,,
725.53894,0.00442,,,,,,,,
725.63898,0.00445,,,,,,,,
725.73895,0.00448,,,,,,,,
725.83893,0.00454,,,,,,,,
725.93896,0.00457,,,,,,,,
726.03894,0.00462,,,,,,,,
726.13898,0.00467,,,,,,,,
726.23895,0.00472,,,,,,,,
726.33893,0.00477,,,,,,,,
726.43896,0.00478,,,,,,,,
726.53894,0.00484,,,,,,,,
726.63898,0.00488,,,,,,,,
726.73895,0.00493,,,,,,,,
726.83893,0.00496,,,,,,,,
726.93896,0.00502,,,,,,,,
727.03894,0.00506,,,,,,,,
727.13898,0.0051,,,,,,,,
727.23895,0.00513,,,,,,,,
727.33893,0.00518,,,,,,,,
727.43896,0.00522,,,,,,,,
727.53894,0.00526,,,,,,,,
727.63898,0.00529,,,,,,,,
727.73895,0.00533,,,,,,,,
727.83893,0.00537,,,,,,,,
727.93896,0.00542,,,,,,,,
728.03894,0.00548,,,,,,,,
728.13898,0.00552,,,,,,,,
728.23895,0.00555,,,,,,,,
728.33893,0.00557,,,,,,,,
728.43896,0.00563,,,,,,,,
728.53894,0.00567,,,,,,,,
728.63898,0.00571,,,,,,,,
728.73895,0.00577,,,,,,,,
728.83893,0.00581,,,,,,,,
728.93896,0.00586,,,,,,,,
729.03894,0.00588,,,,,,,,
729.13898,0.00594,,,,,,,,
729.23895,0.00598,,,,,,,,
729.33893,0.00601,,,,,,,,
729.43896,0.00606,,,,,,,,
729.53894,0.0061,,,,,,,,
729.63898,0.00614,,,,,,,,
729.73895,0.00619,,,,,,,,
729.83893,0.00623,,,,,,,,
729.93896,0.00627,,,,,,,,
730.03894,0.00632,,,,,,,,
730.13898,0.00635,,,,,,,,
730.23895,0.00638,,,,,,,,
730.33893,0.00643,,,,,,,,
730.43896,0.00649,,,,,,,,
730.53894,0.00652,,,,,,,,
730.63898,0.00656,,,,,,,,
730.73895,0.00659,,,,,,,,
730.83893,0.00667,,,,,,,,
730.93896,0.00669,,,,,,,,
731.03894,0.00672,,,,,,,,
731.13898,0.00679,,,,,,,,
731.23895,0.00683,,,,,,,,
731.33893,0.00686,,,,,,,,
731.43896,0.00688,,,,,,,,
731.53894,0.00694,,,,,,,,
731.63898,0.00698,,,,,,,,
731.73895,0.00703,,,,,,,,
731.83893,0.00707,,,,,,,,
731.93896,0.00711,,,,,,,,
732.03894,0.00718,,,,,,,,
732.13898,0.0072,,,,,,,,
732.23895,0.00725,,,,,,,,
732.33893,0.00728,,,,,,,,
732.43896,0.00732,,,,,,,,
732.53894,0.00738,,,,,,,,
732.63898,0.00742,,,,,,,,
732.73895,0.00747,,,,,,,,
732.83893,0.00751,,,,,,,,
732.93896,0.00754,,,,,,,,
733.03894,0.00758,,,,,,,,
733.13898,0.00763,,,,,,,,
733.23895,0.00765,,,,,,,,
733.33893,0.00769,,,,,,,,
733.43896,0.00776,,,,,,,,
733.53894,0.00778,,,,,,,,
733.63898,0.00783,,,,,,,,
733.73895,0.00789,,,,,,,,
733.83893,0.00793,,,,,,,,
733.93896,0.00796,,,,,,,,
734.03894,0.00799,,,,,,,,
734.13898,0.00803,,,,,,,,
734.23895,0.00809,,,,,,,,
734.33893,0.00813,,,,,,,,
734.43896,0.00818,,,,,,,,
734.53894,0.0082,,,,,,,,
734.63898,0.00827,,,,,,,,
734.73895,0.00829,,,,,,,,
734.83893,0.00834,,,,,,,,
734.93896,0.0084,,,,,,,,
735.03894,0.00844,,,,,,,,
735.13898,0.00847,,,,,,,,
735.23895,0.00849,,,,,,,,
735.33893,0.00856,,,,,,,,
735.43896,0.0086,,,,,,,,
735.53894,0.00862,,,,,,,,
735.63898,0.00869,,,,,,,,
735.73895,0.00872,,,,,,,,
735.83893,0.00876,,,,,,,,
735.93896,0.00881,,,,,,,,
736.03894,0.00886,,,,,,,,
736.13898,0.00891,,,,,,,,
736.23895,0.00893,,,,,,,,
736.33893,0.00898,,,,,,,,
736.43896,0.00901,,,,,,,,
736.53894,0.00908,,,,,,,,
736.63898,0.00911,,,,,,,,
736.73895,0.00913,,,,,,,,
736.83893,0.00919,,,,,,,,
736.93896,0.00923,,,,,,,,
737.03894,0.00927,,,,,,,,
737.13898,0.00932,,,,,,,,
737.23895,0.00937,,,,,,,,
737.33893,0.00941,,,,,,,,
737.43896,0.00946,,,,,,,,
737.53894,0.00948,,,,,,,,
737.63898,0.00953,,,,,,,,
737.73895,0.00957,,,,,,,,
737.83893,0.00961,,,,,,,,
737.93896,0.00965,,,,,,,,
738.03894,0.0097,,,,,,,,
738.13898,0.00973,,,,,,,,
738.23895,0.00978,,,,,,,,
738.33893,0.00983,,,,,,,,
738.43896,0.00987,,,,,,,,
738.53894,0.0099,,,,,,,,
738.63898,0.00993,,,,,,,,
738.73895,0.01,,,,,,,,
738.83893,0.01004,,,,,,,,
738.93896,0.01006,,,,,,,,
739.03894,0.01011,,,,,,,,
739.13898,0.01017,,,,,,,,
739.23895,0.01022,,,,,,,,
739.33893,0.01027,,,,,,,,
739.43896,0.01028,,,,,,,,
739.53894,0.01034,,,,,,,,
739.63898,0.01037,,,,,,,,
739.73895,0.01039,,,,,,,,
739.83893,0.01046,,,,,,,,
739.93896,0.01051,,,,,,,,
740.03894,0.01052,,,,,,,,
740.13898,0.01059,,,,,,,,
740.23895,0.01062,,,,,,,,
740.33893,0.01068,,,,,,,,
740.43896,0.0107,,,,,,,,
740.53894,0.01074,,,,,,,,
740.63898,0.01079,,,,,,,,
740.73895,0.01083,,,,,,,,
740.83893,0.01088,,,,,,,,
740.93896,0.01093,,,,,,,,
741.03894,0.01097,,,,,,,,
741.13898,0.01101,,,,,,,,
741.23895,0.01103,,,,,,,,
741.33893,0.01108,,,,,,,,
741.43896,0.01114,,,,,,,,
741.53894,0.01118,,,,,,,,
741.63898,0.01121,,,,,,,,
741.73895,0.01125,,,,,,,,
741.83893,0.01131,,,,,,,,
741.93896,0.01133,,,,,,,,
742.03894,0.01139,,,,,,,,
742.13898,0.01143,,,,,,,,
742.23895,0.01149,,,,,,,,
742.33893,0.01152,,,,,,,,
742.43896,0.01154,,,,,,,,
742.53894,0.0116,,,,,,,,
742.63898,0.01163,,,,,,,,
742.73895,0.01168,,,,,,,,
742.83893,0.01172,,,,,,,,
742.93896,0.01178,,,,,,,,
743.03894,0.01183,,,,,,,,
743.13898,0.01186,,,,,,,,
743.23895,0.0119,,,,,,,,
743.33893,0.01194,,,,,,,,
743.43896,0.01201,,,,,,,,
743.53894,0.012,,,,,,,,
743.63898,0.01205,,,,,,,,
743.73895,0.01212,,,,,,,,
743.83893,0.01214,,,,,,,,
743.93896,0.0122,,,,,,,,
744.03894,0.01223,,,,,,,,
744.13898,0.01229,,,,,,,,
744.23895,0.01231,,,,,,,,
744.33893,0.01235,,,,,,,,
744.43896,0.01239,,,,,,,,
744.53894,0.01243,,,,,,,,
744.63898,0.01247,,,,,,,,
744.73895,0.01251,,,,,,,,
744.83893,0.01258,,,,,,,,
744.93896,0.01262,,,,,,,,
745.03894,0.01265,,,,,,,,
745.13898,0.01271,,,,,,,,
745.23895,0.01274,,,,,,,,
745.33893,0.01278,,,,,,,,
745.43896,0.0128,,,,,,,,
745.53894,0.01285,,,,,,,,
745.63898,0.01292,,,,,,,,
745.73895,0.01298,,,,,,,,
745.83893,0.013,,,,,,,,
745.93896,0.01303,,,,,,,,
746.03894,0.01308,,,,,,,,
746.13898,0.01311,,,,,,,,
746.23895,0.01314,,,,,,,,
746.33893,0.0132,,,,,,,,
746.43896,0.01326,,,,,,,,
746.53894,0.01329,,,,,,,,
746.63898,0.01333,,,,,,,,
746.73895,0.0134,,,,,,,,
746.83893,0.01343,,,,,,,,
746.93896,0.01345,,,,,,,,
747.03894,0.01351,,,,,,,,
747.13898,0.01354,,,,,,,,
747.23895,0.01358,,,,,,,,
747.33893,0.0136,,,,,,,,
747.43896,0.01366,,,,,,,,
747.53894,0.01372,,,,,,,,
747.63898,0.01378,,,,,,,,
747.73895,0.01381,,,,,,,,
747.83893,0.01385,,,,,,,,
747.93896,0.01389,,,,,,,,
748.03894,0.01391,,,,,,,,
748.13898,0.01394,,,,,,,,
748.23895,0.014,,,,,,,,
748.33893,0.01406,,,,,,,,
748.43896,0.01411,,,,,,,,
748.53894,0.01414,,,,,,,,
748.63898,0.0142,,,,,,,,
748.73895,0.01423,,,,,,,,
748.83893,0.01426,,,,,,,,
748.93896,0.0143,,,,,,,,
749.03894,0.01433,,,,,,,,
749.13898,0.01439,,,,,,,,
749.23895,0.01444,,,,,,,,
749.33893,0.01448,,,,,,,,
749.43896,0.01454,,,,,,,,
749.53894,0.01457,,,,,,,,
749.63898,0.01462,,,,,,,,
749.73895,0.01464,,,,,,,,
749.83893,0.01468,,,,,,,,
749.93896,0.0147,,,,,,,,
750.03894,0.01476,,,,,,,,
750.13898,0.0148,,,,,,,,
750.23895,0.01482,,,,,,,,
750.33893,0.01482,,,,,,,,
750.43896,0.01478,,,,,,,,
750.53894,0.01477,,,,,,,,
750.63898,0.01473,,,,,,,,
750.73895,0.01468,,,,,,,,
750.83893,0.01464,,,,,,,,
750.93896,0.01463,,,,,,,,
751.03894,0.01459,,,,,,,,
751.13898,0.01453,,,,,,,,
751.23895,0.01451,,,,,,,,
751.33893,0.01448,,,,,,,,
751.43896,0.01445,,,,,,,,
751.53894,0.0144,,,,,,,,
751.63898,0.01434,,,,,,,,
751.73895,0.01433,,,,,,,,
751.83893,0.01428,,,,,,,,
751.93896,0.01422,,,,,,,,
752.03894,0.0142,,,,,,,,
752.13898,0.01416,,,,,,,,
752.23895,0.01412,,,,,,,,
752.33893,0.01406,,,,,,,,
752.43896,0.01406,,,,,,,,
752.53894,0.01402,,,,,,,,
752.63898,0.01397,,,,,,,,
752.73895,0.01393,,,,,,,,
752.83893,0.01389,,,,,,,,
752.93896,0.01387,,,,,,,,
753.03894,0.01383,,,,,,,,
753.13898,0.01379,,,,,,,,
753.23895,0.01375,,,,,,,,
753.33893,0.01372,,,,,,,,
753.43896,0.01366,,,,,,,,
753.53894,0.01362,,,,,,,,
753.63898,0.0136,,,,,,,,
753.73895,0.01356,,,,,,,,
753.83893,0.01351,,,,,,,,
753.93896,0.01349,,,,,,,,
754.03894,0.01345,,,,,,,,
754.13898,0.0134,,,,,,,,
754.23895,0.01338,,,,,,,,
754.33893,0.01336,,,,,,,,
754.43896,0.0133,,,,,,,,
754.53894,0.01324,,,,,,,,
754.63898,0.0132,,,,,,,,
754.73895,0.01318,,,,,,,,
754.83893,0.01315,,,,,,,,
754.93896,0.01309,,,,,,,,
755.03894,0.01307,,,,,,,,
755.13898,0.01303,,,,,,,,
755.23895,0.01298,,,,,,,,
755.33893,0.01295,,,,,,,,
755.43896,0.01291,,,,,,,,
755.53894,0.01289,,,,,,,,
755.63898,0.01283,,,,,,,,
755.73895,0.01278,,,,,,,,
755.83893,0.01277,,,,,,,,
755.93896,0.01274,,,,,,,,
756.03894,0.01271,,,,,,,,
756.13898,0.01265,,,,,,,,
756.23895,0.01263,,,,,,,,
756.33893,0.01257,,,,,,,,
756.43896,0.01254,,,,,,,,
756.53894,0.01248,,,,,,,,
756.63898,0.01245,,,,,,,,
756.73895,0.01243,,,,,,,,
756.83893,0.01238,,,,,,,,
756.93896,0.01234,,,,,,,,
757.03894,0.0123,,,,,,,,
757.13898,0.01225,,,,,,,,
757.23895,0.01221,,,,,,,,
757.33893,0.01218,,,,,,,,
757.43896,0.01214,,,,,,,,
757.53894,0.01209,,,,,,,,
757.63898,0.01206,,,,,,,,
757.73895,0.01204,,,,,,,,
757.83893,0.01199,,,,,,,,
757.93896,0.01196,,,,,,,,
758.03894,0.0119,,,,,,,,
758.13898,0.01187,,,,,,,,
758.23895,0.01183,,,,,,,,
758.33893,0.01178,,,,,,,,
758.43896,0.01175,,,,,,,,
758.53894,0.01171,,,,,,,,
758.63898,0.01167,,,,,,,,
758.73895,0.01163,,,,,,,,
758.83893,0.01159,,,,,,,,
758.93896,0.01155,,,,,,,,
759.03894,0.01149,,,,,,,,
759.13898,0.01147,,,,,,,,
759.23895,0.01142,,,,,,,,
759.33893,0.01139,,,,,,,,
759.43896,0.01134,,,,,,,,
759.53894,0.0113,,,,,,,,
759.63898,0.01126,,,,,,,,
759.73895,0.01123,,,,,,,,
759.83893,0.01119,,,,,,,,
759.93896,0.01113,,,,,,,,
760.03894,0.0111,,,,,,,,
760.13898,0.01108,,,,,,,,
760.23895,0.01102,,,,,,,,
760.33893,0.011,,,,,,,,
760.43896,0.01094,,,,,,,,
760.53894,0.01091,,,,,,,,
760.63898,0.01083,,,,,,,,
760.73895,0.01083,,,,,,,,
760.83893,0.01078,,,,,,,,
760.93896,0.01074,,,,,,,,
761.03894,0.01072,,,,,,,,
761.13898,0.01065,,,,,,,,
761.23895,0.01061,,,,,,,,
761.33893,0.01058,,,,,,,,
761.43896,0.01052,,,,,,,,
761.53894,0.01048,,,,,,,,
761.63898,0.01047,,,,,,,,
761.73895,0.01041,,,,,,,,
761.83893,0.01037,,,,,,,,
761.93896,0.01031,,,,,,,,
762.03894,0.0103,,,,,,,,
762.13898,0.01023,,,,,,,,
762.23895,0.01019,,,,,,,,
762.33893,0.01015,,,,,,,,
762.43896,0.01013,,,,,,,,
762.53894,0.01009,,,,,,,,
762.63898,0.01004,,,,,,,,
762.73895,0.01,,,,,,,,
762.83893,0.00995,,,,,,,,
762.93896,0.00992,,,,,,,,
763.03894,0.00986,,,,,,,,
763.13898,0.00985,,,,,,,,
763.23895,0.00978,,,,,,,,
763.33893,0.00974,,,,,,,,
763.43896,0.00971,,,,,,,,
763.53894,0.00967,,,,,,,,
763.63898,0.00965,,,,,,,,
763.73895,0.00957,,,,,,,,
763.83893,0.00955,,,,,,,,
763.93896,0.00952,,,,,,,,
764.03894,0.00947,,,,,,,,
764.13898,0.00941,,,,,,,,
764.23895,0.00937,,,,,,,,
764.33893,0.00935,,,,,,,,
764.43896,0.00928,,,,,,,,
764.53894,0.00924,,,,,,,,
764.63898,0.00922,,,,,,,,
764.73895,0.00918,,,,,,,,
764.83893,0.00914,,,,,,,,
764.93896,0.00909,,,,,,,,
765.03894,0.00907,,,,,,,,
765.13898,0.00902,,,,,,,,
765.23895,0.00896,,,,,,,,
765.33893,0.00891,,,,,,,,
765.43896,0.00887,,,,,,,,
765.53894,0.00885,,,,,,,,
765.63898,0.0088,,,,,,,,
765.73895,0.00875,,,,,,,,
765.83893,0.00872,,,,,,,,
765.93896,0.00868,,,,,,,,
766.03894,0.00864,,,,,,,,
766.13898,0.00861,,,,,,,,
766.23895,0.00857,,,,,,,,
766.33893,0.00852,,,,,,,,
766.43896,0.00847,,,,,,,,
766.53894,0.00844,,,,,,,,
766.63898,0.00838,,,,,,,,
766.73895,0.00834,,,,,,,,
766.83893,0.00829,,,,,,,,
766.93896,0.00827,,,,,,,,
767.03894,0.00823,,,,,,,,
767.13898,0.00819,,,,,,,,
767.23895,0.00813,,,,,,,,
767.33893,0.00811,,,,,,,,
