time,strain,temp,type,title,max_strain,strain_rate,youngs,poissons
0.2366,1.71E-06,25,cyclic-time-strain,cyclic-time-strain,0.015,4.30E-04,157000,0.3
1286.2407,-1.29E-04,,,,,,,,
1286.3405,-8.78E-05,,,,,,,,
1286.4407,-6.03E-05,,,,,,,,
1286.5406,-1.21E-05,,,,,,,,
1286.6405,2.24E-05,,,,,,,,
1286.7405,7.06E-05,,,,,,,,
1286.8407,1.39E-04,,,,,,,,
1286.9407,1.53E-04,,,,,,,,
1287.0406,2.01E-04,,,,,,,,
1287.1407,2.22E-04,,,,,,,,
1287.2407,2.77E-04,,,,,,,,
1287.3407,3.32E-04,,,,,,,,
1287.4407,3.74E-04,,,,,,,,
1287.5406,4.22E-04,,,,,,,,
1287.6405,4.42E-04,,,,,,,,
1287.7405,4.84E-04,,,,,,,,
1287.8407,5.18E-04,,,,,,,,
1287.9407,5.66E-04,,,,,,,,
1288.0406,6.15E-04,,,,,,,,
1288.1407,6.70E-04,,,,,,,,
1288.2407,7.11E-04,,,,,,,,
1288.3405,7.39E-04,,,,,,,,
1288.4407,8.07E-04,,,,,,,,
1288.5406,8.42E-04,,,,,,,,
1288.6405,8.69E-04,,,,,,,,
1288.7405,9.11E-04,,,,,,,,
1288.8407,9.38E-04,,,,,,,,
1288.9407,9.93E-04,,,,,,,,
1289.0405,0.00107,,,,,,,,
1289.1407,0.00108,,,,,,,,
1289.2407,0.00114,,,,,,,,
1289.3407,0.00119,,,,,,,,
1289.4407,0.00123,,,,,,,,
1289.5406,0.00126,,,,,,,,
1289.6405,0.0013,,,,,,,,
1289.7407,0.00133,,,,,,,,
1289.8407,0.00137,,,,,,,,
1289.9407,0.00141,,,,,,,,
1290.0405,0.00147,,,,,,,,
1290.1407,0.00152,,,,,,,,
1290.2407,0.00156,,,,,,,,
1290.3405,0.00159,,,,,,,,
1290.4407,0.00163,,,,,,,,
1290.5406,0.00168,,,,,,,,
1290.6407,0.00171,,,,,,,,
1290.7407,0.00176,,,,,,,,
1290.8407,0.00181,,,,,,,,
1290.9407,0.00185,,,,,,,,
1291.0406,0.0019,,,,,,,,
1291.1407,0.00192,,,,,,,,
1291.2407,0.00198,,,,,,,,
1291.3407,0.00202,,,,,,,,
1291.4407,0.00205,,,,,,,,
1291.5406,0.00212,,,,,,,,
1291.6407,0.00214,,,,,,,,
1291.7407,0.00218,,,,,,,,
1291.8407,0.00221,,,,,,,,
1291.9407,0.00227,,,,,,,,
1292.0406,0.00232,,,,,,,,
1292.1407,0.00236,,,,,,,,
1292.2407,0.00238,,,,,,,,
1292.3407,0.00243,,,,,,,,
1292.4407,0.00248,,,,,,,,
1292.5406,0.00252,,,,,,,,
1292.6407,0.00256,,,,,,,,
1292.7407,0.00261,,,,,,,,
1292.8407,0.00264,,,,,,,,
1292.9407,0.00268,,,,,,,,
1293.0406,0.00274,,,,,,,,
1293.1407,0.00278,,,,,,,,
1293.2407,0.00284,,,,,,,,
1293.3407,0.00286,,,,,,,,
1293.4407,0.00291,,,,,,,,
1293.5406,0.00295,,,,,,,,
1293.6407,0.00297,,,,,,,,
1293.7407,0.00303,,,,,,,,
1293.8407,0.00309,,,,,,,,
1293.9407,0.00314,,,,,,,,
1294.0406,0.00314,,,,,,,,
1294.1407,0.00319,,,,,,,,
1294.2407,0.00325,,,,,,,,
1294.3407,0.00329,,,,,,,,
1294.4407,0.00332,,,,,,,,
1294.5406,0.00336,,,,,,,,
1294.6407,0.00342,,,,,,,,
1294.7407,0.00343,,,,,,,,
1294.8407,0.0035,,,,,,,,
1294.9407,0.00356,,,,,,,,
1295.0406,0.00358,,,,,,,,
1295.1407,0.00362,,,,,,,,
1295.2407,0.00365,,,,,,,,
1295.3407,0.0037,,,,,,,,
1295.4407,0.00373,,,,,,,,
1295.5406,0.00378,,,,,,,,
1295.6407,0.00384,,,,,,,,
1295.7407,0.00388,,,,,,,,
1295.8407,0.00391,,,,,,,,
1295.9407,0.00395,,,,,,,,
1296.0406,0.00399,,,,,,,,
1296.1407,0.00405,,,,,,,,
1296.2407,0.00409,,,,,,,,
1296.3407,0.00411,,,,,,,,
1296.4407,0.00415,,,,,,,,
1296.5406,0.00422,,,,,,,,
1296.6407,0.00426,,,,,,,,
1296.7407,0.00429,,,,,,,,
1296.8407,0.00435,,,,,,,,
1296.9407,0.0044,,,,,,,,
1297.0406,0.00442,,,,,,,,
1297.1407,0.00444,,,,,,,,
1297.2407,0.00451,,,,,,,,
1297.3407,0.00453,,,,,,,,
1297.4407,0.0046,,,,,,,,
1297.5406,0.00463,,,,,,,,
1297.6407,0.00468,,,,,,,,
1297.7407,0.00473,,,,,,,,
1297.8407,0.00476,,,,,,,,
1297.9407,0.00481,,,,,,,,
1298.0406,0.00486,,,,,,,,
1298.1407,0.00488,,,,,,,,
1298.2407,0.00491,,,,,,,,
1298.3407,0.00496,,,,,,,,
1298.4407,0.00504,,,,,,,,
1298.5406,0.00507,,,,,,,,
1298.6407,0.00511,,,,,,,,
1298.7407,0.00515,,,,,,,,
1298.8407,0.00519,,,,,,,,
1298.9407,0.00521,,,,,,,,
1299.0406,0.00527,,,,,,,,
1299.1407,0.0053,,,,,,,,
1299.2407,0.00535,,,,,,,,
1299.3407,0.00539,,,,,,,,
1299.4407,0.00544,,,,,,,,
1299.5406,0.0055,,,,,,,,
1299.6407,0.00553,,,,,,,,
1299.7407,0.00557,,,,,,,,
1299.8407,0.00561,,,,,,,,
1299.9407,0.00564,,,,,,,,
1300.0406,0.00568,,,,,,,,
1300.1407,0.00573,,,,,,,,
1300.2407,0.00578,,,,,,,,
1300.3407,0.00582,,,,,,,,
1300.4407,0.00587,,,,,,,,
1300.5406,0.00589,,,,,,,,
1300.6407,0.00596,,,,,,,,
1300.7407,0.00599,,,,,,,,
1300.8407,0.00605,,,,,,,,
1300.9407,0.00607,,,,,,,,
1301.0406,0.00612,,,,,,,,
1301.1407,0.00616,,,,,,,,
1301.2407,0.00619,,,,,,,,
1301.3407,0.00624,,,,,,,,
1301.4407,0.00629,,,,,,,,
1301.5406,0.00635,,,,,,,,
1301.6407,0.00638,,,,,,,,
1301.7407,0.00642,,,,,,,,
1301.8407,0.00645,,,,,,,,
1301.9407,0.00649,,,,,,,,
1302.0406,0.00654,,,,,,,,
1302.1407,0.00659,,,,,,,,
1302.2407,0.00663,,,,,,,,
1302.3407,0.00668,,,,,,,,
1302.4407,0.0067,,,,,,,,
1302.5406,0.00676,,,,,,,,
1302.6407,0.00681,,,,,,,,
1302.7407,0.00685,,,,,,,,
1302.8407,0.00688,,,,,,,,
1302.9407,0.00692,,,,,,,,
1303.0406,0.00695,,,,,,,,
1303.1407,0.00701,,,,,,,,
1303.2407,0.00706,,,,,,,,
1303.3407,0.00711,,,,,,,,
1303.4407,0.00715,,,,,,,,
1303.5406,0.00718,,,,,,,,
1303.6407,0.0072,,,,,,,,
1303.7407,0.00726,,,,,,,,
1303.8407,0.00728,,,,,,,,
1303.9407,0.00735,,,,,,,,
1304.0406,0.00736,,,,,,,,
1304.1407,0.00744,,,,,,,,
1304.2407,0.00745,,,,,,,,
1304.3407,0.00751,,,,,,,,
1304.4407,0.00756,,,,,,,,
1304.5406,0.00761,,,,,,,,
1304.6407,0.00765,,,,,,,,
1304.7407,0.00765,,,,,,,,
1304.8407,0.00772,,,,,,,,
1304.9407,0.00776,,,,,,,,
1305.0406,0.00781,,,,,,,,
1305.1407,0.00786,,,,,,,,
1305.2407,0.00789,,,,,,,,
1305.3407,0.00796,,,,,,,,
1305.4407,0.00797,,,,,,,,
1305.5406,0.00801,,,,,,,,
1305.6407,0.00808,,,,,,,,
1305.7407,0.00811,,,,,,,,
1305.8407,0.00816,,,,,,,,
1305.9407,0.00816,,,,,,,,
1306.0406,0.00825,,,,,,,,
1306.1407,0.00828,,,,,,,,
1306.2407,0.00833,,,,,,,,
1306.3407,0.00836,,,,,,,,
1306.4407,0.00841,,,,,,,,
1306.5406,0.00845,,,,,,,,
1306.6407,0.00847,,,,,,,,
1306.7407,0.00853,,,,,,,,
1306.8407,0.00857,,,,,,,,
1306.9407,0.00863,,,,,,,,
1307.0406,0.00866,,,,,,,,
1307.1407,0.0087,,,,,,,,
1307.2407,0.00876,,,,,,,,
1307.3407,0.00876,,,,,,,,
1307.4407,0.00881,,,,,,,,
1307.5406,0.00886,,,,,,,,
1307.6407,0.0089,,,,,,,,
1307.7407,0.00894,,,,,,,,
1307.8407,0.00898,,,,,,,,
1307.9407,0.00905,,,,,,,,
1308.0406,0.00908,,,,,,,,
1308.1407,0.00912,,,,,,,,
1308.2407,0.00917,,,,,,,,
1308.3407,0.00922,,,,,,,,
1308.4407,0.00924,,,,,,,,
1308.5406,0.00927,,,,,,,,
1308.6407,0.00931,,,,,,,,
1308.7407,0.00937,,,,,,,,
1308.8407,0.0094,,,,,,,,
1308.9407,0.00946,,,,,,,,
1309.0406,0.00951,,,,,,,,
1309.1407,0.00955,,,,,,,,
1309.2407,0.00959,,,,,,,,
1309.3407,0.00963,,,,,,,,
1309.4407,0.00967,,,,,,,,
1309.5406,0.0097,,,,,,,,
1309.6407,0.00975,,,,,,,,
1309.7407,0.00979,,,,,,,,
1309.8407,0.00984,,,,,,,,
1309.9407,0.00989,,,,,,,,
1310.0406,0.00993,,,,,,,,
1310.1407,0.00997,,,,,,,,
1310.2407,0.00999,,,,,,,,
1310.3407,0.01006,,,,,,,,
1310.4407,0.01007,,,,,,,,
1310.5406,0.01013,,,,,,,,
1310.6407,0.01019,,,,,,,,
1310.7407,0.01023,,,,,,,,
1310.8407,0.01025,,,,,,,,
1310.9407,0.0103,,,,,,,,
1311.0406,0.01035,,,,,,,,
1311.1407,0.01037,,,,,,,,
1311.2407,0.01041,,,,,,,,
1311.3407,0.01046,,,,,,,,
1311.4407,0.0105,,,,,,,,
1311.5406,0.01055,,,,,,,,
1311.6407,0.01059,,,,,,,,
1311.7407,0.01066,,,,,,,,
1311.8407,0.0107,,,,,,,,
1311.9407,0.01074,,,,,,,,
1312.0406,0.01078,,,,,,,,
1312.1407,0.01081,,,,,,,,
1312.2407,0.01086,,,,,,,,
1312.3407,0.01088,,,,,,,,
1312.4407,0.01094,,,,,,,,
1312.5406,0.01098,,,,,,,,
1312.6407,0.01102,,,,,,,,
1312.7407,0.01108,,,,,,,,
1312.8407,0.0111,,,,,,,,
1312.9407,0.01115,,,,,,,,
1313.0406,0.01118,,,,,,,,
1313.1407,0.01121,,,,,,,,
1313.2407,0.01128,,,,,,,,
1313.3407,0.01132,,,,,,,,
1313.4407,0.01137,,,,,,,,
1313.5406,0.0114,,,,,,,,
1313.6407,0.01145,,,,,,,,
1313.7407,0.01149,,,,,,,,
1313.8407,0.01152,,,,,,,,
1313.9407,0.01157,,,,,,,,
1314.0406,0.01162,,,,,,,,
1314.1407,0.01165,,,,,,,,
1314.2407,0.01168,,,,,,,,
1314.3407,0.01173,,,,,,,,
1314.4407,0.01178,,,,,,,,
1314.5406,0.01184,,,,,,,,
1314.6407,0.01189,,,,,,,,
1314.7407,0.01191,,,,,,,,
1314.8407,0.01196,,,,,,,,
1314.9407,0.01198,,,,,,,,
1315.0406,0.01203,,,,,,,,
1315.1407,0.01207,,,,,,,,
1315.2407,0.01212,,,,,,,,
1315.3407,0.01216,,,,,,,,
1315.4407,0.0122,,,,,,,,
1315.5406,0.01225,,,,,,,,
1315.6407,0.01229,,,,,,,,
1315.7407,0.01232,,,,,,,,
1315.8407,0.01237,,,,,,,,
1315.9407,0.0124,,,,,,,,
1316.0406,0.01246,,,,,,,,
1316.1407,0.01247,,,,,,,,
1316.2407,0.01254,,,,,,,,
1316.3407,0.01259,,,,,,,,
1316.4407,0.01265,,,,,,,,
1316.5406,0.01266,,,,,,,,
1316.6407,0.01271,,,,,,,,
1316.7407,0.01275,,,,,,,,
1316.8407,0.01279,,,,,,,,
1316.9407,0.01282,,,,,,,,
1317.0406,0.01289,,,,,,,,
1317.1407,0.01293,,,,,,,,
1317.2407,0.01298,,,,,,,,
1317.3407,0.013,,,,,,,,
1317.4407,0.01305,,,,,,,,
1317.5406,0.0131,,,,,,,,
1317.6407,0.01313,,,,,,,,
1317.7407,0.01318,,,,,,,,
1317.8407,0.01321,,,,,,,,
1317.9407,0.01327,,,,,,,,
1318.0406,0.01329,,,,,,,,
1318.1407,0.01334,,,,,,,,
1318.2407,0.0134,,,,,,,,
1318.3407,0.01344,,,,,,,,
1318.4407,0.01347,,,,,,,,
1318.5406,0.01351,,,,,,,,
1318.6407,0.01356,,,,,,,,
1318.7407,0.0136,,,,,,,,
1318.8407,0.01364,,,,,,,,
1318.9407,0.01369,,,,,,,,
1319.0406,0.01371,,,,,,,,
1319.1407,0.01375,,,,,,,,
1319.2407,0.01382,,,,,,,,
1319.3407,0.01384,,,,,,,,
1319.4407,0.01389,,,,,,,,
1319.5406,0.01394,,,,,,,,
1319.6407,0.01395,,,,,,,,
1319.7407,0.01401,,,,,,,,
1319.8407,0.01408,,,,,,,,
1319.9407,0.01411,,,,,,,,
1320.0406,0.01416,,,,,,,,
1320.1407,0.01422,,,,,,,,
1320.2407,0.01425,,,,,,,,
1320.3407,0.01428,,,,,,,,
1320.4407,0.0143,,,,,,,,
1320.5406,0.01436,,,,,,,,
1320.6407,0.0144,,,,,,,,
1320.7407,0.01443,,,,,,,,
1320.8407,0.01448,,,,,,,,
1320.9407,0.01454,,,,,,,,
1321.0406,0.01457,,,,,,,,
1321.1407,0.01462,,,,,,,,
1321.2407,0.01466,,,,,,,,
1321.3407,0.01473,,,,,,,,
1321.4407,0.01475,,,,,,,,
1321.5406,0.01477,,,,,,,,
1321.6407,0.0148,,,,,,,,
1321.7407,0.01482,,,,,,,,
1321.8407,0.01476,,,,,,,,
1321.9407,0.01475,,,,,,,,
1322.0406,0.01472,,,,,,,,
1322.1407,0.01468,,,,,,,,
1322.2407,0.01465,,,,,,,,
1322.3407,0.0146,,,,,,,,
1322.4407,0.01458,,,,,,,,
1322.5406,0.01453,,,,,,,,
1322.6407,0.01449,,,,,,,,
1322.7407,0.01446,,,,,,,,
1322.8407,0.01442,,,,,,,,
1322.9407,0.01442,,,,,,,,
1323.0406,0.01435,,,,,,,,
1323.1407,0.01432,,,,,,,,
1323.2407,0.01429,,,,,,,,
1323.3407,0.01423,,,,,,,,
1323.4407,0.0142,,,,,,,,
1323.5406,0.01415,,,,,,,,
1323.6407,0.01413,,,,,,,,
1323.7407,0.01408,,,,,,,,
1323.8407,0.01405,,,,,,,,
1323.9407,0.01402,,,,,,,,
1324.0406,0.01398,,,,,,,,
1324.1407,0.01396,,,,,,,,
1324.2407,0.01389,,,,,,,,
1324.3407,0.01384,,,,,,,,
1324.4407,0.01382,,,,,,,,
1324.5406,0.01376,,,,,,,,
1324.6407,0.01374,,,,,,,,
1324.7407,0.01373,,,,,,,,
1324.8407,0.01368,,,,,,,,
1324.9407,0.01363,,,,,,,,
1325.0406,0.0136,,,,,,,,
1325.1407,0.01355,,,,,,,,
1325.2407,0.01353,,,,,,,,
1325.3407,0.01349,,,,,,,,
1325.4407,0.01344,,,,,,,,
1325.5406,0.0134,,,,,,,,
1325.6407,0.01336,,,,,,,,
1325.7407,0.01334,,,,,,,,
1325.8407,0.01332,,,,,,,,
1325.9407,0.01327,,,,,,,,
1326.0406,0.01322,,,,,,,,
1326.1407,0.01318,,,,,,,,
1326.2407,0.01313,,,,,,,,
1326.3407,0.01311,,,,,,,,
1326.4407,0.01305,,,,,,,,
1326.5406,0.01305,,,,,,,,
1326.6407,0.01301,,,,,,,,
1326.7407,0.01296,,,,,,,,
1326.8407,0.01291,,,,,,,,
1326.9407,0.01287,,,,,,,,
1327.0406,0.01285,,,,,,,,
1327.1407,0.01279,,,,,,,,
1327.2407,0.01277,,,,,,,,
1327.3407,0.01271,,,,,,,,
1327.4407,0.01267,,,,,,,,
1327.5406,0.01265,,,,,,,,
1327.6407,0.0126,,,,,,,,
1327.7407,0.01258,,,,,,,,
1327.8407,0.01254,,,,,,,,
1327.9407,0.01249,,,,,,,,
1328.0406,0.01245,,,,,,,,
1328.1407,0.0124,,,,,,,,
1328.2407,0.01238,,,,,,,,
1328.3407,0.01234,,,,,,,,
1328.4407,0.01229,,,,,,,,
1328.5406,0.01226,,,,,,,,
1328.6407,0.01223,,,,,,,,
1328.7407,0.01216,,,,,,,,
1328.8407,0.01214,,,,,,,,
1328.9407,0.0121,,,,,,,,
1329.0406,0.01206,,,,,,,,
1329.1407,0.01203,,,,,,,,
1329.2407,0.01197,,,,,,,,
1329.3407,0.01196,,,,,,,,
1329.4407,0.01192,,,,,,,,
1329.5406,0.01189,,,,,,,,
1329.6407,0.01185,,,,,,,,
1329.7407,0.01182,,,,,,,,
1329.8407,0.01177,,,,,,,,
1329.9407,0.01173,,,,,,,,
1330.0406,0.01169,,,,,,,,
1330.1407,0.01167,,,,,,,,
1330.2407,0.0116,,,,,,,,
1330.3407,0.01155,,,,,,,,
1330.4407,0.01151,,,,,,,,
1330.5406,0.01147,,,,,,,,
1330.6407,0.01145,,,,,,,,
1330.7407,0.0114,,,,,,,,
1330.8407,0.01136,,,,,,,,
1330.9407,0.01132,,,,,,,,
1331.0406,0.0113,,,,,,,,
1331.1407,0.01123,,,,,,,,
1331.2407,0.0112,,,,,,,,
1331.3407,0.01117,,,,,,,,
1331.4407,0.0111,,,,,,,,
1331.5406,0.01108,,,,,,,,
1331.6407,0.01105,,,,,,,,
1331.7407,0.011,,,,,,,,
1331.8407,0.01094,,,,,,,,
1331.9407,0.01094,,,,,,,,
1332.0406,0.01088,,,,,,,,
1332.1407,0.01084,,,,,,,,
1332.2407,0.01081,,,,,,,,
1332.3407,0.01075,,,,,,,,
1332.4407,0.01071,,,,,,,,
1332.5406,0.01068,,,,,,,,
1332.6407,0.01064,,,,,,,,
1332.7407,0.01059,,,,,,,,
1332.8407,0.01056,,,,,,,,
1332.9407,0.0105,,,,,,,,
1333.0406,0.01046,,,,,,,,
1333.1407,0.01044,,,,,,,,
1333.2407,0.01039,,,,,,,,
1333.3407,0.01035,,,,,,,,
1333.4407,0.01029,,,,,,,,
1333.5406,0.01025,,,,,,,,
1333.6407,0.01021,,,,,,,,
1333.7407,0.01018,,,,,,,,
1333.8407,0.01014,,,,,,,,
1333.9407,0.01013,,,,,,,,
1334.0406,0.01006,,,,,,,,
1334.1407,0.01002,,,,,,,,
1334.2407,0.00997,,,,,,,,
1334.3407,0.00995,,,,,,,,
1334.4407,0.0099,,,,,,,,
1334.5406,0.00984,,,,,,,,
1334.6407,0.00981,,,,,,,,
1334.7407,0.00976,,,,,,,,
1334.8407,0.00974,,,,,,,,
1334.9407,0.00968,,,,,,,,
1335.0406,0.00964,,,,,,,,
1335.1407,0.0096,,,,,,,,
1335.2407,0.00957,,,,,,,,
1335.3407,0.00953,,,,,,,,
1335.4407,0.00948,,,,,,,,
1335.5406,0.00944,,,,,,,,
1335.6407,0.0094,,,,,,,,
1335.7407,0.00933,,,,,,,,
1335.8407,0.00931,,,,,,,,
1335.9407,0.00927,,,,,,,,
1336.0406,0.00924,,,,,,,,
1336.1407,0.00921,,,,,,,,
1336.2407,0.00915,,,,,,,,
1336.3407,0.00911,,,,,,,,
1336.4407,0.00907,,,,,,,,
1336.5406,0.00902,,,,,,,,
1336.6407,0.00899,,,,,,,,
1336.7407,0.00896,,,,,,,,
1336.8407,0.0089,,,,,,,,
1336.9407,0.00886,,,,,,,,
1337.0406,0.00883,,,,,,,,
1337.1407,0.00878,,,,,,,,
1337.2407,0.00873,,,,,,,,
1337.3407,0.00869,,,,,,,,
1337.4407,0.00866,,,,,,,,
1337.5406,0.00862,,,,,,,,
1337.6407,0.00856,,,,,,,,
1337.7407,0.00853,,,,,,,,
1337.8407,0.00851,,,,,,,,
1337.9407,0.00845,,,,,,,,
1338.0406,0.00839,,,,,,,,
1338.1407,0.00838,,,,,,,,
1338.2407,0.00833,,,,,,,,
1338.3407,0.00828,,,,,,,,
1338.4407,0.00823,,,,,,,,
1338.5406,0.0082,,,,,,,,
1338.6407,0.00815,,,,,,,,
1338.7407,0.0081,,,,,,,,
1338.8407,0.00807,,,,,,,,
1338.9407,0.00806,,,,,,,,
1339.0406,0.00799,,,,,,,,
1339.1407,0.00794,,,,,,,,
1339.2407,0.00791,,,,,,,,
1339.3407,0.00787,,,,,,,,
1339.4407,0.00782,,,,,,,,
1339.5406,0.00778,,,,,,,,
1339.6407,0.00774,,,,,,,,
1339.7407,0.00771,,,,,,,,
1339.8407,0.00768,,,,,,,,
1339.9407,0.00762,,,,,,,,
1340.0406,0.00757,,,,,,,,
1340.1407,0.00756,,,,,,,,
1340.2407,0.00749,,,,,,,,
1340.3407,0.00745,,,,,,,,
1340.4407,0.00743,,,,,,,,
1340.5406,0.00738,,,,,,,,
1340.6407,0.00734,,,,,,,,
1340.7407,0.00727,,,,,,,,
1340.8407,0.00727,,,,,,,,
1340.9407,0.00721,,,,,,,,
1341.0406,0.00716,,,,,,,,
1341.1407,0.00711,,,,,,,,
1341.2407,0.00709,,,,,,,,
1341.3407,0.00702,,,,,,,,
1341.4407,0.00698,,,,,,,,
1341.5406,0.00695,,,,,,,,
1341.6407,0.00691,,,,,,,,
1341.7407,0.00689,,,,,,,,
1341.8407,0.00681,,,,,,,,
1341.9407,0.0068,,,,,,,,
1342.0406,0.00676,,,,,,,,
1342.1407,0.0067,,,,,,,,
1342.2407,0.00667,,,,,,,,
1342.3407,0.0066,,,,,,,,
1342.4407,0.00658,,,,,,,,
1342.5406,0.00653,,,,,,,,
1342.6407,0.00649,,,,,,,,
1342.7407,0.00645,,,,,,,,
1342.8407,0.00641,,,,,,,,
1342.9407,0.00639,,,,,,,,
1343.0406,0.00633,,,,,,,,
1343.1407,0.00629,,,,,,,,
1343.2407,0.00623,,,,,,,,
1343.3407,0.00619,,,,,,,,
1343.4407,0.00614,,,,,,,,
1343.5406,0.00611,,,,,,,,
1343.6407,0.00608,,,,,,,,
1343.7407,0.00602,,,,,,,,
1343.8407,0.00599,,,,,,,,
1343.9407,0.00594,,,,,,,,
1344.0406,0.0059,,,,,,,,
1344.1407,0.00586,,,,,,,,
1344.2407,0.00582,,,,,,,,
1344.3407,0.00577,,,,,,,,
1344.4407,0.00573,,,,,,,,
1344.5406,0.00567,,,,,,,,
1344.6407,0.00564,,,,,,,,
1344.7407,0.00561,,,,,,,,
1344.8407,0.00557,,,,,,,,
1344.9407,0.00552,,,,,,,,
1345.0406,0.00549,,,,,,,,
1345.1407,0.00544,,,,,,,,
1345.2407,0.00538,,,,,,,,
1345.3407,0.00537,,,,,,,,
1345.4407,0.00533,,,,,,,,
1345.5406,0.0053,,,,,,,,
1345.6407,0.00523,,,,,,,,
1345.7407,0.0052,,,,,,,,
1345.8407,0.00516,,,,,,,,
1345.9407,0.0051,,,,,,,,
1346.0406,0.00506,,,,,,,,
1346.1407,0.00502,,,,,,,,
1346.2407,0.00499,,,,,,,,
1346.3407,0.00493,,,,,,,,
1346.4407,0.00491,,,,,,,,
1346.5406,0.00486,,,,,,,,
1346.6407,0.00481,,,,,,,,
1346.7407,0.00478,,,,,,,,
1346.8407,0.00471,,,,,,,,
1346.9407,0.00468,,,,,,,,
1347.0406,0.00464,,,,,,,,
1347.1407,0.0046,,,,,,,,
1347.2407,0.00457,,,,,,,,
1347.3407,0.00453,,,,,,,,
1347.4407,0.00448,,,,,,,,
1347.5406,0.00444,,,,,,,,
1347.6407,0.00439,,,,,,,,
1347.7407,0.00434,,,,,,,,
1347.8407,0.00433,,,,,,,,
1347.9407,0.00426,,,,,,,,
1348.0406,0.00424,,,,,,,,
1348.1407,0.00418,,,,,,,,
1348.2407,0.00412,,,,,,,,
1348.3407,0.00407,,,,,,,,
1348.4407,0.00406,,,,,,,,
1348.5409,0.004,,,,,,,,
1348.6407,0.00398,,,,,,,,
1348.7407,0.00393,,,,,,,,
1348.8407,0.00389,,,,,,,,
1348.9407,0.00384,,,,,,,,
1349.0406,0.00379,,,,,,,,
1349.1407,0.00378,,,,,,,,
1349.2407,0.00373,,,,,,,,
1349.3407,0.00368,,,,,,,,
1349.4407,0.00362,,,,,,,,
1349.5406,0.0036,,,,,,,,
1349.6409,0.00356,,,,,,,,
1349.7407,0.00351,,,,,,,,
1349.8407,0.00347,,,,,,,,
1349.9407,0.00344,,,,,,,,
1350.0406,0.0034,,,,,,,,
1350.1409,0.00332,,,,,,,,
1350.2408,0.00329,,,,,,,,
1350.3409,0.00325,,,,,,,,
1350.4409,0.00319,,,,,,,,
1350.5409,0.00318,,,,,,,,
1350.6407,0.00312,,,,,,,,
1350.7408,0.0031,,,,,,,,
1350.8409,0.00303,,,,,,,,
1350.9407,0.00298,,,,,,,,
1351.0409,0.00296,,,,,,,,
1351.1409,0.00293,,,,,,,,
1351.2408,0.00289,,,,,,,,
1351.3409,0.00282,,,,,,,,
1351.4409,0.0028,,,,,,,,
1351.5406,0.00273,,,,,,,,
1351.6409,0.0027,,,,,,,,
1351.7408,0.00267,,,,,,,,
1351.8407,0.00263,,,,,,,,
1351.9409,0.00257,,,,,,,,
1352.0409,0.00252,,,,,,,,
1352.1409,0.00249,,,,,,,,
1352.2408,0.00245,,,,,,,,
1352.3409,0.00241,,,,,,,,
1352.4409,0.00238,,,,,,,,
1352.5409,0.00233,,,,,,,,
1352.6409,0.00229,,,,,,,,
1352.7408,0.00223,,,,,,,,
1352.8409,0.00217,,,,,,,,
1352.9409,0.00215,,,,,,,,
1353.0409,0.00212,,,,,,,,
1353.1409,0.00207,,,,,,,,
1353.2407,0.00201,,,,,,,,
1353.3409,0.002,,,,,,,,
1353.4409,0.00194,,,,,,,,
1353.5409,0.0019,,,,,,,,
1353.6409,0.00185,,,,,,,,
1353.7408,0.00183,,,,,,,,
1353.8407,0.00177,,,,,,,,
1353.9409,0.00174,,,,,,,,
1354.0409,0.0017,,,,,,,,
1354.1407,0.00163,,,,,,,,
1354.2408,0.00159,,,,,,,,
1354.3409,0.00156,,,,,,,,
1354.4409,0.00153,,,,,,,,
1354.5406,0.00148,,,,,,,,
1354.6409,0.00143,,,,,,,,
1354.7408,0.00139,,,,,,,,
1354.8407,0.00136,,,,,,,,
1354.9409,0.0013,,,,,,,,
1355.0409,0.00128,,,,,,,,
1355.1409,0.00121,,,,,,,,
1355.2408,0.00117,,,,,,,,
1355.3409,0.00112,,,,,,,,
1355.4409,0.00109,,,,,,,,
1355.5409,0.00104,,,,,,,,
1355.6409,0.00101,,,,,,,,
1355.7408,9.73E-04,,,,,,,,
1355.8409,9.11E-04,,,,,,,,
1355.9409,8.83E-04,,,,,,,,
1356.0409,8.42E-04,,,,,,,,
1356.1409,8.01E-04,,,,,,,,
1356.2408,7.59E-04,,,,,,,,
1356.3409,7.25E-04,,,,,,,,
1356.4409,6.77E-04,,,,,,,,
1356.5409,6.22E-04,,,,,,,,
1356.6409,5.94E-04,,,,,,,,
1356.7408,5.53E-04,,,,,,,,
1356.8409,4.98E-04,,,,,,,,
1356.9409,4.70E-04,,,,,,,,
1357.0409,4.22E-04,,,,,,,,
1357.1409,3.87E-04,,,,,,,,
1357.2408,3.46E-04,,,,,,,,
1357.3409,2.84E-04,,,,,,,,
1357.4409,2.50E-04,,,,,,,,
1357.5409,1.95E-04,,,,,,,,
1357.6409,1.67E-04,,,,,,,,
1357.7408,1.19E-04,,,,,,,,
1357.8409,7.06E-05,,,,,,,,
1357.9409,2.93E-05,,,,,,,,
1358.0409,-5.18E-06,,,,,,,,
1358.1409,-6.03E-05,,,,,,,,
1358.2408,-8.09E-05,,,,,,,,
1358.3409,-1.22E-04,,,,,,,,
1358.4409,-1.77E-04,,,,,,,,
1358.5409,-2.05E-04,,,,,,,,
1358.6409,-2.53E-04,,,,,,,,
