strain,stress,temp,type,title,max_strain,strain_rate
-0.00892,215.91552,,,,,
-0.00887,217.0848,,,,,
-0.00884,219.03359,,,,,
-0.00879,219.96902,,,,,
-0.00874,220.98239,,,,,
-0.0087,222.46348,,,,,
-0.00866,223.71071,,,,,
-0.00862,224.33433,,,,,
-0.00857,225.58153,,,,,
-0.00853,226.98468,,,,,
-0.0085,227.60831,,,,,
-0.00844,229.01141,,,,,
-0.0084,229.86888,,,,,
-0.00836,231.27202,,,,,
-0.00834,232.05156,,,,,
-0.00827,233.22082,,,,,
-0.00823,234.2342,,,,,
-0.0082,235.16963,,,,,
-0.00815,236.33891,,,,,
-0.00811,237.43022,,,,,
-0.00807,238.13179,,,,,
-0.00802,239.61286,,,,,
-0.00799,240.54829,,,,,
-0.00793,241.32781,,,,,
-0.0079,242.80891,,,,,
-0.00786,243.66638,,,,,
-0.00781,244.4459,,,,,
-0.00777,245.53722,,,,,
-0.00775,246.39469,,,,,
-0.00771,247.48603,,,,,
-0.00766,248.34348,,,,,
-0.00762,249.35687,,,,,
-0.00757,250.21434,,,,,
-0.00752,251.14975,,,,,
-0.00749,251.53951,,,,,
-0.00744,253.1765,,,,,
-0.00742,253.72217,,,,,
-0.00736,254.42373,,,,,
-0.00732,255.593,,,,,
-0.00727,256.29456,,,,,
-0.00724,256.84024,,,,,
-0.0072,257.77566,,,,,
-0.00714,258.39927,,,,,
-0.00712,259.41265,,,,,
-0.00707,260.27013,,,,,
-0.00703,261.1276,,,,,
-0.00699,261.90709,,,,,
-0.00696,262.45277,,,,,
-0.00691,263.31022,,,,,
-0.00686,263.93384,,,,,
-0.00681,265.02516,,,,,
-0.00677,266.1165,,,,,
-0.00673,266.89602,,,,,
-0.00667,267.75349,,,,,
-0.00664,268.0653,,,,,
-0.00661,268.92277,,,,,
-0.00656,269.70229,,,,,
-0.00653,270.40385,,,,,
-0.00648,271.41723,,,,,
-0.00644,271.80699,,,,,
-0.0064,272.27471,,,,,
-0.00635,273.59987,,,,,
-0.00632,273.98963,,,,,
-0.00627,274.8471,,,,,
-0.00623,275.62664,,,,,
-0.00617,276.25025,,,,,
-0.00616,276.56205,,,,,
-0.00611,277.41952,,,,,
-0.00606,277.80928,,,,,
-0.006,278.58882,,,,,
-0.00596,279.05651,,,,,
-0.00593,279.75807,,,,,
-0.00589,280.45963,,,,,
-0.00584,281.39506,,,,,
-0.0058,281.70686,,,,,
-0.00578,282.09662,,,,,
-0.00573,282.9541,,,,,
-0.00567,283.8895,,,,,
-0.00565,284.27928,,,,,
-0.0056,284.98082,,,,,
-0.00554,285.83832,,,,,
-0.00551,286.22808,,,,,
-0.00548,286.77375,,,,,
-0.00543,287.39735,,,,,
-0.00538,288.02098,,,,,
-0.00535,288.48869,,,,,
-0.00531,289.1123,,,,,
-0.00527,289.58001,,,,,
-0.00523,290.51542,,,,,
-0.00516,291.5288,,,,,
-0.00512,291.99652,,,,,
-0.00507,292.15241,,,,,
-0.00505,292.54217,,,,,
-0.00503,293.39964,,,,,
-0.00497,293.86735,,,,,
-0.00493,293.71144,,,,,
-0.00487,294.64689,,,,,
-0.00484,294.95867,,,,,
-0.0048,296.05001,,,,,
-0.00474,296.36182,,,,,
-0.0047,296.59566,,,,,
-0.00467,296.98544,,,,,
-0.00463,297.3752,,,,,
-0.00457,298.1547,,,,,
-0.00456,298.85626,,,,,
-0.0045,299.16808,,,,,
-0.00445,299.55786,,,,,
-0.00441,300.10349,,,,,
-0.00435,301.03894,,,,,
-0.00434,301.35074,,,,,
-0.00427,301.58459,,,,,
-0.00423,302.59795,,,,,
-0.00421,302.83182,,,,,
-0.00415,303.37749,,,,,
-0.00411,303.92314,,,,,
-0.00406,304.3129,,,,,
-0.00403,304.6247,,,,,
-0.00399,305.17039,,,,,
-0.00394,305.63809,,,,,
-0.00391,306.02784,,,,,
-0.00385,306.49556,,,,,
-0.00383,306.80736,,,,,
-0.00377,307.35301,,,,,
-0.00374,307.74279,,,,,
-0.0037,308.21048,,,,,
-0.00366,308.21048,,,,,
-0.00361,308.6782,,,,,
-0.00354,309.14591,,,,,
-0.00353,309.45774,,,,,
-0.00348,310.00338,,,,,
-0.00343,310.4711,,,,,
-0.00342,310.86086,,,,,
-0.00337,311.25062,,,,,
-0.00331,311.48448,,,,,
-0.00326,312.26398,,,,,
-0.00323,312.5758,,,,,
-0.00318,312.88761,,,,,
-0.00312,313.27736,,,,,
-0.00309,313.58917,,,,,
-0.00307,314.05688,,,,,
-0.00301,314.36871,,,,,
-0.00299,314.99231,,,,,
-0.00295,315.69387,,,,,
-0.00289,316.23954,,,,,
-0.00285,315.92772,,,,,
-0.0028,316.55134,,,,,
-0.00275,316.86317,,,,,
-0.00273,317.01906,,,,,
-0.00269,317.87653,,,,,
-0.00263,317.87653,,,,,
-0.00261,318.34425,,,,,
-0.00256,318.50011,,,,,
-0.00251,319.04581,,,,,
-0.00246,318.88989,,,,,
-0.00244,319.43557,,,,,
-0.00239,319.82532,,,,,
-0.00233,319.74737,,,,,
-0.00231,320.371,,,,,
-0.00224,320.6828,,,,,
-0.00223,320.83869,,,,,
-0.00218,321.46231,,,,,
-0.00212,322.00798,,,,,
-0.0021,321.93003,,,,,
-0.00204,322.00798,,,,,
-0.00199,322.55361,,,,,
-0.00195,322.94339,,,,,
-0.00193,323.25522,,,,,
-0.00187,323.95678,,,,,
-0.00184,324.11267,,,,,
-0.0018,324.26856,,,,,
-0.00175,324.58038,,,,,
-0.00171,325.0481,,,,,
-0.00166,325.20399,,,,,
-0.00163,325.82761,,,,,
-0.00158,325.9835,,,,,
-0.00153,326.06148,,,,,
-0.0015,326.52917,,,,,
-0.00146,326.76302,,,,,
-0.00144,326.76302,,,,,
-0.00136,326.841,,,,,
-0.00133,327.1528,,,,,
-0.00129,327.77643,,,,,
-0.00124,328.24412,,,,,
-0.00121,328.16619,,,,,
-0.00115,328.47797,,,,,
-0.00113,328.47797,,,,,
-0.00108,328.71183,,,,,
-0.00104,328.94568,,,,,
-9.90E-04,329.25748,,,,,
-9.35E-04,329.56931,,,,,
-9.14E-04,329.88111,,,,,
-8.59E-04,330.42678,,,,,
-8.38E-04,330.27089,,,,,
-7.76E-04,330.73858,,,,,
-7.15E-04,331.2063,,,,,
-6.94E-04,331.2063,,,,,
-6.46E-04,331.59606,,,,,
-6.11E-04,331.75195,,,,,
-5.56E-04,331.90786,,,,,
-5.22E-04,332.37555,,,,,
-4.94E-04,332.68738,,,,,
-4.46E-04,332.92124,,,,,
-3.98E-04,332.76533,,,,,
-3.63E-04,333.15509,,,,,
-3.36E-04,333.54485,,,,,
-2.60E-04,334.16845,,,,,
-2.19E-04,334.0905,,,,,
-1.91E-04,334.16845,,,,,
-1.57E-04,334.24641,,,,,
-1.08E-04,334.24641,,,,,
-6.72E-05,334.63617,,,,,
-3.27E-05,334.32436,,,,,
2.93E-05,334.87001,,,,,
7.06E-05,335.41571,,,,,
1.12E-04,335.41571,,,,,
1.46E-04,335.72749,,,,,
1.88E-04,335.64955,,,,,
2.57E-04,336.27318,,,,,
2.63E-04,336.03931,,,,,
3.12E-04,336.42905,,,,,
3.67E-04,336.66292,,,,,
4.01E-04,337.05267,,,,,
4.49E-04,336.97474,,,,,
4.84E-04,337.20859,,,,,
5.32E-04,337.83221,,,,,
5.73E-04,337.67628,,,,,
6.15E-04,338.06606,,,,,
6.70E-04,338.29991,,,,,
6.90E-04,338.45582,,,,,
7.66E-04,338.76762,,,,,
7.87E-04,338.68969,,,,,
8.35E-04,338.92353,,,,,
8.76E-04,339.39122,,,,,
9.11E-04,339.07942,,,,,
9.52E-04,339.70305,,,,,
0.00101,339.78098,,,,,
0.00104,339.39122,,,,,
0.00107,339.78098,,,,,
0.00112,339.85894,,,,,
0.00117,340.40461,,,,,
0.00123,340.40461,,,,,
0.00126,340.40461,,,,,
0.00129,340.32668,,,,,
0.00134,340.8723,,,,,
0.00138,340.8723,,,,,
0.00141,340.95028,,,,,
0.00146,341.418,,,,,
0.00152,341.34002,,,,,
0.00156,341.34002,,,,,
0.00159,342.19749,,,,,
0.00164,342.3534,,,,,
0.00168,342.19749,,,,,
0.00172,342.74316,,,,,
0.00176,342.3534,,,,,
0.00181,342.97703,,,,,
0.00185,342.89907,,,,,
0.00187,343.05496,,,,,
0.00193,343.21088,,,,,
0.00199,343.28883,,,,,
0.00201,343.67859,,,,,
0.00205,344.06835,,,,,
0.0021,343.91244,,,,,
0.00214,343.8345,,,,,
0.00217,343.99039,,,,,
0.00221,343.8345,,,,,
0.00227,343.99039,,,,,
0.00231,344.53606,,,,,
0.00238,344.69195,,,,,
0.00239,344.84787,,,,,
0.00245,344.53606,,,,,
0.00249,344.9258,,,,,
0.00253,345.08171,,,,,
0.00257,345.23762,,,,,
0.00261,345.39354,,,,,
0.00268,345.54943,,,,,
0.00269,345.54943,,,,,
0.00274,345.62738,,,,,
0.0028,345.78327,,,,,
0.00283,345.93918,,,,,
0.00288,346.17305,,,,,
0.00289,346.4069,,,,,
0.00298,346.79666,,,,,
0.00299,346.64074,,,,,
0.00302,347.03053,,,,,
0.00307,346.7187,,,,,
0.00312,347.03053,,,,,
0.00316,347.34231,,,,,
0.0032,347.26437,,,,,
0.00325,347.49822,,,,,
0.00329,347.65413,,,,,
0.00333,347.65413,,,,,
0.00337,347.81004,,,,,
0.00342,347.81004,,,,,
0.00345,347.888,,,,,
0.00349,347.96593,,,,,
0.00353,348.04389,,,,,
0.00358,348.27773,,,,,
0.00363,348.90136,,,,,
0.00368,348.35569,,,,,
0.00371,348.5116,,,,,
0.00378,348.58954,,,,,
0.00379,348.82341,,,,,
0.00384,348.97932,,,,,
0.00389,349.21316,,,,,
0.00392,348.97932,,,,,
0.00398,349.13521,,,,,
0.004,349.68088,,,,,
0.00406,349.83677,,,,,
0.0041,349.83677,,,,,
0.00413,349.83677,,,,,
0.00417,349.68088,,,,,
0.00421,350.22653,,,,,
0.00426,350.30451,,,,,
0.00429,350.30451,,,,,
0.00434,350.53835,,,,,
0.00439,350.77222,,,,,
0.00443,350.30451,,,,,
0.00446,350.38246,,,,,
0.00452,350.77222,,,,,
0.00455,350.69424,,,,,
0.00459,350.4604,,,,,
0.00462,350.85015,,,,,
0.00468,351.00607,,,,,
0.00473,351.23994,,,,,
0.00477,350.85015,,,,,
0.0048,351.084,,,,,
0.00486,350.77222,,,,,
0.00488,351.16196,,,,,
0.00493,351.78556,,,,,
0.00495,351.3958,,,,,
0.00503,351.31787,,,,,
0.00506,351.47378,,,,,
0.0051,351.70763,,,,,
0.00517,352.33125,,,,,
0.0052,352.01943,,,,,
0.00523,352.01943,,,,,
0.00528,352.01943,,,,,
0.00531,352.17534,,,,,
0.00536,352.72099,,,,,
0.00539,352.72099,,,,,
0.00541,352.5651,,,,,
0.00548,352.72099,,,,,
0.00555,353.03281,,,,,
0.00557,353.34462,,,,,
0.00562,353.26666,,,,,
0.00566,352.95486,,,,,
0.0057,352.72099,,,,,
0.00573,352.95486,,,,,
0.00579,353.34462,,,,,
0.00582,353.34462,,,,,
0.00588,353.26666,,,,,
0.0059,353.11075,,,,,
0.00595,353.81233,,,,,
0.00599,353.42255,,,,,
0.00604,353.89029,,,,,
0.00608,353.73438,,,,,
0.00612,353.65644,,,,,
0.00617,353.57846,,,,,
0.00621,353.65644,,,,,
0.00625,354.20209,,,,,
0.00631,354.20209,,,,,
0.00634,354.35798,,,,,
0.00639,354.35798,,,,,
0.00642,354.20209,,,,,
0.00646,354.59185,,,,,
0.0065,354.51389,,,,,
0.00654,354.82572,,,,,
0.00659,354.90365,,,,,
0.00664,354.82572,,,,,
0.00669,355.1375,,,,,
0.00672,355.21545,,,,,
0.00675,355.29341,,,,,
0.0068,355.05956,,,,,
0.00683,355.29341,,,,,
0.00688,355.37137,,,,,
0.00692,355.91704,,,,,
0.00696,355.29341,,,,,
0.00699,355.21545,,,,,
0.00705,355.29341,,,,,
0.0071,355.60521,,,,,
0.00714,355.91704,,,,,
0.00718,355.83906,,,,,
0.00721,355.76112,,,,,
0.00727,355.60521,,,,,
0.00731,355.60521,,,,,
0.00734,355.91704,,,,,
0.00738,356.1509,,,,,
0.00743,356.1509,,,,,
0.00748,356.46268,,,,,
0.00752,356.22884,,,,,
0.00756,356.38475,,,,,
0.0076,356.38475,,,,,
0.00764,356.6186,,,,,
0.00769,356.6186,,,,,
0.00772,356.85244,,,,,
0.00778,357.08631,,,,,
0.0078,357.00836,,,,,
0.00787,357.32016,,,,,
0.00791,357.08631,,,,,
0.00794,357.32016,,,,,
0.00798,357.24222,,,,,
0.00802,357.39811,,,,,
0.00807,357.16425,,,,,
0.0081,357.24222,,,,,
0.00815,357.47607,,,,,
0.0082,357.47607,,,,,
0.00822,357.554,,,,,
0.00829,357.63196,,,,,
0.00833,357.554,,,,,
0.00838,357.63196,,,,,
0.00841,357.47607,,,,,
0.00844,357.86583,,,,,
0.00849,357.94378,,,,,
0.00853,357.554,,,,,
0.00859,358.02172,,,,,
0.00863,358.02172,,,,,
0.00866,358.48943,,,,,
0.0087,358.09967,,,,,
0.00875,358.41148,,,,,
0.00881,358.09967,,,,,
0.00884,358.17763,,,,,
0.00889,358.56737,,,,,
0.00891,358.64532,,,,,
0.00897,358.64532,,,,,
0.00902,358.64532,,,,,
0.00904,358.80126,,,,,
0.00909,359.19099,,,,,
0.00912,358.95715,,,,,
0.00917,358.80126,,,,,
0.00921,359.19099,,,,,
0.00924,359.19099,,,,,
0.0093,359.11306,,,,,
0.00933,359.11306,,,,,
0.00937,359.34691,,,,,
0.00942,359.26895,,,,,
0.00947,359.19099,,,,,
0.0095,359.19099,,,,,
0.00954,359.42484,,,,,
0.00959,359.42484,,,,,
0.00962,359.26895,,,,,
0.00966,359.26895,,,,,
0.0097,359.19099,,,,,
0.00975,359.65871,,,,,
0.00982,359.89255,,,,,
0.00984,360.28231,,,,,
0.00988,360.04847,,,,,
0.00995,359.89255,,,,,
0.00998,359.81462,,,,,
0.01,360.1264,,,,,
0.01004,360.04847,,,,,
0.01011,360.1264,,,,,
0.01015,360.36027,,,,,
0.01019,360.90594,,,,,
0.01022,360.51618,,,,,
0.01028,360.59416,,,,,
0.01031,360.43825,,,,,
0.01034,360.51618,,,,,
0.01039,360.90594,,,,,
0.01043,360.90594,,,,,
0.01047,361.06185,,,,,
0.01052,360.90594,,,,,
0.01056,360.75003,,,,,
0.01059,360.75003,,,,,
0.01064,361.21772,,,,,
0.0107,360.90594,,,,,
0.01073,360.90594,,,,,
0.01081,361.21772,,,,,
0.01081,361.06185,,,,,
0.01086,361.29572,,,,,
0.0109,361.21772,,,,,
0.01094,361.06185,,,,,
0.01101,361.21772,,,,,
0.01104,361.21772,,,,,
0.01108,361.6075,,,,,
0.0111,361.52954,,,,,
0.01116,361.6075,,,,,
0.01121,361.45161,,,,,
0.01123,362.15319,,,,,
0.0113,361.99728,,,,,
0.01132,361.99728,,,,,
0.01136,362.30908,,,,,
0.0114,362.38702,,,,,
0.01144,362.07519,,,,,
0.0115,361.99728,,,,,
0.01153,362.2311,,,,,
0.01158,362.38702,,,,,
0.0116,362.30908,,,,,
0.01167,362.07519,,,,,
0.0117,362.07519,,,,,
0.01174,362.15319,,,,,
0.01178,362.30908,,,,,
0.01182,362.54295,,,,,
0.01186,362.2311,,,,,
0.01189,362.77678,,,,,
0.01194,362.69884,,,,,
0.01202,362.85475,,,,,
0.01203,362.93269,,,,,
0.01208,362.69884,,,,,
0.01211,362.54295,,,,,
0.01218,362.77678,,,,,
0.01221,363.08858,,,,,
0.01225,363.24447,,,,,
0.01231,362.93269,,,,,
0.01235,363.24447,,,,,
0.0124,363.55632,,,,,
0.01242,363.55632,,,,,
0.01248,363.63425,,,,,
0.01251,363.63425,,,,,
0.01256,363.55632,,,,,
0.01258,363.79016,,,,,
0.01265,363.86812,,,,,
0.01269,364.02403,,,,,
0.01274,364.02403,,,,,
0.01278,364.02403,,,,,
0.01282,364.02403,,,,,
0.01285,364.33581,,,,,
0.01287,364.33581,,,,,
0.01293,363.86812,,,,,
0.01297,364.02403,,,,,
0.01301,364.17992,,,,,
0.01307,364.2579,,,,,
0.01311,364.33581,,,,,
0.01315,364.33581,,,,,
0.01319,364.33581,,,,,
0.01322,364.49172,,,,,
0.01327,364.17992,,,,,
0.01331,364.2579,,,,,
0.01334,364.41379,,,,,
0.01338,364.56968,,,,,
0.01344,364.56968,,,,,
0.01346,364.49172,,,,,
0.01353,365.03737,,,,,
0.01357,365.11537,,,,,
0.0136,365.34919,,,,,
0.01365,365.11537,,,,,
0.01368,365.03737,,,,,
0.01374,365.11537,,,,,
0.01378,365.42715,,,,,
0.01382,365.03737,,,,,
0.01386,365.11537,,,,,
0.01391,365.50511,,,,,
0.01395,365.66097,,,,,
0.014,365.58306,,,,,
0.01402,365.66097,,,,,
0.0141,365.58306,,,,,
0.01411,365.27124,,,,,
0.01415,365.58306,,,,,
0.0142,365.73898,,,,,
0.01425,365.73898,,,,,
0.01428,365.66097,,,,,
0.01433,365.66097,,,,,
0.01439,366.05076,,,,,
0.01442,365.73898,,,,,
0.01444,365.73898,,,,,
0.0145,365.73898,,,,,
0.01455,365.97284,,,,,
0.01458,366.12871,,,,,
0.01462,366.20667,,,,,
0.01466,366.36256,,,,,
0.01473,366.20667,,,,,
0.01476,366.59643,,,,,
0.01479,366.44054,,,,,
0.01482,366.67441,,,,,
0.01487,364.56968,,,,,
0.01486,359.97053,,,,,
0.01482,354.04618,,,,,
0.0148,347.96593,,,,,
0.01478,342.11956,,,,,
0.01471,335.18184,,,,,
0.01469,328.94568,,,,,
0.01465,322.63159,,,,,
0.01462,315.84976,,,,,
0.01457,309.61365,,,,,
0.01455,303.29951,,,,,
0.01451,296.75158,,,,,
0.01448,290.0477,,,,,
0.01444,283.8895,,,,,
0.01439,277.49745,,,,,
0.01437,271.41723,,,,,
0.01432,264.94723,,,,,
0.01429,258.78903,,,,,
0.01423,252.31902,,,,,
0.01424,246.16084,,,,,
0.01417,239.53493,,,,,
0.01411,233.53264,,,,,
0.0141,227.37444,,,,,
0.01406,221.06034,,,,,
0.01402,214.74624,,,,,
0.01398,208.74395,,,,,
0.01395,202.6637,,,,,
0.01391,196.58348,,,,,
0.01387,190.50321,,,,,
0.01382,184.26707,,,,,
0.01378,178.18682,,,,,
0.01375,172.7302,,,,,
0.01372,167.42946,,,,,
0.01368,161.58307,,,,,
0.01365,155.65874,,,,,
0.01362,149.96827,,,,,
0.01358,144.35572,,,,,
0.01352,138.74319,,,,,
0.01351,133.20862,,,,,
0.01346,127.90789,,,,,
0.0134,122.2174,,,,,
0.01338,116.68282,,,,,
0.01335,111.38209,,,,,
0.01329,106.23727,,,,,
0.01324,101.09246,,,,,
0.01323,95.55787,,,,,
0.01318,90.3351,,,,,
0.01313,85.19028,,,,,
0.0131,80.43522,,,,,
0.01305,75.44629,,,,,
0.01302,70.45738,,,,,
0.01298,65.23461,,,,,
0.01295,60.63545,,,,,
0.01291,55.95833,,,,,
0.01288,50.96942,,,,,
0.01284,46.44821,,,,,
0.01278,42.16086,,,,,
0.01277,37.48375,,,,,
0.01272,33.11845,,,,,
0.01267,28.44134,,,,,
0.01264,23.92013,,,,,
0.01261,19.78868,,,,,
0.01256,15.89109,,,,,
0.0125,11.60374,,,,,
0.01249,8.25181,,,,,
0.01245,4.51012,,,,,
0.01241,0.92433,,,,,
0.01237,-3.20711,,,,,
0.01234,-7.02675,,,,,
0.01229,-11.1582,,,,,
0.01224,-15.05579,,,,,
0.01219,-19.577,,,,,
0.01218,-23.9423,,,,,
0.01215,-27.45013,,,,,
0.01209,-31.26978,,,,,
0.01203,-35.01147,,,,,
0.01201,-38.59725,,,,,
0.01198,-42.10508,,,,,
0.01193,-45.45701,,,,,
0.0119,-48.96485,,,,,
0.01185,-52.39472,,,,,
0.01179,-55.82461,,,,,
0.01176,-59.09858,,,,,
0.01172,-62.06075,,,,,
0.0117,-65.56859,,,,,
0.01164,-68.45281,,,,,
0.0116,-71.64883,,,,,
0.01156,-74.7669,,,,,
0.01153,-77.57318,,,,,
0.01148,-80.53534,,,,,
0.01143,-83.57546,,,,,
0.01139,-86.53763,,,,,
0.01136,-89.42185,,,,,
0.01133,-92.30606,,,,,
0.01126,-94.80053,,,,,
0.01123,-97.68475,,,,,
0.01121,-100.25716,,,,,
0.01114,-103.14138,,,,,
0.01112,-105.63583,,,,,
0.01108,-108.52005,,,,,
0.01104,-111.09246,,,,,
0.01099,-113.89873,,,,,
0.01094,-116.39319,,,,,
0.01092,-118.73174,,,,,
0.01086,-121.14824,,,,,
0.01083,-123.56476,,,,,
0.01078,-125.98127,,,,,
0.01075,-128.31982,,,,,
0.0107,-130.58043,,,,,
0.01065,-132.99692,,,,,
0.01062,-135.33548,,,,,
0.01058,-137.36223,,,,,
0.01056,-139.23308,,,,,
0.01048,-141.80548,,,,,
0.01044,-143.75428,,,,,
0.01044,-145.78103,,,,,
0.01037,-147.96368,,,,,
0.01032,-149.83453,,,,,
0.01028,-152.09513,,,,,
0.01025,-154.12188,,,,,
0.01021,-155.83682,,,,,
0.01017,-157.86357,,,,,
0.01014,-160.04622,,,,,
0.01008,-161.99502,,,,,
0.01005,-163.632,,,,,
0.00998,-165.81466,,,,,
0.00996,-167.76346,,,,,
0.00993,-169.55635,,,,,
0.00986,-171.42718,,,,,
0.00983,-172.83032,,,,,
0.00979,-175.01298,,,,,
0.00975,-176.88381,,,,,
0.00971,-178.67671,,,,,
0.00966,-180.07984,,,,,
0.00964,-181.71684,,,,,
0.00957,-183.58767,,,,,
0.00953,-184.99081,,,,,
0.0095,-186.62781,,,,,
0.00948,-188.34274,,,,,
0.00942,-189.512,,,,,
0.00937,-191.3049,,,,,
0.00933,-192.70803,,,,,
0.0093,-193.87734,,,,,
0.00926,-195.82612,,,,,
0.00922,-197.22925,,,,,
0.00917,-198.39853,,,,,
0.00915,-200.11347,,,,,
0.00909,-201.43865,,,,,
0.00904,-202.68588,,,,,
0.009,-204.40082,,,,,
0.00896,-205.88191,,,,,
0.0089,-206.97322,,,,,
0.00887,-208.37637,,,,,
0.00883,-209.93541,,,,,
0.0088,-211.18263,,,,,
0.00875,-212.74166,,,,,
0.0087,-213.75504,,,,,
0.00869,-215.39201,,,,,
0.00863,-216.56131,,,,,
0.00858,-217.73057,,,,,
0.00857,-219.21166,,,,,
0.00851,-220.22504,,,,,
0.00848,-221.47228,,,,,
0.00841,-222.87541,,,,,
0.00838,-224.12263,,,,,
0.00833,-225.13601,,,,,
0.0083,-226.53915,,,,,
0.00825,-227.78636,,,,,
0.00821,-228.64385,,,,,
0.00819,-229.81313,,,,,
0.00813,-230.90445,,,,,
0.00807,-231.99577,,,,,
0.00805,-233.39891,,,,,
0.008,-233.78867,,,,,
0.00796,-234.88001,,,,,
0.00792,-236.43902,,,,,
0.00788,-237.37445,,,,,
0.00785,-238.38781,,,,,
0.00779,-239.55711,,,,,
0.00774,-240.8823,,,,,
0.00772,-241.42793,,,,,
0.00769,-242.75314,,,,,
0.00762,-243.84445,,,,,
0.00757,-244.85782,,,,,
0.00755,-246.10505,,,,,
0.00751,-246.49481,,,,,
0.00747,-247.89795,,,,,
0.00741,-249.30107,,,,,
0.00738,-249.9247,,,,,
0.00734,-250.86013,,,,,
0.00729,-251.95145,,,,,
0.00726,-253.04277,,,,,
0.00723,-253.82226,,,,,
0.00718,-254.67973,,,,,
0.00712,-255.53721,,,,,
0.00709,-256.23879,,,,,
0.00703,-257.25215,,,,,
0.00701,-258.18758,,,,,
0.00699,-259.20097,,,,,
0.00692,-259.82457,,,,,
0.00689,-260.44818,,,,,
0.00683,-261.92928,,,,,
0.00681,-262.31901,,,,,
0.00676,-263.09855,,,,,
0.00672,-264.18989,,,,,
0.00665,-265.20326,,,,,
0.00662,-265.90482,,,,,
0.00659,-266.6064,,,,,
0.00656,-267.22998,,,,,
0.0065,-268.47724,,,,,
0.00645,-269.41264,,,,,
0.00641,-270.03627,,,,,
0.00638,-270.9717,,,,,
0.00633,-271.75122,,,,,
0.00628,-272.4528,,,,,
0.00625,-272.99843,,,,,
0.0062,-274.08977,,,,,
0.00616,-274.94724,,,,,
0.00612,-275.49289,,,,,
0.00609,-276.35036,,,,,
0.00601,-276.97399,,,,,
0.00599,-277.83146,,,,,
0.00597,-278.22122,,,,,
0.00591,-279.07867,,,,,
0.00589,-279.62434,,,,,
0.00583,-280.55977,,,,,
0.00581,-281.41724,,,,,
0.00575,-281.96289,,,,,
0.00569,-282.58652,,,,,
0.00566,-282.89832,,,,,
0.00562,-283.5999,,,,,
0.00559,-284.3794,,,,,
0.00552,-285.00303,,,,,
0.00549,-286.09437,,,,,
0.00544,-286.87386,,,,,
0.0054,-287.34155,,,,,
0.00535,-287.73134,,,,,
0.00531,-288.66676,,,,,
0.00528,-289.52424,,,,,
0.00523,-289.99195,,,,,
0.00519,-290.45964,,,,,
0.00517,-291.23918,,,,,
0.00514,-291.86281,,,,,
0.00508,-292.56437,,,,,
0.00502,-293.26591,,,,,
0.005,-293.81158,,,,,
0.00493,-294.35725,,,,,
0.00491,-295.13677,,,,,
0.00486,-295.76037,,,,,
0.00483,-296.30602,,,,,
0.00479,-296.77376,,,,,
0.00475,-297.31941,,,,,
0.00471,-297.86508,,,,,
0.00464,-298.80051,,,,,
0.0046,-299.11229,,,,,
0.00457,-299.73591,,,,,
0.00452,-300.12567,,,,,
0.00448,-300.59339,,,,,
0.00444,-301.45084,,,,,
0.0044,-301.52882,,,,,
0.00437,-302.23038,,,,,
0.00429,-302.69809,,,,,
0.00426,-303.47761,,,,,
0.00422,-304.17919,,,,,
0.0042,-304.41304,,,,,
0.00415,-305.27051,,,,,
0.0041,-305.58231,,,,,
0.00406,-306.36181,,,,,
0.00402,-306.75159,,,,,
0.004,-307.21928,,,,,
0.00393,-308.07675,,,,,
0.0039,-308.54449,,,,,
0.00385,-309.01218,,,,,
0.0038,-309.86965,,,,,
0.00376,-309.94759,,,,,
0.00373,-310.57122,,,,,
0.00367,-310.961,,,,,
0.00363,-311.35075,,,,,
0.0036,-311.81847,,,,,
0.00356,-312.52001,,,,,
0.00351,-313.06568,,,,,
0.00348,-313.29952,,,,,
0.00343,-313.8452,,,,,
0.0034,-314.07906,,,,,
0.00333,-314.70267,,,,,
0.0033,-314.93654,,,,,
0.00325,-315.71603,,,,,
0.0032,-316.18375,,,,,
0.00317,-316.41761,,,,,
0.00313,-316.5735,,,,,
0.0031,-317.19713,,,,,
0.00305,-317.97665,,,,,
0.003,-318.21049,,,,,
0.00296,-318.52232,,,,,
0.00293,-318.99003,,,,,
0.00288,-319.61364,,,,,
0.00281,-320.47109,,,,,
0.00279,-320.54907,,,,,
0.00275,-321.09472,,,,,
0.00272,-321.01678,,,,,
0.00265,-321.64039,,,,,
0.00262,-322.4199,,,,,
0.00258,-322.88762,,,,,
0.00254,-323.35531,,,,,
0.00252,-323.43329,,,,,
0.00246,-323.66713,,,,,
0.00243,-324.21278,,,,,
0.00238,-324.44665,,,,,
0.00231,-324.91434,,,,,
0.00229,-325.14821,,,,,
0.00225,-325.53797,,,,,
0.0022,-326.1616,,,,,
0.00215,-326.23953,,,,,
0.00212,-326.62929,,,,,
0.00207,-326.86316,,,,,
0.00203,-327.25292,,,,,
0.002,-327.72063,,,,,
0.00194,-327.9545,,,,,
0.0019,-328.5781,,,,,
0.00185,-328.73399,,,,,
0.00183,-329.12375,,,,,
0.00181,-329.35762,,,,,
0.00174,-329.74738,,,,,
0.00171,-330.21509,,,,,
0.00164,-330.68279,,,,,
0.00161,-330.99463,,,,,
0.00156,-330.99463,,,,,
0.00153,-331.69617,,,,,
0.00149,-332.08593,,,,,
0.00143,-332.31978,,,,,
0.00139,-332.70956,,,,,
0.00137,-333.25521,,,,,
