strain,stress,temp,type,title,max_strain,strain_rate
0.00191,-352.04161,,,,,
0.00187,-352.27546,,,,,
0.00183,-352.58726,,,,,
0.00179,-352.82113,,,,,
0.00176,-353.44473,,,,,
0.00171,-353.6786,,,,,
0.00167,-354.45812,,,,,
0.00161,-354.76992,,,,,
0.00156,-354.92583,,,,,
0.00154,-355.54944,,,,,
0.00149,-356.17307,,,,,
0.00148,-356.48487,,,,,
0.00142,-356.64076,,,,,
0.00139,-357.26438,,,,,
0.00132,-357.57616,,,,,
0.00129,-357.81003,,,,,
0.00125,-358.3557,,,,,
0.00119,-358.82342,,,,,
0.00118,-359.21318,,,,,
0.00111,-359.68089,,,,,
0.00106,-360.14858,,,,,
0.00103,-360.38245,,,,,
9.80E-04,-360.46041,,,,,
9.38E-04,-360.77221,,,,,
8.83E-04,-361.00606,,,,,
8.69E-04,-361.23992,,,,,
8.14E-04,-361.78557,,,,,
7.52E-04,-361.94151,,,,,
7.32E-04,-362.17538,,,,,
6.77E-04,-362.56511,,,,,
6.77E-04,-362.87694,,,,,
5.94E-04,-363.57845,,,,,
5.39E-04,-363.73436,,,,,
5.11E-04,-364.12415,,,,,
4.70E-04,-364.2021,,,,,
4.36E-04,-364.66979,,,,,
3.74E-04,-365.21549,,,,,
3.39E-04,-365.44931,,,,,
3.05E-04,-365.83907,,,,,
2.50E-04,-365.99498,,,,,
1.95E-04,-366.15087,,,,,
1.95E-04,-366.61863,,,,,
1.46E-04,-367.16423,,,,,
8.43E-05,-367.70993,,,,,
4.99E-05,-367.78788,,,,,
8.59E-06,-367.9438,,,,,
-4.65E-05,-368.17767,,,,,
-7.40E-05,-368.48944,,,,,
-1.15E-04,-368.5674,,,,,
-1.57E-04,-368.80127,,,,,
-1.91E-04,-369.11305,,,,,
-2.53E-04,-369.50283,,,,,
-2.94E-04,-369.89259,,,,,
-3.22E-04,-370.28232,,,,,
-3.70E-04,-370.28232,,,,,
-4.25E-04,-370.67211,,,,,
-4.39E-04,-370.59413,,,,,
-5.08E-04,-371.06189,,,,,
-5.70E-04,-371.52958,,,,,
-5.70E-04,-371.91934,,,,,
-6.39E-04,-371.91934,,,,,
-6.53E-04,-372.23114,,,,,
-7.28E-04,-372.38703,,,,,
-7.42E-04,-372.77681,,,,,
-7.83E-04,-373.08859,,,,,
-8.38E-04,-373.32246,,,,,
-8.66E-04,-373.71222,,,,,
-9.21E-04,-374.02406,,,,,
-9.62E-04,-374.10195,,,,,
-0.00102,-374.33582,,,,,
-0.00105,-374.64765,,,,,
-0.00107,-374.56964,,,,,
-0.00111,-375.34921,,,,,
-0.00118,-375.97283,,,,,
-0.00123,-376.36257,,,,,
-0.00126,-376.05077,,,,,
-0.00131,-376.05077,,,,,
-0.00134,-376.28459,,,,,
-0.00137,-376.51846,,,,,
-0.00142,-376.59644,,,,,
-0.00146,-376.9862,,,,,
-0.00152,-377.14209,,,,,
-0.00153,-377.37596,,,,,
-0.00159,-377.76571,,,,,
-0.00164,-377.76571,,,,,
-0.00169,-377.92163,,,,,
-0.00172,-378.15549,,,,,
-0.00177,-378.31138,,,,,
-0.00182,-378.31138,,,,,
-0.00184,-378.77908,,,,,
-0.00191,-379.0909,,,,,
-0.00193,-379.71446,,,,,
-0.00198,-379.94835,,,,,
-0.00204,-380.26015,,,,,
-0.00208,-380.18227,,,,,
-0.00212,-380.10426,,,,,
-0.00215,-380.26015,,,,,
-0.00218,-380.88383,,,,,
-0.00224,-381.42941,,,,,
-0.00227,-381.74128,,,,,
-0.00232,-381.66332,,,,,
-0.00237,-381.9751,,,,,
-0.00239,-382.20897,,,,,
-0.00244,-381.9751,,,,,
-0.0025,-382.20897,,,,,
-0.00253,-382.67666,,,,,
-0.00258,-382.59875,,,,,
-0.00264,-382.59875,,,,,
-0.00265,-382.83257,,,,,
-0.0027,-383.06644,,,,,
-0.00274,-383.30031,,,,,
-0.00278,-383.30031,,,,,
-0.00285,-383.61214,,,,,
-0.00287,-383.53416,,,,,
-0.00293,-383.92389,,,,,
-0.00295,-384.15776,,,,,
-0.00299,-384.3137,,,,,
-0.00303,-384.39158,,,,,
-0.00308,-384.78139,,,,,
-0.00315,-384.78139,,,,,
-0.00316,-384.39158,,,,,
-0.00323,-384.85932,,,,,
-0.00325,-385.56091,,,,,
-0.00331,-385.95064,,,,,
-0.00333,-386.18451,,,,,
-0.00337,-386.18451,,,,,
-0.00343,-386.10653,,,,,
-0.00346,-386.41833,,,,,
-0.0035,-386.49633,,,,,
-0.00354,-386.57427,,,,,
-0.0036,-387.04201,,,,,
-0.00363,-387.04201,,,,,
-0.00368,-387.11992,,,,,
-0.00372,-387.19789,,,,,
-0.00376,-387.5097,,,,,
-0.00379,-387.74357,,,,,
-0.00383,-387.82148,,,,,
-0.00388,-387.97739,,,,,
-0.00394,-387.89946,,,,,
-0.00398,-388.21126,,,,,
-0.00401,-388.28926,,,,,
-0.00404,-388.44513,,,,,
-0.0041,-388.67897,,,,,
-0.00416,-388.60102,,,,,
-0.00417,-388.52308,,,,,
-0.00424,-388.91284,,,,,
-0.00426,-388.83484,,,,,
-0.0043,-388.75695,,,,,
-0.00435,-388.99077,,,,,
-0.00439,-389.84827,,,,,
-0.00445,-389.84827,,,,,
-0.00449,-390.08209,,,,,
-0.00454,-390.16007,,,,,
-0.00457,-390.08209,,,,,
-0.0046,-390.16007,,,,,
-0.00463,-390.4719,,,,,
-0.0047,-390.70577,,,,,
-0.00474,-390.78365,,,,,
-0.00478,-391.01752,,,,,
-0.00482,-391.01752,,,,,
-0.00486,-391.25135,,,,,
-0.00491,-391.40728,,,,,
-0.00495,-391.64115,,,,,
-0.00497,-391.40728,,,,,
-0.00504,-391.48526,,,,,
-0.00507,-391.56319,,,,,
-0.00513,-391.71913,,,,,
-0.00515,-391.79704,,,,,
-0.0052,-392.03091,,,,,
-0.00527,-391.79704,,,,,
-0.00528,-391.87502,,,,,
-0.00533,-392.57658,,,,,
-0.00538,-392.42069,,,,,
-0.0054,-392.42069,,,,,
-0.00545,-392.57658,,,,,
-0.0055,-392.65451,,,,,
-0.00555,-392.96629,,,,,
-0.00558,-392.96629,,,,,
-0.00564,-393.35607,,,,,
-0.00569,-393.20021,,,,,
-0.00572,-393.20021,,,,,
-0.00575,-393.35607,,,,,
-0.00578,-393.43408,,,,,
-0.00583,-393.82379,,,,,
-0.00588,-393.97966,,,,,
-0.0059,-393.97966,,,,,
-0.00595,-394.13564,,,,,
-0.006,-394.21352,,,,,
-0.00605,-394.13564,,,,,
-0.00609,-394.44739,,,,,
-0.00614,-394.60333,,,,,
-0.00618,-394.44739,,,,,
-0.0062,-394.13564,,,,,
-0.00624,-394.13564,,,,,
-0.00629,-394.44739,,,,,
-0.00634,-394.68122,,,,,
-0.00639,-395.149,,,,,
-0.00643,-395.38284,,,,,
-0.00649,-395.22691,,,,,
-0.00652,-395.149,,,,,
-0.00657,-394.99309,,,,,
-0.00659,-394.99309,,,,,
-0.00664,-395.07102,,,,,
-0.00669,-395.30489,,,,,
-0.00671,-395.53871,,,,,
-0.00676,-395.6946,,,,,
-0.00681,-395.53871,,,,,
-0.00687,-395.6946,,,,,
-0.00689,-396.08441,,,,,
-0.00691,-396.08441,,,,,
-0.00697,-396.00645,,,,,
-0.00704,-396.24027,,,,,
-0.00707,-396.31827,,,,,
-0.00711,-396.55214,,,,,
-0.00716,-396.55214,,,,,
-0.0072,-396.55214,,,,,
-0.00722,-396.63008,,,,,
-0.00728,-396.70801,,,,,
-0.00732,-396.86394,,,,,
-0.00735,-396.94186,,,,,
-0.0074,-396.94186,,,,,
-0.00744,-396.78597,,,,,
-0.00748,-396.94186,,,,,
-0.00751,-396.78597,,,,,
-0.00758,-397.01983,,,,,
-0.00763,-396.78597,,,,,
-0.00768,-396.55214,,,,,
-0.00769,-397.09777,,,,,
-0.00773,-397.7214,,,,,
-0.00779,-397.7214,,,,,
-0.00784,-397.56551,,,,,
-0.00788,-397.40959,,,,,
-0.0079,-397.17572,,,,,
-0.00798,-397.40959,,,,,
-0.008,-397.64342,,,,,
-0.00801,-398.0332,,,,,
-0.0081,-398.0332,,,,,
-0.00815,-397.95522,,,,,
-0.00816,-397.64342,,,,,
-0.0082,-397.95522,,,,,
-0.00826,-398.50089,,,,,
-0.00829,-398.34502,,,,,
-0.00834,-398.34502,,,,,
-0.00839,-398.50089,,,,,
-0.00841,-398.57889,,,,,
-0.00846,-398.57889,,,,,
-0.0085,-398.50089,,,,,
-0.00854,-398.50089,,,,,
-0.00861,-398.57889,,,,,
-0.00864,-398.81271,,,,,
-0.0087,-398.81271,,,,,
-0.0087,-398.73478,,,,,
-0.00878,-398.65678,,,,,
-0.0088,-398.81271,,,,,
-0.00886,-398.9686,,,,,
-0.0089,-398.9686,,,,,
-0.00894,-398.73478,,,,,
-0.00899,-398.89065,,,,,
-0.00901,-398.9686,,,,,
-0.00906,-398.9686,,,,,
-0.0091,-398.81271,,,,,
-0.00914,-398.81271,,,,,
-0.00919,-399.04658,,,,,
-0.00922,-399.35834,,,,,
-0.00928,-399.35834,,,,,
-0.00931,-399.51427,,,,,
-0.00936,-399.67016,,,,,
-0.00937,-399.74814,,,,,
-0.00944,-399.43634,,,,,
-0.0095,-399.82608,,,,,
-0.0095,-399.82608,,,,,
-0.00957,-400.1379,,,,,
-0.00959,-399.98201,,,,,
-0.00968,-399.90403,,,,,
-0.00969,-399.98201,,,,,
-0.00974,-399.90403,,,,,
-0.0098,-400.05995,,,,,
-0.0098,-399.90403,,,,,
-0.00987,-399.74814,,,,,
-0.00992,-399.90403,,,,,
-0.00997,-400.1379,,,,,
-0.01,-400.21584,,,,,
-0.01002,-400.1379,,,,,
-0.01008,-400.1379,,,,,
-0.01011,-399.90403,,,,,
-0.01017,-399.98201,,,,,
-0.01023,-400.29381,,,,,
-0.01026,-400.37173,,,,,
-0.01029,-400.29381,,,,,
-0.01031,-400.21584,,,,,
-0.01038,-400.4497,,,,,
-0.01041,-400.4497,,,,,
-0.01045,-400.60559,,,,,
-0.01051,-400.60559,,,,,
-0.01055,-400.52766,,,,,
-0.01059,-400.52766,,,,,
-0.01062,-400.9174,,,,,
-0.01065,-400.9954,,,,,
-0.01071,-400.83946,,,,,
-0.01076,-400.9174,,,,,
-0.01078,-400.9954,,,,,
-0.01082,-401.07329,,,,,
-0.01089,-401.15126,,,,,
-0.0109,-400.76153,,,,,
-0.01096,-400.9174,,,,,
-0.01102,-401.15126,,,,,
-0.01103,-401.07329,,,,,
-0.01108,-400.9954,,,,,
-0.01114,-401.22922,,,,,
-0.01119,-401.38509,,,,,
-0.01123,-401.07329,,,,,
-0.01129,-401.15126,,,,,
-0.01129,-401.15126,,,,,
-0.01135,-400.9174,,,,,
-0.01139,-400.83946,,,,,
-0.01143,-401.07329,,,,,
-0.01151,-401.15126,,,,,
-0.01153,-401.07329,,,,,
-0.01157,-401.38509,,,,,
-0.01159,-401.46309,,,,,
-0.01164,-401.46309,,,,,
-0.01169,-401.22922,,,,,
-0.01172,-401.38509,,,,,
-0.01178,-401.61896,,,,,
-0.01182,-401.77489,,,,,
-0.01185,-401.54102,,,,,
-0.01191,-401.69696,,,,,
-0.01193,-401.61896,,,,,
-0.01199,-401.85283,,,,,
-0.01202,-401.61896,,,,,
-0.01206,-401.69696,,,,,
-0.01211,-401.69696,,,,,
-0.01214,-401.85283,,,,,
-0.01221,-401.93078,,,,,
-0.01223,-401.85283,,,,,
-0.0123,-401.69696,,,,,
-0.01234,-401.77489,,,,,
-0.01235,-402.00876,,,,,
-0.01242,-401.85283,,,,,
-0.01243,-401.54102,,,,,
-0.0125,-401.54102,,,,,
-0.01253,-401.61896,,,,,
-0.01259,-401.69696,,,,,
-0.01259,-401.77489,,,,,
-0.01266,-401.93078,,,,,
-0.01268,-401.85283,,,,,
-0.01274,-401.69696,,,,,
-0.0128,-401.69696,,,,,
-0.01283,-401.77489,,,,,
-0.01287,-402.32054,,,,,
-0.01292,-402.16465,,,,,
-0.01295,-402.24258,,,,,
-0.01301,-402.08667,,,,,
-0.01303,-402.00876,,,,,
-0.01309,-402.24258,,,,,
-0.01312,-402.47645,,,,,
-0.01315,-402.24258,,,,,
-0.01321,-402.32054,,,,,
-0.01325,-402.39852,,,,,
-0.0133,-402.47645,,,,,
-0.01335,-402.47645,,,,,
-0.01337,-402.16465,,,,,
-0.01343,-402.16465,,,,,
-0.01345,-402.16465,,,,,
-0.0135,-402.32054,,,,,
-0.01353,-402.47645,,,,,
-0.0136,-402.00876,,,,,
-0.01364,-402.00876,,,,,
-0.01366,-401.54102,,,,,
-0.0137,-401.85283,,,,,
-0.01374,-401.93078,,,,,
-0.01381,-402.32054,,,,,
-0.01385,-402.78823,,,,,
-0.01389,-402.78823,,,,,
-0.01393,-402.55441,,,,,
-0.01397,-402.47645,,,,,
-0.01402,-402.39852,,,,,
-0.01407,-402.08667,,,,,
-0.01413,-402.24258,,,,,
-0.01413,-402.47645,,,,,
-0.01418,-402.63234,,,,,
-0.01423,-402.47645,,,,,
-0.01427,-402.55441,,,,,
-0.01431,-402.71032,,,,,
-0.01435,-402.71032,,,,,
-0.0144,-402.78823,,,,,
-0.01445,-402.71032,,,,,
-0.01447,-402.63234,,,,,
-0.01451,-402.55441,,,,,
-0.01456,-402.47645,,,,,
-0.01463,-402.47645,,,,,
-0.01464,-402.32054,,,,,
-0.01469,-402.00876,,,,,
-0.01474,-402.78823,,,,,
-0.01477,-402.71032,,,,,
-0.01479,-402.24258,,,,,
-0.01485,-399.67016,,,,,
-0.01484,-395.22691,,,,,
-0.0148,-389.30258,,,,,
-0.01476,-383.22233,,,,,
-0.01473,-377.14209,,,,,
-0.01469,-370.90595,,,,,
-0.01465,-364.74775,,,,,
-0.01464,-358.51164,,,,,
-0.01458,-352.35341,,,,,
-0.01455,-346.58497,,,,,
-0.01452,-340.50473,,,,,
-0.01445,-334.19064,,,,,
-0.01444,-328.26628,,,,,
-0.01442,-322.26401,,,,,
-0.01436,-316.10581,,,,,
-0.01432,-310.25944,,,,,
-0.01427,-304.02326,,,,,
-0.01425,-298.02097,,,,,
-0.0142,-291.86281,,,,,
-0.01418,-285.93846,,,,,
-0.01413,-280.17001,,,,,
-0.01409,-274.55748,,,,,
-0.01405,-268.3993,,,,,
-0.01401,-262.55288,,,,,
-0.01399,-256.70651,,,,,
-0.01394,-250.93806,,,,,
-0.01393,-245.01373,,,,,
-0.01386,-239.01144,,,,,
-0.01386,-233.32095,,,,,
-0.01379,-227.86431,,,,,
-0.01374,-222.17382,,,,,
-0.01372,-216.56131,,,,,
-0.01371,-211.10466,,,,,
-0.01364,-205.41419,,,,,
-0.0136,-199.87962,,,,,
-0.01359,-194.34503,,,,,
-0.01354,-188.81044,,,,,
-0.0135,-182.96405,,,,,
-0.01345,-177.58538,,,,,
-0.01342,-172.0508,,,,,
-0.01339,-166.59418,,,,,
-0.01332,-161.68321,,,,,
-0.01331,-156.38247,,,,,
-0.01326,-151.23766,,,,,
-0.01323,-145.62514,,,,,
-0.01319,-140.24645,,,,,
-0.01317,-134.86778,,,,,
-0.01312,-129.41115,,,,,
-0.01306,-124.18837,,,,,
-0.01303,-119.19945,,,,,
-0.01296,-113.97668,,,,,
-0.01298,-108.7539,,,,,
-0.01291,-103.60908,,,,,
-0.0129,-98.69811,,,,,
-0.01284,-93.47535,,,,,
-0.01278,-88.72028,,,,,
-0.01277,-83.96522,,,,,
-0.01272,-78.8204,,,,,
-0.0127,-73.83148,,,,,
-0.01264,-68.99847,,,,,
-0.01259,-64.32135,,,,,
-0.01255,-59.8781,,,,,
-0.01253,-55.27894,,,,,
-0.0125,-50.75773,,,,,
-0.01244,-46.15858,,,,,
-0.01244,-42.33894,,,,,
-0.01238,-38.28544,,,,,
-0.01232,-33.92014,,,,,
-0.0123,-29.55483,,,,,
-0.01226,-25.26749,,,,,
-0.01224,-21.05808,,,,,
-0.0122,-16.69278,,,,,
-0.01214,-12.32748,,,,,
-0.01211,-7.88422,,,,,
-0.01206,-3.44097,,,,,
-0.01202,0.30072,,,,,
-0.01198,3.7306,,,,,
-0.01197,7.47229,,,,,
-0.01195,10.98012,,,,,
-0.01187,14.48796,,,,,
-0.01184,18.54145,,,,,
-0.0118,22.59495,,,,,
-0.01178,26.41459,,,,,
-0.01171,30.07832,,,,,
-0.01169,34.13182,,,,,
-0.01166,38.65303,,,,,
-0.01162,42.78447,,,,,
-0.01155,46.52616,,,,,
-0.01147,50.11194,,,,,
-0.01146,53.54183,,,,,
-0.01144,57.20556,,,,,
-0.01141,60.55749,,,,,
-0.01137,63.83147,,,,,
-0.01131,67.41726,,,,,
-0.01127,70.53533,,,,,
-0.01124,73.6534,,,,,
-0.0112,77.16124,,,,,
-0.01116,80.66907,,,,,
-0.01113,83.70919,,,,,
-0.01107,86.82727,,,,,
-0.01102,89.86739,,,,,
-0.011,93.37522,,,,,
-0.01096,96.88305,,,,,
-0.01092,99.61136,,,,,
-0.01087,102.26174,,,,,
-0.01082,104.9121,,,,,
-0.01077,107.71837,,,,,
-0.01074,110.68054,,,,,
-0.01071,113.72065,,,,,
-0.01067,116.44896,,,,,
-0.01064,119.09934,,,,,
-0.01058,122.37331,,,,,
-0.01054,124.78981,,,,,
-0.0105,127.05042,,,,,
-0.01045,129.70078,,,,,
-0.01043,132.35115,,,,,
-0.0104,135.0015,,,,,
-0.01035,137.41801,,,,,
-0.01031,140.06838,,,,,
-0.01027,142.32897,,,,,
-0.01022,144.66753,,,,,
-0.01017,147.39585,,,,,
-0.01011,149.50055,,,,,
-0.01011,151.60525,,,,,
-0.01005,153.86585,,,,,
-0.01,156.51621,,,,,
-0.00995,158.30911,,,,,
-0.00993,160.33585,,,,,
-0.00989,162.59646,,,,,
-0.00983,164.93501,,,,,
-0.0098,167.11766,,,,,
-0.00978,169.30032,,,,,
-0.00971,171.63888,,,,,
-0.00966,173.11995,,,,,
-0.00963,175.06876,,,,,
-0.00963,177.40731,,,,,
-0.00954,179.35611,,,,,
-0.00952,181.38284,,,,,
-0.00948,183.17576,,,,,
-0.00945,185.04659,,,,,
-0.0094,187.07333,,,,,
-0.00934,189.02214,,,,,
-0.00931,191.36068,,,,,
-0.00927,192.37407,,,,,
-0.00921,194.08901,,,,,
-0.00916,195.64802,,,,,
-0.00916,197.44095,,,,,
-0.0091,199.23383,,,,,
-0.00908,200.63695,,,,,
-0.00905,202.35192,,,,,
-0.00897,204.1448,,,,,
-0.00894,205.70383,,,,,
-0.00888,207.26286,,,,,
-0.00884,208.8219,,,,,
-0.00882,210.53683,,,,,
-0.00879,211.93996,,,,,
-0.00872,213.42105,,,,,
-0.00866,214.98011,,,,,
-0.00867,216.38321,,,,,
-0.00861,217.63046,,,,,
-0.00857,219.57925,,,,,
-0.00854,221.21624,,,,,
-0.00847,222.69733,,,,,
-0.00843,223.94456,,,,,
-0.00837,225.34768,,,,,
-0.00835,226.98468,,,,,
-0.00831,228.23191,,,,,
-0.00826,229.55708,,,,,
-0.00824,230.57046,,,,,
-0.00821,232.05156,,,,,
-0.00813,233.68853,,,,,
-0.00808,235.24759,,,,,
-0.00808,236.02708,,,,,
-0.00803,237.1184,,,,,
-0.00798,238.2877,,,,,
-0.00795,239.53493,,,,,
-0.00788,241.40574,,,,,
-0.00786,242.653,,,,,
-0.00779,243.82227,,,,,
-0.00778,244.75768,,,,,
-0.00774,245.38131,,,,,
-0.00768,246.23878,,,,,
-0.00762,247.64192,,,,,
-0.00758,249.123,,,,,
-0.00756,250.6041,,,,,
-0.00751,251.38359,,,,,
-0.00746,252.24107,,,,,
-0.00744,253.87806,,,,,
-0.00738,254.89144,,,,,
-0.00734,255.2812,,,,,
-0.00728,256.91819,,,,,
-0.00725,257.61975,,,,,
-0.00724,259.02287,,,,,
-0.00719,260.27013,,,,,
-0.00715,261.20553,,,,,
-0.00708,262.29685,,,,,
-0.00706,263.54408,,,,,
-0.00699,264.32362,,,,,
-0.00697,264.94723,,,,,
-0.00694,266.03857,,,,,
-0.00688,267.12989,,,,,
-0.00684,268.0653,,,,,
-0.00678,269.54637,,,,,
-0.00676,270.55976,,,,,
-0.00672,271.18339,,,,,
-0.00668,271.9629,,,,,
-0.00666,272.74242,,,,,
-0.00661,273.13216,,,,,
-0.00655,274.22347,,,,,
-0.00649,275.1589,,,,,
-0.00646,275.93844,,,,,
-0.00642,277.10772,,,,,
-0.0064,278.19904,,,,,
-0.00633,278.97855,,,,,
-0.0063,279.91398,,,,,
-0.00624,280.77146,,,,,
-0.00619,281.23917,,,,,
-0.00616,282.01869,,,,,
-0.00613,283.11001,,,,,
-0.00608,284.20133,,,,,
-0.00604,284.90289,,,,,
-0.006,285.68243,,,,,
-0.00597,286.38399,,,,,
-0.00594,287.39735,,,,,
-0.0059,288.41074,,,,,
-0.00585,289.34617,,,,,
-0.00579,289.81386,,,,,
-0.00573,290.74929,,,,,
-0.00569,291.76265,,,,,
-0.00569,292.07447,,,,,
-0.00563,292.77603,,,,,
-0.00557,293.4776,,,,,
-0.00556,294.33507,,,,,
-0.00549,295.11459,,,,,
-0.00545,296.51773,,,,,
-0.00541,297.21929,,,,,
-0.00537,297.14133,,,,,
-0.00535,297.60905,,,,,
-0.00529,298.31061,,,,,
-0.00524,299.16808,,,,,
-0.0052,300.02556,,,,,
-0.00517,300.88301,,,,,
-0.00513,301.50663,,,,,
-0.00509,302.20819,,,,,
-0.00505,302.90978,,,,,
-0.00498,303.61136,,,,,
-0.00494,304.46883,,,,,
-0.00489,305.09241,,,,,
-0.00487,305.79398,,,,,
-0.00483,306.4176,,,,,
-0.00478,307.04123,,,,,
-0.00474,307.74279,,,,,
-0.00469,308.83411,,,,,
-0.00465,309.61365,,,,,
-0.00462,310.00338,,,,,
-0.00457,310.23725,,,,,
-0.00454,310.93879,,,,,
-0.00449,311.64037,,,,,
-0.00442,312.5758,,,,,
-0.0044,313.19943,,,,,
-0.0044,313.43328,,,,,
-0.00432,313.97893,,,,,
-0.00428,314.60255,,,,,
-0.00424,315.1482,,,,,
-0.00417,315.84976,,,,,
-0.00415,316.55134,,,,,
-0.00411,317.09702,,,,,
-0.00407,317.72064,,,,,
-0.00403,318.03242,,,,,
-0.00398,318.96785,,,,,
-0.00394,320.05917,,,,,
-0.0039,320.05917,,,,,
-0.00389,320.371,,,,,
-0.00382,321.15051,,,,,
-0.00376,322.08592,,,,,
-0.00373,322.94339,,,,,
-0.00368,323.33315,,,,,
-0.00364,324.03471,,,,,
-0.00361,324.58038,,,,,
-0.00357,324.81425,,,,,
-0.00352,325.43785,,,,,
-0.00348,326.37326,,,,,
-0.00343,326.13942,,,,,
-0.00341,326.76302,,,,,
-0.00336,327.30871,,,,,
-0.00332,328.24412,,,,,
-0.00328,328.94568,,,,,
-0.00324,329.49135,,,,,
-0.00318,329.49135,,,,,
-0.00316,330.27089,,,,,
-0.00311,330.66063,,,,,
-0.00308,331.12836,,,,,
-0.003,331.98584,,,,,
-0.00297,332.76533,,,,,
-0.00291,332.99918,,,,,
-0.00288,333.07713,,,,,
-0.00284,333.54485,,,,,
-0.00279,334.0905,,,,,
-0.00278,334.48028,,,,,
-0.00273,334.87001,,,,,
-0.00268,335.5716,,,,,
-0.00264,336.42905,,,,,
-0.0026,336.81881,,,,,
-0.00255,337.28652,,,,,
-0.00251,337.91015,,,,,
-0.00246,338.29991,,,,,
-0.00244,339.00147,,,,,
-0.00237,339.4692,,,,,
-0.00235,339.85894,,,,,
-0.0023,340.63846,,,,,
-0.00227,340.79437,,,,,
-0.00222,341.18415,,,,,
-0.00215,341.72978,,,,,
-0.00214,342.3534,,,,,
-0.00208,342.43134,,,,,
-0.00206,342.97703,,,,,
-0.00201,343.52268,,,,,
-0.00197,344.06835,,,,,
-0.00193,344.84787,,,,,
-0.00187,344.69195,,,,,
-0.00182,345.15967,,,,,
-0.00181,345.31558,,,,,
-0.00176,345.86125,,,,,
-0.0017,346.56281,,,,,
-0.00166,346.64074,,,,,
-0.00162,347.26437,,,,,
-0.00158,347.73206,,,,,
-0.00153,348.27773,,,,,
-0.00149,349.21316,,,,,
-0.00147,349.36905,,,,,
-0.00138,349.75884,,,,,
-0.00136,350.07061,,,,,
-0.00132,350.69424,,,,,
-0.00129,350.85015,,,,,
-0.00124,351.31787,,,,,
-0.0012,352.17534,,,,,
-0.00115,352.8769,,,,,
-0.00111,353.34462,,,,,
-0.00108,353.03281,,,,,
-0.00104,353.26666,,,,,
-0.001,354.12413,,,,,
-9.42E-04,354.74774,,,,,
-8.94E-04,355.29341,,,,,
-8.80E-04,355.44932,,,,,
-8.32E-04,356.0729,,,,,
-7.83E-04,356.54064,,,,,
-7.28E-04,356.93038,,,,,
-6.80E-04,357.16425,,,,,
-6.73E-04,357.32016,,,,,
-5.91E-04,357.94378,,,,,
-5.84E-04,358.48943,,,,,
-5.22E-04,358.41148,,,,,
-4.67E-04,358.80126,,,,,
-4.18E-04,359.89255,,,,,
-3.70E-04,359.65871,,,,,
-3.63E-04,359.81462,,,,,
-2.94E-04,360.28231,,,,,
-2.81E-04,360.98387,,,,,
-2.26E-04,361.45161,,,,,
-1.77E-04,361.76341,,,,,
-1.29E-04,362.2311,,,,,
-8.78E-05,362.30908,,,,,
-6.03E-05,362.2311,,,,,
-1.21E-05,363.16656,,,,,
2.24E-05,364.10199,,,,,
7.06E-05,364.72559,,,,,
1.39E-04,364.56968,,,,,
1.53E-04,364.56968,,,,,
2.01E-04,364.64763,,,,,
2.22E-04,365.42715,,,,,
2.77E-04,365.89484,,,,,
3.32E-04,366.59643,,,,,
3.74E-04,367.06412,,,,,
4.22E-04,367.68777,,,,,
4.42E-04,367.29801,,,,,
4.84E-04,367.37592,,,,,
5.18E-04,368.23339,,,,,
5.66E-04,368.38933,,,,,
6.15E-04,368.54524,,,,,
6.70E-04,369.16885,,,,,
7.11E-04,369.55863,,,,,
7.39E-04,369.94836,,,,,
8.07E-04,370.02632,,,,,
8.42E-04,370.41608,,,,,
8.69E-04,370.72788,,,,,
9.11E-04,370.96175,,,,,
9.38E-04,371.50737,,,,,
9.93E-04,371.74124,,,,,
0.00107,372.44283,,,,,
0.00108,372.83256,,,,,
0.00114,373.06638,,,,,
0.00119,373.14439,,,,,
0.00123,373.3003,,,,,
0.00126,373.69006,,,,,
0.0013,374.31364,,,,,
0.00133,374.54751,,,,,
0.00137,374.93727,,,,,
0.00141,375.48294,,,,,
0.00147,375.63883,,,,,
0.00152,376.02858,,,,,
0.00156,376.1845,,,,,
0.00159,376.57426,,,,,
0.00163,376.88606,,,,,
0.00168,377.35377,,,,,
0.00171,377.43175,,,,,
0.00176,377.97738,,,,,
0.00181,378.83487,,,,,
0.00185,378.75689,,,,,
0.0019,378.36718,,,,,
0.00192,378.2892,,,,,
0.00198,378.601,,,,,
0.00202,379.38057,,,,,
0.00205,380.08213,,,,,
0.00212,380.23799,,,,,
0.00214,380.16006,,,,,
0.00218,380.62775,,,,,
0.00221,381.09549,,,,,
0.00227,381.64118,,,,,
0.00232,381.87501,,,,,
0.00236,381.79705,,,,,
0.00238,382.3427,,,,,
0.00243,382.49861,,,,,
0.00248,383.04426,,,,,
0.00252,383.43402,,,,,
0.00256,383.58993,,,,,
0.00261,384.05762,,,,,
0.00264,384.29151,,,,,
0.00268,384.60327,,,,,
0.00274,384.91507,,,,,
0.00278,385.22694,,,,,
0.00284,385.22694,,,,,
0.00286,385.69463,,,,,
0.00291,385.9285,,,,,
0.00295,386.00644,,,,,
0.00297,386.786,,,,,
0.00303,386.94187,,,,,
0.00309,387.33158,,,,,
0.00314,386.786,,,,,
0.00314,386.786,,,,,
0.00319,387.33158,,,,,
0.00325,387.72138,,,,,
0.00329,388.26705,,,,,
0.00332,388.65681,,,,,
0.00336,388.73475,,,,,
0.00342,389.20248,,,,,
