strain,stress,temp,type,title,medium,strain_rate
0,0,700,tensile,D4,Air,0.38783459404087506
-9.305432941985936e-05,14.448655427499999,,,,,
-9.305432941985936e-05,14.5686442615,,,,,
-9.085412711119293e-05,14.718662688,,,,,
-9.010405924880923e-05,14.888658411000002,,,,,
-8.86639305300849e-05,15.0186683268,,,,,
-8.938399463025624e-05,15.1586449992,,,,,
-8.86639305300849e-05,15.3386399556,,,,,
-8.86639305300849e-05,15.5086248834,,,,,
-8.644373615212449e-05,15.618649807199999,,,,,
-8.500361270472312e-05,15.798657,,,,,
-8.500361270472312e-05,15.96864255,,,,,
-8.500361270472312e-05,16.1786247,,,,,
-8.500361270472312e-05,16.34861025,,,,,
-8.353348882478622e-05,16.5686159079,,,,,
-8.206336710599932e-05,16.7586246744,,,,,
-8.206336710599932e-05,16.948609083,,,,,
-8.134330827723888e-05,17.1786025788,,,,,
-8.059324754857815e-05,17.378599345799998,,,,,
-8.059324754857815e-05,17.5885824219,,,,,
-7.912313015229428e-05,17.7885924552,,,,,
-7.692595872564584e-05,17.998615386,,,,,
-7.401273887514466e-05,18.2186515378,,,,,
-7.326268364483392e-05,18.4286498182,,,,,
-7.254163108053667e-05,18.66864569687,,,,,
-7.179157695363681e-05,18.86864534157,,,,,
-7.107052544997262e-05,19.08864331188,,,,,
-6.959942198355716e-05,19.2986567779,,,,,
-6.887837206065834e-05,19.518655540479998,,,,,
-6.812832068128393e-05,19.758653830240004,,,,,
-6.668622347675897e-05,19.99866632,,,,,
-6.668622347675897e-05,20.218651649519998,,,,,
-6.593617374171723e-05,20.468650331019997,,,,,
-6.521512646008645e-05,20.658652699420003,,,,,
-6.080184839489397e-05,20.898729279999998,,,,,
-6.008080481545471e-05,21.11873113152,,,,,
-5.8609717515954645e-05,21.378746960959997,,,,,
-5.8609717515954645e-05,21.598734067200002,,,,,
-5.713863238054924e-05,21.88874927107,,,,,
-5.494650953183535e-05,22.1387835177,,,,,
-5.200435220285093e-05,22.38883565283,,,,,
-5.128331496675963e-05,22.65883794988,,,,,
-4.98122406090687e-05,22.918858331880003,,,,,
-4.834116841543435e-05,23.168879962200002,,,,,
-4.614906485173626e-05,23.45891736792,,,,,
-4.4677998046884076e-05,23.70894070833,,,,,
-4.24859025132113e-05,23.9589820594,,,,,
-4.029381178469978e-05,24.25902249182,,,,,
-3.8101725861550526e-05,24.51906576348,,,,,
-3.6630670894815254e-05,24.799091576000002,,,,,
-3.515961809207952e-05,25.069118563870003,,,,,
-3.296754342348276e-05,25.36916362721,,,,,
-3.0025450759379822e-05,25.679228958,,,,,
-2.783338734510896e-05,25.94927773365,,,,,
-2.56413287360806e-05,26.24932692375,,,,,
-2.3420274252478227e-05,26.5193789016,,,,,
-1.975719517210431e-05,26.7994705124,,,,,
-1.6844141861776863e-05,27.0995435276,,,,,
-1.4652107341548886e-05,27.369598974760002,,,,,
-1.098906037946412e-05,27.659696044260002,,,,,
-8.768038439184539e-06,27.95975484672,,,,,
-5.855017140633973e-06,28.239834654799996,,,,,
-3.6630067087879762e-06,28.54989542135,,,,,
-1.4420010396456392e-06,28.849958398300004,,,,,
1.4419989603926616e-06,29.2000421064,,,,,
3.662993291218976e-06,29.51010809513,,,,,
8.046967622969188e-06,29.770239559189996,,,,,
1.0238947581875797e-05,30.08030798912,,,,,
1.2430922735794755e-05,30.43037827533,,,,,
1.4651892660444865e-05,30.720450109439998,,,,,
1.68438581413298e-05,31.040522837759998,,,,,
1.9035818817734637e-05,31.350596778600003,,,,,
2.19777584872192e-05,31.690696482819998,,,,,
2.4169707910357584e-05,32.02077392340001,,,,,
2.7082633262160374e-05,32.32087532256,,,,,
2.9303570646076586e-05,32.650956775599994,,,,,
3.368743257210333e-05,32.9511100196,,,,,
3.810027417523745e-05,33.241266477239996,,,,,
4.0292188258960483e-05,33.61135424773,,,,,
4.323406539424517e-05,33.871464369449996,,,,,
4.6896900323086035e-05,34.24160578752,,,,,
4.9088795125466264e-05,34.59169802310001,,,,,
5.275160860950062e-05,34.921842134760006,,,,,
5.569344909098372e-05,35.251963248749995,,,,,
5.935623838352667e-05,35.6021131448,,,,,
6.30190142603154e-05,35.94226497474,,,,,
6.593182644935179e-05,36.27239142618,,,,,
6.887362815727107e-05,36.67252568292,,,,,
7.178642329299151e-05,37.002656193,,,,,
7.472820777792355e-05,37.38279344478,,,,,
7.839092735094743e-05,37.7029554538,,,,,
8.205363350850578e-05,38.05312226885,,,,,
8.499538778971758e-05,38.393263111610004,,,,,
8.937900557761896e-05,38.74346269742,,,,,
9.376260414972168e-05,39.09366535203001,,,,,
9.74252540058806e-05,39.4338416649,,,,,
0.00010036496326853245,39.7739917149,,,,,
0.00010403458821464113,40.1241740848,,,,,
0.00010769420077142474,40.494360773000004,,,,,
0.00011063387984655803,40.854519644,,,,,
0.00011429346825261501,41.20470916,,,,,
0.00011796304208678409,41.554901653499996,,,,,
0.00012087269460161268,41.93506849840001,,,,,
0.0001311414005906966,42.2355384645,,,,,
0.00013333111101245578,42.585677617200005,,,,,
0.0001355208166393937,42.965822368800005,,,,,
0.00013771051747130938,43.3159646532,,,,,
0.00013993020931154487,43.696113978599996,,,,,
0.0001428497964819384,44.0762958402,,,,,
0.00014503948126587922,44.4564474725,,,,,
0.00014797905056030617,44.826632911800004,,,,,
0.00015016872411283846,45.216789637800005,,,,,
0.00015383816630248827,45.5970140215,,,,,
0.0001574975966023442,45.9972438849,,,,,
0.00016043712927555978,46.3774400665,,,,,
0.0001640965354270945,46.7476705014,,,,,
0.00016704604703227457,47.137873537800004,,,,,
0.00016995555673610495,47.508073575,,,,,
0.0001728950527890216,47.938287576300006,,,,,
0.0001765544133523218,48.328531862400006,,,,,
0.0001794738935972732,48.708741163000006,,,,,
0.0001824133616710285,49.058948191499994,,,,,
0.00018460295982504116,49.459129459,,,,,
0.00018754241282235287,49.869351741600006,,,,,
0.00019121171787422683,50.2696112198,,,,,
0.00019412115726897723,50.649831249600005,,,,,
0.00019778044015927423,51.06009769,,,,,
0.00020144970764496398,51.4603656315,,,,,
0.0002043891111225422,51.850596614400004,,,,,
0.00020732850595983103,52.250831964,,,,,
0.0002102378984642093,52.661070189,,,,,
0.00021390712024052093,53.111359682999996,,,,,
0.0002175663307294529,53.521643240900005,,,,,
0.00022050568683400253,53.911886566999996,,,,,
0.00022341504100109794,54.3421394952,,,,,
0.00022636437765088252,54.7223857969,,,,,
0.00023002354255645483,55.14268265650001,,,,,
0.00023296286204510473,55.5829472543,,,,,
0.00023587217997014397,55.96319860500001,,,,,
0.00023954130768996976,56.373502165199994,,,,,
0.00024248059920326336,56.753760017400005,,,,,
0.00024613970513728443,57.204078462300004,,,,,
0.00024904898472678425,57.614347007999996,,,,,
0.0002527180640998596,58.0146595,,,,,
0.00025493750067374465,58.40488769830001,,,,,
0.0002593163746025581,58.835254967000004,,,,,
0.00026150580437631256,59.24549101419999,,,,,
0.00026517483804469643,59.6758224286,,,,,
0.0002681140542144262,60.12611849649999,,,,,
0.0002717730663545157,60.516444505,,,,,
0.00027396246885564,60.89668112000001,,,,,
0.000277631456820249,61.327023947700006,,,,,
0.00028057063637756534,61.757324861399994,,,,,
0.0002849493980637935,62.217726378,,,,,
0.0002915574929831108,62.61825416,,,,,
0.0002953063927748289,63.0286100035,,,,,
0.00029732579430492807,63.458865152799994,,,,,
0.0003002049339892394,63.899179970000006,,,,,
0.000303373977461058,64.3295129402,,,,,
0.00030683292196399055,64.75986741119999,,,,,
0.00031058176449020084,65.1802406508,,,,,
0.0003134708628748021,65.6305700472,,,,,
0.0003172196805165465,66.0609525108,,,,,
0.0003200987629242327,66.481277169,,,,,
0.00032298783381345974,66.9316146064,,,,,
0.0003258668996142291,67.36194745280001,,,,,
0.0003281761443179685,67.8022474294,,,,,
0.000331924906832581,68.2526509954,,,,,
0.0003348039469030811,68.6929948362,,,,,
0.00033855268457198666,69.1534081093,,,,,
0.00034288120951879046,69.58385490639999,,,,,
