strain,stress,temp,type,title,medium,strain_rate,youngs,poissons
0.422796864,329.8170569,,,,,,,
0.422816022,329.8233756,,,,,,,
0.42283518,329.8296943,,,,,,,
0.422854337,329.836013,,,,,,,
0.422873494,329.6896976,,,,,,,
0.422911807,329.7023292,,,,,,,
0.422930963,329.708645,,,,,,,
0.422950118,329.7149608,,,,,,,
0.422969273,329.7212766,,,,,,,
0.422988428,329.7275923,,,,,,,
0.423007583,329.7339081,,,,,,,
0.423026737,329.7402239,,,,,,,
0.423065043,329.7528555,,,,,,,
0.423084196,329.606505,,,,,,,
0.423103349,329.7654871,,,,,,,
0.423122501,329.6191307,,,,,,,
0.423160804,329.6317565,,,,,,,
0.423179955,329.6380693,,,,,,,
0.423199106,329.6443822,,,,,,,
0.423218257,329.6506951,,,,,,,
0.423237407,329.6570079,,,,,,,
0.423256556,329.6633208,,,,,,,
0.423294854,329.6759465,,,,,,,
0.423314003,329.6822594,,,,,,,
0.423333151,329.6885723,,,,,,,
0.423352299,329.6948851,,,,,,,
0.423371446,329.5484878,,,,,,,
0.423390593,329.5547978,,,,,,,
0.42340974,329.5611077,,,,,,,
0.423428886,329.5674177,,,,,,,
0.423448032,329.5737276,,,,,,,
0.423467178,329.5800376,,,,,,,
0.423486323,329.5863475,,,,,,,
0.423505468,329.5926574,,,,,,,
0.423524612,329.5989674,,,,,,,
0.423543756,329.6052773,,,,,,,
0.423582044,329.6178972,,,,,,,
0.423601187,329.6242071,,,,,,,
0.423620329,329.6305171,,,,,,,
0.423639471,329.636827,,,,,,,
0.423677755,329.6494469,,,,,,,
0.423696896,329.6557569,,,,,,,
0.423716037,329.6620668,,,,,,,
0.423735177,329.6683767,,,,,,,
0.423754317,329.6746867,,,,,,,
0.423773457,329.5282251,,,,,,,
0.423792597,329.6873066,,,,,,,
0.423811736,329.5408391,,,,,,,
0.423830874,329.5471461,,,,,,,
0.423850012,329.5534531,,,,,,,
0.42386915,329.406974,,,,,,,
0.423888288,329.4132781,,,,,,,
0.423907425,329.5723742,,,,,,,
0.423926562,329.4258863,,,,,,,
0.423964834,329.4384945,,,,,,,
0.42398397,329.4447986,,,,,,,
0.424003105,329.4511026,,,,,,,
0.42402224,329.4574067,,,,,,,
0.424060509,329.4700149,,,,,,,
0.424079643,329.476319,,,,,,,
0.424098776,329.4826231,,,,,,,
0.42411791,329.4889272,,,,,,,
0.424137042,329.4952313,,,,,,,
0.424156175,329.5015354,,,,,,,
0.424175307,329.5078395,,,,,,,
0.424194438,329.5141436,,,,,,,
0.42421357,329.5204477,,,,,,,
0.424251831,329.3802112,,,,,,,
0.424270961,329.3865124,,,,,,,
0.424290091,329.3928136,,,,,,,
0.424309221,329.3991147,,,,,,,
0.42432835,329.4054159,,,,,,,
0.424366607,329.4180182,,,,,,,
0.424385735,329.4243194,,,,,,,
0.424404863,329.4306206,,,,,,,
0.42442399,329.2840508,,,,,,,
0.424443117,329.4432229,,,,,,,
0.424462243,329.2966473,,,,,,,
0.424481369,329.3029455,,,,,,,
0.424500495,329.3092438,,,,,,,
0.424519621,329.4684276,,,,,,,
0.42455787,329.4810299,,,,,,,
0.424576995,329.4873311,,,,,,,
0.424596119,329.4936323,,,,,,,
0.424615242,329.3470332,,,,,,,
0.424653489,329.3596297,,,,,,,
0.424672611,329.365928,,,,,,,
0.424691733,329.3722262,,,,,,,
0.424710855,329.3785245,,,,,,,
0.424729976,329.3848227,,,,,,,
0.424749097,329.391121,,,,,,,
0.424787338,329.4037174,,,,,,,
0.424806458,329.4100157,,,,,,,
0.424825578,329.416314,,,,,,,
0.424844697,329.4226122,,,,,,,
0.424863816,329.4289104,,,,,,,
0.424882935,329.4352087,,,,,,,
0.424902053,329.4415069,,,,,,,
0.424921171,329.4478052,,,,,,,
0.424940288,329.4541034,,,,,,,
0.424978522,329.3137442,,,,,,,
0.424997638,329.4729982,,,,,,,
0.425016754,329.3263348,,,,,,,
0.425035869,329.4855946,,,,,,,
0.425054985,329.3389254,,,,,,,
0.425074099,329.3452208,,,,,,,
0.425093214,329.3515161,,,,,,,
0.425112328,329.3578114,,,,,,,
0.425131442,329.3641067,,,,,,,
0.425169668,329.3766974,,,,,,,
0.425188781,329.3829927,,,,,,,
0.425207893,329.389288,,,,,,,
0.425227005,329.3955833,,,,,,,
0.425246117,329.248882,,,,,,,
0.425265228,329.408174,,,,,,,
0.425284339,329.2614667,,,,,,,
0.425303449,329.2677592,,,,,,,
0.425322559,329.2740516,,,,,,,
0.425360778,329.2866363,,,,,,,
0.425379887,329.2929288,,,,,,,
0.425379887,329.2929288,,,,,,,
0.425418104,329.3055135,,,,,,,
0.425437212,329.3118059,,,,,,,
0.42545632,329.3180983,,,,,,,
0.425475427,329.3243907,,,,,,,
0.425494534,329.3306831,,,,,,,
0.42551364,329.3369755,,,,,,,
0.425551852,329.3495603,,,,,,,
0.425570957,329.3558527,,,,,,,
0.425590062,329.3621451,,,,,,,
0.425609167,329.3684375,,,,,,,
0.425628271,329.3747299,,,,,,,
0.425647375,329.2279642,,,,,,,
0.425666478,329.2342537,,,,,,,
0.425685582,329.2405432,,,,,,,
0.425704684,329.2468326,,,,,,,
0.425742889,329.2594116,,,,,,,
0.425761991,329.2657011,,,,,,,
0.425761991,329.2657011,,,,,,,
0.425800193,329.27828,,,,,,,
0.425819293,329.2845695,,,,,,,
0.425838394,329.290859,,,,,,,
0.425857494,329.2971484,,,,,,,
0.425876593,329.3034379,,,,,,,
0.425895692,329.3097274,,,,,,,
0.425933889,329.1692044,,,,,,,
0.425952987,329.1754909,,,,,,,
0.425972085,329.1817775,,,,,,,
0.425991182,329.188064,,,,,,,
0.426010279,329.1943506,,,,,,,
0.426029376,329.2006371,,,,,,,
0.426048472,329.2069237,,,,,,,
0.426067568,329.2132102,,,,,,,
0.426086664,329.2194968,,,,,,,
0.426105759,329.072655,,,,,,,
0.426143948,329.0852223,,,,,,,
0.426143948,329.0852223,,,,,,,
0.426182136,329.0977896,,,,,,,
0.426201229,329.1040732,,,,,,,
0.426220322,329.1103568,,,,,,,
0.426239414,329.1166404,,,,,,,
0.426258507,329.122924,,,,,,,
0.426277599,329.1292077,,,,,,,
0.42629669,329.1354913,,,,,,,
0.426334872,329.1480586,,,,,,,
0.426353962,329.1543422,,,,,,,
0.426373052,329.1606258,,,,,,,
0.426392142,329.0137373,,,,,,,
0.426411231,329.020018,,,,,,,
0.42643032,329.0262987,,,,,,,
0.426449409,329.0325794,,,,,,,
0.426468497,329.0388601,,,,,,,
0.426487585,329.0451408,,,,,,,
0.426525759,329.0577022,,,,,,,
0.426525759,329.0577022,,,,,,,
0.426544846,329.0639829,,,,,,,
0.426583019,329.0765443,,,,,,,
0.426602104,329.082825,,,,,,,
0.42662119,329.0891057,,,,,,,
0.426640274,328.9421763,,,,,,,
0.426659359,329.4080933,,,,,,,
0.426678443,329.4143798,,,,,,,
0.426716611,329.4269529,,,,,,,
0.426735694,329.4332395,,,,,,,
0.426754776,329.439526,,,,,,,
0.426773859,329.2925819,,,,,,,
0.426812022,329.3051492,,,,,,,
0.426812022,329.3051492,,,,,,,
0.426850185,329.3177165,,,,,,,
0.426869265,329.3240001,,,,,,,
0.426888345,329.1770355,,,,,,,
0.426907425,329.1833163,,,,,,,
0.426926505,329.1895969,,,,,,,
0.426945584,329.1958776,,,,,,,
0.426964663,329.2021584,,,,,,,
0.426983741,329.208439,,,,,,,
0.427002819,329.2147198,,,,,,,
0.427040974,329.2272812,,,,,,,
0.427060051,329.2335619,,,,,,,
0.427079127,329.2398426,,,,,,,
0.427098203,329.2461233,,,,,,,
0.427117279,329.0991207,,,,,,,
0.427136355,329.1053985,,,,,,,
0.42715543,329.1116763,,,,,,,
0.427174505,329.1179541,,,,,,,
0.427193579,329.1242318,,,,,,,
0.427231727,329.1367874,,,,,,,
0.4272508,329.1430652,,,,,,,
0.427269873,329.1493429,,,,,,,
0.427288945,329.1556207,,,,,,,
0.427288945,329.1556207,,,,,,,
0.427308018,329.1618985,,,,,,,
0.427327089,329.1681763,,,,,,,
0.427346161,329.1744541,,,,,,,
0.427365232,329.1807318,,,,,,,
0.427403373,329.0399603,,,,,,,
0.427422443,329.1995652,,,,,,,
0.427441513,329.05251,,,,,,,
0.427460582,329.0587849,,,,,,,
0.427479651,329.0650597,,,,,,,
0.427498719,329.0713346,,,,,,,
0.427517788,329.0776094,,,,,,,
0.427555923,329.0901591,,,,,,,
0.42757499,329.096434,,,,,,,
0.427594057,329.1027088,,,,,,,
0.427613123,329.1089837,,,,,,,
0.427632189,329.1152585,,,,,,,
0.427651255,329.1215334,,,,,,,
0.42767032,329.1278082,,,,,,,
0.427689385,329.1340831,,,,,,,
0.427708449,329.1403579,,,,,,,
0.427727514,328.993256,,,,,,,
0.427746578,328.9995279,,,,,,,
0.427784704,329.0120718,,,,,,,
0.427803767,329.0183437,,,,,,,
0.427822829,329.0246156,,,,,,,
0.427841891,329.0308876,,,,,,,
0.427860953,329.0371595,,,,,,,
0.427880014,329.0434314,,,,,,,
0.427899075,329.0497034,,,,,,,
0.427918136,329.0559753,,,,,,,
0.427956256,329.0685192,,,,,,,
0.427975315,329.0747911,,,,,,,
0.427994374,328.9276453,,,,,,,
0.428013433,329.0873349,,,,,,,
0.428032491,328.9401833,,,,,,,
0.428051549,329.0998788,,,,,,,
0.428070607,328.9527213,,,,,,,
0.428089664,328.9589903,,,,,,,
0.428108721,328.9652593,,,,,,,
0.428146834,328.9777973,,,,,,,
0.42816589,328.9840663,,,,,,,
0.428184945,328.9903353,,,,,,,
0.428204,328.9966043,,,,,,,
0.428223055,329.0028733,,,,,,,
0.428242109,329.0091423,,,,,,,
0.42829927,329.0279494,,,,,,,
0.428318323,329.0342184,,,,,,,
0.428337376,329.0404874,,,,,,,
0.428356428,328.8932831,,,,,,,
0.42837548,329.0530254,,,,,,,
0.428394531,328.9058152,,,,,,,
0.428413583,328.9120813,,,,,,,
0.428432633,328.9183474,,,,,,,
0.428451684,328.9246135,,,,,,,
0.428470734,328.9308796,,,,,,,
0.428489783,328.9371456,,,,,,,
0.428527882,328.9496778,,,,,,,
0.42854693,328.9559439,,,,,,,
0.428565978,328.96221,,,,,,,
0.428585026,328.8149677,,,,,,,
0.428604074,328.8212308,,,,,,,
0.428623121,328.827494,,,,,,,
0.428642168,328.8337571,,,,,,,
0.428661214,328.8400203,,,,,,,
0.42868026,328.8462835,,,,,,,
0.428718351,328.8588098,,,,,,,
0.428737396,328.8650729,,,,,,,
0.428756441,328.8713361,,,,,,,
0.428775485,328.8775992,,,,,,,
0.428794529,328.8838624,,,,,,,
0.428813572,328.8901256,,,,,,,
0.428832615,328.8963887,,,,,,,
0.4288707,328.7553628,,,,,,,
0.428889742,328.9151782,,,,,,,
0.428908784,328.7678833,,,,,,,
0.428946866,328.7804037,,,,,,,
0.428965907,328.786664,,,,,,,
0.428984947,328.7929242,,,,,,,
0.429003987,328.7991844,,,,,,,
0.429023027,328.8054447,,,,,,,
0.429042066,328.8117049,,,,,,,
0.429061105,328.8179651,,,,,,,
0.429080143,328.8242254,,,,,,,
0.429099181,328.6768983,,,,,,,
0.429118219,328.6831556,,,,,,,
0.429156293,328.6956702,,,,,,,
0.42917533,328.7019275,,,,,,,
0.429194366,328.7081848,,,,,,,
0.429213402,328.7144421,,,,,,,
0.429232437,328.7206994,,,,,,,
0.429251472,328.7269567,,,,,,,
0.429270507,328.7332141,,,,,,,
0.429289542,328.7394714,,,,,,,
0.429308576,328.7457287,,,,,,,
0.429346643,328.6046179,,,,,,,
0.429365676,328.6108723,,,,,,,
0.429384708,328.6171267,,,,,,,
0.429403741,328.6233811,,,,,,,
0.429422773,328.6296355,,,,,,,
0.429441804,328.6358899,,,,,,,
0.429460835,328.6421443,,,,,,,
0.429479866,328.6483986,,,,,,,
0.429498897,328.654653,,,,,,,
0.429517927,328.6609074,,,,,,,
0.429555986,328.6734162,,,,,,,
0.429575015,328.5260101,,,,,,,
0.429594043,328.5322616,,,,,,,
0.429613072,328.5385131,,,,,,,
0.4296321,328.5447645,,,,,,,
0.429651127,328.551016,,,,,,,
0.429670154,328.5572674,,,,,,,
0.429689181,328.5635189,,,,,,,
0.429708208,328.5697704,,,,,,,
0.429746259,328.5822733,,,,,,,
0.429765285,328.5885248,,,,,,,
0.42978431,328.5947762,,,,,,,
0.429803334,328.6010277,,,,,,,
0.429822359,328.6072792,,,,,,,
0.429841383,328.6135306,,,,,,,
0.429860406,328.6197821,,,,,,,
0.429879429,328.6260335,,,,,,,
0.429898452,328.632285,,,,,,,
0.429936497,328.6447879,,,,,,,
0.429955519,328.6510394,,,,,,,
0.42997454,328.6572908,,,,,,,
0.429993561,328.6635423,,,,,,,
0.430012582,328.6697938,,,,,,,
0.430031602,328.6760452,,,,,,,
0.430050622,328.6822967,,,,,,,
0.430069642,328.6885481,,,,,,,
0.43010768,328.5473088,,,,,,,
0.430126698,328.5535573,,,,,,,
0.430145716,328.5598058,,,,,,,
0.430164734,328.5660544,,,,,,,
0.430183752,328.5723029,,,,,,,
0.430202769,328.5785515,,,,,,,
0.430221785,328.5848,,,,,,,
0.430240802,328.5910485,,,,,,,
0.430259818,328.5972971,,,,,,,
0.430297849,328.6097941,,,,,,,
0.430316863,328.6160427,,,,,,,
0.430335878,328.6222912,,,,,,,
0.430354892,328.6285398,,,,,,,
0.430373906,328.6347883,,,,,,,
0.430392919,328.6410368,,,,,,,
0.430411932,328.6472854,,,,,,,
0.430430945,328.4997419,,,,,,,
0.430449958,328.5059875,,,,,,,
0.430487981,328.6722795,,,,,,,
0.430506992,328.6785281,,,,,,,
0.430526003,328.6847766,,,,,,,
0.430545014,328.6910251,,,,,,,
0.430564024,328.5434612,,,,,,,
0.430583034,328.5497068,,,,,,,
0.430602043,328.7097708,,,,,,,
0.430621052,328.7160193,,,,,,,
0.430640061,328.5684437,,,,,,,
0.430678078,328.5809349,,,,,,,
0.430697085,328.5871805,,,,,,,
0.430716093,328.5934261,,,,,,,
0.430735099,328.5996717,,,,,,,
0.430754106,328.6059173,,,,,,,
0.430773112,328.612163,,,,,,,
0.430792118,328.6184086,,,,,,,
0.430811124,328.6246542,,,,,,,
0.430849134,328.6371454,,,,,,,
0.430868138,328.643391,,,,,,,
0.430887142,328.6496366,,,,,,,
0.430906146,328.6558822,,,,,,,
0.430925149,328.6621279,,,,,,,
0.430944152,328.6683735,,,,,,,
0.430963155,328.6746191,,,,,,,
0.431001159,328.6871103,,,,,,,
0.431001159,328.6871103,,,,,,,
0.431039161,328.6996016,,,,,,,
0.431058162,328.7058472,,,,,,,
0.431077163,328.7120928,,,,,,,
0.431096163,328.7183384,,,,,,,
0.431115162,328.5706867,,,,,,,
0.431134162,328.5769294,,,,,,,
0.431153161,328.5831721,,,,,,,
0.431172159,328.5894148,,,,,,,
0.431210156,328.6019002,,,,,,,
0.431229153,328.6081429,,,,,,,
0.43124815,328.6143856,,,,,,,
0.431286144,328.6268709,,,,,,,
0.43130514,328.6331136,,,,,,,
0.431324135,328.6393563,,,,,,,
0.431343131,328.645599,,,,,,,
0.431381121,328.6580844,,,,,,,
0.431381121,328.5041462,,,,,,,
0.431419109,328.5166257,,,,,,,
0.431438102,328.5228655,,,,,,,
0.431457096,328.5291053,,,,,,,
0.431476088,328.535345,,,,,,,
0.431495081,328.5415848,,,,,,,
0.431514073,328.5478245,,,,,,,
0.431533065,328.5540643,,,,,,,
0.431571047,328.5665438,,,,,,,
0.431609028,328.5790234,,,,,,,
0.431628018,328.5852631,,,,,,,
0.431647008,328.5915029,,,,,,,
0.431665997,328.5977427,,,,,,,
0.431684986,328.6039824,,,,,,,
0.431703975,328.6102222,,,,,,,
0.431741951,328.6227017,,,,,,,
0.431760938,328.6289415,,,,,,,
0.431779925,328.6351813,,,,,,,
0.431798912,328.641421,,,,,,,
0.431817898,328.4936553,,,,,,,
0.431836884,328.6539006,,,,,,,
0.43185587,328.506129,,,,,,,
0.431874855,328.9744086,,,,,,,
0.43189384,328.9806542,,,,,,,
0.431912825,328.9868998,,,,,,,
0.431950793,328.999391,,,,,,,
0.431969776,328.8516078,,,,,,,
0.431988759,328.8578505,,,,,,,
0.432007742,328.8640932,,,,,,,
0.432045707,328.8765785,,,,,,,
0.432064688,328.8828212,,,,,,,
0.432083669,328.7350175,,,,,,,
0.43210265,328.7412573,,,,,,,
0.432121631,328.7474971,,,,,,,
0.432140611,328.7537368,,,,,,,
0.432159591,328.7599766,,,,,,,
0.432178571,328.7662164,,,,,,,
0.43219755,328.7724561,,,,,,,
0.432216529,328.7786959,,,,,,,
0.432235507,328.6308659,,,,,,,
0.432254485,328.6371027,,,,,,,
0.43229244,328.6495764,,,,,,,
0.432311417,328.6558132,,,,,,,
0.432330394,328.6620501,,,,,,,
0.43234937,328.6682869,,,,,,,
0.432368346,328.6745237,,,,,,,
0.432387322,328.6807606,,,,,,,
0.432425272,328.6932343,,,,,,,
0.432444246,328.6994711,,,,,,,
0.43246322,328.705708,,,,,,,
0.432482194,328.7119448,,,,,,,
0.432501167,328.7181817,,,,,,,
0.432520141,328.5703048,,,,,,,
0.432539113,328.5765388,,,,,,,
0.432558086,328.5827727,,,,,,,
0.432577057,328.5890066,,,,,,,
0.432596029,328.5952405,,,,,,,
0.432615,328.6014744,,,,,,,
0.432633971,328.4535772,,,,,,,
0.432671912,328.6201762,,,,,,,
0.432690882,328.4722701,,,,,,,
0.432709851,328.4785011,,,,,,,
0.43272882,328.4847321,,,,,,,
0.432747789,328.4909631,,,,,,,
0.432766757,328.4971941,,,,,,,
0.432804693,328.5096561,,,,,,,
0.43282366,328.5158871,,,,,,,
0.432842627,328.5221181,,,,,,,
0.432861594,328.5283491,,,,,,,
0.43288056,328.5345801,,,,,,,
0.432899526,328.5408111,,,,,,,
0.432918491,328.392867,,,,,,,
0.432937456,328.3990951,,,,,,,
0.432956421,328.4053232,,,,,,,
0.432975385,328.4115512,,,,,,,
0.43299435,328.4177793,,,,,,,
0.433032277,328.4302354,,,,,,,
0.433032277,328.4302354,,,,,,,
0.433070202,328.4426916,,,,,,,
0.433089164,328.2947183,,,,,,,
0.433108126,328.4551477,,,,,,,
0.433127088,328.4613758,,,,,,,
0.433146049,328.4676038,,,,,,,
0.43318397,328.48006,,,,,,,
0.43320293,328.4862881,,,,,,,
0.43322189,328.4925161,,,,,,,
0.433240849,328.3445194,,,,,,,
0.433259808,328.5049723,,,,,,,
0.433278767,328.5112003,,,,,,,
0.433297725,328.5174284,,,,,,,
0.433316683,328.36942,,,,,,,
0.433335641,328.5298846,,,,,,,
0.433354598,328.5361126,,,,,,,
0.433373555,328.3880955,,,,,,,
0.433392511,328.3943206,,,,,,,
0.433430423,328.4067709,,,,,,,
0.433449379,328.4129961,,,,,,,
0.433468334,328.4192212,,,,,,,
0.433487288,328.4254463,,,,,,,
0.433506243,328.4316715,,,,,,,
0.433525197,328.4378966,,,,,,,
0.433563104,328.4503469,,,,,,,
0.433582057,328.4565721,,,,,,,
0.433601009,328.4627972,,,,,,,
0.433619961,328.4690224,,,,,,,
0.433638913,328.4752475,,,,,,,
0.433657865,328.4814727,,,,,,,
0.433676816,328.4876978,,,,,,,
0.433695766,328.493923,,,,,,,
0.433714717,328.5001481,,,,,,,
0.433733667,328.3520725,,,,,,,
0.433752617,328.5125984,,,,,,,
0.433771566,328.5188235,,,,,,,
0.433809463,328.3769614,,,,,,,
0.433828412,328.3831836,,,,,,,
0.43384736,328.3894058,,,,,,,
0.433866307,328.5499493,,,,,,,
0.433885254,328.4018502,,,,,,,
0.433904201,328.4080725,,,,,,,
0.433942093,328.4205169,,,,,,,
0.433961039,328.4267391,,,,,,,
0.433979985,328.4329613,,,,,,,
0.43399893,328.4391836,,,,,,,
0.434017874,328.5997504,,,,,,,
0.434036818,328.451628,,,,,,,
0.434055762,328.4578502,,,,,,,
0.434074706,328.6184259,,,,,,,
0.434093649,328.624651,,,,,,,
0.434112592,328.4765169,,,,,,,
0.434131535,328.4827391,,,,,,,
0.434169418,328.4951836,,,,,,,
0.43418836,328.6557768,,,,,,,
0.434207301,328.507628,,,,,,,
0.434226242,328.5138502,,,,,,,
0.434245182,328.5200725,,,,,,,
0.434264122,328.5262947,,,,,,,
0.434283062,328.5325169,,,,,,,
0.43432094,328.5449613,,,,,,,
0.434339878,328.5511836,,,,,,,
0.434358816,328.5574058,,,,,,,
0.434377754,328.563628,,,,,,,
0.434396692,328.5698502,,,,,,,
0.434415629,328.5760725,,,,,,,
0.434434566,328.5822947,,,,,,,
0.434453502,328.5885169,,,,,,,
0.434491374,328.6009613,,,,,,,
0.434510309,328.6071836,,,,,,,
0.434529244,328.6134058,,,,,,,
0.434548179,328.619628,,,,,,,
0.434567113,328.6258502,,,,,,,
0.434586047,328.6320725,,,,,,,
0.43460498,328.6382947,,,,,,,
0.434623913,328.6445169,,,,,,,
0.434642846,328.6507391,,,,,,,
0.434661779,328.6569613,,,,,,,
0.434699643,328.6694058,,,,,,,
0.434718574,328.675628,,,,,,,
0.434737505,328.6818502,,,,,,,
0.434756436,328.6880725,,,,,,,
0.434775366,328.6942947,,,,,,,
0.434794296,328.7005169,,,,,,,
0.434813225,328.7067391,,,,,,,
0.434832155,328.7129613,,,,,,,
0.434870012,328.7254058,,,,,,,
0.43488894,328.731628,,,,,,,
0.434907868,328.7378502,,,,,,,
0.434926795,328.7440724,,,,,,,
0.434945722,328.9047826,,,,,,,
0.434964649,328.9110077,,,,,,,
0.434983575,328.7627391,,,,,,,
0.435002501,328.7689613,,,,,,,
0.435021427,328.9296832,,,,,,,
0.435059277,328.9421335,,,,,,,
0.435078202,328.9483586,,,,,,,
0.435097126,328.9545838,,,,,,,
0.43511605,328.9608089,,,,,,,
0.435134973,328.9670341,,,,,,,
0.435153897,328.9732592,,,,,,,
0.435172819,328.9794844,,,,,,,
0.435191742,328.9857095,,,,,,,
0.435210664,328.9919346,,,,,,,
0.435248507,329.0043849,,,,,,,
0.435267428,329.0106101,,,,,,,
0.435267428,329.0106101,,,,,,,
0.435305269,329.0230604,,,,,,,
0.435324189,329.0292855,,,,,,,
0.435343108,329.0355107,,,,,,,
0.435362027,329.0417358,,,,,,,
0.435380946,329.047961,,,,,,,
0.435399865,329.0541861,,,,,,,
0.435437701,329.0666364,,,,,,,
0.435456618,329.0728615,,,,,,,
0.435475535,329.0790867,,,,,,,
0.435494452,329.0853118,,,,,,,
0.435513368,329.091537,,,,,,,
0.435532284,329.0977621,,,,,,,
0.4355512,329.1039873,,,,,,,
0.435570115,329.1102124,,,,,,,
0.43558903,329.1164376,,,,,,,
0.435607944,329.1226627,,,,,,,
0.435645772,329.135113,,,,,,,
0.435645772,329.135113,,,,,,,
0.435683599,329.1475633,,,,,,,
0.435702512,329.1537885,,,,,,,
0.435721424,329.1600136,,,,,,,
0.435740336,329.1662387,,,,,,,
0.435759248,329.1724639,,,,,,,
0.435778159,329.178689,,,,,,,
0.43579707,329.3395337,,,,,,,
0.435834891,329.1973645,,,,,,,
0.435853801,329.3582179,,,,,,,
0.43587271,329.364446,,,,,,,
0.43589162,329.370674,,,,,,,
0.435910528,329.3769021,,,,,,,
0.435929437,329.3831302,,,,,,,
0.435948345,329.3893582,,,,,,,
0.435967253,329.3955863,,,,,,,
0.436005067,329.4080424,,,,,,,
0.436023974,329.4142705,,,,,,,
0.43604288,329.4204986,,,,,,,
0.436061786,329.4267267,,,,,,,
0.436080692,329.4329547,,,,,,,
0.436099597,329.4391828,,,,,,,
0.436118502,329.4454109,,,,,,,
0.436137406,329.4516389,,,,,,,
0.436156311,329.6125421,,,,,,,
0.436194118,329.6250041,,,,,,,
0.436213021,329.631235,,,,,,,
0.436231924,329.637466,,,,,,,
0.436250826,329.643697,,,,,,,
0.436269728,329.649928,,,,,,,
0.43628863,329.656159,,,,,,,
0.436307531,329.66239,,,,,,,
0.436326432,329.668621,,,,,,,
0.436345333,329.674852,,,,,,,
0.436383133,329.687314,,,,,,,
0.436402032,329.693545,,,,,,,
0.436420932,329.699776,,,,,,,
0.43643983,329.706007,,,,,,,
0.436458729,329.712238,,,,,,,
0.436477627,329.718469,,,,,,,
0.436496525,329.7247,,,,,,,
0.436515422,329.8856616,,,,,,,
0.436534319,329.8918955,,,,,,,
0.436572112,329.9043633,,,,,,,
0.436591008,329.9105972,,,,,,,
0.436609904,329.9168311,,,,,,,
0.436628799,329.9230651,,,,,,,
0.436647694,329.929299,,,,,,,
0.436666588,329.9355329,,,,,,,
0.436685482,329.9417668,,,,,,,
0.436704376,330.1027606,,,,,,,
0.43672327,330.1089974,,,,,,,
0.436761056,330.1214711,,,,,,,
0.436779948,330.127708,,,,,,,
0.43679884,330.1339448,,,,,,,
0.436817732,330.1401817,,,,,,,
0.436836623,330.1464185,,,,,,,
0.436855514,330.1526553,,,,,,,
0.436874405,330.1588922,,,,,,,
0.436893295,330.165129,,,,,,,
0.436912185,330.1713659,,,,,,,
0.436949963,330.1838395,,,,,,,
0.436968852,330.1900764,,,,,,,
0.436987741,330.3511169,,,,,,,
0.437006629,330.2025501,,,,,,,
0.437025517,330.2087869,,,,,,,
0.437044404,330.3698362,,,,,,,
0.437063291,330.376076,,,,,,,
0.437082178,330.3823158,,,,,,,
0.437101064,330.3885555,,,,,,,
0.43711995,330.3947953,,,,,,,
0.437157721,330.4072748,,,,,,,
0.437176606,330.4135146,,,,,,,
0.43719549,330.4197544,,,,,,,
0.437214374,330.4259941,,,,,,,
0.437233258,330.4322339,,,,,,,
0.437252142,330.4384737,,,,,,,
0.437271025,330.4447134,,,,,,,
0.437289908,330.6058037,,,,,,,
0.437327672,330.4634327,,,,,,,
0.437346554,330.6245318,,,,,,,
0.437365435,330.6307745,,,,,,,
0.437384316,330.6370171,,,,,,,
0.437403197,330.6432598,,,,,,,
0.437422077,330.6495025,,,,,,,
0.437440957,330.6557452,,,,,,,
0.437459836,330.6619879,,,,,,,
0.437478716,330.6682306,,,,,,,
0.437516473,330.680716,,,,,,,
0.437535351,330.8418472,,,,,,,
0.437554229,330.6932013,,,,,,,
0.437573106,330.8543384,,,,,,,
0.437591983,330.860584,,,,,,,
0.43761086,330.8668296,,,,,,,
0.437629736,330.8730752,,,,,,,
0.437648612,330.8793209,,,,,,,
0.437686363,330.8918121,,,,,,,
0.437705238,330.8980577,,,,,,,
0.437724113,330.9043033,,,,,,,
0.437742987,330.9105489,,,,,,,
0.437761861,330.9167945,,,,,,,
0.437780734,330.9230401,,,,,,,
0.437799607,330.9292858,,,,,,,
0.43781848,330.9355314,,,,,,,
0.437837352,331.0967123,,,,,,,
0.437875096,331.1092094,,,,,,,
0.437893968,331.425346,,,,,,,
0.437912839,331.5865474,,,,,,,
0.437931709,331.5928047,,,,,,,
0.43795058,331.599062,,,,,,,
0.437969449,331.6053193,,,,,,,
0.438007188,331.6178339,,,,,,,
0.438026057,331.6240912,,,,,,,
0.438044926,331.6303486,,,,,,,
0.438063794,331.6366059,,,,,,,
0.438082662,331.6428632,,,,,,,
0.438120396,331.6553778,,,,,,,
0.438139263,331.6616351,,,,,,,
0.438158129,331.6678924,,,,,,,
0.438176995,331.6741497,,,,,,,
0.438195861,331.680407,,,,,,,
0.438214726,331.6866643,,,,,,,
0.438233591,331.6929217,,,,,,,
0.438252456,331.699179,,,,,,,
0.43827132,331.7054363,,,,,,,
0.438290184,331.7116936,,,,,,,
0.438309047,331.7179509,,,,,,,
0.43832791,331.7242082,,,,,,,
0.438346773,331.7304655,,,,,,,
0.438384498,331.7429801,,,,,,,
0.43840336,331.7492374,,,,,,,
0.438422221,331.7554948,,,,,,,
0.438441082,331.7617521,,,,,,,
0.438459943,331.7680094,,,,,,,
0.438497663,331.780524,,,,,,,
0.438516523,331.7867813,,,,,,,
0.438535382,331.7930386,,,,,,,
