strain,stress,temp,type,title,medium,strain_rate,youngs,poissons
0.091346882,316.642561,,,,,,,
0.09140073,316.659612,,,,,,,
0.091427196,316.667993,,,,,,,
0.091453662,316.676374,,,,,,,
0.091480127,316.684755,,,,,,,
0.091506592,316.693136,,,,,,,
0.091533968,316.701806,,,,,,,
0.091560431,316.710187,,,,,,,
0.091586893,316.718568,,,,,,,
0.091613355,316.726949,,,,,,,
0.091639816,316.73533,,,,,,,
0.091667189,316.744,,,,,,,
0.091720107,316.760762,,,,,,,
0.091746565,316.769143,,,,,,,
0.091773022,316.777524,,,,,,,
0.091799479,316.785905,,,,,,,
0.091826847,316.794575,,,,,,,
0.091853303,316.802956,,,,,,,
0.091879757,316.811337,,,,,,,
0.091906211,316.819718,,,,,,,
0.091960029,316.836769,,,,,,,
0.091960029,316.836769,,,,,,,
0.092012932,316.853531,,,,,,,
0.092039382,316.861912,,,,,,,
0.092092281,316.7690274,,,,,,,
0.092119641,316.7776944,,,,,,,
0.092146088,316.7860725,,,,,,,
0.092172535,316.7944506,,,,,,,
0.092198981,316.8028287,,,,,,,
0.092251872,316.8195849,,,,,,,
0.092279227,316.8282519,,,,,,,
0.092305671,316.83663,,,,,,,
0.092332113,316.8450081,,,,,,,
0.092358555,316.8533862,,,,,,,
0.092384997,316.8617643,,,,,,,
0.092412349,316.8704313,,,,,,,
0.092465228,316.8871875,,,,,,,
0.092518104,316.9039437,,,,,,,
0.092544541,316.9123218,,,,,,,
0.092571889,316.9209888,,,,,,,
0.092598324,316.9293669,,,,,,,
0.092624759,316.937745,,,,,,,
0.092651193,316.9461231,,,,,,,
0.092677627,316.9545012,,,,,,,
0.092704971,316.9631682,,,,,,,
0.092731403,316.9715463,,,,,,,
0.092784265,316.9883025,,,,,,,
0.092784265,316.9883025,,,,,,,
0.092837124,317.0050587,,,,,,,
0.092864464,317.0137257,,,,,,,
0.092917319,317.0304819,,,,,,,
0.092943746,316.92912,,,,,,,
0.092970171,317.0472381,,,,,,,
0.092996596,316.9458704,,,,,,,
0.093023932,316.9545344,,,,,,,
0.093050356,316.9629096,,,,,,,
0.093076779,316.9712848,,,,,,,
0.093103201,316.97966,,,,,,,
0.093156954,316.9966992,,,,,,,
0.093183374,317.0050744,,,,,,,
0.093209794,317.0134496,,,,,,,
0.093236212,317.0218248,,,,,,,
0.09326263,317.0302,,,,,,,
0.093289048,317.0385752,,,,,,,
0.093316375,317.0472392,,,,,,,
0.093369206,317.0639896,,,,,,,
0.093395621,317.0723648,,,,,,,
0.093422035,317.08074,,,,,,,
0.093449359,317.089404,,,,,,,
0.093475771,317.0977792,,,,,,,
0.093502183,317.1061544,,,,,,,
0.093528594,317.1145296,,,,,,,
0.093555004,317.1229048,,,,,,,
0.093608733,317.139944,,,,,,,
0.093635141,317.1483192,,,,,,,
0.093661549,317.1566944,,,,,,,
0.093687956,317.1650696,,,,,,,
0.093714362,317.1734448,,,,,,,
0.093741678,317.1821088,,,,,,,
0.093768082,317.190484,,,,,,,
0.093794486,317.1988592,,,,,,,
0.09382089,317.0973981,,,,,,,
0.093847292,317.1057704,,,,,,,
0.093901006,317.2326488,,,,,,,
0.093927406,317.241024,,,,,,,
0.093953806,317.2493992,,,,,,,
0.093980205,317.1479206,,,,,,,
0.094006603,317.2661496,,,,,,,
0.094033001,317.1646652,,,,,,,
0.094060308,317.1733262,,,,,,,
0.094086704,317.1816985,,,,,,,
0.0941131,317.1900708,,,,,,,
0.094165889,317.2068154,,,,,,,
0.094193193,317.2154764,,,,,,,
0.094219585,317.3337288,,,,,,,
0.094245977,317.232221,,,,,,,
0.094272369,317.2405933,,,,,,,
0.094298759,317.2489656,,,,,,,
0.094325149,317.2573379,,,,,,,
0.094352449,317.2659989,,,,,,,
0.094378837,317.2743712,,,,,,,
0.094405225,317.2827435,,,,,,,
0.094457999,317.2994881,,,,,,,
0.094485294,317.3081491,,,,,,,
0.094511679,317.3165214,,,,,,,
0.094538064,317.3248937,,,,,,,
0.094564447,317.333266,,,,,,,
0.09459083,317.3416383,,,,,,,
0.094617212,317.4599344,,,,,,,
0.094670885,317.696833,,,,,,,
0.094697265,317.705214,,,,,,,
0.094723644,317.713595,,,,,,,
0.094750023,317.721976,,,,,,,
0.094776401,317.730357,,,,,,,
0.094803688,317.739027,,,,,,,
0.094830065,317.747408,,,,,,,
0.094856441,317.755789,,,,,,,
0.094882816,317.76417,,,,,,,
0.094936474,317.781221,,,,,,,
0.094962847,317.789602,,,,,,,
0.094989219,317.6880183,,,,,,,
0.095015591,317.6963964,,,,,,,
0.095041962,317.7047745,,,,,,,
0.095068332,317.7131526,,,,,,,
0.095095611,317.7218196,,,,,,,
0.09512198,317.840177,,,,,,,
0.095148349,317.848558,,,,,,,
0.095201083,317.755332,,,,,,,
0.095228358,317.763999,,,,,,,
0.095254724,317.7723771,,,,,,,
0.095281088,317.7807552,,,,,,,
0.095307453,317.7891333,,,,,,,
0.095337452,317.798667,,,,,,,
0.095364724,317.807334,,,,,,,
0.095382904,317.813112,,,,,,,
0.095410175,317.821779,,,,,,,
0.095437444,317.830446,,,,,,,
0.095491981,317.84778,,,,,,,
0.095519249,317.856447,,,,,,,
0.095546516,317.865114,,,,,,,
0.095573781,317.873781,,,,,,,
0.095601047,317.882448,,,,,,,
0.095628311,317.891115,,,,,,,
0.095655575,317.899782,,,,,,,
0.095682838,317.908449,,,,,,,
0.095728274,317.922894,,,,,,,
0.095755535,317.931561,,,,,,,
0.095782795,317.940228,,,,,,,
0.095810055,317.948895,,,,,,,
0.095837314,317.957562,,,,,,,
0.095864572,317.966229,,,,,,,
0.095891829,317.864832,,,,,,,
0.095919085,317.873496,,,,,,,
0.095946341,317.88216,,,,,,,
0.09600085,317.899488,,,,,,,
0.096019019,318.015342,,,,,,,
0.096046272,317.913928,,,,,,,
0.096073525,317.922592,,,,,,,
0.096100776,317.931256,,,,,,,
0.096128027,317.93992,,,,,,,
0.096155277,317.948584,,,,,,,
0.096182526,317.957248,,,,,,,
0.096237023,317.974576,,,,,,,
0.096237023,317.974576,,,,,,,
0.096291516,317.991904,,,,,,,
0.096318762,318.000568,,,,,,,
0.096346007,318.009232,,,,,,,
0.09636417,318.015008,,,,,,,
0.096391413,318.023672,,,,,,,
0.096418656,318.032336,,,,,,,
0.096445898,318.041,,,,,,,
0.09647314,318.049664,,,,,,,
0.09652762,318.066992,,,,,,,
0.096554859,318.075656,,,,,,,
0.096582098,317.97418,,,,,,,
0.096609336,318.092984,,,,,,,
0.096636572,318.101648,,,,,,,
0.096663809,318.000163,,,,,,,
0.096681966,318.116088,,,,,,,
0.096709201,318.014598,,,,,,,
0.096736435,318.023259,,,,,,,
0.096790901,318.040581,,,,,,,
0.096818133,318.049242,,,,,,,
0.096845364,318.057903,,,,,,,
0.096872595,318.066564,,,,,,,
0.096899825,318.075225,,,,,,,
0.096899825,318.075225,,,,,,,
0.096954282,318.092547,,,,,,,
0.09698151,318.101208,,,,,,,
0.096999661,318.106982,,,,,,,
0.097054113,318.124304,,,,,,,
0.097081338,318.132965,,,,,,,
0.097108562,318.141626,,,,,,,
0.097135785,318.150287,,,,,,,
0.097163008,318.048744,,,,,,,
0.09719023,318.167609,,,,,,,
0.097217451,318.17627,,,,,,,
0.097244671,318.184931,,,,,,,
0.097271891,318.083376,,,,,,,
0.09729911,318.092034,,,,,,,
0.097344473,318.106464,,,,,,,
0.09737169,318.115122,,,,,,,
0.097398906,318.12378,,,,,,,
0.097426121,318.132438,,,,,,,
0.097453336,318.141096,,,,,,,
0.09748055,318.149754,,,,,,,
0.097507763,318.158412,,,,,,,
0.097534976,318.16707,,,,,,,
0.097562188,318.175728,,,,,,,
0.097589399,318.184386,,,,,,,
0.097634749,318.198816,,,,,,,
0.097661958,318.207474,,,,,,,
0.097689166,318.216132,,,,,,,
0.097716374,318.22479,,,,,,,
0.09774358,318.233448,,,,,,,
0.097770786,318.242106,,,,,,,
0.097797992,318.250764,,,,,,,
0.0978524,318.26808,,,,,,,
0.097879603,318.166455,,,,,,,
0.097879603,318.276738,,,,,,,
0.097934007,318.294054,,,,,,,
0.097961208,318.302712,,,,,,,
0.097979342,318.19819,,,,,,,
0.098006541,318.206845,,,,,,,
0.098060938,318.224155,,,,,,,
0.098088136,318.23281,,,,,,,
0.098115333,318.241465,,,,,,,
0.098142529,318.25012,,,,,,,
0.098169724,318.258775,,,,,,,
0.098196918,318.26743,,,,,,,
0.098224112,318.276085,,,,,,,
0.098251305,318.28474,,,,,,,
0.098278497,318.293395,,,,,,,
0.098296625,318.299165,,,,,,,
0.098323816,318.30782,,,,,,,
0.098378196,318.32513,,,,,,,
0.098405385,318.333785,,,,,,,
0.098432573,318.34244,,,,,,,
0.098486947,318.35975,,,,,,,
0.098514133,318.368405,,,,,,,
0.098541318,318.37706,,,,,,,
0.098595686,318.39437,,,,,,,
0.098613808,318.40014,,,,,,,
0.09864099,318.408795,,,,,,,
0.098695353,318.426105,,,,,,,
0.098722533,318.324384,,,,,,,
0.098749712,318.333036,,,,,,,
0.098776891,318.45207,,,,,,,
0.098804069,318.35034,,,,,,,
0.098831246,318.358992,,,,,,,
0.098858423,318.367644,,,,,,,
0.098885599,318.376296,,,,,,,
0.098912774,318.495345,,,,,,,
0.09893089,318.501115,,,,,,,
0.098985237,318.518425,,,,,,,
0.099012409,318.416672,,,,,,,
0.099039581,318.535735,,,,,,,
0.099066751,318.433976,,,,,,,
0.099093922,318.553045,,,,,,,
0.099121091,318.5617,,,,,,,
0.099148259,318.570355,,,,,,,
0.099175427,318.57901,,,,,,,
0.099202595,318.587665,,,,,,,
0.099229761,318.485888,,,,,,,
0.099275037,318.500308,,,,,,,
0.099302201,318.50896,,,,,,,
0.099329365,318.517612,,,,,,,
0.099356528,318.526264,,,,,,,
0.09938369,318.534916,,,,,,,
0.099410851,318.543568,,,,,,,
0.099438012,318.55222,,,,,,,
0.099465172,318.560872,,,,,,,
0.099492331,318.569524,,,,,,,
0.099546648,318.586828,,,,,,,
0.099564753,318.592596,,,,,,,
0.099591909,318.601248,,,,,,,
0.099619065,318.6099,,,,,,,
0.09964622,318.618552,,,,,,,
0.099673374,318.627204,,,,,,,
0.099700528,318.635856,,,,,,,
0.099727681,318.754995,,,,,,,
0.099754833,318.65316,,,,,,,
0.099809135,318.670464,,,,,,,
0.099836285,318.789615,,,,,,,
0.099863434,318.687768,,,,,,,
0.099890583,318.806925,,,,,,,
0.099908681,318.812695,,,,,,,
0.099935829,318.71084,,,,,,,
0.099962975,318.719492,,,,,,,
0.099990121,318.728144,,,,,,,
0.100017266,318.736796,,,,,,,
0.100071554,318.7541,,,,,,,
0.100098697,318.762752,,,,,,,
0.100125839,318.771404,,,,,,,
0.10015298,318.780056,,,,,,,
0.100180121,318.788708,,,,,,,
0.10020726,318.79736,,,,,,,
0.100225353,318.803128,,,,,,,
0.100252492,318.81178,,,,,,,
0.10027963,318.820432,,,,,,,
0.100333903,318.837736,,,,,,,
0.100361039,318.846388,,,,,,,
0.100388174,318.9656,,,,,,,
0.100415308,318.974255,,,,,,,
0.100442442,318.872344,,,,,,,
0.100469574,318.880996,,,,,,,
0.100496706,318.889648,,,,,,,
0.100523838,318.8983,,,,,,,
0.100541925,319.014645,,,,,,,
0.100596184,318.921372,,,,,,,
0.100623313,318.930024,,,,,,,
0.100650441,318.938676,,,,,,,
0.100677568,318.947328,,,,,,,
0.100704694,319.066575,,,,,,,
0.10073182,319.07523,,,,,,,
0.100758945,318.973284,,,,,,,
0.100786069,318.981936,,,,,,,
0.100813192,318.990588,,,,,,,
0.100840315,318.99924,,,,,,,
0.100885518,319.01366,,,,,,,
0.100912639,319.022312,,,,,,,
0.100939758,319.030964,,,,,,,
0.100966878,319.15024,,,,,,,
0.100993996,319.048268,,,,,,,
0.101021114,319.05692,,,,,,,
0.101048231,319.176205,,,,,,,
0.101102463,319.082876,,,,,,,
0.101129578,319.091528,,,,,,,
0.101129578,319.091528,,,,,,,
0.101174768,319.105948,,,,,,,
0.101201881,319.1146,,,,,,,
0.101228993,319.123252,,,,,,,
0.101256104,319.131904,,,,,,,
0.101283215,319.140556,,,,,,,
0.101310325,319.149208,,,,,,,
0.101337434,319.15786,,,,,,,
0.10139165,319.175164,,,,,,,
0.101418757,319.183816,,,,,,,
0.101418757,319.183816,,,,,,,
0.101472969,319.20112,,,,,,,
0.101500074,319.209772,,,,,,,
0.101518143,319.21554,,,,,,,
0.101545247,319.224192,,,,,,,
0.10157235,319.232844,,,,,,,
0.101626553,319.250148,,,,,,,
0.101653654,319.2588,,,,,,,
0.101680754,319.267452,,,,,,,
0.101707853,319.608222,,,,,,,
0.101734951,319.616883,,,,,,,
0.101762049,319.625544,,,,,,,
0.101789146,319.52349,,,,,,,
0.101834306,319.53792,,,,,,,
0.101861401,319.546578,,,,,,,
0.101888495,319.555236,,,,,,,
0.101915589,319.563894,,,,,,,
0.101942682,319.46182,,,,,,,
0.101969774,319.470475,,,,,,,
0.101996865,319.47913,,,,,,,
0.102023956,319.487785,,,,,,,
0.102051045,319.49644,,,,,,,
0.102078135,319.505095,,,,,,,
0.102105223,319.51375,,,,,,,
0.102150369,319.528175,,,,,,,
0.102177455,319.53683,,,,,,,
0.102204541,319.545485,,,,,,,
0.102231626,319.55414,,,,,,,
0.10225871,319.562795,,,,,,,
0.102285794,319.57145,,,,,,,
0.102312876,319.580105,,,,,,,
0.102339958,319.58876,,,,,,,
0.10239412,319.60607,,,,,,,
0.1024212,319.614725,,,,,,,
0.102448279,319.62338,,,,,,,
0.102466332,319.51836,,,,,,,
0.102493409,319.527012,,,,,,,
0.102520487,319.535664,,,,,,,
0.102547563,319.544316,,,,,,,
0.102601714,319.56162,,,,,,,
0.102628788,319.570272,,,,,,,
0.102655861,319.578924,,,,,,,
0.102682934,319.587576,,,,,,,
0.102710006,319.596228,,,,,,,
0.102737077,319.60488,,,,,,,
0.102764148,319.613532,,,,,,,
0.102782195,319.6193,,,,,,,
0.102809264,319.627952,,,,,,,
0.102836333,319.636604,,,,,,,
0.102890468,319.543071,,,,,,,
0.102917534,319.55172,,,,,,,
0.1029446,319.560369,,,,,,,
0.102971665,319.569018,,,,,,,
0.102998729,319.577667,,,,,,,
0.103025792,319.586316,,,,,,,
0.103052855,319.594965,,,,,,,
0.103079917,319.603614,,,,,,,
0.103097958,319.60938,,,,,,,
0.103125019,319.618029,,,,,,,
0.103179138,319.635327,,,,,,,
0.103206197,319.643976,,,,,,,
0.103233255,319.652625,,,,,,,
0.103260312,319.661274,,,,,,,
0.103287368,319.669923,,,,,,,
0.103314424,319.678572,,,,,,,
0.103341479,319.687221,,,,,,,
0.103368533,319.69587,,,,,,,
0.103422639,319.713168,,,,,,,
0.103440674,319.718934,,,,,,,
0.103467725,319.727583,,,,,,,
0.103494776,319.736232,,,,,,,
0.103521826,319.744881,,,,,,,
0.103548876,319.75353,,,,,,,
0.103575924,319.762179,,,,,,,
0.103602972,319.770828,,,,,,,
0.103657066,319.677204,,,,,,,
0.103684111,319.68585,,,,,,,
0.103711156,319.694496,,,,,,,
0.1037382,319.703142,,,,,,,
0.103756229,319.708906,,,,,,,
0.103783272,319.717552,,,,,,,
0.103810315,319.726198,,,,,,,
0.103837356,319.734844,,,,,,,
0.103864397,319.74349,,,,,,,
0.103891437,319.752136,,,,,,,
0.103945515,319.769428,,,,,,,
0.103972553,319.778074,,,,,,,
0.10399959,319.78672,,,,,,,
0.104026626,319.795366,,,,,,,
0.104053662,319.804012,,,,,,,
0.104071685,319.809776,,,,,,,
0.10409872,319.818422,,,,,,,
0.104125754,319.827068,,,,,,,
0.104179819,319.84436,,,,,,,
0.10420685,319.853006,,,,,,,
0.104233881,319.861652,,,,,,,
0.104260911,319.870298,,,,,,,
0.104287941,319.878944,,,,,,,
0.104314969,319.88759,,,,,,,
0.104341997,319.896236,,,,,,,
0.104369024,319.904882,,,,,,,
0.104387042,319.910646,,,,,,,
0.104441093,319.927938,,,,,,,
0.104468118,319.936584,,,,,,,
0.104495141,319.94523,,,,,,,
0.104522164,319.953876,,,,,,,
0.104549187,319.962522,,,,,,,
0.104576208,319.971168,,,,,,,
0.104603229,319.979814,,,,,,,
0.104630249,319.98846,,,,,,,
0.104657268,319.997106,,,,,,,
0.104684287,320.005752,,,,,,,
0.104729316,320.020162,,,,,,,
0.104756333,320.028808,,,,,,,
0.104756333,320.028808,,,,,,,
0.104810364,320.0461,,,,,,,
0.104837379,320.054746,,,,,,,
0.104864393,320.063392,,,,,,,
0.104891406,320.072038,,,,,,,
0.104918418,320.080684,,,,,,,
0.10497244,319.986908,,,,,,,
0.10499945,319.995551,,,,,,,
0.10502646,320.004194,,,,,,,
0.105044466,320.009956,,,,,,,
0.105071474,320.129678,,,,,,,
0.105098481,320.027242,,,,,,,
0.105125488,320.035885,,,,,,,
0.105152494,320.044528,,,,,,,
0.105206504,320.061814,,,,,,,
0.105233508,320.070457,,,,,,,
0.105260511,320.0791,,,,,,,
0.105287513,320.087743,,,,,,,
0.105314515,320.096386,,,,,,,
0.105341515,320.105029,,,,,,,
0.105359516,320.110791,,,,,,,
0.105386515,320.119434,,,,,,,
0.105413514,320.128077,,,,,,,
0.10546751,320.145363,,,,,,,
0.105494507,320.04288,,,,,,,
0.105521503,320.162649,,,,,,,
0.105548498,320.171292,,,,,,,
0.105575493,320.179935,,,,,,,
0.105602486,320.07744,,,,,,,
0.105629479,320.197221,,,,,,,
0.105656472,320.205864,,,,,,,
0.105674466,320.211626,,,,,,,
0.105701458,320.220269,,,,,,,
0.105755438,320.1264,,,,,,,
0.105782427,320.13504,,,,,,,
0.105809415,320.14368,,,,,,,
0.105836402,320.15232,,,,,,,
0.105863389,320.16096,,,,,,,
0.105890375,320.1696,,,,,,,
0.105917361,320.17824,,,,,,,
0.105944345,320.18688,,,,,,,
0.105971329,320.19552,,,,,,,
0.105989318,320.20128,,,,,,,
0.106043283,320.21856,,,,,,,
0.106070264,320.2272,,,,,,,
0.106097244,320.23584,,,,,,,
0.106124224,320.24448,,,,,,,
0.106151203,320.141921,,,,,,,
0.106178181,320.26176,,,,,,,
0.106205159,320.159195,,,,,,,
0.106232136,320.167832,,,,,,,
0.106259112,320.176469,,,,,,,
0.10630407,320.190864,,,,,,,
0.106331045,320.31072,,,,,,,
0.106358018,320.31936,,,,,,,
0.106384991,320.216775,,,,,,,
0.106411963,320.225412,,,,,,,
0.106438934,320.234049,,,,,,,
0.106465904,320.242686,,,,,,,
0.106492874,320.251323,,,,,,,
0.106519843,320.25996,,,,,,,
0.106573779,320.277234,,,,,,,
0.106600746,320.285871,,,,,,,
0.106618724,320.291629,,,,,,,
0.106645689,320.300266,,,,,,,
0.106672654,320.308903,,,,,,,
0.106699619,320.31754,,,,,,,
0.106726582,320.326177,,,,,,,
0.106753545,320.334814,,,,,,,
0.106780507,320.343451,,,,,,,
0.106807468,320.352088,,,,,,,
0.106861389,320.369362,,,,,,,
0.106888348,320.377999,,,,,,,
0.106915306,320.386636,,,,,,,
0.106942264,320.395273,,,,,,,
0.106960235,320.401031,,,,,,,
0.106987192,320.409668,,,,,,,
0.107014148,320.418305,,,,,,,
0.107041103,320.426942,,,,,,,
0.107095011,320.444216,,,,,,,
0.107121963,320.452853,,,,,,,
0.107148916,320.46149,,,,,,,
0.107175867,320.470127,,,,,,,
0.107202818,320.478764,,,,,,,
0.107229768,320.487401,,,,,,,
0.107256717,320.496038,,,,,,,
0.107274682,320.501796,,,,,,,
0.10730163,320.510433,,,,,,,
0.107355524,320.527707,,,,,,,
0.10738247,320.536344,,,,,,,
0.107409415,320.544981,,,,,,,
0.10743636,320.553618,,,,,,,
0.107463303,320.562255,,,,,,,
0.107490246,320.570892,,,,,,,
0.107517188,320.579529,,,,,,,
0.10754413,320.588166,,,,,,,
0.107589031,320.602561,,,,,,,
0.107589031,320.602561,,,,,,,
0.107642909,320.619835,,,,,,,
0.107669847,320.517104,,,,,,,
0.107696784,320.637109,,,,,,,
0.107723721,320.645746,,,,,,,
0.107750657,320.654383,,,,,,,
0.107777592,320.55164,,,,,,,
0.107804527,320.671657,,,,,,,
0.10783146,320.680294,,,,,,,
0.107858393,320.577542,,,,,,,
0.107885326,320.586176,,,,,,,
0.107930211,320.600566,,,,,,,
0.107957142,320.6092,,,,,,,
0.107984071,320.729237,,,,,,,
0.108011,320.737874,,,,,,,
0.108037928,320.746511,,,,,,,
0.108064856,320.755148,,,,,,,
0.108091782,320.763785,,,,,,,
0.108145634,320.781059,,,,,,,
0.108172558,320.789696,,,,,,,
0.108172558,320.789696,,,,,,,
0.108217431,320.804091,,,,,,,
0.108244353,320.812728,,,,,,,
0.108271275,320.821365,,,,,,,
0.108298196,320.718564,,,,,,,
0.108325117,320.838639,,,,,,,
0.108352037,320.847276,,,,,,,
0.108378956,320.855913,,,,,,,
0.108405874,320.86455,,,,,,,
0.108459708,320.770368,,,,,,,
0.108486624,320.890461,,,,,,,
0.10851354,320.787636,,,,,,,
0.108540454,320.79627,,,,,,,
0.108558397,320.802026,,,,,,,
0.10858531,320.81066,,,,,,,
0.108612223,320.819294,,,,,,,
0.108639135,320.827928,,,,,,,
0.108666046,320.836562,,,,,,,
0.108719867,320.85383,,,,,,,
0.108746776,320.862464,,,,,,,
0.108773684,320.871098,,,,,,,
0.108800592,320.879732,,,,,,,
0.108827499,320.888366,,,,,,,
0.108854405,320.897,,,,,,,
0.108872342,320.902756,,,,,,,
0.108899247,320.91139,,,,,,,
0.108926151,320.920024,,,,,,,
0.108979958,320.937292,,,,,,,
0.10900686,320.945926,,,,,,,
0.109033761,320.95456,,,,,,,
0.109060662,320.963194,,,,,,,
0.109087562,320.971828,,,,,,,
0.109114461,320.980462,,,,,,,
0.109141359,320.989096,,,,,,,
0.109168257,320.99773,,,,,,,
0.109186188,321.003486,,,,,,,
0.109213085,321.01212,,,,,,,
0.109266876,321.029388,,,,,,,
0.10929377,321.038022,,,,,,,
0.109320664,321.046656,,,,,,,
0.109320664,321.046656,,,,,,,
0.109374449,321.063924,,,,,,,
0.109401341,321.072558,,,,,,,
0.109428231,321.081192,,,,,,,
0.109455121,321.089826,,,,,,,
0.109482011,321.09846,,,,,,,
0.109526825,321.11285,,,,,,,
0.109553712,321.121484,,,,,,,
0.109580599,321.130118,,,,,,,
0.109607485,321.138752,,,,,,,
0.10963437,321.147386,,,,,,,
0.109661254,321.15602,,,,,,,
0.109688138,321.164654,,,,,,,
0.109715021,321.173288,,,,,,,
0.109768785,321.190556,,,,,,,
0.109795666,321.19919,,,,,,,
0.109813586,321.204946,,,,,,,
0.109840466,321.21358,,,,,,,
0.109867345,321.222214,,,,,,,
0.109894223,321.230848,,,,,,,
0.1099211,321.239482,,,,,,,
0.109947977,321.248116,,,,,,,
0.109974853,321.25675,,,,,,,
0.110001729,321.265384,,,,,,,
0.110028603,321.274018,,,,,,,
0.110055477,321.171018,,,,,,,
0.110109223,321.18828,,,,,,,
0.110127137,321.305676,,,,,,,
0.110154008,321.202665,,,,,,,
0.110180879,321.211296,,,,,,,
0.110207749,321.219927,,,,,,,
0.110234618,321.228558,,,,,,,
0.110261486,321.237189,,,,,,,
0.110288354,321.24582,,,,,,,
0.110315221,321.254451,,,,,,,
0.110342087,321.263082,,,,,,,
0.110395817,321.280344,,,,,,,
0.110422681,321.288975,,,,,,,
0.110449545,321.297606,,,,,,,
0.110467453,321.30336,,,,,,,
0.110494315,321.311991,,,,,,,
0.110521177,321.320622,,,,,,,
0.110548037,321.329253,,,,,,,
0.110574897,321.337884,,,,,,,
0.110601756,321.346515,,,,,,,
0.110655473,321.363777,,,,,,,
0.11068233,321.372408,,,,,,,
0.110709186,321.381039,,,,,,,
0.110736042,321.38967,,,,,,,
0.110762896,321.398301,,,,,,,
0.110780799,321.404055,,,,,,,
0.110807653,321.412686,,,,,,,
0.110834506,321.421317,,,,,,,
0.110861358,321.429948,,,,,,,
0.11088821,321.438579,,,,,,,
0.110941911,321.455841,,,,,,,
0.11096876,321.464472,,,,,,,
0.110995609,321.473103,,,,,,,
0.111022457,321.481734,,,,,,,
0.111049304,321.37862,,,,,,,
0.11107615,321.387248,,,,,,,
0.111094048,321.72825,,,,,,,
0.111147737,321.85728,,,,,,,
0.111174581,321.754161,,,,,,,
0.111201424,321.762798,,,,,,,
0.111228267,321.771435,,,,,,,
0.111255108,321.780072,,,,,,,
0.111281949,321.788709,,,,,,,
0.11130879,321.797346,,,,,,,
0.111335629,321.805983,,,,,,,
0.111362468,321.81462,,,,,,,
0.111407198,321.829015,,,,,,,
0.111434034,321.837652,,,,,,,
0.111460871,321.846289,,,,,,,
0.111487706,321.854926,,,,,,,
0.111514541,321.863563,,,,,,,
0.111541375,321.8722,,,,,,,
0.111568208,321.880837,,,,,,,
0.111595041,321.889474,,,,,,,
0.111621872,321.786302,,,,,,,
0.111675534,321.915385,,,,,,,
0.111702364,321.924022,,,,,,,
0.11172025,321.81796,,,,,,,
0.111747078,321.938417,,,,,,,
0.111773906,321.835228,,,,,,,
0.111800733,321.843862,,,,,,,
0.111827559,321.852496,,,,,,,
0.111854385,321.86113,,,,,,,
0.111908034,321.878398,,,,,,,
0.111934857,321.887032,,,,,,,
0.11196168,321.895666,,,,,,,
0.111988502,321.9043,,,,,,,
0.112015323,321.912934,,,,,,,
0.112042144,321.921568,,,,,,,
0.112060024,321.927324,,,,,,,
0.112086843,321.935958,,,,,,,
0.112113662,321.944592,,,,,,,
0.11214048,321.953226,,,,,,,
0.112194113,321.970494,,,,,,,
0.112220929,321.979128,,,,,,,
0.112247744,321.987762,,,,,,,
0.112274558,321.996396,,,,,,,
0.112301372,322.00503,,,,,,,
0.112328185,322.013664,,,,,,,
0.112354997,322.022298,,,,,,,
0.112372872,322.028054,,,,,,,
0.112399682,322.036688,,,,,,,
0.112426493,322.045322,,,,,,,
0.112453302,322.053956,,,,,,,
0.112506919,322.071224,,,,,,,
0.112533727,322.079858,,,,,,,
0.112560533,321.976578,,,,,,,
0.112587339,321.985209,,,,,,,
0.112614144,322.10576,,,,,,,
0.112640949,322.114394,,,,,,,
0.112667753,322.123028,,,,,,,
0.112712424,322.025487,,,,,,,
0.112712424,322.137418,,,,,,,
0.112739226,322.034118,,,,,,,
0.112792827,322.16332,,,,,,,
0.112819627,322.171954,,,,,,,
0.112846426,322.180588,,,,,,,
0.112873224,322.189222,,,,,,,
0.112900022,322.197856,,,,,,,
0.112926819,322.20649,,,,,,,
0.11298041,322.223758,,,,,,,
0.112998274,322.229514,,,,,,,
0.113025068,322.238148,,,,,,,
0.113051861,322.246782,,,,,,,
0.113078654,322.255416,,,,,,,
0.113105446,322.26405,,,,,,,
0.113132237,322.272684,,,,,,,
0.113159028,322.281318,,,,,,,
0.113185818,322.289952,,,,,,,
0.113212607,322.298586,,,,,,,
0.113266183,322.315854,,,,,,,
0.11329297,322.324488,,,,,,,
0.113310828,322.218246,,,,,,,
0.113337614,322.338878,,,,,,,
0.113364399,322.235508,,,,,,,
0.113391183,322.244139,,,,,,,
0.113417967,322.25277,,,,,,,
0.11344475,322.261401,,,,,,,
0.113498314,322.278663,,,,,,,
0.113525095,322.287294,,,,,,,
0.113551875,322.295925,,,,,,,
0.113578654,322.304556,,,,,,,
0.113605433,322.313187,,,,,,,
0.113623285,322.318941,,,,,,,
0.113650062,322.327572,,,,,,,
0.113676839,322.224164,,,,,,,
0.113703615,322.232792,,,,,,,
0.113783939,322.258676,,,,,,,
0.113837484,322.275932,,,,,,,
0.113864256,322.39662,,,,,,,
0.113864256,322.28456,,,,,,,
0.113917797,322.301816,,,,,,,
0.113944567,322.310444,,,,,,,
0.113962413,322.316196,,,,,,,
0.113989181,322.324824,,,,,,,
0.114015949,322.333452,,,,,,,
0.114042716,322.34208,,,,,,,
