strain,stress,temp,type,title,medium,strain_rate,youngs,poissons
0,0,750,tensile,D6,Air,0.3806557288752481,161000,0.3
-3.0094452833483595e-05,3.091906949352,,,,,,,,
-3.0094452833483595e-05,3.202903608918,,,,,,,,
-3.0094452833483595e-05,3.298900719894,,,,,,,,
-3.0094452833483595e-05,3.3778983424680002,,,,,,,,
-3.0094452833483595e-05,3.488895002034,,,,,,,,
-2.937143133626663e-05,3.583894734336,,,,,,,,
-2.8619409531346092e-05,3.694894252795,,,,,,,,
-2.789738912859599e-05,3.805893824018,,,,,,,,
-2.6422349067216642e-05,3.9008969277779997,,,,,,,,
-2.4225293430040244e-05,4.0279024216999995,,,,,,,,
-2.2751258807968976e-05,4.122906197627,,,,,,,,
-2.0554211236358463e-05,4.2499126455,,,,,,,,
-1.7605154969862956e-05,4.360923224595,,,,,,,,
-1.4685107825682384e-05,4.471934328680001,,,,,,,,
-1.1737068879135112e-05,4.551946573175999,,,,,,,,
-8.788038614735552e-06,4.662959021556,,,,,,,,
-5.1170130919436e-06,4.757975653313999,,,,,,,,
-1.445001044002322e-06,4.836993010535,,,,,,,,
1.4449989560883442e-06,4.932007126740001,,,,,,,,
5.116986908143578e-06,5.027025723158999,,,,,,,,
8.064967478119414e-06,5.107041187955001,,,,,,,,
1.173693112185508e-05,5.202061055873999,,,,,,,,
1.5407881298092863e-05,5.297081616176,,,,,,,,
1.907981797906444e-05,5.39210287936,,,,,,,,
2.2027757387233616e-05,5.503121220084,,,,,,,,
2.5699669760564445e-05,5.582143457399999,,,,,,,,
2.937056868051424e-05,5.693167209102999,,,,,,,,
3.2319477720138974e-05,5.78918710048,,,,,,,,
3.5990352339567915e-05,5.900212346900001,,,,,,,,
3.8910242986762715e-05,5.9952332714450005,,,,,,,,
4.2581093412442845e-05,6.09025932438,,,,,,,,
4.5529963495524505e-05,6.217283066227,,,,,,,,
4.992375378856059e-05,6.328315925399999,,,,,,,,
5.287160227221215e-05,6.423339603279,,,,,,,,
5.654340139182387e-05,6.566371274470001,,,,,,,,
6.021418708950645e-05,6.677402062232,,,,,,,,
6.46079128637589e-05,6.78843857268,,,,,,,,
6.68337665740815e-05,6.899461101564,,,,,,,,
7.050551442788263e-05,7.010494261080001,,,,,,,,
7.342430436980418e-05,7.1375240484989995,,,,,,,,
7.637308350180048e-05,7.263554718888,,,,,,,,
8.004379640982488e-05,7.374590266577999,,,,,,,,
8.296355842880144e-05,7.533624990411,,,,,,,,
8.66352470586603e-05,7.628660882292,,,,,,,,
8.9582987324316e-05,7.7396933137929995,,,,,,,,
9.325465164981812e-05,7.898736559582,,,,,,,,
9.620237240328171e-05,8.009770521863,,,,,,,,
9.912208724351183e-05,8.151807984177,,,,,,,,
0.00010279471644216623,8.278850978400001,,,,,,,,
0.00010574440886282623,8.40588882875,,,,,,,,
0.0001086640958432045,8.532927172439999,,,,,,,,
0.00011233369033479151,8.659972752060002,,,,,,,,
0.00011600327136028218,8.81902297618,,,,,,,,
0.00011895292482030464,8.94506397824,,,,,,,,
0.000122622481556103,9.08811433881,,,,,,,,
0.00012629202482652616,9.2151637282,,,,,,,,
0.00012924164793849224,9.35820939225,,,,,,,,
0.00013363107097075406,9.50026944636,,,,,,,,
0.00013658067243541139,9.64331700078,,,,,,,,
0.00014098006184406692,9.75437507547,,,,,,,,
0.00014464953775107477,9.8814292408,,,,,,,,
0.0001483190001933006,10.0214862666,,,,,,,,
0.0001519884491703992,10.1515428,,,,,,,,
0.0001563777723586825,10.291609253099997,,,,,,,,
0.00016080706985012734,10.451680569,,,,,,,,
0.00016447647300326174,10.5817403042,,,,,,,,
0.000168865741378035,10.701807015999998,,,,,,,,
0.00017329498355701787,10.831876947300001,,,,,,,,
0.00017768421322523725,10.961947592000001,,,,,,,,
0.0001821034181660885,11.102021532,,,,,,,,
0.00018650260730745756,11.2420964848,,,,,,,,
0.00019089177900489298,11.3521668285,,,,,,,,
0.0001953109255793187,11.502246294999999,,,,,,,,
0.00019899020013681976,11.6623204566,,,,,,,,
0.00020337931702452865,11.80240012,,,,,,,,
0.00020779840841516001,11.9424813708,,,,,,,,
0.0002121974845213298,12.082563617600002,,,,,,,,
0.0002165865434412338,12.212644808100002,,,,,,,,
0.00022100557646843896,12.342727510200001,,,,,,,,
0.0002254045944755608,12.4728111121,,,,,,,,
0.0002298235885357651,12.6128984085,,,,,,,,
0.00023349273844889377,12.75297738,,,,,,,,
0.0002386115300045641,12.863068910400001,,,,,,,,
0.00024303046570391308,12.973152488200002,,,,,,,,
0.0002466995671592164,13.043217359199998,,,,,,,,
0.0002503686551524857,13.133287752000003,,,,,,,,
0.00025623716845253803,13.2934058283,,,,,,,,
0.00025990622145174,13.383477997200002,,,,,,,,
0.00026505486985432526,13.483573413200002,,,,,,,,
0.00027020349174846666,13.593672561600002,,,,,,,,
0.00027459229608452966,13.6937596847,,,,,,,,
0.00028046066722996194,13.773862484999999,,,,,,,,
0.00028412963135310255,13.8439329128,,,,,,,,
0.0002899079726224291,13.9740506015,,,,,,,,
0.0002951064518072828,14.044143905999999,,,,,,,,
0.0002988653353061408,14.074205663699999,,,,,,,,
0.00030320402901229366,14.1542909875,,,,,,,,
0.0003075427038942651,14.244380081600001,,,,,,,,
0.00031216127259973124,14.3844895798,,,,,,,,
0.00031563018355249104,14.504577359999999,,,,,,,,
0.0003199688045218698,14.624678692399998,,,,,,,,
0.0003245873158372475,14.734781947200002,,,,,,,,
0.0003280561836855124,14.834865871300002,,,,,,,,
0.0003326846543229492,14.9449711356,,,,,,,,
0.0003370132046699099,15.0350661621,,,,,,,,
0.000341351732867658,15.155172361500002,,,,,,,,
0.0003456802456987546,15.2652759924,,,,,,,,
0.0003503086347648674,15.385388690600001,,,,,,,,
0.00035521690300504904,15.5155103928,,,,,,,,
0.0003589755605629394,15.625608204799999,,,,,,,,
0.0003633139934776402,15.735715967400001,,,,,,,,
0.0003679323046073511,15.865836479999999,,,,,,,,
0.00037227069866407696,15.9759462698,,,,,,,,
0.00037746874970675826,16.106078394,,,,,,,,
0.00038093743412148575,16.226179982199998,,,,,,,,
0.00038614543625384827,16.3763224214,,,,,,,,
0.00039047375519980906,16.486436264,,,,,,,,
0.00039510193694903336,16.6265678916,,,,,,,,
0.00039943021712866,16.7566917925,,,,,,,,
0.0004037684745374779,16.876812949500003,,,,,,,,
0.0004081067131256782,17.00693923,,,,,,,,
0.000412724817394006,17.1170631791,,,,,,,,
0.0004161933795189288,17.2271683416,,,,,,,,
