strain,stress,temp,type,title,medium,strain_rate
0,0,900,tensile,D10,Air,0.35326708148763813
-0.00012088730657600842,11.4786122976,,,,,
-0.000120167219791195,11.5086169584,,,,,
-0.000120167219791195,11.5586109504,,,,,
-0.000120167219791195,11.5686097488,,,,,
-0.00011941712994168852,11.608613649899999,,,,,
-0.00011941712994168852,11.6186124558,,,,,
-0.00011869704421541767,11.6386184484,,,,,
-0.00011869704421541767,11.6486172615,,,,,
-0.00011869704421541767,11.698611327,,,,,
-0.00011797695900778093,11.7486138525,,,,,
-0.00011869704421541767,11.7486053925,,,,,
-0.00011869704421541767,11.7786018318,,,,,
-0.00011797695900778093,11.8086067743,,,,,
-0.00011797695900778093,11.838603235199999,,,,,
-0.00011650678665206562,11.888614815,,,,,
-0.00011575669954820683,11.898622575000001,,,,,
-0.00011650678665206562,11.91861132,,,,,
-0.00011575669954820683,11.9686144725,,,,,
-0.00011502661530743234,11.99861976,,,,,
-0.00011502661530743234,12.008618609800001,,,,,
-0.00011430653274281136,12.058621542000001,,,,,
-0.00011355644728933222,12.0886271805,,,,,
-0.00011650678665206562,12.048596175000002,,,,,
-0.00011502661530743234,12.078610558400001,,,,,
-0.00011430653274281136,12.108615827,,,,,
-0.00011430653274281136,12.158610112,,,,,
-0.00011355644728933222,12.1686180965,,,,,
-0.00011283636578324141,12.2186212174,,,,,
-0.0001120862814325119,12.24862702,,,,,
-0.0001120862814325119,12.2786236576,,,,,
-0.0001113662009851702,12.3386258176,,,,,
-0.00011064612105634398,12.4086269576,,,,,
-0.00010989603834836931,12.4386329684,,,,,
-0.00010842587787305446,12.5186425816,,,,,
-0.00010770580006149203,12.548648365,,,,,
-0.00010698572276833023,12.6286488426,,,,,
-0.00010551556657163695,12.688661078099999,,,,,
-0.00010404541253618869,12.7386745304,,,,,
-0.0001033153368455871,12.818675565800001,,,,,
-0.0001033153368455871,12.8586714334,,,,,
-0.00010184518604492056,12.928683208799999,,,,,
-0.00010256525963639573,12.9286738992,,,,,
-0.00010109510993845457,12.9886868409,,,,,
-9.965496539112691e-05,13.0686975745,,,,,
-9.818481997163354e-05,13.128710896600001,,,,,
-9.67146767135756e-05,13.1887243951,,,,,
-9.599460733493685e-05,13.268726212699999,,,,,
-9.377439668129637e-05,13.318750983600001,,,,,
-9.233426267680781e-05,13.4087618547,,,,,
-9.158419370422159e-05,13.468766417400001,,,,,
-8.86639305300849e-05,13.548798657,,,,,
-8.719380126902146e-05,13.6488098565,,,,,
-8.572367416912385e-05,13.708824778800002,,,,,
-8.425354923060778e-05,13.798837350000001,,,,,
-8.134330827723888e-05,13.898869374,,,,,
-7.912313015229428e-05,13.978893902400001,,,,,
-7.767601670362127e-05,14.03890947108,,,,,
-7.620490351993082e-05,14.128923265740001,,,,,
-7.401273887514466e-05,14.198949058,,,,,
-7.179157695363681e-05,14.308972699409999,,,,,
-7.034947446622332e-05,14.388987706670001,,,,,
-6.812832068128393e-05,14.459014898040001,,,,,
-6.593617374171723e-05,14.529041978979999,,,,,
-6.374403160764823e-05,14.61906809196,,,,,
-6.227293891921584e-05,14.71908337088,,,,,
-6.008080481545471e-05,14.789111431589998,,,,,
-5.7888675517023956e-05,14.86913922031,,,,,
-5.494650953183535e-05,14.96917747335,,,,,
-5.275439148840248e-05,15.049206067350001,,,,,
-5.056227825045161e-05,15.11923551768,,,,,
-4.834116841543435e-05,15.199265232,,,,,
-4.5428031837400256e-05,15.299304966900001,,,,,
-4.24859025132113e-05,15.38934615585,,,,,
-4.029381178469978e-05,15.469376667290001,,,,,
