strain,stress,temp,type,title,medium,strain_rate,youngs,poissons
0,0,650,tensile,D8,Air,0.3847203545748339,170000,0.3
-0.0003440091643680103,15.094806355,,,,,,,,
-0.0003440091643680103,15.284741004499999,,,,,,,,
-0.0003440091643680103,15.474675654,,,,,,,,
-0.00034312886197535443,15.684617231699999,,,,,,,,
-0.0003425486630947543,15.8845578339,,,,,,,,
-0.0003425486630947543,16.094485911000003,,,,,,,,
-0.0003425486630947543,16.294417413,,,,,,,,
-0.00034167836540514743,16.484366686199998,,,,,,,,
-0.00034167836540514743,16.724284697399998,,,,,,,,
-0.00034109816736612293,16.894236424,,,,,,,,
-0.0003402278709387666,17.1241728879,,,,,,,,
-0.0003402278709387666,17.3440980505,,,,,,,,
-0.0003393575752689365,17.544045285,,,,,,,,
-0.00033790708416884255,17.753999784,,,,,,,,
-0.00033731688494417625,17.9739360652,,,,,,,,
-0.0003358663968041914,18.1738949742,,,,,,,,
-0.0003358663968041914,18.4338076636,,,,,,,,
-0.0003349961049300124,18.6537500196,,,,,,,,
-0.0003349961049300124,18.893669634,,,,,,,,
-0.00033441591076800823,19.093613724,,,,,,,,
-0.00033354562015628503,19.3435469685,,,,,,,,
-0.0003329654268358429,19.5834782931,,,,,,,,
-0.00033209513748634964,19.8334123264,,,,,,,,
-0.0003315049416918788,20.053351112999998,,,,,,,,
-0.0003306346536134288,20.293289226000002,,,,,,,,
-0.0003297643662924905,20.513234350799998,,,,,,,,
-0.0003291841751659018,20.7731606786,,,,,,,,
-0.000328313889107184,20.99310654,,,,,,,,
-0.00032628322458238466,21.273057825600002,,,,,,,,
-0.0003254029377937709,21.512998468,,,,,,,,
-0.0003233722791801225,21.752964556800002,,,,,,,,
-0.00032250199817939986,22.012899651,,,,,,,,
-0.0003210515315280578,22.25285454,,,,,,,,
-0.0003201812525470345,22.492797075000002,,,,,,,,
-0.0003187207860740341,22.772740697400003,,,,,,,,
-0.0003172703249071997,23.0226944234,,,,,,,,
-0.0003158198658441999,23.2826457167,,,,,,,,
-0.00031436940888491746,23.592582048,,,,,,,,
-0.000312908950899889,23.8625320318,,,,,,,,
-0.0003114584981628652,24.1324825626,,,,,,,,
-0.00031000804752965156,24.4024338764,,,,,,,,
-0.0003076773278150059,24.6824046153,,,,,,,,
-0.0003062268826661788,24.972351623599998,,,,,,,,
-0.00030477643962102875,25.2423055675,,,,,,,,
-0.00030245573512476366,25.5122824968,,,,,,,,
-0.00030041512010387634,25.822241442899998,,,,,,,,
-0.0002989646854883263,26.0722041664,,,,,,,,
-0.0002966439944793703,26.362178658,,,,,,,,
-0.0002937331353538846,26.6621672877,,,,,,,,
-0.0002914124564856941,26.9621417511,,,,,,,,
-0.00029004205813144775,27.2420975,,,,,,,,
-0.00028708120386577654,27.5320949184,,,,,,,,
-0.0002848705717686845,27.8120760294,,,,,,,,
-0.00028265994455847586,28.1020555518,,,,,,,,
-0.0002811795272584489,28.412010001200002,,,,,,,,
-0.00027821869923328493,28.6820190158,,,,,,,,
-0.0002760080867278216,29.0119913506,,,,,,,,
-0.0002737974791091551,29.3319678816,,,,,,,,
-0.00027083667294085315,29.631973488,,,,,,,,
-0.0002686260767541112,29.9019664731,,,,,,,,
