strain,stress,temp,type,title,medium,strain_rate
0,0,850,tensile,D9,Air,0.3389110434187238
-6.707824969548819e-05,4.924669650699999,,,,,
-6.491910719963805e-05,4.987676194004001,,,,,
-6.347101424219159e-05,5.018681449089001,,,,,
-6.205092511878833e-05,5.081684666982,,,,,
-6.0602836314838196e-05,5.128689177470999,,,,,
-5.915474960773519e-05,5.191692877624,,,,,
-5.770566493990471e-05,5.254696765479999,,,,,
-5.625758242814795e-05,5.302701674432,,,,,
-5.409946334958085e-05,5.364709764230001,,,,,
-5.2651386059888344e-05,5.41271500555,,,,,
-5.12023108159448e-05,5.475719623324,,,,,
-4.978223911507458e-05,5.538724263041,,,,,
-4.7596132677908376e-05,5.585734134330001,,,,,
-4.617606609816784e-05,5.6637384648,,,,,
-4.5437032246269835e-05,5.711740469568,,,,,
-4.327893651969802e-05,5.7747500695500005,,,,,
-4.2568906043044976e-05,5.836751530583999,,,,,
-4.0382815374918524e-05,5.915761100088,,,,,
-3.82237305174835e-05,5.947772649596001,,,,,
-3.677567621688004e-05,6.02577839385,,,,,
-3.5355625002703024e-05,6.05778581941,,,,,
-3.316955010349986e-05,6.151795944312,,,,,
-3.1749504010193746e-05,6.198803187948999,,,,,
-2.956243696457222e-05,6.261814882755999,,,,,
-2.740437549647673e-05,6.3248266697,,,,,
-2.5956336862790738e-05,6.387834193072,,,,,
-2.3797283153088713e-05,6.450846485553,,,,,
-2.0901218428906183e-05,6.5138638508860005,,,,,
-1.874317565226259e-05,6.576876727289,,,,,
-1.5846125549225852e-05,6.639894782559999,,,,,
-1.3688093681538567e-05,6.702908249336001,,,,,
-1.2239074897196591e-05,6.765917190925999,,,,,
-1.082005853658921e-05,6.82892611022,,,,,
-9.371043908075064e-06,6.875935565004,,,,,
-7.21302601375999e-06,6.938949948993001,,,,,
-5.765016617722795e-06,7.001959633469999,,,,,
-3.607006505256712e-06,7.080974458833,,,,,
-2.8680041127645874e-06,7.142979513875999,,,,,
-7.100002520649847e-07,7.221994872380001,,,,,
0.0,7.301,,,,,
2.157997671551208e-06,7.364015891512,,,,,
3.606993494807712e-06,7.427026789189,,,,,
5.02598736966788e-06,7.50503772013,,,,,
7.212973986390988e-06,7.568054587983999,,,,,
9.370956092434061e-06,7.631071510101,,,,,
1.0819941464189205e-05,7.694083249079999,,,,,
1.297791578648344e-05,7.773100877994,,,,,
1.4425895946163515e-05,7.852113272952,,,,,
1.6583862486922997e-05,7.899130997015999,,,,,
1.8032837407327552e-05,7.962143578745999,,,,,
2.019079616445048e-05,8.025162032775,,,,,
2.1638765880290142e-05,8.103175340817,,,,,
2.3796716855990574e-05,8.182194707054002,,,,,
2.5245681325195304e-05,8.276208935896001,,,,,
2.595566314885451e-05,8.402218082311999,,,,,
2.6665644468439884e-05,8.512226980991999,,,,,
2.740362451714943e-05,8.638236715751999,,,,,
2.8113604808932425e-05,8.764246391096,,,,,
2.8113604808932425e-05,8.874249483636001,,,,,
2.8851583789077296e-05,9.016260129632,,,,,
2.956156305261682e-05,9.11026930982,,,,,
3.0299540964200107e-05,9.220279366,,,,,
3.1009519199943205e-05,9.33128935431,,,,,
3.1009519199943205e-05,9.42529226925,,,,,
2.956156305261682e-05,9.472280011263999,,,,,
2.4506699708388593e-05,9.441231370587001,,,,,
2.5245681325195304e-05,9.551241124546001,,,,,
2.6665644468439884e-05,9.661257620226,,,,,
2.8113604808932425e-05,9.787275151718001,,,,,
2.956156305261682e-05,9.928293491536,,,,,
3.1009519199943205e-05,10.0103104101,,,,,
3.316844992082723e-05,10.13033600197,,,,,
3.461640084555281e-05,10.26035517042,,,,,
3.677432381636514e-05,10.37038135675,,,,,
3.896124100107944e-05,10.51040949062,,,,,
4.111915459586984e-05,10.620436694399999,,,,,
4.3277063534301246e-05,10.73046437294,,,,,
4.5434967816171706e-05,10.83049207188,,,,,
4.833183199825772e-05,11.000531663,,,,,
5.048972537246101e-05,11.110560955010001,,,,,
5.338657491143708e-05,11.250600615,,,,,
5.625441769049592e-05,11.36063906816,,,,,
5.9151250530320065e-05,11.490679667970001,,,,,
6.130912055752328e-05,11.630713046930001,,,,,
6.420493881889702e-05,11.740753790180001,,,,,
6.636379787443669e-05,11.9007897554,,,,,
6.852165233797309e-05,12.01082297324,,,,,
7.212739875658244e-05,12.160877100799999,,,,,
7.50241856154653e-05,12.29092208183,,,,,
