time,strain,temp,stress,type,state,form,process,medium,title,youngs,poissons
3153,0.28185,,,,,,,,,,
3155,0.28323,,,,,,,,,,
3157,0.28473,,,,,,,,,,
3159,0.28623,,,,,,,,,,
3161,0.28765,,,,,,,,,,
3163,0.28914,,,,,,,,,,
3165,0.29088,,,,,,,,,,
3167,0.29239,,,,,,,,,,
3169,0.29436,,,,,,,,,,
3171,0.29638,,,,,,,,,,
3172.5,0.29776,,,,,,,,,,
3173.5,0.29866,,,,,,,,,,
3175.1,0.3004,,,,,,,,,,
3176.4,0.30207,,,,,,,,,,
3177.5,0.30328,,,,,,,,,,
3179.5,0.30571,,,,,,,,,,
3180.5,0.30754,,,,,,,,,,
3182.5,0.31013,,,,,,,,,,
3183.5,0.31238,,,,,,,,,,
3184.5,0.31441,,,,,,,,,,
3185.5,0.31728,,,,,,,,,,
3186.1,0.3198,,,,,,,,,,
3186.6,0.32416,,,,,,,,,,
3186.6,0.33088,,,,,,,,,,
