x,y,temp,stress,type,title
0,0,850,43,creep,Air2
0,0,,,
0.013,0.046,,,
0.018,0.046,,,
0.022,-0.025,,,
0.027,0.074,,,
0.031,0.016,,,
0.036,0.001,,,
0.04,0.054,,,
0.044,0.065,,,
0.049,0.025,,,
0.053,0.05,,,
0.057,0.07,,,
0.062,0.028,,,
0.066,0.048,,,
0.071,0.015,,,
0.075,0.032,,,
0.079,0.025,,,
0.084,0.038,,,
0.088,0.046,,,
0.093,0.055,,,
0.097,0.035,,,
0.102,0.067,,,
0.106,0.031,,,
0.11,0.07,,,
0.115,0.055,,,
0.119,0.081,,,
0.124,0.025,,,
0.128,0.059,,,
0.132,0.076,,,
0.137,0.051,,,
0.141,0.078,,,
0.146,0.066,,,
0.15,0.059,,,
0.154,0.069,,,
0.159,0.059,,,
0.163,0.047,,,
0.168,0.066,,,
0.172,0.044,,,
0.177,0.054,,,
0.181,0.092,,,
0.186,0.054,,,
0.19,0.089,,,
0.194,0.043,,,
0.199,0.062,,,
0.203,0.053,,,
0.208,0.076,,,
0.212,0.066,,,
0.216,0.051,,,
0.221,0.065,,,
0.225,0.057,,,
0.23,0.073,,,
0.234,0.073,,,
0.239,0.063,,,
0.243,0.05,,,
0.247,0.063,,,
2.023,0.125,,,
4.023,0.184,,,
6.023,0.188,,,
8,0.205,,,
10,0.263,,,
12,0.286,,,
12.761,0.266,,,
14.761,0.294,,,
16.761,0.324,,,
18.761,0.338,,,
20.761,0.38,,,
22.037,0.371,,,
24.037,0.39,,,
26.037,0.409,,,
28.037,0.421,,,
30.037,0.462,,,
32.037,0.466,,,
34.037,0.5,,,
36.037,0.557,,,
38.037,0.561,,,
40.037,0.603,,,
42.037,0.604,,,
44.037,0.646,,,
46,0.693,,,
48,0.712,,,
50,0.739,,,
52,0.762,,,
54,0.813,,,
56,0.871,,,
58,0.906,,,
60,0.948,,,
62,0.953,,,
64,1.008,,,
66,1.047,,,
68,1.059,,,
70,1.099,,,
72,1.161,,,
74,1.193,,,
76,1.247,,,
78,1.231,,,
80,1.304,,,
82,1.361,,,
84,1.395,,,
86,1.44,,,
88,1.504,,,
90,1.515,,,
92,1.606,,,
94,1.591,,,
96,1.671,,,
98,1.695,,,
100,1.763,,,
102,1.801,,,
104,1.849,,,
106,1.892,,,
108,1.932,,,
110,1.949,,,
112,2.038,,,
114,2.031,,,
116,2.106,,,
118,2.14,,,
120,2.198,,,
122,2.244,,,
124,2.247,,,
126,2.308,,,
128,2.348,,,
130,2.395,,,
132,2.44,,,
134,2.479,,,
136,2.536,,,
138,2.606,,,
140,2.648,,,
142,2.645,,,
144,2.742,,,
146,2.767,,,
148,2.773,,,
150,2.827,,,
152,2.918,,,
154,2.937,,,
156,3.032,,,
158,3.019,,,
160,3.046,,,
162,3.14,,,
164,3.144,,,
166,3.212,,,
168,3.251,,,
170,3.25,,,
172,3.263,,,
174,3.301,,,
176,3.361,,,
178,3.409,,,
180,3.503,,,
182,3.524,,,
184,3.558,,,
186,3.622,,,
188,3.697,,,
190,3.728,,,
192,3.777,,,
194,3.777,,,
196,3.856,,,
198,3.864,,,
200,3.958,,,
202,3.98,,,
204,4.014,,,
206,4.107,,,
208,4.139,,,
210,4.193,,,
212,4.245,,,
214,4.254,,,
216,4.281,,,
218,4.299,,,
220,4.345,,,
222,4.384,,,
224,4.436,,,
226,4.473,,,
228,4.465,,,
230,4.526,,,
232,4.611,,,
234,4.649,,,
236,4.685,,,
238,4.712,,,
240,4.764,,,
242,4.757,,,
244,4.769,,,
246,4.845,,,
248,4.939,,,
250,4.999,,,
252,5.045,,,
254,5.101,,,
256,5.145,,,
258,5.235,,,
260,5.291,,,
262,5.321,,,
264,5.361,,,
266,5.385,,,
268,5.406,,,
270,5.488,,,
272,5.531,,,
274,5.595,,,
276,5.643,,,
278,5.66,,,
280,5.72,,,
282,5.754,,,
284,5.806,,,
286,5.841,,,
288,5.902,,,
290,5.891,,,
292,5.953,,,
294,5.969,,,
296,6.05,,,
298,6.103,,,
300,6.16,,,
302,6.201,,,
304,6.257,,,
306,6.262,,,
308,6.325,,,
310,6.359,,,
312,6.362,,,
314,6.488,,,
316,6.497,,,
318,6.554,,,
320,6.595,,,
322,6.654,,,
324,6.679,,,
326,6.722,,,
328,6.771,,,
330,6.807,,,
332,6.843,,,
334,6.915,,,
336,6.889,,,
338,6.913,,,
340,6.934,,,
342,6.984,,,
344,7.046,,,
346,7.098,,,
348,7.128,,,
350,7.2,,,
352,7.22,,,
354,7.277,,,
356,7.29,,,
358,7.345,,,
360,7.387,,,
362,7.469,,,
364,7.466,,,
366,7.523,,,
368,7.541,,,
370,7.654,,,
372,7.714,,,
374,7.739,,,
376,7.817,,,
378,7.839,,,
380,7.867,,,
382,7.923,,,
384,7.985,,,
386,8.03,,,
388,8.074,,,
390,8.076,,,
392,8.109,,,
394,8.199,,,
396,8.268,,,
398,8.29,,,
400,8.339,,,
402,8.37,,,
404,8.427,,,
406,8.498,,,
408,8.47,,,
410,8.498,,,
412,8.538,,,
414,8.549,,,
416,8.61,,,
418,8.651,,,
420,8.746,,,
422,8.742,,,
424,8.816,,,
426,8.862,,,
428,8.916,,,
430,8.987,,,
432,9.003,,,
434,9.019,,,
436,9.098,,,
438,9.148,,,
440,9.184,,,
442,9.241,,,
444,9.291,,,
446,9.34,,,
448,9.392,,,
450,9.428,,,
452,9.48,,,
454,9.528,,,
456,9.551,,,
458,9.6,,,
460,9.597,,,
462,9.648,,,
464,9.759,,,
466,9.784,,,
468,9.821,,,
470,9.904,,,
472,9.896,,,
474,9.942,,,
476,9.995,,,
477,10.072,,,
479,10.101,,,
481,10.094,,,
483,10.155,,,
485,10.172,,,
487,10.216,,,
489,10.314,,,
491,10.34,,,
493,10.422,,,
495,10.466,,,
497,10.491,,,
499,10.53,,,
501,10.613,,,
503,10.632,,,
505,10.666,,,
507,10.71,,,
509,10.784,,,
511,10.791,,,
513,10.802,,,
515,10.908,,,
517,10.932,,,
519,10.965,,,
521,11.029,,,
523,11.102,,,
525,11.086,,,
527,11.153,,,
529,11.192,,,
531,11.259,,,
533,11.297,,,
535,11.317,,,
537,11.356,,,
539,11.443,,,
541,11.476,,,
543,11.525,,,
545,11.589,,,
547,11.571,,,
549,11.654,,,
551,11.695,,,
553,11.699,,,
555,11.805,,,
557,11.816,,,
559,11.865,,,
561,11.939,,,
563,11.996,,,
565,11.987,,,
567,12.092,,,
569,12.101,,,
571,12.165,,,
573,12.263,,,
575,12.261,,,
577,12.314,,,
579,12.348,,,
581,12.396,,,
583,12.482,,,
585,12.507,,,
587,12.549,,,
589,12.596,,,
591,12.616,,,
593,12.713,,,
595,12.753,,,
597,12.795,,,
599,12.835,,,
601,12.892,,,
603,12.934,,,
605,13.02,,,
607,13.037,,,
609,13.082,,,
611,13.151,,,
613,13.217,,,
615,13.23,,,
617,13.252,,,
619,13.301,,,
621,13.37,,,
623,13.484,,,
625,13.499,,,
627,13.535,,,
629,13.581,,,
631,13.628,,,
633,13.656,,,
635,13.684,,,
637,13.74,,,
639,13.797,,,
641,13.84,,,
643,13.881,,,
645,13.973,,,
647,13.986,,,
649,14.052,,,
651,14.058,,,
653,14.157,,,
655,14.137,,,
657,14.256,,,
659,14.315,,,
661,14.306,,,
663,14.387,,,
665,14.442,,,
667,14.495,,,
669,14.566,,,
671,14.588,,,
673,14.634,,,
675,14.669,,,
677,14.734,,,
679,14.755,,,
681,14.821,,,
683,14.865,,,
685,14.949,,,
687,14.987,,,
