x,y,temp,type,title,medium,strain_rate
0.000576534,67.05021886,,,,,
0.000586303,67.20124697,,,,,
0.000596072,67.35108947,,,,,
0.000605841,67.49981957,,,,,
0.00061561,67.64750214,,,,,
0.000625378,67.79419501,,,,,
0.000635147,67.93995008,,,,,
0.000644915,68.08481414,,,,,
0.000654684,68.22882956,,,,,
0.000664452,68.37203505,,,,,
0.00067422,68.51446592,,,,,
0.000683989,68.65615464,,,,,
0.000693757,68.79713113,,,,,
0.000703525,68.93742305,,,,,
0.000713292,69.07705607,,,,,
0.00072306,69.21605403,,,,,
0.000732828,69.35443918,,,,,
0.000742596,69.4922323,,,,,
0.000752363,69.62945282,,,,,
0.000762131,69.76611902,,,,,
0.000771898,69.90224802,,,,,
0.000781665,70.03785597,,,,,
0.000791432,70.17295806,,,,,
0.000801199,70.30756866,,,,,
0.000810966,70.44170134,,,,,
0.000820733,70.57536894,,,,,
0.0008305,70.70858362,,,,,
0.000840267,70.84135692,,,,,
0.000850033,70.97369982,,,,,
0.0008598,71.10562272,,,,,
0.000869566,71.23713553,,,,,
0.000879332,71.36824771,,,,,
0.000889099,71.49896824,,,,,
0.000898865,71.62930572,,,,,
0.000908631,71.75926835,,,,,
0.000918397,71.88886395,,,,,
0.000928162,72.01810002,,,,,
0.000937928,72.14698374,,,,,
0.000947694,72.27552197,,,,,
0.000957459,72.40372144,,,,,
0.000967225,72.53158827,,,,,
0.00097699,72.65912832,,,,,
0.000986756,72.78634801,,,,,
0.000996521,72.91325232,,,,,
0.001006286,73.03984694,,,,,
0.001016051,73.16613701,,,,,
0.001025816,73.29212731,,,,,
0.001035581,73.41782289,,,,,
0.001045345,73.54322821,,,,,
0.00105511,73.66834774,,,,,
0.001064874,73.79318579,,,,,
0.001074639,73.91774651,,,,,
0.001084403,74.04203373,,,,,
0.001094167,74.16605162,,,,,
0.001103932,74.28980345,,,,,
0.001113696,74.41329317,,,,,
0.00112346,74.53652421,,,,,
0.001133224,74.65949972,,,,,
0.001142987,74.78222299,,,,,
0.001152751,74.90469736,,,,,
0.001162515,75.02692565,,,,,
0.001172278,75.14891091,,,,,
0.001182041,75.27065594,,,,,
0.001191805,75.39216359,,,,,
0.001201568,75.51343621,,,,,
0.001211331,75.63447675,,,,,
0.001221094,75.75528759,,,,,
0.001230857,75.87587102,,,,,
0.00124062,75.99622959,,,,,
0.001250383,76.11636553,,,,,
0.001260145,76.23628099,,,,,
0.001269908,76.35597826,,,,,
0.00127967,76.47545925,,,,,
0.001289433,76.59472613,,,,,
0.001299195,76.71378079,,,,,
0.001308957,76.83262514,,,,,
0.001318719,76.95126115,,,,,
0.001328481,77.06969047,,,,,
0.001338243,77.18791487,,,,,
0.001348005,77.30593616,,,,,
0.001357766,77.42375602,,,,,
0.001367528,77.54137591,,,,,
0.00137729,77.65879753,,,,,
0.001387051,77.77602237,,,,,
0.001396812,77.8930519,,,,,
0.001406573,78.00988767,,,,,
0.001416335,78.12653092,,,,,
0.001426096,78.24298307,,,,,
0.001435857,78.35924561,,,,,
0.001445617,78.47531974,,,,,
0.001455378,78.59120681,,,,,
0.001465139,78.70690788,,,,,
0.001474899,78.82242434,,,,,
0.00148466,78.93775724,,,,,
0.00149442,79.05290783,,,,,
0.00150418,79.16787718,,,,,
0.001513941,79.28266641,,,,,
0.001523701,79.39727658,,,,,
0.001533461,79.51170871,,,,,
0.001543221,79.62596387,,,,,
0.00155298,79.74004305,,,,,
0.00156274,79.85394721,,,,,
0.0015725,79.96767732,,,,,
0.001582259,80.08123429,,,,,
0.001592019,80.19461911,,,,,
0.001601778,80.30783253,,,,,
0.001611537,80.4208755,,,,,
0.001621296,80.53374886,,,,,
0.001631055,80.64645342,,,,,
0.001640814,80.75898999,,,,,
0.001650573,80.87135945,,,,,
0.001660332,80.98356253,,,,,
0.001670091,81.09559993,,,,,
0.001679849,81.20747248,,,,,
0.001689608,81.31918089,,,,,
0.001699366,81.43072589,,,,,
0.001709124,81.54210819,,,,,
0.001718882,81.65332844,,,,,
0.001728641,81.76438732,,,,,
0.001738399,81.8752855,,,,,
0.001748156,81.98602367,,,,,
0.001757914,82.09660241,,,,,
0.001767672,82.20702238,,,,,
0.00177743,82.31728419,,,,,
0.001787187,82.42738842,,,,,
0.001796944,82.53733569,,,,,
0.001806702,82.64712656,,,,,
0.001816459,82.7567616,,,,,
0.001826216,82.86624137,,,,,
0.001835973,82.97556643,,,,,
0.00184573,83.08473731,,,,,
0.001855487,83.19375454,,,,,
0.001865244,83.30261862,,,,,
0.001875,83.4113301,,,,,
0.001884757,83.51988956,,,,,
0.001894513,83.62829726,,,,,
0.00190427,83.73655391,,,,,
0.001914026,83.84465987,,,,,
0.001923782,83.95261561,,,,,
0.001933538,84.06042167,,,,,
0.001943294,84.16807851,,,,,
0.00195305,84.27558648,,,,,
0.001962806,84.38294609,,,,,
0.001972562,84.49015776,,,,,
0.001982317,84.59722193,,,,,
0.001992073,84.70413902,,,,,
0.002001828,84.81090943,,,,,
0.002011584,84.91753358,,,,,
0.002021339,85.02401189,,,,,
0.002031094,85.13034474,,,,,
0.002040849,85.23653251,,,,,
0.002050604,85.34257563,,,,,
0.002060359,85.44847445,,,,,
0.002070114,85.55422934,,,,,
0.002079868,85.65984069,,,,,
0.002089623,85.76530885,,,,,
0.002099377,85.87063419,,,,,
0.002109132,85.9758171,,,,,
0.002118886,86.08085788,,,,,
0.00212864,86.18575692,,,,,
0.002138394,86.29051453,,,,,
0.002148148,86.39513108,,,,,
0.002157902,86.49960686,,,,,
0.002167656,86.60394226,,,,,
0.00217741,86.70813758,,,,,
0.002187163,86.81219313,,,,,
0.002196917,86.91610924,,,,,
0.00220667,87.01988623,,,,,
0.002216424,87.12352443,,,,,
0.002226177,87.22702411,,,,,
0.00223593,87.33038561,,,,,
0.002245683,87.43360921,,,,,
0.002255436,87.53669522,,,,,
0.002265189,87.63964393,,,,,
0.002274942,87.74245564,,,,,
0.002284694,87.84513064,,,,,
0.002294447,87.9476692,,,,,
0.002304199,88.05007162,,,,,
0.002313952,88.15233818,,,,,
0.002323704,88.25446915,,,,,
0.002333456,88.3564647,,,,,
0.002343208,88.4583253,,,,,
0.00235296,88.56005121,,,,,
0.002362712,88.66164268,,,,,
0.002372464,88.76309982,,,,,
0.002382216,88.8644229,,,,,
0.002391967,88.96561241,,,,,
0.002401719,89.06666838,,,,,
0.00241147,89.16759121,,,,,
0.002421221,89.26838108,,,,,
0.002430973,89.36903819,,,,,
0.002440724,89.46956273,,,,,
0.002450475,89.56995544,,,,,
0.002460226,89.6702159,,,,,
0.002469977,89.77034465,,,,,
0.002479727,89.87034194,,,,,
0.002489478,89.97020799,,,,,
0.002499229,90.06994305,,,,,
0.002508979,90.16954735,,,,,
0.002518729,90.26902111,,,,,
0.00252848,90.36836458,,,,,
0.00253823,90.46757798,,,,,
0.00254798,90.56666153,,,,,
0.00255773,90.66561546,,,,,
0.00256748,90.76444001,,,,,
0.00257723,90.86313538,,,,,
0.002586979,90.96170179,,,,,
0.002596729,91.06013946,,,,,
0.002606479,91.15844864,,,,,
0.002616228,91.25662952,,,,,
0.002625977,91.3546823,,,,,
0.002635726,91.45260721,,,,,
0.002645476,91.55040447,,,,,
0.002655225,91.64807428,,,,,
0.002664974,91.74561685,,,,,
0.002674722,91.84303237,,,,,
0.002684471,91.94032106,,,,,
0.00269422,92.03748317,,,,,
0.002703968,92.13451883,,,,,
0.002713717,92.23142827,,,,,
0.002723465,92.32821173,,,,,
0.002733214,92.42486935,,,,,
0.002742962,92.52140139,,,,,
0.00275271,92.61780796,,,,,
0.002762458,92.71408934,,,,,
0.002772206,92.81024571,,,,,
0.002781953,92.90627724,,,,,
0.002791701,93.00218413,,,,,
0.002801449,93.09796662,,,,,
0.002811196,93.19362479,,,,,
0.002820944,93.28915892,,,,,
0.002830691,93.38456919,,,,,
0.002840438,93.47985576,,,,,
0.002850185,93.57501884,,,,,
0.002859932,93.6700586,,,,,
0.002869679,93.76497526,,,,,
0.002879426,93.85976895,,,,,
0.002889173,93.9544399,,,,,
0.00289892,94.04898826,,,,,
0.002908666,94.14341427,,,,,
0.002918413,94.23771802,,,,,
0.002928159,94.33189973,,,,,
0.002937905,94.42595959,,,,,
0.002947651,94.51989781,,,,,
0.002957397,94.61371452,,,,,
0.002967143,94.70740991,,,,,
0.002976889,94.80098412,,,,,
0.002986635,94.89443741,,,,,
0.002996381,94.98776995,,,,,
0.003006126,95.08098173,,,,,
0.003015872,95.17407313,,,,,
0.003025617,95.26704424,,,,,
0.003035363,95.35989525,,,,,
0.003045108,95.45262633,,,,,
0.003054853,95.54523768,,,,,
0.003064598,95.63772941,,,,,
0.003074343,95.7301017,,,,,
0.003084088,95.82235476,,,,,
0.003093833,95.91448872,,,,,
0.003103577,96.00650373,,,,,
0.003113322,96.09840001,,,,,
0.003123066,96.19017766,,,,,
0.003132811,96.28183692,,,,,
0.003142555,96.37337789,,,,,
0.003152299,96.46480079,,,,,
0.003162043,96.55610573,,,,,
0.003171787,96.64729289,,,,,
0.003181531,96.73836249,,,,,
0.003191275,96.82931458,,,,,
0.003201018,96.92014942,,,,,
0.003210762,97.01086711,,,,,
0.003220505,97.10146786,,,,,
0.003230249,97.19195175,,,,,
0.003239992,97.28231903,,,,,
0.003249735,97.3725698,,,,,
0.003259478,97.46270421,,,,,
0.003269222,97.55272248,,,,,
0.003278964,97.6426247,,,,,
0.003288707,97.73241108,,,,,
0.00329845,97.82208173,,,,,
0.003308193,97.91163682,,,,,
0.003317935,98.0010765,,,,,
0.003327678,98.09040096,,,,,
0.00333742,98.17961031,,,,,
0.003347162,98.26870476,,,,,
0.003356904,98.3576844,,,,,
0.003366646,98.44654941,,,,,
0.003376388,98.53529993,,,,,
0.00338613,98.62393612,,,,,
0.003395872,98.71245811,,,,,
0.003405614,98.8008661,,,,,
0.003415355,98.88916021,,,,,
0.003425097,98.97734059,,,,,
0.003434838,99.06540738,,,,,
0.00344458,99.15336076,,,,,
0.003454321,99.24120084,,,,,
0.003464062,99.32892779,,,,,
0.003473803,99.41654176,,,,,
0.003483544,99.50404289,,,,,
0.003493285,99.59143133,,,,,
0.003503025,99.67870724,,,,,
0.003512766,99.76587073,,,,,
0.003522507,99.85292198,,,,,
0.003532247,99.93986111,,,,,
0.003541987,100.0266883,,,,,
0.003551728,100.1134036,,,,,
0.003561468,100.2000074,,,,,
0.003571208,100.2864995,,,,,
0.003580948,100.3728803,,,,,
0.003590688,100.4591499,,,,,
0.003600427,100.5453083,,,,,
0.003610167,100.6313558,,,,,
0.003619907,100.7172925,,,,,
0.003629646,100.8031186,,,,,
0.003639386,100.888834,,,,,
0.003649125,100.9744392,,,,,
0.003658864,101.059934,,,,,
0.003668603,101.1453188,,,,,
0.003678342,101.2305936,,,,,
0.003688081,101.3157586,,,,,
0.00369782,101.4008139,,,,,
0.003707559,101.4857597,,,,,
0.003717297,101.570596,,,,,
0.003727036,101.6553231,,,,,
0.003736774,101.7399411,,,,,
0.003746513,101.8244501,,,,,
0.003756251,101.9088502,,,,,
0.003765989,101.9931417,,,,,
0.003775727,102.0773245,,,,,
0.003785465,102.1613989,,,,,
0.003795203,102.2453651,,,,,
0.003804941,102.3292231,,,,,
0.003814678,102.412973,,,,,
0.003824416,102.496615,,,,,
0.003834153,102.5801494,,,,,
0.003843891,102.6635761,,,,,
0.003853628,102.7468953,,,,,
0.003863365,102.8301072,,,,,
0.003873102,102.9132118,,,,,
0.003882839,102.9962094,,,,,
0.003892576,103.0791001,,,,,
0.003902313,103.1618839,,,,,
0.00391205,103.2445611,,,,,
0.003921786,103.3271317,,,,,
0.003931523,103.409596,,,,,
0.003941259,103.4919539,,,,,
0.003950996,103.5742058,,,,,
0.003960732,103.6563516,,,,,
0.003970468,103.7383916,,,,,
0.003980204,103.8203258,,,,,
0.00398994,103.9021544,,,,,
0.003999676,103.9838775,,,,,
0.004009412,104.0654953,,,,,
0.004019147,104.1470079,,,,,
0.004028883,104.2284154,,,,,
0.004038618,104.3097179,,,,,
0.004048354,104.3909156,,,,,
0.004058089,104.4720087,,,,,
0.004067824,104.5529971,,,,,
0.004077559,104.6338812,,,,,
0.004087294,104.7146609,,,,,
0.004097029,104.7953365,,,,,
0.004106764,104.8759081,,,,,
0.004116499,104.9563757,,,,,
0.004126233,105.0367395,,,,,
0.004135968,105.1169997,,,,,
0.004145702,105.1971564,,,,,
0.004155437,105.2772097,,,,,
0.004165171,105.3571597,,,,,
0.004174905,105.4370066,,,,,
0.004184639,105.5167505,,,,,
0.004194373,105.5963914,,,,,
0.004204107,105.6759297,,,,,
0.004213841,105.7553653,,,,,
0.004223574,105.8346983,,,,,
0.004233308,105.9139291,,,,,
0.004243041,105.9930575,,,,,
0.004252775,106.0720839,,,,,
0.004262508,106.1510082,,,,,
0.004272241,106.2298307,,,,,
0.004281974,106.3085515,,,,,
0.004291707,106.3871706,,,,,
0.00430144,106.4656882,,,,,
0.004311173,106.5441045,,,,,
0.004320906,106.6224195,,,,,
0.004330638,106.7006334,,,,,
0.004340371,106.7787463,,,,,
0.004350103,106.8567583,,,,,
0.004359836,106.9346696,,,,,
0.004369568,107.0124803,,,,,
0.0043793,107.0901905,,,,,
0.004389032,107.1678003,,,,,
0.004398764,107.2453099,,,,,
0.004408496,107.3227193,,,,,
0.004418227,107.4000288,,,,,
0.004427959,107.4772383,,,,,
0.004437691,107.5543481,,,,,
0.004447422,107.6313583,,,,,
0.004457154,107.7082689,,,,,
0.004466885,107.7850802,,,,,
0.004476616,107.8617922,,,,,
0.004486347,107.9384051,,,,,
0.004496078,108.0149189,,,,,
0.004505809,108.0913339,,,,,
0.00451554,108.16765,,,,,
0.00452527,108.2438675,,,,,
0.004535001,108.3199865,,,,,
0.004544732,108.3960071,,,,,
0.004554462,108.4719293,,,,,
0.004564192,108.5477534,,,,,
0.004573922,108.6234795,,,,,
0.004583653,108.6991076,,,,,
0.004593383,108.7746379,,,,,
0.004603113,108.8500705,,,,,
0.004612842,108.9254055,,,,,
0.004622572,109.0006431,,,,,
0.004632302,109.0757833,,,,,
0.004642031,109.1508264,,,,,
0.004651761,109.2257723,,,,,
0.00466149,109.3006213,,,,,
0.004671219,109.3753734,,,,,
0.004680949,109.4500288,,,,,
0.004690678,109.5245875,,,,,
0.004700407,109.5990498,,,,,
0.004710136,109.6734157,,,,,
0.004719864,109.7476853,,,,,
0.004729593,109.8218588,,,,,
0.004739322,109.8959362,,,,,
0.00474905,109.9699178,,,,,
0.004758779,110.0438035,,,,,
0.004768507,110.1175936,,,,,
0.004778235,110.1912881,,,,,
0.004787963,110.2648872,,,,,
0.004797691,110.3383909,,,,,
0.004807419,110.4117995,,,,,
0.004817147,110.4851129,,,,,
0.004826875,110.5583314,,,,,
0.004836602,110.631455,,,,,
0.00484633,110.7044839,,,,,
0.004856057,110.7774182,,,,,
0.004865785,110.850258,,,,,
0.004875512,110.9230033,,,,,
0.004885239,110.9956544,,,,,
0.004894966,111.0682113,,,,,
0.004904693,111.1406742,,,,,
0.00491442,111.2130432,,,,,
0.004924147,111.2853183,,,,,
0.004933874,111.3574998,,,,,
0.0049436,111.4295876,,,,,
0.004953327,111.501582,,,,,
0.004963053,111.5734828,,,,,
0.004972779,111.6452904,,,,,
0.004982506,111.7170052,,,,,
0.004992232,111.7886269,,,,,
0.005001958,111.8601554,,,,,
0.005011684,111.9315915,,,,,
0.005021409,112.002935,,,,,
0.005031135,112.0741857,,,,,
0.005040861,112.145344,,,,,
0.005050586,112.2164099,,,,,
0.005060312,112.2873838,,,,,
0.005070037,112.3582656,,,,,
0.005079762,112.4290552,,,,,
0.005089488,112.499753,,,,,
0.005099213,112.5703589,,,,,
0.005108938,112.6408734,,,,,
0.005118662,112.7112962,,,,,
0.005128387,112.7816274,,,,,
0.005138112,112.8518677,,,,,
0.005147837,112.9220164,,,,,
0.005157561,112.9920741,,,,,
0.005167285,113.0620408,,,,,
0.00517701,113.1319172,,,,,
0.005186734,113.2017019,,,,,
0.005196458,113.2713965,,,,,
0.005206182,113.3410005,,,,,
0.005215906,113.4105143,,,,,
0.00522563,113.4799373,,,,,
0.005235354,113.5492706,,,,,
0.005245077,113.6185131,,,,,
0.005254801,113.6876662,,,,,
0.005264524,113.7567293,,,,,
0.005274247,113.8257024,,,,,
0.005283971,113.8945862,,,,,
0.005293694,113.9633803,,,,,
0.005303417,114.0320848,,,,,
0.00531314,114.1007002,,,,,
0.005322863,114.1692264,,,,,
0.005332586,114.2376635,,,,,
0.005342308,114.3060115,,,,,
0.005352031,114.3742708,,,,,
0.005361753,114.4424411,,,,,
0.005371476,114.5105228,,,,,
0.005381198,114.578516,,,,,
0.00539092,114.6464206,,,,,
0.005400642,114.7142373,,,,,
0.005410364,114.7819652,,,,,
0.005420086,114.8496053,,,,,
0.005429808,114.9171573,,,,,
0.00543953,114.9846214,,,,,
0.005449251,115.0519978,,,,,
0.005458973,115.1192866,,,,,
0.005468694,115.1864875,,,,,
0.005478416,115.2536007,,,,,
0.005488137,115.320627,,,,,
0.005497858,115.3875663,,,,,
0.005507579,115.4544177,,,,,
0.0055173,115.5211827,,,,,
0.005527021,115.5878602,,,,,
0.005536742,115.6544511,,,,,
0.005546462,115.7209554,,,,,
0.005556183,115.7873731,,,,,
0.005565903,115.8537042,,,,,
0.005575624,115.9199489,,,,,
0.005585344,115.9861074,,,,,
0.005595064,116.0521794,,,,,
0.005604784,116.1181656,,,,,
0.005614504,116.1840657,,,,,
0.005624224,116.2498799,,,,,
0.005633944,116.3156084,,,,,
0.005643664,116.3812512,,,,,
0.005653383,116.4468085,,,,,
0.005663103,116.5122802,,,,,
0.005672822,116.5776667,,,,,
0.005682542,116.6429679,,,,,
0.005692261,116.708184,,,,,
0.00570198,116.7733151,,,,,
0.005711699,116.8383611,,,,,
0.005721418,116.9033225,,,,,
0.005731137,116.968199,,,,,
0.005740856,117.0329909,,,,,
0.005750574,117.0976984,,,,,
0.005760293,117.1623214,,,,,
0.005770011,117.2268601,,,,,
0.00577973,117.2913147,,,,,
0.005789448,117.3556851,,,,,
0.005799166,117.4199716,,,,,
0.005808884,117.4841741,,,,,
0.005818602,117.5482929,,,,,
0.00582832,117.612328,,,,,
0.005838038,117.6762796,,,,,
0.005847756,117.7401476,,,,,
0.005857473,117.8039323,,,,,
0.005867191,117.8676337,,,,,
0.005876908,117.9312519,,,,,
0.005886626,117.994787,,,,,
0.005896343,118.0582393,,,,,
0.00590606,118.1216087,,,,,
0.005915777,118.1848952,,,,,
0.005925494,118.2480992,,,,,
0.005935211,118.3112206,,,,,
0.005944928,118.3742595,,,,,
0.005954644,118.4372161,,,,,
0.005964361,118.5000905,,,,,
0.005974077,118.5628827,,,,,
0.005983794,118.6255929,,,,,
0.00599351,118.6882211,,,,,
0.006003226,118.7507675,,,,,
0.006012942,118.8132322,,,,,
0.006022658,118.8756152,,,,,
0.006032374,118.9379166,,,,,
0.00604209,119.0001367,,,,,
0.006051806,119.0622754,,,,,
0.006061521,119.1243329,,,,,
0.006071237,119.1863092,,,,,
0.006080952,119.2482045,,,,,
0.006090667,119.3100189,,,,,
0.006100383,119.3717524,,,,,
0.006110098,119.4334052,,,,,
0.006119813,119.4949774,,,,,
0.006129528,119.5564691,,,,,
0.006139243,119.6178803,,,,,
0.006148957,119.6792111,,,,,
0.006158672,119.7404618,,,,,
0.006168387,119.8016323,,,,,
0.006178101,119.8627228,,,,,
0.006187815,119.9237333,,,,,
0.00619753,119.984664,,,,,
0.006207244,120.045515,,,,,
0.006216958,120.1062863,,,,,
0.006226672,120.1669781,,,,,
0.006236386,120.2275905,,,,,
0.0062461,120.2881235,,,,,
0.006255813,120.3485772,,,,,
0.006265527,120.4089518,,,,,
0.00627524,120.4692474,,,,,
0.006284954,120.529464,,,,,
0.006294667,120.5896018,,,,,
0.00630438,120.6496608,,,,,
0.006314094,120.7096412,,,,,
0.006323807,120.769543,,,,,
0.00633352,120.8293663,,,,,
0.006343232,120.8891113,,,,,
0.006352945,120.948778,,,,,
0.006362658,121.0083666,,,,,
0.00637237,121.0678771,,,,,
0.006382083,121.1273096,,,,,
0.006391795,121.1866642,,,,,
0.006401507,121.245941,,,,,
0.00641122,121.3051402,,,,,
0.006420932,121.3642618,,,,,
0.006430644,121.4233059,,,,,
0.006440355,121.4822726,,,,,
0.006450067,121.541162,,,,,
0.006459779,121.5999742,,,,,
0.006469491,121.6587093,,,,,
0.006479202,121.7173674,,,,,
0.006488913,121.7759485,,,,,
0.006498625,121.8344529,,,,,
0.006508336,121.8928805,,,,,
0.006518047,121.9512315,,,,,
0.006527758,122.009506,,,,,
0.006537469,122.067704,,,,,
0.00654718,122.1258258,,,,,
0.006556891,122.1838712,,,,,
0.006566601,122.2418405,,,,,
0.006576312,122.2997338,,,,,
0.006586022,122.3575514,,,,,
0.006595733,122.4152928,,,,,
0.006605443,122.4729578,,,,,
0.006615153,122.5305478,,,,,
0.006624863,122.5880623,,,,,
0.006634573,122.6455015,,,,,
0.006644283,122.7028654,,,,,
0.006653993,122.7601531,,,,,
0.006663702,122.8173665,,,,,
0.006673412,122.8745045,,,,,
0.006683122,122.9315676,,,,,
0.006692831,122.9885548,,,,,
0.00670254,123.0454681,,,,,
0.006712249,123.1023065,,,,,
0.006721959,123.1590704,,,,,
0.006731668,123.2157595,,,,,
0.006741377,123.2723743,,,,,
0.006751085,123.3289147,,,,,
0.006760794,123.3853812,,,,,
0.006770503,123.4417732,,,,,
0.006780211,123.4980908,,,,,
0.00678992,123.5543349,,,,,
0.006799628,123.610505,,,,,
0.006809336,123.6666008,,,,,
0.006819045,123.7226234,,,,,
0.006828753,123.778572,,,,,
0.006838461,123.8344475,,,,,
0.006848168,123.8902492,,,,,
0.006857876,123.9459779,,,,,
0.006867584,124.0016331,,,,,
0.006877291,124.0572156,,,,,
0.006886999,124.1127245,,,,,
0.006896706,124.1681603,,,,,
0.006906414,124.223524,,,,,
0.006916121,124.2788139,,,,,
0.006925828,124.3340317,,,,,
0.006935535,124.3891768,,,,,
0.006945242,124.4442493,,,,,
0.006954949,124.4992494,,,,,
0.006964655,124.5541772,,,,,
0.006974362,124.6090328,,,,,
0.006984069,124.6638161,,,,,
0.006993775,124.7185275,,,,,
0.007003481,124.7731668,,,,,
0.007013188,124.8277343,,,,,
0.007022894,124.8822299,,,,,
0.0070326,124.9366539,,,,,
0.007042306,124.9910062,,,,,
0.007052012,125.0452871,,,,,
0.007061717,125.0994965,,,,,
0.007071423,125.1536344,,,,,
0.007081129,125.2077013,,,,,
0.007090834,125.2616968,,,,,
0.00710054,125.3156213,,,,,
0.007110245,125.3694749,,,,,
0.00711995,125.4232575,,,,,
0.007129655,125.4769693,,,,,
0.00713936,125.5306104,,,,,
0.007149065,125.5841809,,,,,
0.00715877,125.637681,,,,,
0.007168475,125.6911102,,,,,
0.007178179,125.7444694,,,,,
0.007187884,125.7977584,,,,,
0.007197588,125.8509771,,,,,
0.007207293,125.9041256,,,,,
0.007216997,125.957204,,,,,
0.007226701,126.0102126,,,,,
0.007236405,126.0631514,,,,,
0.007246109,126.1160206,,,,,
0.007255813,126.1688199,,,,,
0.007265517,126.2215498,,,,,
0.00727522,126.2742098,,,,,
0.007284924,126.3268008,,,,,
0.007294627,126.3793225,,,,,
0.007304331,126.4317748,,,,,
0.007314034,126.4841582,,,,,
0.007323737,126.5364726,,,,,
0.00733344,126.5887178,,,,,
0.007343143,126.6408939,,,,,
0.007352846,126.6930018,,,,,
0.007362549,126.7450405,,,,,
0.007372252,126.7970107,,,,,
0.007381954,126.8489127,,,,,
0.007391657,126.9007459,,,,,
0.007401359,126.9525109,,,,,
0.007411062,127.0042077,,,,,
0.007420764,127.0558362,,,,,
0.007430466,127.1073966,,,,,
0.007440168,127.1588891,,,,,
0.00744987,127.2103137,,,,,
0.007459572,127.2616702,,,,,
0.007469274,127.3129592,,,,,
0.007478975,127.3641806,,,,,
0.007488677,127.4153342,,,,,
0.007498378,127.4664204,,,,,
0.00750808,127.5174392,,,,,
0.007517781,127.5683907,,,,,
0.007527482,127.619275,,,,,
0.007537183,127.670092,,,,,
0.007546884,127.7208421,,,,,
0.007556585,127.7715251,,,,,
0.007566286,127.8221413,,,,,
0.007575987,127.8726906,,,,,
0.007585687,127.9231734,,,,,
0.007595388,127.9735892,,,,,
0.007605088,128.0239386,,,,,
0.007614789,128.0742216,,,,,
0.007624489,128.1244381,,,,,
0.007634189,128.1745884,,,,,
0.007643889,128.2246724,,,,,
0.007653589,128.2746904,,,,,
0.007663289,128.3246422,,,,,
0.007672989,128.374528,,,,,
0.007682688,128.424348,,,,,
0.007692388,128.4741021,,,,,
0.007702087,128.5237907,,,,,
0.007711787,128.5734136,,,,,
0.007721486,128.6229708,,,,,
0.007731185,128.6724626,,,,,
0.007740884,128.7218891,,,,,
0.007750583,128.7712502,,,,,
0.007760282,128.8205461,,,,,
0.007769981,128.8697769,,,,,
0.00777968,128.9189428,,,,,
0.007789378,128.9680434,,,,,
0.007799077,129.0170792,,,,,
0.007808775,129.0660504,,,,,
0.007818474,129.1149568,,,,,
0.007828172,129.1637985,,,,,
0.00783787,129.2125755,,,,,
0.007847568,129.2612883,,,,,
0.007857266,129.3099365,,,,,
0.007866964,129.3585205,,,,,
0.007876662,129.4070402,,,,,
0.007886359,129.4554959,,,,,
0.007896057,129.5038874,,,,,
0.007905754,129.5522149,,,,,
0.007915452,129.6004785,,,,,
0.007925149,129.6486784,,,,,
0.007934846,129.6968145,,,,,
