time,dt,mCS_xx,mCS_yy,mCS_zz,mEE_xx,mEE_yy,mEE_zz,mME_xx,mME_yy,mME_zz,mTE_xx,mTE_yy,mTE_zz,ndof,nelem,num_lin_it,num_nonlin_it
0.608984375,0.0001953125,-0.080053284997267,-0.079068095176211,164.54143824872,-0.00023421215322778,-0.00023420608333789,0.0007800434818141,-0.014610583232774,-0.015091759860589,0.030013968338612,-0.014610583232774,-0.015091759860589,0.030013968338612,1609870,81880,138,5
0.6091796875,0.0001953125,-0.080092843917901,-0.079107336260547,164.54416736682,-0.00023421616518051,-0.00023421009333238,0.00078005652806103,-0.014615270191643,-0.015096545217807,0.030023445678999,-0.014615270191643,-0.015096545217807,0.030023445678999,1609870,81880,132,5
0.609375,0.0001953125,-0.080132373628694,-0.079146515677498,164.54689462549,-0.00023422017443873,-0.00023421410043239,0.00078006956536624,-0.014619957122458,-0.015101330516979,0.030032922929932,-0.014619957122458,-0.015101330516979,0.030032922929932,1609870,81880,142,5
0.6095703125,0.0001953125,-0.080171928492689,-0.079185782034621,164.54961839488,-0.00023422417873151,-0.00023421810294764,0.00078008258629404,-0.014624644022723,-0.015106115755689,0.030042400083027,-0.014624644022723,-0.015106115755689,0.030042400083027,1609870,81880,139,5
0.609765625,0.0001953125,-0.080211487344071,-0.079224727600693,164.55233989828,-0.00023422818027748,-0.00023422210071508,0.00078009559603205,-0.014629330894983,-0.015110900934024,0.030051877144047,-0.014629330894983,-0.015110900934024,0.030051877144047,1609870,81880,142,5
0.6099609375,0.0001953125,-0.080251029707917,-0.079264168589205,164.55505763498,-0.00023423217568543,-0.00023422609549844,0.00078010858859938,-0.014634017735235,-0.015115686053291,0.030061354105941,-0.014634017735235,-0.015115686053291,0.030061354105941,1609870,81880,156,5
0.61015625,0.0001953125,-0.08029060456141,-0.079303112359187,164.55777322894,-0.00023423616890776,-0.00023423008483258,0.00078012157035081,-0.014638704548126,-0.015120471111117,0.030070830975854,-0.014638704548126,-0.015120471111117,0.030070830975854,1609870,81880,155,5
0.6103515625,0.0001953125,-0.080330171392331,-0.079342333152545,164.56048598756,-0.0002342401576669,-0.00023423407145974,0.00078013453904705,-0.014643391331594,-0.015125256109917,0.030080307751431,-0.014643391331594,-0.015125256109917,0.030080307751431,1609870,81880,154,5
0.61054687500001,0.0001953125,-0.080369758103204,-0.079381669494011,164.56319542148,-0.0002342441416289,-0.00023423805387918,0.00078014749217894,-0.014648078084823,-0.015130041048083,0.030089784429577,-0.014648078084823,-0.015130041048083,0.030089784429577,1609870,81880,148,5
0.61074218750001,0.0001953125,-0.080409347212022,-0.07942090823479,164.56590229128,-0.00023424812209538,-0.00023424203218699,0.00078016043302328,-0.014652764809262,-0.015134825925891,0.030099261013895,-0.014652764809262,-0.015134825925891,0.030099261013895,1609870,81880,144,5
0.61093750000001,0.0001953125,-0.080448916214632,-0.079460238550421,164.56860729904,-0.00023425209968892,-0.00023424600830995,0.00078017336514442,-0.014657451505835,-0.015139610746,0.03010873750898,-0.014657451505835,-0.015139610746,0.03010873750898,1609870,81880,146,5
0.61113281250001,0.0001953125,-0.080488515380409,-0.079499295479223,164.57130871805,-0.00023425607271162,-0.00023424997799185,0.00078018627991142,-0.014662138172431,-0.015144395503124,0.030118213904763,-0.014662138172431,-0.015144395503124,0.030118213904763,1609870,81880,153,5
0.61132812500001,0.0001953125,-0.08052812635298,-0.079538470156832,164.57400672927,-0.00023426004077766,-0.00023425394336982,0.00078019917871195,-0.014666824808616,-0.015149180199045,0.030127690202226,-0.014666824808616,-0.015149180199045,0.030127690202226,1609870,81880,153,5
0.61152343750001,0.0001953125,-0.080567714831288,-0.079577703007442,164.57670291647,-0.00023426400606099,-0.00023425790646208,0.00078021206891857,-0.014671511417108,-0.015153964836524,0.030137166410028,-0.014671511417108,-0.015153964836524,0.030137166410028,1609870,81880,142,5
0.61171875000001,0.0001953125,-0.080607335571016,-0.079616988712502,164.57939611742,-0.00023426796717623,-0.00023426186551312,0.00078022494509341,-0.014676197996059,-0.015158749413737,0.0301466425222,-0.014676197996059,-0.015158749413737,0.0301466425222,1609870,81880,139,5
0.61191406250001,0.0001953125,-0.080646924968477,-0.079656182088856,164.58208725384,-0.00023427192533883,-0.00023426582123578,0.00078023781130786,-0.014680884547043,-0.015163533931773,0.03015611854355,-0.014680884547043,-0.015163533931773,0.03015611854355,1609870,81880,151,5
0.61210937500001,0.0001953125,-0.080686544450744,-0.079695481495309,164.58477541764,-0.0002342758792668,-0.00023426977319172,0.00078025066362762,-0.014685571068594,-0.015168318389974,0.030165594469737,-0.014685571068594,-0.015168318389974,0.030165594469737,1609870,81880,150,5
0.61230468750001,0.0001953125,-0.080726163048683,-0.079734835761253,164.58745997753,-0.00023427982798852,-0.00023427372028486,0.00078026349894394,-0.014690257559057,-0.01517310278702,0.030175070296748,-0.014690257559057,-0.01517310278702,0.030175070296748,1609870,81880,150,5
0.61250000000001,0.0001953125,-0.080765785555439,-0.079774086555626,164.59014288613,-0.00023428377452809,-0.00023427766453425,0.0007802763262927,-0.014694944022678,-0.015177887125223,0.030184546035131,-0.014694944022678,-0.015177887125223,0.030184546035131,1609870,81880,141,5
0.61269531250001,0.0001953125,-0.080805411497329,-0.079813274644166,164.59282263445,-0.00023428771667981,-0.00023428160398829,0.00078028913857958,-0.014699630455937,-0.015182671402876,0.030194021676725,-0.014699630455937,-0.015182671402876,0.030194021676725,1609870,81880,151,5
0.61289062500001,0.0001953125,-0.080845047911567,-0.079852431996982,164.59549919608,-0.00023429165439401,-0.00023428553875093,0.00078030193573483,-0.014704316858859,-0.015187455619722,0.030203497221172,-0.014704316858859,-0.015187455619722,0.030203497221172,1609870,81880,150,5
0.61308593750001,0.0001953125,-0.080884661232195,-0.079891713003953,164.59817350882,-0.00023429558862548,-0.00023428947093497,0.00078031472237483,-0.014709003233078,-0.015192239777992,0.030212972673885,-0.014709003233078,-0.015192239777992,0.030212972673885,1609870,81880,160,5
0.61328125000001,0.0001953125,-0.080924327552927,-0.079931162304399,164.60084387866,-0.00023429951726284,-0.00023429339823524,0.00078032749064273,-0.014713689575811,-0.015197023874497,0.030222448025453,-0.014713689575811,-0.015197023874497,0.030222448025453,1609870,81880,160,5
0.61347656250001,0.0001953125,-0.080963978741018,-0.079970361561339,164.6035137412,-0.00023430344546271,-0.0002342973236507,0.00078034025612932,-0.014718375893935,-0.015201807913255,0.030231923294206,-0.014718375893935,-0.015201807913255,0.030231923294206,1609870,81880,144,5
0.61367187500001,0.0001953125,-0.081003638690464,-0.080009624295567,164.60617871118,-0.00023430736665761,-0.00023430124239831,0.00078035299853117,-0.014723062178497,-0.015206591888723,0.030241398456695,-0.014723062178497,-0.015206591888723,0.030241398456695,1609870,81880,145,5
0.61386718750001,0.0001953125,-0.081043277642127,-0.080048782797386,164.60884235134,-0.00023431128601044,-0.00023430515879102,0.00078036573445245,-0.014727748436085,-0.015211375806114,0.03025087353185,-0.014727748436085,-0.015211375806114,0.03025087353185,1609870,81880,156,5
0.61406250000001,0.0001953125,-0.081082933949095,-0.080088303922367,164.61150358396,-0.00023431520150692,-0.00023430907345462,0.00078037845950388,-0.014732434665168,-0.015216159665495,0.030260348515206,-0.014732434665168,-0.015216159665495,0.030260348515206,1609870,81880,157,5
0.61425781250001,0.0001953125,-0.081122608248217,-0.080127540006516,164.61416162715,-0.00023431911295921,-0.00023431298220701,0.00078039116905986,-0.014737120864662,-0.015220943462845,0.030269823401401,-0.014737120864662,-0.015220943462845,0.030269823401401,1609870,81880,140,5
0.61445312500001,0.0001953125,-0.081162278914611,-0.080166773571661,164.61681653812,-0.00023432301994446,-0.00023431688649922,0.00078040386376242,-0.014741807033691,-0.015225727199649,0.030279298190659,-0.014741807033691,-0.015225727199649,0.030279298190659,1609870,81880,145,5
0.61464843750001,0.0001953125,-0.081201970564504,-0.080206239047483,164.61946833875,-0.00023432692227713,-0.0002343207874384,0.00078041654408357,-0.014746493171474,-0.0152305108774,0.030288772883242,-0.014746493171474,-0.0152305108774,0.030288772883242,1609870,81880,135,5
0.61484375000001,0.0001953125,-0.081241631548549,-0.080245247223949,164.6221189193,-0.00023433082337996,-0.00023432468451919,0.00078042921792858,-0.014751179282311,-0.015235294496275,0.030298247488615,-0.014751179282311,-0.015235294496275,0.030298247488615,1609870,81880,155,5
0.61503906250001,0.0001953125,-0.081281319141886,-0.080284613027162,164.62476577925,-0.00023433471881047,-0.00023432857796711,0.00078044187468675,-0.014755865360834,-0.015240078055967,0.030307721994711,-0.014755865360834,-0.015240078055967,0.030307721994711,1609870,81880,148,5
0.61523437500001,0.0001953125,-0.081320995620311,-0.080323987091806,164.62741027269,-0.00023433861081185,-0.00023433246810528,0.00078045452022516,-0.014760551409921,-0.015244861556817,0.030317196408046,-0.014760551409921,-0.015244861556817,0.030317196408046,1609870,81880,147,5
0.61542968750001,0.0001953125,-0.081360696891513,-0.080363333659504,164.63005150827,-0.0002343424983378,-0.00023433635344585,0.00078046715031962,-0.01476523742884,-0.015249644996329,0.030326670723705,-0.01476523742884,-0.015249644996329,0.030326670723705,1609870,81880,137,5
0.61562500000001,0.0001953125,-0.081400393709803,-0.08040275439938,164.63269054153,-0.00023434638260592,-0.00023434023601301,0.00078047977007565,-0.014769923419599,-0.015254428376411,0.030336144947467,-0.014769923419599,-0.015254428376411,0.030336144947467,1609870,81880,136,5
0.61582031250001,0.0001953125,-0.081440098894959,-0.080442041804935,164.63532724351,-0.00023435026378865,-0.00023434411462175,0.0007804923786053,-0.014774609382539,-0.015259211695835,0.030345619078569,-0.014774609382539,-0.015259211695835,0.030345619078569,1609870,81880,145,5
0.61601562500001,0.0001953125,-0.081479770827591,-0.080481264370181,164.63796072905,-0.00023435414033286,-0.00023434798839734,0.00078050497175172,-0.014779295315102,-0.015263994953975,0.030355093112098,-0.014779295315102,-0.015263994953975,0.030355093112098,1609870,81880,161,5
0.61621093750001,0.0001953125,-0.081519496496074,-0.080520798358874,164.64059191788,-0.00023435801342347,-0.00023435186030699,0.0007805175545324,-0.01478398121902,-0.015268778154025,0.030364567053846,-0.01478398121902,-0.015268778154025,0.030364567053846,1609870,81880,144,5
0.61640625000001,0.0001953125,-0.081559223028548,-0.080560108391004,164.64322022151,-0.00023436188273442,-0.00023435572705182,0.00078053012332195,-0.014788667093117,-0.015273561293055,0.030374040899708,-0.014788667093117,-0.015273561293055,0.030374040899708,1609870,81880,150,5
0.61660156250001,0.0001953125,-0.081598960661669,-0.08059930046786,164.64584489827,-0.00023436574710901,-0.00023435958806517,0.00078054267477065,-0.014793352935439,-0.015278344370267,0.030383514645303,-0.014793352935439,-0.015278344370267,0.030383514645303,1609870,81880,139,5
0.61679687500001,0.0001953125,-0.08163869485429,-0.080638675181856,164.64846788382,-0.00023436960880306,-0.00023436344754441,0.0007805552184589,-0.014798038749197,-0.015283127390271,0.030392988301579,-0.014798038749197,-0.015283127390271,0.030392988301579,1609870,81880,136,5
