x,y,type,temp,stress
0,0.000007,creep,1000,13
0.63,0.000309,,,
1.43,0.000413,,,
1.99,0.000478,,,
2.55,0.000526,,,
4.1,0.000631,,,
4.86,0.000671,,,
5.37,0.000704,,,
5.94,0.000739,,,
7.42,0.000824,,,
8.48,0.000871,,,
9.08,0.0009,,,
10.78,0.000977,,,
11.83,0.00103,,,
12.45,0.001047,,,
13.45,0.001073,,,
14.73,0.001125,,,
15.67,0.001154,,,
18.05,0.001237,,,
18.87,0.001272,,,
19.7,0.001284,,,
21.77,0.001356,,,
22.44,0.001383,,,
23.23,0.001397,,,
24.96,0.001455,,,
25.96,0.001494,,,
26.68,0.001516,,,
27.56,0.00153,,,
28.31,0.001569,,,
29.15,0.001578,,,
30.37,0.001623,,,
31.35,0.001653,,,
32.47,0.001691,,,
33.72,0.001725,,,
34.55,0.001748,,,
35.36,0.001783,,,
36.39,0.00181,,,
37.67,0.001856,,,
38.91,0.001901,,,
40.13,0.001935,,,
42,0.001988,,,
43.11,0.002023,,,
44.1,0.002056,,,
46.42,0.002121,,,
47.64,0.002159,,,
48.37,0.002181,,,
49.24,0.002212,,,
49.84,0.002216,,,
51.41,0.002279,,,
52.26,0.002303,,,
53.18,0.00233,,,
54.51,0.002365,,,
55.58,0.002401,,,
56.31,0.002412,,,
57,0.002447,,,
58.06,0.002476,,,
59.2,0.002505,,,
60.05,0.002527,,,
61.13,0.002554,,,
61.75,0.002575,,,
62.49,0.002599,,,
63.39,0.002617,,,
64.1,0.002648,,,
65.82,0.0027,,,
67.67,0.002758,,,
68.41,0.002778,,,
70.19,0.002842,,,
70.89,0.00286,,,
71.98,0.002891,,,
73.03,0.002938,,,
74.42,0.002978,,,
75.35,0.003007,,,
76.28,0.003039,,,
77.1,0.003064,,,
77.72,0.003071,,,
78.85,0.003117,,,
79.45,0.003136,,,
81.87,0.003202,,,
82.72,0.003225,,,
83.36,0.003249,,,
84.16,0.003258,,,
85.18,0.003299,,,
85.88,0.003321,,,
87.16,0.003362,,,
88.28,0.003385,,,
88.95,0.003416,,,
89.9,0.003429,,,
91.02,0.003463,,,
91.94,0.003495,,,
93.12,0.003526,,,
93.79,0.003549,,,
94.82,0.00357,,,
95.71,0.003598,,,
96.76,0.003627,,,
97.64,0.00365,,,
99.14,0.003678,,,
100.64,0.003742,,,
101.93,0.00377,,,
103.05,0.003802,,,
104.17,0.003842,,,
104.82,0.003856,,,
106.32,0.003904,,,
107.67,0.003943,,,
108.37,0.003964,,,
109.1,0.003986,,,
109.94,0.004002,,,
110.71,0.00403,,,
111.32,0.004035,,,
113.01,0.004085,,,
114.34,0.00412,,,
115.29,0.004162,,,
117.03,0.004202,,,
118.82,0.004253,,,
119.78,0.004287,,,
120.9,0.004305,,,
121.55,0.004319,,,
122.24,0.004339,,,
123.74,0.004379,,,
124.4,0.00439,,,
125.59,0.004436,,,
126.89,0.004469,,,
127.76,0.004488,,,
128.44,0.004526,,,
129.13,0.004528,,,
130.76,0.004595,,,
131.48,0.004614,,,
132.58,0.004636,,,
133.41,0.004655,,,
134.47,0.004704,,,
135.22,0.004715,,,
136.18,0.004745,,,
137.34,0.004778,,,
138.2,0.004799,,,
138.92,0.004808,,,
139.96,0.004838,,,
140.76,0.004861,,,
142.19,0.004891,,,
143.34,0.004923,,,
144.54,0.004955,,,
145.56,0.004985,,,
146.33,0.005005,,,
147.13,0.005015,,,
148.21,0.005054,,,
149.07,0.005074,,,
149.7,0.005089,,,
151.08,0.005135,,,
152.02,0.005152,,,
153.15,0.005182,,,
154.37,0.005215,,,
155.14,0.005233,,,
156.09,0.005258,,,
157.32,0.005293,,,
158.09,0.005305,,,
158.86,0.005322,,,
159.44,0.005345,,,
