x,y,type,temp,stress
0,0.000005,creep,1000,11
2.35,0.000261,,,
4.27,0.000317,,,
6.94,0.000375,,,
9.23,0.000423,,,
10.81,0.000452,,,
14.7,0.000504,,,
16.13,0.00054,,,
19.87,0.000587,,,
23.13,0.000634,,,
25.49,0.00065,,,
26.91,0.000672,,,
28.01,0.000685,,,
29.6,0.000716,,,
32.24,0.000737,,,
33.39,0.000785,,,
36.04,0.000787,,,
37.66,0.000814,,,
39.79,0.000846,,,
41.63,0.000878,,,
42.95,0.000877,,,
44.12,0.00089,,,
46.45,0.000935,,,
47.7,0.000944,,,
50.01,0.000987,,,
51.81,0.00101,,,
54.01,0.001028,,,
56.96,0.00107,,,
59.02,0.001105,,,
60.32,0.001108,,,
61.89,0.001132,,,
64.15,0.001179,,,
66.66,0.001199,,,
67.89,0.001196,,,
70.04,0.001238,,,
71.85,0.001256,,,
73.4,0.001246,,,
74.55,0.001283,,,
75.78,0.001304,,,
77.65,0.001314,,,
80.86,0.001351,,,
82.17,0.001369,,,
83.74,0.001394,,,
85.09,0.001412,,,
86.35,0.001419,,,
88.42,0.001451,,,
89.82,0.001464,,,
91.28,0.001466,,,
92.6,0.001498,,,
94.19,0.001502,,,
95.34,0.001518,,,
96.89,0.001557,,,
99.23,0.001569,,,
101.78,0.001623,,,
103.73,0.001654,,,
105.6,0.001658,,,
108.9,0.001714,,,
111.59,0.001752,,,
114.78,0.001809,,,
116.53,0.001805,,,
118.73,0.001852,,,
119.95,0.001867,,,
121.32,0.001882,,,
122.89,0.001906,,,
124.32,0.001929,,,
125.62,0.001936,,,
128.94,0.001976,,,
130.14,0.001996,,,
132.11,0.002022,,,
133.45,0.002052,,,
134.93,0.002071,,,
137.24,0.002091,,,
140.16,0.00213,,,
142.07,0.002139,,,
145.98,0.002204,,,
147.36,0.002217,,,
148.7,0.002225,,,
150.48,0.002265,,,
152.85,0.002281,,,
154.54,0.002316,,,
156.62,0.002339,,,
157.78,0.002363,,,
159.41,0.002374,,,
161.76,0.002425,,,
164.93,0.002452,,,
166.8,0.002484,,,
168.64,0.002504,,,
170.52,0.002543,,,
171.74,0.002535,,,
173.86,0.002584,,,
175.75,0.002595,,,
177.75,0.002626,,,
179.55,0.002653,,,
181.12,0.002648,,,
183.7,0.002689,,,
184.97,0.002705,,,
187.24,0.002752,,,
188.66,0.002779,,,
190.23,0.002791,,,
192.13,0.002805,,,
193.38,0.002843,,,
194.55,0.002861,,,
195.9,0.002865,,,
198.19,0.002909,,,
200.19,0.002929,,,
202.26,0.00296,,,
203.96,0.002977,,,
205.31,0.003001,,,
206.41,0.003008,,,
208.23,0.003039,,,
211.03,0.003072,,,
212.8,0.003089,,,
214.56,0.003121,,,
216.54,0.003142,,,
218.26,0.003164,,,
219.49,0.003172,,,
221.78,0.003198,,,
223.82,0.003239,,,
224.97,0.003253,,,
228.6,0.003287,,,
