x,y,type,temp,stress
0,0.000287,creep,900,31
0.01,0.000319,,,
0.03,0.000342,,,
0.06,0.000352,,,
0.09,0.000371,,,
0.1,0.000376,,,
0.15,0.000391,,,
0.18,0.000405,,,
0.2,0.000413,,,
0.25,0.000424,,,
0.27,0.000437,,,
0.31,0.000452,,,
0.35,0.000462,,,
0.4,0.00047,,,
0.43,0.000483,,,
0.52,0.000491,,,
0.57,0.000512,,,
0.68,0.00054,,,
0.75,0.000553,,,
0.82,0.000572,,,
0.87,0.000586,,,
1,0.000605,,,
1.08,0.00062,,,
1.22,0.000632,,,
1.47,0.000694,,,
1.8,0.000735,,,
1.9,0.000755,,,
2.04,0.000768,,,
2.07,0.000749,,,
2.09,0.000768,,,
2.24,0.000797,,,
2.45,0.000827,,,
2.75,0.000859,,,
2.99,0.000894,,,
3.6,0.000976,,,
3.92,0.001015,,,
4.25,0.001055,,,
4.64,0.001098,,,
5.07,0.001147,,,
5.51,0.001198,,,
6.07,0.00126,,,
6.32,0.00129,,,
6.69,0.001333,,,
7.04,0.001378,,,
7.31,0.001403,,,
7.66,0.001443,,,
7.92,0.001475,,,
8.53,0.001531,,,
9.11,0.001603,,,
9.41,0.001645,,,
9.88,0.00169,,,
10.49,0.001756,,,
10.99,0.001811,,,
11.49,0.001862,,,
11.68,0.001894,,,
11.95,0.001915,,,
12.35,0.001965,,,
12.38,0.001946,,,
12.58,0.00199,,,
13.25,0.002066,,,
13.55,0.002113,,,
13.83,0.002141,,,
14.15,0.002182,,,
14.5,0.002227,,,
14.72,0.002262,,,
15.07,0.002282,,,
15.08,0.002297,,,
15.45,0.002354,,,
15.83,0.002402,,,
16.18,0.002442,,,
16.53,0.002478,,,
16.82,0.002523,,,
17.18,0.002565,,,
17.83,0.002644,,,
18.44,0.002718,,,
19.04,0.002792,,,
19.32,0.002806,,,
19.64,0.002859,,,
20.27,0.002945,,,
20.72,0.003005,,,
21.12,0.003043,,,
21.41,0.003086,,,
21.77,0.003128,,,
22.09,0.003172,,,
22.42,0.003219,,,
22.79,0.003267,,,
23.09,0.0033,,,
23.54,0.003362,,,
23.74,0.003393,,,
24.06,0.003436,,,
24.53,0.003497,,,
24.79,0.00353,,,
25.48,0.003628,,,
25.93,0.003691,,,
26.53,0.003765,,,
26.91,0.003824,,,
27.29,0.003865,,,
27.48,0.003902,,,
27.75,0.003933,,,
28.11,0.00398,,,
28.4,0.004014,,,
28.61,0.004044,,,
28.86,0.00408,,,
29.21,0.004122,,,
29.48,0.004169,,,
29.95,0.004224,,,
30.43,0.004297,,,
30.87,0.004348,,,
31.37,0.004416,,,
31.73,0.004455,,,
32.52,0.004557,,,
32.63,0.004591,,,
33.1,0.004647,,,
33.37,0.004673,,,
33.57,0.004706,,,
34.12,0.00478,,,
34.54,0.004823,,,
34.82,0.004857,,,
35.3,0.004923,,,
35.52,0.004953,,,
35.77,0.00499,,,
36.14,0.005034,,,
36.4,0.00507,,,
36.8,0.005129,,,
37.29,0.00519,,,
37.57,0.005218,,,
37.82,0.005255,,,
38.12,0.005285,,,
38.34,0.005321,,,
38.69,0.005364,,,
39.06,0.005394,,,
39.41,0.005466,,,
39.66,0.005471,,,
40.12,0.005551,,,
40.34,0.005586,,,
40.81,0.00564,,,
40.99,0.005665,,,
41.24,0.0057,,,
42.09,0.005812,,,
42.38,0.005846,,,
43.03,0.005939,,,
43.28,0.005974,,,
43.95,0.006061,,,
44.48,0.006135,,,
45.01,0.006205,,,
45.31,0.006256,,,
45.78,0.006305,,,
46.23,0.006375,,,
46.7,0.006429,,,
47.1,0.00649,,,
47.47,0.006541,,,
47.88,0.006605,,,
48.38,0.006659,,,
48.63,0.006695,,,
48.97,0.006737,,,
49.27,0.006774,,,
49.63,0.006815,,,
50,0.006869,,,
50.05,0.006857,,,
50.09,0.00689,,,
50.34,0.006913,,,
50.89,0.006992,,,
51.17,0.007033,,,
51.72,0.0071,,,
52.25,0.007179,,,
52.75,0.007252,,,
53,0.0073,,,
53.27,0.007326,,,
53.49,0.007367,,,
53.74,0.007393,,,
54.09,0.007439,,,
54.46,0.007491,,,
54.97,0.007565,,,
55.32,0.007609,,,
55.69,0.007647,,,
55.97,0.007685,,,
56.22,0.007713,,,
56.58,0.00775,,,
57.23,0.007848,,,
57.24,0.007825,,,
57.28,0.007847,,,
