x,y,type,temp,stress
0.01,0.000029,creep,1000,12
0.01,0.000029,,,
0.01,0.000029,,,
0.01,0.000044,,,
0.01,0.000044,,,
0.01,0.000044,,,
0.01,0.000044,,,
0.01,0.000044,,,
0.01,0.000044,,,
0.01,0.000044,,,
0.01,0.000044,,,
0.01,0.000044,,,
0.01,0.000044,,,
0.01,0.000044,,,
0.01,0.000044,,,
0.01,0.000044,,,
0.01,0.000044,,,
0.01,0.000044,,,
0.01,0.000059,,,
0.01,0.000044,,,
0.02,0.000044,,,
0.02,0.000044,,,
0.02,0.000044,,,
0.02,0.000044,,,
0.02,0.000044,,,
0.02,0.000059,,,
0.02,0.000059,,,
0.02,0.000073,,,
0.02,0.000073,,,
0.02,0.000073,,,
0.02,0.000073,,,
0.02,0.000059,,,
0.02,0.000059,,,
0.02,0.000059,,,
0.02,0.000059,,,
0.02,0.000073,,,
0.02,0.000059,,,
0.02,0.000073,,,
0.02,0.000073,,,
0.02,0.000073,,,
0.02,0.000073,,,
0.02,0.000073,,,
0.02,0.000059,,,
0.02,0.000073,,,
0.02,0.000073,,,
0.02,0.000073,,,
0.02,0.000088,,,
0.03,0.000088,,,
0.03,0.000088,,,
0.03,0.000088,,,
0.03,0.000073,,,
0.03,0.000073,,,
0.03,0.000073,,,
0.03,0.000073,,,
0.03,0.000073,,,
0.03,0.000073,,,
0.03,0.000073,,,
0.03,0.000073,,,
0.03,0.000073,,,
0.03,0.000073,,,
0.03,0.000073,,,
0.03,0.000073,,,
0.03,0.000073,,,
0.03,0.000059,,,
0.03,0.000059,,,
0.03,0.000059,,,
0.03,0.000059,,,
0.03,0.000059,,,
0.03,0.000059,,,
0.03,0.000059,,,
0.03,0.000059,,,
0.03,0.000059,,,
0.03,0.000059,,,
0.03,0.000059,,,
0.04,0.000059,,,
0.04,0.000059,,,
0.04,0.000059,,,
0.04,0.000059,,,
0.04,0.000059,,,
0.04,0.000059,,,
0.04,0.000059,,,
0.04,0.000059,,,
0.04,0.000059,,,
0.04,0.000059,,,
0.04,0.000059,,,
0.04,0.000059,,,
0.04,0.000059,,,
0.04,0.000059,,,
0.04,0.000059,,,
0.04,0.000059,,,
0.04,0.000059,,,
0.04,0.000059,,,
0.04,0.000059,,,
0.05,0.000044,,,
0.05,0.000059,,,
0.05,0.000059,,,
0.06,0.000059,,,
0.06,0.000059,,,
0.07,0.000073,,,
0.07,0.000059,,,
0.08,0.000073,,,
0.08,0.000073,,,
0.08,0.000073,,,
0.09,0.000073,,,
0.1,0.000059,,,
0.11,0.000059,,,
0.11,0.000073,,,
0.12,0.000103,,,
0.13,0.000088,,,
0.14,0.000073,,,
0.15,0.000088,,,
0.16,0.000073,,,
0.17,0.000103,,,
0.19,0.000088,,,
0.21,0.000088,,,
0.22,0.000103,,,
0.24,0.000117,,,
0.26,0.000117,,,
0.27,0.000088,,,
0.29,0.000117,,,
0.31,0.000132,,,
0.32,0.000117,,,
0.34,0.000147,,,
0.36,0.000132,,,
0.37,0.000132,,,
0.39,0.000161,,,
0.41,0.000147,,,
0.42,0.000147,,,
0.44,0.000147,,,
0.46,0.000147,,,
0.48,0.000161,,,
0.49,0.000161,,,
0.51,0.000161,,,
0.53,0.000161,,,
0.54,0.000176,,,
0.56,0.000161,,,
0.58,0.000176,,,
0.59,0.000191,,,
0.61,0.000176,,,
0.63,0.000176,,,
0.64,0.000176,,,
0.66,0.000176,,,
0.68,0.000191,,,
0.69,0.000191,,,
0.71,0.000176,,,
0.73,0.000191,,,
0.74,0.000191,,,
0.76,0.000191,,,
0.78,0.000176,,,
0.79,0.00022,,,
0.81,0.000205,,,
0.83,0.000191,,,
0.84,0.000235,,,
0.86,0.000249,,,
0.88,0.000235,,,
0.89,0.00022,,,
0.91,0.000235,,,
0.93,0.00022,,,
0.94,0.000235,,,
0.96,0.000249,,,
0.98,0.000249,,,
0.99,0.000249,,,
1.01,0.00022,,,
1.03,0.00022,,,
1.05,0.000235,,,
1.06,0.000249,,,
1.08,0.000249,,,
1.1,0.000235,,,
1.11,0.000235,,,
1.13,0.000279,,,
1.15,0.000249,,,
1.16,0.000264,,,
1.18,0.000249,,,
1.2,0.000249,,,
1.21,0.000264,,,
1.23,0.000279,,,
1.25,0.000249,,,
1.26,0.000249,,,
1.28,0.000279,,,
1.3,0.000264,,,
1.31,0.000293,,,
1.33,0.000293,,,
1.35,0.000293,,,
1.36,0.000264,,,
1.38,0.000264,,,
1.4,0.000279,,,
1.41,0.000293,,,
1.43,0.000293,,,
