x,y,type,temp,stress
0,0.000924,creep,900,36
0,0.000946,,,
0.01,0.000951,,,
0.01,0.000956,,,
0.01,0.000963,,,
0.01,0.000966,,,
0.01,0.000969,,,
0.01,0.000976,,,
0.02,0.00098,,,
0.02,0.000985,,,
0.02,0.000993,,,
0.02,0.000997,,,
0.02,0.001003,,,
0.03,0.00101,,,
0.03,0.001015,,,
0.03,0.00102,,,
0.03,0.001025,,,
0.03,0.001031,,,
0.04,0.001033,,,
0.04,0.001048,,,
0.04,0.001056,,,
0.05,0.001062,,,
0.05,0.001068,,,
0.05,0.001078,,,
0.05,0.001095,,,
0.06,0.001107,,,
0.06,0.001116,,,
0.07,0.00113,,,
0.07,0.001134,,,
0.07,0.001142,,,
0.08,0.001147,,,
0.08,0.001148,,,
0.08,0.001158,,,
0.09,0.001164,,,
0.09,0.001173,,,
0.09,0.00118,,,
0.1,0.00119,,,
0.1,0.001194,,,
0.1,0.001205,,,
0.11,0.001221,,,
0.11,0.001226,,,
0.11,0.001236,,,
0.12,0.001249,,,
0.12,0.001266,,,
0.13,0.001274,,,
0.13,0.001281,,,
0.14,0.001287,,,
0.14,0.001292,,,
0.15,0.001303,,,
0.15,0.001316,,,
0.16,0.001327,,,
0.16,0.001332,,,
0.17,0.001337,,,
0.17,0.001359,,,
0.18,0.001363,,,
0.18,0.001371,,,
0.19,0.001379,,,
0.19,0.001386,,,
0.2,0.001395,,,
0.21,0.001406,,,
0.22,0.001417,,,
0.22,0.001437,,,
0.23,0.001458,,,
0.24,0.001475,,,
0.27,0.001497,,,
0.28,0.001523,,,
0.3,0.001539,,,
0.32,0.00156,,,
0.33,0.001575,,,
0.35,0.001589,,,
0.37,0.00161,,,
0.38,0.001633,,,
0.4,0.00165,,,
0.42,0.001661,,,
0.43,0.001676,,,
0.45,0.001696,,,
0.47,0.001699,,,
0.48,0.001715,,,
0.5,0.00173,,,
0.52,0.001743,,,
0.53,0.00176,,,
0.55,0.001783,,,
0.58,0.001795,,,
0.6,0.00181,,,
0.62,0.001822,,,
0.63,0.001825,,,
0.65,0.001836,,,
0.67,0.001849,,,
0.68,0.00186,,,
0.7,0.001876,,,
0.72,0.001894,,,
0.73,0.001896,,,
0.75,0.001906,,,
0.77,0.001917,,,
0.78,0.001926,,,
0.8,0.001933,,,
0.82,0.001945,,,
0.83,0.001958,,,
0.87,0.001976,,,
0.9,0.001991,,,
0.93,0.002007,,,
0.95,0.002018,,,
0.98,0.002026,,,
1,0.002037,,,
