x,y,type,temp,stress
0,0.000307,creep,800,65
0.58,0.000362,,,
0.98,0.000421,,,
1.55,0.000483,,,
1.84,0.000547,,,
2.34,0.000614,,,
2.72,0.000683,,,
3.25,0.000755,,,
3.82,0.000828,,,
4.1,0.000902,,,
4.4,0.000978,,,
4.89,0.00106,,,
5.19,0.00113,,,
5.52,0.00121,,,
5.89,0.00129,,,
6.22,0.00137,,,
7.12,0.00145,,,
7.83,0.00153,,,
8.11,0.00161,,,
8.36,0.00169,,,
8.63,0.00177,,,
9.03,0.00185,,,
9.36,0.00193,,,
9.78,0.00201,,,
10.29,0.00208,,,
10.69,0.00216,,,
11.23,0.00224,,,
11.66,0.00231,,,
12.05,0.00239,,,
12.6,0.00246,,,
13.25,0.00253,,,
13.65,0.00261,,,
13.95,0.00268,,,
14.52,0.00275,,,
14.85,0.00282,,,
15.22,0.00288,,,
15.47,0.00295,,,
15.85,0.00302,,,
16.1,0.00308,,,
16.38,0.00315,,,
16.65,0.00321,,,
17.02,0.00327,,,
17.59,0.00333,,,
18,0.0034,,,
18.25,0.00346,,,
18.59,0.00351,,,
19.04,0.00357,,,
19.4,0.00363,,,
19.65,0.00369,,,
20.02,0.00375,,,
20.57,0.0038,,,
20.82,0.00386,,,
21.17,0.00391,,,
21.59,0.00397,,,
21.96,0.00402,,,
22.42,0.00407,,,
23.06,0.00413,,,
23.49,0.00418,,,
23.99,0.00424,,,
24.48,0.00429,,,
24.74,0.00434,,,
25.51,0.0044,,,
25.88,0.00445,,,
26.28,0.00451,,,
26.66,0.00457,,,
26.96,0.00462,,,
27.21,0.00468,,,
28.1,0.00474,,,
28.41,0.00479,,,
29.1,0.00485,,,
29.52,0.0049,,,
29.77,0.00496,,,
30.4,0.00501,,,
30.73,0.00507,,,
31.05,0.00513,,,
31.55,0.00518,,,
31.83,0.00524,,,
32.3,0.0053,,,
32.7,0.00536,,,
33.09,0.00542,,,
33.45,0.00547,,,
33.8,0.00553,,,
34.15,0.00559,,,
34.82,0.00564,,,
35.17,0.0057,,,
35.69,0.00575,,,
36.09,0.00581,,,
36.51,0.00586,,,
37.19,0.00592,,,
37.66,0.00597,,,
38.01,0.00603,,,
38.39,0.00608,,,
39.14,0.00614,,,
39.54,0.00619,,,
40.16,0.00625,,,
40.79,0.0063,,,
41.38,0.00635,,,
41.66,0.00641,,,
41.91,0.00646,,,
42.35,0.00651,,,
42.63,0.00657,,,
43.03,0.00662,,,
43.5,0.00667,,,
43.98,0.00673,,,
44.5,0.00678,,,
44.83,0.00683,,,
45.3,0.00688,,,
45.95,0.00694,,,
46.28,0.00699,,,
46.7,0.00704,,,
46.98,0.00709,,,
47.42,0.00714,,,
48.14,0.00719,,,
48.42,0.00724,,,
48.87,0.00729,,,
49.35,0.00734,,,
49.99,0.00739,,,
50.32,0.00744,,,
50.67,0.00749,,,
51.04,0.00754,,,
51.36,0.00759,,,
51.71,0.00763,,,
52.04,0.00768,,,
52.34,0.00773,,,
52.96,0.00777,,,
53.41,0.00782,,,
53.83,0.00786,,,
54.26,0.0079,,,
54.69,0.00795,,,
55.03,0.00799,,,
55.31,0.00803,,,
55.88,0.00808,,,
56.21,0.00812,,,
56.48,0.00817,,,
56.81,0.00821,,,
57.06,0.00825,,,
57.4,0.00829,,,
57.73,0.00834,,,
58.11,0.00838,,,
58.65,0.00842,,,
59.05,0.00846,,,
59.42,0.00851,,,
60.03,0.00855,,,
60.28,0.00859,,,
60.62,0.00863,,,
60.97,0.00867,,,
61.3,0.00872,,,
61.57,0.00876,,,
61.95,0.0088,,,
62.35,0.00884,,,
62.65,0.00888,,,
62.99,0.00893,,,
63.35,0.00897,,,
63.7,0.00901,,,
64.05,0.00905,,,
64.4,0.0091,,,
64.9,0.00914,,,
65.19,0.00918,,,
65.57,0.00922,,,
65.89,0.00927,,,
66.21,0.00932,,,
66.52,0.00936,,,
67.12,0.00941,,,
67.37,0.00945,,,
67.67,0.0095,,,
68.24,0.00954,,,
68.76,0.00958,,,
69.01,0.00963,,,
69.69,0.00967,,,
70.33,0.00971,,,
70.74,0.00976,,,
71.11,0.0098,,,
71.58,0.00985,,,
72,0.0099,,,
72.35,0.00994,,,
72.61,0.00999,,,
73.2,0.01004,,,
73.7,0.01009,,,
74.05,0.01014,,,
74.4,0.01019,,,
75.02,0.01024,,,
75.5,0.01029,,,
76.02,0.01034,,,
76.4,0.0104,,,
76.88,0.01045,,,
77.43,0.0105,,,
77.87,0.01056,,,
78.22,0.01062,,,
78.7,0.01067,,,
79.15,0.01073,,,
79.72,0.01079,,,
80.24,0.01085,,,
80.52,0.01091,,,
81.11,0.01096,,,
81.39,0.01102,,,
81.86,0.01108,,,
82.41,0.01114,,,
83.17,0.0112,,,
83.66,0.01126,,,
84.13,0.01132,,,
84.73,0.01138,,,
85.43,0.01144,,,
86.01,0.0115,,,
86.28,0.01156,,,
86.85,0.01162,,,
87.38,0.01167,,,
87.85,0.01173,,,
88.4,0.01179,,,
88.68,0.01185,,,
89.35,0.01191,,,
89.63,0.01197,,,
90.53,0.01202,,,
91.15,0.01208,,,
91.51,0.01214,,,
91.8,0.0122,,,
92.06,0.01226,,,
92.68,0.01231,,,
93.17,0.01237,,,
93.53,0.01243,,,
93.83,0.01248,,,
94.17,0.01254,,,
94.68,0.01259,,,
95.13,0.01265,,,
95.45,0.0127,,,
96.2,0.01276,,,
96.64,0.01281,,,
96.92,0.01287,,,
97.49,0.01292,,,
97.82,0.01297,,,
98.15,0.01303,,,
98.8,0.01308,,,
99.11,0.01313,,,
99.64,0.01318,,,
100.19,0.01323,,,
100.57,0.01329,,,
100.82,0.01334,,,
101.66,0.01339,,,
102.11,0.01344,,,
102.63,0.01349,,,
103.24,0.01354,,,
103.56,0.01359,,,
103.84,0.01364,,,
104.19,0.01369,,,
104.79,0.01374,,,
105.36,0.01379,,,
105.75,0.01384,,,
106.33,0.01389,,,
107.2,0.01394,,,
107.5,0.01399,,,
107.86,0.01404,,,
108.35,0.01409,,,
109.03,0.01414,,,
109.45,0.01418,,,
109.82,0.01423,,,
110.23,0.01428,,,
110.55,0.01433,,,
110.92,0.01438,,,
111.35,0.01443,,,
111.74,0.01448,,,
112.54,0.01453,,,
113.14,0.01457,,,
113.47,0.01462,,,
113.9,0.01467,,,
114.32,0.01471,,,
114.77,0.01475,,,
115.27,0.0148,,,
115.52,0.01484,,,
115.97,0.01489,,,
116.22,0.01493,,,
116.62,0.01497,,,
117.09,0.01502,,,
117.44,0.01506,,,
117.94,0.0151,,,
118.26,0.01514,,,
118.66,0.01519,,,
118.99,0.01523,,,
119.26,0.01527,,,
119.64,0.01531,,,
119.93,0.01535,,,
120.49,0.0154,,,
120.83,0.01544,,,
121.23,0.01548,,,
121.66,0.01553,,,
122,0.01557,,,
122.56,0.01562,,,
123.05,0.01566,,,
123.36,0.01571,,,
123.66,0.01576,,,
123.95,0.0158,,,
124.82,0.01585,,,
125.48,0.0159,,,
125.82,0.01594,,,
126.4,0.01599,,,
126.82,0.01604,,,
127.17,0.01609,,,
127.53,0.01614,,,
128.24,0.0162,,,
128.72,0.01625,,,
129.05,0.0163,,,
129.34,0.01635,,,
130.05,0.0164,,,
130.64,0.01646,,,
130.97,0.01651,,,
131.34,0.01656,,,
131.86,0.01662,,,
132.29,0.01667,,,
132.66,0.01672,,,
133.22,0.01678,,,
133.86,0.01683,,,
134.24,0.01688,,,
134.88,0.01694,,,
135.64,0.01699,,,
136.13,0.01704,,,
136.43,0.01709,,,
136.81,0.01715,,,
138.03,0.0172,,,
138.45,0.01725,,,
138.71,0.0173,,,
139.16,0.01735,,,
140.11,0.0174,,,
140.8,0.01745,,,
141.07,0.01749,,,
141.43,0.01754,,,
141.78,0.01759,,,
142.05,0.01763,,,
142.4,0.01768,,,
142.72,0.01772,,,
143.07,0.01777,,,
143.5,0.01781,,,
143.95,0.01785,,,
144.75,0.0179,,,
145.22,0.01794,,,
145.69,0.01798,,,
146.12,0.01803,,,
146.4,0.01807,,,
146.74,0.01811,,,
147.02,0.01815,,,
147.29,0.01819,,,
147.71,0.01823,,,
148.06,0.01828,,,
148.66,0.01832,,,
148.96,0.01836,,,
149.37,0.0184,,,
149.71,0.01844,,,
149.99,0.01848,,,
150.39,0.01852,,,
150.73,0.01856,,,
151.03,0.0186,,,
151.48,0.01864,,,
151.76,0.01869,,,
152.23,0.01873,,,
152.49,0.01877,,,
153.41,0.01881,,,
153.95,0.01885,,,
154.2,0.0189,,,
154.58,0.01894,,,
154.98,0.01898,,,
155.43,0.01902,,,
155.8,0.01907,,,
156.37,0.01911,,,
156.63,0.01916,,,
157.17,0.0192,,,
157.55,0.01925,,,
158.02,0.01929,,,
158.9,0.01933,,,
159.62,0.01938,,,
159.95,0.01943,,,
160.39,0.01947,,,
160.75,0.01952,,,
161.34,0.01956,,,
161.67,0.01961,,,
162.02,0.01965,,,
162.5,0.0197,,,
162.97,0.01974,,,
163.52,0.01979,,,
163.81,0.01983,,,
164.17,0.01988,,,
164.84,0.01992,,,
165.31,0.01997,,,
165.89,0.02002,,,
166.38,0.02006,,,
166.83,0.02011,,,
167.11,0.02015,,,
167.43,0.0202,,,
167.84,0.02024,,,
168.34,0.02029,,,
168.81,0.02033,,,
169.18,0.02038,,,
169.78,0.02042,,,
170.08,0.02046,,,
170.45,0.02051,,,
170.7,0.02055,,,
171.1,0.0206,,,
171.66,0.02064,,,
171.95,0.02069,,,
172.78,0.02073,,,
173.18,0.02077,,,
173.7,0.02082,,,
174.03,0.02086,,,
174.4,0.0209,,,
175.13,0.02095,,,
175.64,0.02099,,,
176.04,0.02103,,,
176.6,0.02108,,,
176.92,0.02112,,,
177.34,0.02116,,,
177.59,0.0212,,,
178.12,0.02125,,,
178.84,0.02129,,,
179.57,0.02133,,,
179.86,0.02138,,,
180.32,0.02142,,,
180.61,0.02146,,,
180.96,0.02151,,,
181.39,0.02155,,,
181.74,0.0216,,,
182.41,0.02164,,,
182.98,0.02168,,,
183.33,0.02173,,,
183.79,0.02177,,,
184.04,0.02181,,,
184.76,0.02186,,,
185.31,0.0219,,,
185.73,0.02195,,,
186.01,0.02199,,,
186.55,0.02203,,,
187.03,0.02207,,,
187.38,0.02212,,,
188.08,0.02216,,,
188.45,0.0222,,,
188.77,0.02225,,,
189.2,0.02229,,,
189.78,0.02233,,,
190.13,0.02237,,,
190.77,0.02242,,,
191.05,0.02246,,,
191.35,0.0225,,,
191.87,0.02255,,,
192.22,0.02259,,,
192.64,0.02263,,,
193.55,0.02268,,,
194.1,0.02272,,,
194.74,0.02276,,,
195.14,0.02281,,,
195.44,0.02285,,,
195.86,0.0229,,,
196.37,0.02294,,,
196.84,0.02299,,,
197.44,0.02303,,,
197.91,0.02307,,,
198.38,0.02312,,,
198.81,0.02316,,,
199.09,0.0232,,,
199.41,0.02325,,,
199.69,0.02329,,,
200.01,0.02333,,,
200.38,0.02338,,,
200.88,0.02342,,,
201.33,0.02346,,,
201.85,0.02351,,,
202.15,0.02355,,,
202.68,0.02359,,,
203.58,0.02364,,,
204.07,0.02368,,,
204.67,0.02372,,,
205.05,0.02376,,,
205.3,0.02381,,,
205.58,0.02385,,,
205.97,0.02389,,,
206.47,0.02394,,,
207.14,0.02398,,,
207.72,0.02403,,,
208.19,0.02407,,,
208.97,0.02412,,,
209.24,0.02416,,,
209.5,0.02421,,,
209.8,0.02425,,,
210.09,0.0243,,,
210.49,0.02434,,,
211.02,0.02439,,,
