x,y,type,temp,stress
0,0.000403,creep,800,60
0.6,0.000506,,,
1.15,0.000609,,,
1.65,0.000712,,,
2.2,0.000815,,,
2.85,0.000917,,,
3.82,0.00102,,,
4.25,0.00112,,,
4.85,0.00122,,,
5.47,0.00132,,,
6.01,0.00142,,,
6.44,0.00152,,,
6.94,0.00162,,,
7.61,0.00171,,,
8.06,0.00181,,,
8.74,0.0019,,,
9.73,0.002,,,
10.93,0.00209,,,
11.8,0.00218,,,
12.3,0.00227,,,
12.8,0.00236,,,
14.1,0.00245,,,
14.55,0.00253,,,
15.67,0.00262,,,
16.48,0.0027,,,
17.22,0.00278,,,
18.19,0.00286,,,
18.72,0.00294,,,
19.79,0.00302,,,
20.2,0.0031,,,
20.69,0.00317,,,
21.77,0.00325,,,
22.51,0.00332,,,
23.49,0.0034,,,
23.94,0.00347,,,
24.54,0.00354,,,
25.36,0.00361,,,
26.21,0.00367,,,
26.98,0.00374,,,
27.68,0.00381,,,
28.38,0.00387,,,
29.28,0.00394,,,
30.4,0.004,,,
31.02,0.00406,,,
31.92,0.00412,,,
33.13,0.00419,,,
33.55,0.00425,,,
34.3,0.00431,,,
34.8,0.00436,,,
35.25,0.00442,,,
35.84,0.00448,,,
36.29,0.00454,,,
36.79,0.0046,,,
37.52,0.00466,,,
38.02,0.00472,,,
39.29,0.00477,,,
39.77,0.00483,,,
40.23,0.00488,,,
40.73,0.00494,,,
41.93,0.005,,,
42.36,0.00505,,,
43.09,0.00511,,,
44.51,0.00516,,,
45.58,0.00522,,,
46.36,0.00528,,,
46.97,0.00533,,,
47.38,0.00539,,,
48.92,0.00544,,,
49.58,0.0055,,,
50.1,0.00555,,,
50.84,0.0056,,,
51.32,0.00566,,,
51.74,0.00571,,,
52.44,0.00577,,,
53.62,0.00582,,,
54.04,0.00587,,,
54.62,0.00592,,,
55.71,0.00598,,,
56.26,0.00603,,,
56.69,0.00608,,,
57.28,0.00613,,,
57.79,0.00618,,,
58.33,0.00623,,,
58.78,0.00628,,,
60,0.00633,,,
60.65,0.00638,,,
61.1,0.00643,,,
61.61,0.00648,,,
62.2,0.00653,,,
62.82,0.00658,,,
63.75,0.00663,,,
64.32,0.00669,,,
64.83,0.00674,,,
65.52,0.00679,,,
65.94,0.00684,,,
66.4,0.00689,,,
67.1,0.00693,,,
68,0.00698,,,
68.47,0.00703,,,
69.09,0.00708,,,
69.66,0.00713,,,
70.47,0.00717,,,
71.27,0.00722,,,
71.92,0.00727,,,
72.56,0.00732,,,
73.19,0.00738,,,
73.91,0.00743,,,
74.59,0.00748,,,
75.41,0.00753,,,
76.5,0.00759,,,
77.96,0.00764,,,
78.85,0.0077,,,
79.32,0.00775,,,
79.87,0.00781,,,
80.53,0.00786,,,
81.07,0.00792,,,
81.5,0.00797,,,
82.1,0.00803,,,
82.94,0.00809,,,
83.69,0.00814,,,
84.12,0.0082,,,
84.87,0.00826,,,
85.81,0.00832,,,
86.57,0.00838,,,
87.12,0.00844,,,
88.38,0.00849,,,
88.93,0.00855,,,
89.59,0.00861,,,
90.09,0.00867,,,
91.41,0.00873,,,
92.2,0.00879,,,
93.28,0.00885,,,
93.78,0.00891,,,
94.8,0.00897,,,
95.32,0.00903,,,
95.93,0.00909,,,
96.48,0.00915,,,
97.55,0.0092,,,
99.07,0.00926,,,
100.4,0.00932,,,
101.24,0.00938,,,
101.96,0.00943,,,
102.44,0.00949,,,
102.92,0.00954,,,
104.26,0.0096,,,
104.89,0.00965,,,
105.59,0.00971,,,
106.13,0.00976,,,
106.56,0.00981,,,
107.03,0.00987,,,
108.18,0.00992,,,
108.68,0.00998,,,
109.3,0.01003,,,
110,0.01008,,,
110.93,0.01014,,,
111.38,0.01019,,,
112.97,0.01024,,,
114.04,0.01029,,,
114.82,0.01035,,,
115.24,0.0104,,,
115.65,0.01045,,,
116.79,0.0105,,,
117.22,0.01055,,,
117.71,0.0106,,,
118.21,0.01065,,,
118.89,0.0107,,,
119.32,0.01075,,,
119.99,0.0108,,,
120.78,0.01085,,,
121.73,0.0109,,,
122.23,0.01095,,,
123.01,0.011,,,
123.85,0.01105,,,
124.31,0.0111,,,
124.93,0.01115,,,
125.71,0.0112,,,
126.43,0.01125,,,
127.1,0.0113,,,
128.35,0.01135,,,
129.02,0.0114,,,
129.55,0.01146,,,
130.64,0.01151,,,
131.17,0.01156,,,
131.79,0.01161,,,
133.16,0.01166,,,
133.62,0.01172,,,
134.27,0.01177,,,
134.84,0.01183,,,
135.86,0.01188,,,
137.09,0.01193,,,
137.58,0.01199,,,
138.06,0.01204,,,
138.83,0.01209,,,
